Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY,passtype,Assist,Assist_2nd
BlockedPass,6,46,89401,13,Successful,60.1,91.8,,,OpenPlay,False,False
BallRecovery,6,52,255169,13,Successful,25.5,83.2,,,OpenPlay,False,False
Pass,6,52,255169,13,Successful,32.6,80.0,13.7,52.8,OpenPlay,False,False
Pass,6,56,102248,13,Successful,13.5,46.0,17.8,76.3,OpenPlay,False,False
Pass,6,59,27586,13,Successful,14.6,75.9,7.9,53.7,OpenPlay,False,False
Pass,7,2,102248,13,Successful,8.1,51.2,14.6,47.8,OpenPlay,False,False
Pass,7,4,144890,13,Successful,13.3,44.2,7.3,17.9,OpenPlay,False,False
Pass,7,6,288795,13,Successful,7.3,17.9,20,3.5,OpenPlay,False,False
Pass,7,8,125211,13,Successful,20.8,12.8,17,25.9,OpenPlay,False,False
Pass,7,10,144890,13,Successful,15.0,28.5,4.5,50,OpenPlay,False,False
Pass,7,12,102248,13,Successful,9.0,55.8,12.5,77.5,OpenPlay,False,False
Pass,7,19,27586,13,Unsuccessful,34.9,83.5,54.7,82.9,OpenPlay,False,False
BallRecovery,7,22,25931,15,Successful,41.2,23.4,,,OpenPlay,False,False
Pass,7,23,25931,15,Successful,41.2,23.4,55.7,30.6,OpenPlay,False,False
Pass,7,24,93894,15,Successful,51.4,32.8,39.4,42.8,OpenPlay,False,False
Pass,7,27,106086,15,Successful,39.4,42.8,40.1,97.2,OpenPlay,False,False
Pass,7,29,84008,15,Successful,40.0,96.8,29.7,75.9,OpenPlay,False,False
Pass,7,34,104010,15,Successful,29.3,66.1,27.8,43.9,OpenPlay,False,False
Pass,7,36,106086,15,Successful,25.5,37.9,26.1,23.7,OpenPlay,False,False
Pass,7,38,25931,15,Successful,26.1,23.7,31.7,30.3,OpenPlay,False,False
Pass,7,41,106968,15,Successful,32.5,36.0,23.7,67.3,OpenPlay,False,False
Pass,7,42,104010,15,Successful,22.7,67.2,6.3,50.3,OpenPlay,False,False
Pass,7,46,34749,15,Unsuccessful,6.1,50.3,78.6,72.4,OpenPlay,False,False
BallRecovery,7,51,288795,13,Successful,19.5,30.4,,,OpenPlay,False,False
Pass,7,51,288795,13,Successful,20.4,30.3,14.5,31.5,OpenPlay,False,False
Pass,7,55,102248,13,Successful,13.6,41.5,23,40.3,OpenPlay,False,False
Pass,7,57,144890,13,Successful,23.7,39.2,18.7,68.1,OpenPlay,False,False
Pass,8,0,27586,13,Successful,15.5,69.6,6.9,48.5,OpenPlay,False,False
Pass,8,3,102248,13,Successful,6.9,48.5,18.3,54.5,OpenPlay,False,False
Pass,8,5,89401,13,Successful,14.8,52.1,7.6,10.3,OpenPlay,False,False
Pass,8,8,288795,13,Unsuccessful,7.6,10.3,14.8,0,OpenPlay,False,False
Pass,8,13,84008,15,Successful,75.7,100.0,59.5,93.3,ThrowIn,False,False
Pass,8,16,104010,15,Successful,65.0,95.0,53.5,69.1,OpenPlay,False,False
Pass,8,19,106086,15,Successful,53.6,68.4,45.4,43,OpenPlay,False,False
Pass,8,20,25931,15,Successful,45.4,43.0,43,66.7,OpenPlay,False,False
Pass,8,22,106086,15,Successful,43.5,67.8,49.1,93,OpenPlay,False,False
Pass,8,23,104010,15,Successful,48.7,93.0,44.4,82.4,OpenPlay,False,False
Pass,8,26,93894,15,Successful,46.3,76.7,48.2,57.2,OpenPlay,False,False
Pass,8,27,106968,15,Successful,48.2,57.2,53.7,71.1,OpenPlay,False,False
Pass,8,31,93894,15,Successful,53.0,71.1,54.7,55.5,OpenPlay,False,False
Pass,8,34,106968,15,Successful,53.9,52.1,38.5,28,OpenPlay,False,False
Pass,8,36,25931,15,Successful,38.5,28.0,46.6,42.7,OpenPlay,False,False
Pass,8,38,106968,15,Successful,47.2,42.7,45.8,60.8,OpenPlay,False,False
Pass,8,40,93894,15,Successful,45.9,68.4,58,95.7,OpenPlay,False,False
Pass,8,43,104010,15,Successful,58.9,95.6,44.5,81.8,OpenPlay,False,False
Pass,8,47,93894,15,Unsuccessful,44.1,76.9,100,80.5,OpenPlay,False,False
Pass,9,12,102248,13,Successful,3.9,47.6,33.4,96.2,OpenPlay,False,False
BallTouch,9,21,255169,13,Unsuccessful,48.3,56.9,,,OpenPlay,False,False
BallRecovery,9,22,93894,15,Successful,53.8,41.6,,,OpenPlay,False,False
Pass,9,26,93894,15,Successful,63.2,52.8,71.4,95.7,OpenPlay,False,False
Pass,9,32,84008,15,Successful,70.7,96.3,54.1,75,OpenPlay,False,False
Pass,9,38,104010,15,Successful,55.0,70.3,45.8,45.1,OpenPlay,False,False
Pass,9,42,106086,15,Successful,44.4,41.2,47.7,3.1,OpenPlay,False,False
Pass,9,44,25931,15,Successful,45.5,4.3,47.2,17.6,OpenPlay,False,False
Pass,9,45,106968,15,Successful,47.2,17.6,60.2,14.4,OpenPlay,False,False
Pass,9,46,343346,15,Successful,60.2,14.4,61.7,6.5,OpenPlay,False,False
Pass,9,51,361330,15,Successful,64.7,4.9,59.1,28.5,OpenPlay,False,False
Pass,9,53,106968,15,Successful,63.3,29.5,68.2,43.3,ShotAssist,False,False
Challenge,9,56,144890,13,Unsuccessful,27.4,67.5,,,OpenPlay,False,False
TakeOn,9,56,302692,15,Successful,72.6,32.5,,,OpenPlay,False,False
Challenge,9,56,288795,13,Unsuccessful,26.0,64.0,,,OpenPlay,False,False
TakeOn,9,56,302692,15,Successful,74.0,36.0,,,OpenPlay,False,False
SavedShot,9,59,302692,15,Successful,86.2,35.1,,,OpenPlay,False,False
Save,9,59,102248,13,Successful,2.3,49.7,,,OpenPlay,False,False
KeeperPickup,10,2,102248,13,Successful,7.2,51.6,,,OpenPlay,False,False
Pass,10,16,102248,13,Successful,7.2,51.6,13.1,71.2,OpenPlay,False,False
Pass,10,21,27586,13,Successful,20.1,87.7,81.1,76.6,OpenPlay,False,False
Dispossessed,10,28,255169,13,Successful,87.0,77.6,,,OpenPlay,False,False
Tackle,10,28,361330,15,Unsuccessful,13.0,22.4,,,OpenPlay,False,False
Pass,10,31,255169,13,Successful,80.9,82.4,85.4,77.6,OpenPlay,False,False
Pass,10,33,44120,13,Unsuccessful,80.5,79.7,80.9,77.3,OpenPlay,False,False
Clearance,10,33,106968,15,Successful,18.9,21.5,,,OpenPlay,False,False
Pass,10,38,44120,13,Successful,81.8,93.0,77.5,72.9,OpenPlay,False,False
Pass,10,40,89401,13,Successful,78.7,66.3,78,38,OpenPlay,False,False
Pass,10,42,125211,13,Successful,78.2,36.4,94.2,28.5,OpenPlay,False,False
Pass,10,45,239872,13,Unsuccessful,94.2,28.5,93,44.9,OpenPlay,False,False
Clearance,10,46,106086,15,Successful,7.7,48.5,0,91.1,OpenPlay,False,False
CornerAwarded,10,47,239872,13,Successful,96.5,26.6,,,OpenPlay,False,False
CornerAwarded,10,47,106086,15,Unsuccessful,3.5,73.4,,,OpenPlay,False,False
Pass,11,26,239872,13,Unsuccessful,99.6,0.5,100,99.3,CornerTaken,False,False
Pass,11,55,34749,15,Successful,4.7,50.3,7.5,68.1,OpenPlay,False,False
Pass,11,56,104010,15,Successful,7.5,68.1,5.1,27.6,OpenPlay,False,False
Pass,11,58,106086,15,Successful,4.5,26.1,14.4,2.6,OpenPlay,False,False
Pass,12,0,25931,15,Unsuccessful,13.5,3.7,43.8,7.3,OpenPlay,False,False
Interception,12,1,255169,13,Successful,55.7,92.9,,,OpenPlay,False,False
BallTouch,12,2,361330,15,Successful,43.8,7.3,,,OpenPlay,False,False
Dispossessed,12,5,297403,13,Successful,60.8,91.4,,,OpenPlay,False,False
Tackle,12,5,343346,15,Successful,39.2,8.6,,,OpenPlay,False,False
Pass,12,7,24444,15,Successful,47.7,14.5,57,23.1,OpenPlay,False,False
BallTouch,12,7,302692,15,Unsuccessful,59.0,27.2,,,OpenPlay,False,False
Pass,12,7,297403,13,Unsuccessful,41.6,73.4,60.7,64.5,OpenPlay,False,False
Pass,12,9,106968,15,Successful,38.5,33.7,45.3,86.5,OpenPlay,False,False
Pass,12,15,84008,15,Successful,45.0,86.9,32.7,71.4,OpenPlay,False,False
Pass,12,19,104010,15,Successful,32.7,71.4,31.5,33,OpenPlay,False,False
Pass,12,20,106086,15,Successful,31.5,33.0,27.4,9.8,OpenPlay,False,False
Pass,12,23,25931,15,Successful,31.0,18.2,34.2,38,OpenPlay,False,False
Pass,12,24,106968,15,Successful,34.2,38.0,37.6,47.8,OpenPlay,False,False
Pass,12,28,93894,15,Successful,55.9,32.2,58.8,11.4,OpenPlay,False,False
Pass,12,31,343346,15,Successful,60.6,8.5,68.7,3.7,OpenPlay,False,False
Pass,12,33,361330,15,Successful,69.9,3.7,64.1,5.5,OpenPlay,False,False
Pass,12,34,343346,15,Successful,65.1,5.5,58.1,10,OpenPlay,False,False
Pass,12,36,93894,15,Successful,58.9,14.1,63.4,32.1,OpenPlay,False,False
Pass,12,37,106968,15,Successful,63.4,32.1,59.9,25.5,OpenPlay,False,False
Pass,12,38,93894,15,Successful,59.9,25.5,66.4,37.9,OpenPlay,False,False
Pass,12,39,106968,15,Successful,66.4,37.9,61.5,23.7,OpenPlay,False,False
Pass,12,41,93894,15,Successful,61.5,23.7,68.6,4,OpenPlay,False,False
Pass,12,43,361330,15,Successful,68.6,4.0,59.5,6.7,OpenPlay,False,False
Pass,12,45,25931,15,Successful,59.3,7.6,59.1,16.7,OpenPlay,False,False
Pass,12,48,93894,15,Successful,65.6,24.6,72,33.1,OpenPlay,False,False
Pass,12,49,302692,15,Unsuccessful,72.0,33.1,72.8,50.6,OpenPlay,False,False
BallRecovery,12,51,125211,13,Successful,26.9,47.6,,,OpenPlay,False,False
Pass,12,51,125211,13,Successful,26.9,47.6,32.7,54.9,OpenPlay,False,False
Pass,12,54,89401,13,Successful,39.5,48.5,40.5,60.3,OpenPlay,False,False
Pass,13,0,144890,13,Unsuccessful,41.3,66.1,59.8,12.9,OpenPlay,False,False
Pass,13,2,84008,15,Unsuccessful,31.6,88.9,39.9,77.9,OpenPlay,False,False
BallTouch,13,3,125211,13,Successful,55.5,16.7,,,OpenPlay,False,False
BallRecovery,13,4,84008,15,Successful,31.9,69.3,,,OpenPlay,False,False
Pass,13,4,84008,15,Successful,31.9,69.3,37.6,65.4,OpenPlay,False,False
Pass,13,9,93894,15,Successful,34.3,64.3,35.2,48.7,OpenPlay,False,False
Pass,13,10,106968,15,Successful,35.2,48.7,35.8,62.7,OpenPlay,False,False
BallTouch,13,15,93894,15,Unsuccessful,35.7,52.7,,,OpenPlay,False,False
Foul,13,16,89401,13,Successful,63.0,44.6,,,OpenPlay,False,False
Foul,13,16,93894,15,Unsuccessful,37.0,55.4,,,OpenPlay,False,False
Card,13,56,93894,15,Successful,0.0,0.0,,,OpenPlay,False,False
Pass,14,19,144890,13,Unsuccessful,63.3,43.3,89.4,33.4,OpenPlay,False,False
Clearance,14,21,84008,15,Successful,6.4,68.1,13.9,69.9,OpenPlay,False,False
Pass,14,23,288795,13,Unsuccessful,85.3,31.2,91.5,45.1,OpenPlay,False,False
Clearance,14,24,106968,15,Successful,6.8,51.3,34.1,27,OpenPlay,False,False
Pass,14,26,255169,13,Successful,72.0,70.8,80.1,91.8,OpenPlay,False,False
Pass,14,29,27586,13,Successful,75.5,95.9,52.1,89.1,OpenPlay,False,False
Pass,14,32,297403,13,Successful,52.1,89.1,60.7,87.1,OpenPlay,False,False
Pass,14,36,144890,13,Successful,66.4,68.2,75.8,74.1,OpenPlay,False,False
Pass,14,37,44120,13,Unsuccessful,75.5,74.0,73.8,58.8,OpenPlay,False,False
Interception,14,38,106086,15,Successful,26.0,49.7,,,OpenPlay,False,False
TakeOn,14,41,144890,13,Successful,69.4,59.5,,,OpenPlay,False,False
Challenge,14,41,93894,15,Unsuccessful,30.6,40.5,,,OpenPlay,False,False
Foul,14,42,144890,13,Successful,71.9,54.4,,,OpenPlay,False,False
Foul,14,42,106968,15,Unsuccessful,28.1,45.6,,,OpenPlay,False,False
MissedShots,16,1,144890,13,Successful,73.4,61.2,,,OpenPlay,False,False
Pass,16,29,34749,15,Successful,4.5,50.6,69.6,52.4,OpenPlay,False,False
BallTouch,16,33,24444,15,Unsuccessful,69.7,50.4,,,OpenPlay,False,False
BallRecovery,16,33,125211,13,Successful,30.6,27.4,,,OpenPlay,False,False
Pass,16,34,125211,13,Successful,31.5,28.8,37.5,23.6,OpenPlay,False,False
Pass,16,36,144890,13,Successful,41.6,16.2,85.2,10.6,OpenPlay,False,False
TakeOn,16,42,239872,13,Unsuccessful,85.9,11.2,,,OpenPlay,False,False
Tackle,16,42,104010,15,Successful,14.1,88.8,,,OpenPlay,False,False
BallRecovery,16,43,104010,15,Successful,13.8,88.9,,,OpenPlay,False,False
Dispossessed,16,44,104010,15,Successful,14.4,90.0,,,OpenPlay,False,False
Tackle,16,44,239872,13,Successful,85.6,10.0,,,OpenPlay,False,False
Pass,16,57,84008,15,Successful,11.0,100.0,28.1,93.2,ThrowIn,False,False
Pass,17,1,302692,15,Successful,28.1,93.2,39.2,90,OpenPlay,False,False
Challenge,17,2,288795,13,Unsuccessful,60.4,14.4,,,OpenPlay,False,False
TakeOn,17,2,24444,15,Successful,39.6,85.6,,,OpenPlay,False,False
Pass,17,3,24444,15,Unsuccessful,37.8,87.5,34.2,74.5,OpenPlay,False,False
Pass,17,3,144890,13,Successful,62.4,15.6,58.7,27.4,OpenPlay,False,False
BallRecovery,17,5,89401,13,Successful,58.0,31.6,,,OpenPlay,False,False
Pass,17,5,89401,13,Successful,58.2,31.6,46.2,57.5,OpenPlay,False,False
Pass,17,8,297403,13,Successful,46.1,56.4,42.1,34.3,OpenPlay,False,False
Pass,17,10,27586,13,Successful,42.1,34.3,47.1,40.4,OpenPlay,False,False
Pass,17,13,144890,13,Successful,47.2,33.3,41.6,11.3,OpenPlay,False,False
Pass,17,16,288795,13,Successful,42.6,11.9,47.8,2.9,OpenPlay,False,False
Pass,17,18,125211,13,Successful,47.1,5.3,45,21.5,OpenPlay,False,False
Pass,17,21,144890,13,Successful,45.3,28.9,38.7,91.7,OpenPlay,False,False
Pass,17,24,297403,13,Successful,42.8,93.5,57.5,91.2,OpenPlay,False,False
Pass,17,28,44120,13,Successful,53.5,97.1,37.8,97.1,OpenPlay,False,False
Pass,17,30,297403,13,Successful,37.8,97.1,26.6,77.6,OpenPlay,False,False
Pass,17,33,27586,13,Successful,25.6,75.1,15.6,36.4,OpenPlay,False,False
Pass,17,38,102248,13,Successful,15.1,33.7,16,13.4,OpenPlay,False,False
Pass,17,40,288795,13,Successful,19.6,9.1,25,2.5,OpenPlay,False,False
Pass,17,41,125211,13,Successful,25.0,2.5,27.7,14,OpenPlay,False,False
Pass,17,42,239872,13,Successful,27.7,14.0,12.8,14.7,OpenPlay,False,False
Pass,17,45,288795,13,Successful,11.2,20.1,6.3,45.8,OpenPlay,False,False
Pass,17,47,102248,13,Successful,6.9,47.8,15.3,54.2,OpenPlay,False,False
Pass,17,49,89401,13,Successful,15.3,54.2,5.7,50.4,OpenPlay,False,False
Pass,17,51,102248,13,Successful,3.2,42.4,7.7,15,OpenPlay,False,False
Pass,17,54,288795,13,Successful,4.7,9.7,13.5,3.4,OpenPlay,False,False
Pass,17,55,125211,13,Successful,13.5,3.4,20.2,19.5,OpenPlay,False,False
Pass,18,0,239872,13,Successful,12.3,38.2,7.6,73,OpenPlay,False,False
Pass,18,3,27586,13,Successful,11.2,75.9,24.7,97.5,OpenPlay,False,False
Pass,18,6,297403,13,Successful,24.7,97.5,45,97.7,OpenPlay,False,False
Pass,18,7,44120,13,Successful,45.0,97.7,44.1,71.7,OpenPlay,False,False
Pass,18,10,239872,13,Successful,44.8,70.6,90.7,83.9,OpenPlay,False,False
BallTouch,18,17,255169,13,Unsuccessful,92.1,75.7,,,OpenPlay,False,False
Pass,18,41,34749,15,Successful,4.4,50.7,5.9,28.5,OpenPlay,False,False
Pass,18,45,106086,15,Successful,5.8,27.0,15.1,6.1,OpenPlay,False,False
Pass,18,48,25931,15,Unsuccessful,15.1,3.4,65.4,6.5,OpenPlay,False,False
Pass,18,50,27586,13,Successful,38.2,93.6,42.3,97.1,OpenPlay,False,False
BallRecovery,18,52,255169,13,Successful,42.5,97.2,,,OpenPlay,False,False
Pass,18,52,255169,13,Successful,42.5,97.2,8.7,57.8,OpenPlay,False,False
Pass,18,57,102248,13,Successful,12.4,54.6,23.9,55.1,OpenPlay,False,False
Pass,19,1,144890,13,Successful,27.0,49.3,39,38.3,OpenPlay,False,False
BallTouch,19,5,239872,13,Unsuccessful,44.4,39.0,,,OpenPlay,False,False
BallRecovery,19,5,106968,15,Successful,55.3,46.7,,,OpenPlay,False,False
Pass,19,6,106968,15,Successful,55.3,46.7,66.5,44.6,OpenPlay,False,False
Pass,19,7,24444,15,Unsuccessful,66.3,46.6,72.6,51.2,OpenPlay,False,False
Pass,19,9,288795,13,Unsuccessful,28.6,47.0,63.8,75.1,OpenPlay,False,False
BallRecovery,19,14,25931,15,Successful,34.6,21.9,,,OpenPlay,False,False
Pass,19,15,25931,15,Successful,30.5,21.7,9.1,48,OpenPlay,False,False
Pass,19,18,34749,15,Successful,8.1,49.9,23.5,81.1,OpenPlay,False,False
Pass,19,21,104010,15,Successful,23.5,83.2,31.7,73.5,OpenPlay,False,False
Pass,19,22,93894,15,Successful,31.7,73.5,18.3,86.5,OpenPlay,False,False
Pass,19,24,104010,15,Successful,18.3,88.4,27.6,95.9,OpenPlay,False,False
