Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY,passtype,Assist,Assist_2nd
Pass,7,43,89401,13,Successful,60.0,73.3,72.3,95.9,OpenPlay,False,False
Pass,7,44,367185,13,Successful,72.3,95.9,79.5,91.1,OpenPlay,False,False
Pass,7,45,44120,13,Unsuccessful,79.5,91.1,75,82.1,OpenPlay,False,False
BallRecovery,7,46,342811,23,Successful,21.1,10.4,,,OpenPlay,False,False
Pass,7,47,342811,23,Successful,21.1,10.4,17.9,5.2,OpenPlay,False,False
Pass,7,48,44847,23,Successful,17.9,5.2,23.2,2.6,OpenPlay,False,False
Pass,7,50,114323,23,Successful,27.2,7.9,30.3,20.1,OpenPlay,False,False
Pass,7,57,303924,23,Successful,76.7,18.9,69.7,18,OpenPlay,False,False
Pass,7,59,114323,23,Successful,69.7,18.0,74.6,9.1,OpenPlay,False,False
Pass,8,1,303924,23,Successful,78.4,10.6,96.8,9.4,OpenPlay,False,False
Pass,8,8,114323,23,Successful,91.3,1.9,78.8,9.2,OpenPlay,False,False
Pass,8,11,303924,23,Unsuccessful,77.7,10.9,91.3,100,OpenPlay,False,False
Card,8,18,89401,13,Successful,0.0,0.0,,,OpenPlay,False,False
Pass,8,40,125211,13,Successful,16.9,0.0,13.1,13.8,ThrowIn,False,False
Pass,8,41,144890,13,Successful,13.1,13.8,16.5,1.4,OpenPlay,False,False
Pass,8,43,125211,13,Successful,16.5,1.4,21.1,21.2,OpenPlay,False,False
Pass,8,45,144890,13,Successful,21.1,21.2,19.2,67.2,OpenPlay,False,False
Pass,8,51,367185,13,Successful,39.7,73.2,52.3,88.1,OpenPlay,False,False
Pass,8,56,89401,13,Successful,54.0,82.1,47.5,60.2,OpenPlay,False,False
Pass,8,58,144890,13,Successful,48.8,51.9,55.3,7,OpenPlay,False,False
Pass,9,3,125211,13,Successful,58.2,7.4,48.9,28.6,OpenPlay,False,False
Pass,9,7,80921,13,Successful,51.8,37.0,52.1,64.2,OpenPlay,False,False
Pass,9,9,27586,13,Successful,55.0,68.5,66.8,98.9,OpenPlay,False,False
Pass,9,11,367185,13,Unsuccessful,67.0,96.6,71,80.9,OpenPlay,False,False
Pass,9,12,44847,23,Unsuccessful,28.1,18.2,39.2,12.2,OpenPlay,False,False
Pass,9,14,89401,13,Successful,64.0,83.9,71.2,93.2,OpenPlay,False,False
Pass,9,16,44120,13,Successful,71.2,93.2,64.4,87.4,OpenPlay,False,False
Pass,9,17,89401,13,Successful,63.9,85.3,59.9,41.5,OpenPlay,False,False
Pass,9,20,144890,13,Successful,63.0,32.1,66,12.2,OpenPlay,False,False
Pass,9,23,125211,13,Successful,66.6,11.0,73.8,0.5,OpenPlay,False,False
Pass,9,26,239872,13,Successful,73.2,5.6,65.7,28.2,OpenPlay,False,False
Pass,9,29,144890,13,Successful,68.7,29.1,89.4,93.6,OpenPlay,False,False
TakeOn,9,37,367185,13,Unsuccessful,94.1,84.8,,,OpenPlay,False,False
