eventId,expandedMinute,id,isTouch,minute,qualifiers,satisfiedEventsTypes,second,teamId,x,y,outcomeType_displayName,outcomeType_value,period_displayName,period_value,type_displayName,type_value,endX,endY,playerId,goalMouthY,goalMouthZ,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,cardType_displayName,cardType_value,isGoal,$idx,$len,field,satisfiers,text,minuteInfo_expandedMinute,minuteInfo_extraTime,minuteInfo_isEndOfPeriod,minuteInfo_minute,minuteInfo_minuteString,minuteInfo_period,type_$idx,type_$len,Assist
613.0,55,1768988741.0,True,53,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '52.7'}, {'type': {'displayName': 'GoalKick', 'value': 124}}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '50.7'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '34.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.2'}, {'type': {'displayName': 'MissHigh', 'value': 74}}]","[90, 118, 116, 126, 35, 37, 215, 217]",6.0,167,4.8,43.3,Successful,1,SecondHalf,2,Pass,1,52.7,34.3,8786.0,,,,,,,,,,,,,,,,,,,,,,,,
614.0,55,179486743.0,True,53,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '58.3'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '40.3'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '7.2'}]","[90, 118, 116, 29, 35, 36, 215, 217]",7.0,167,52.7,34.3,Successful,1,SecondHalf,2,Pass,1,58.3,40.3,19119.0,,,,,,,,,,,,,,,,,,,,,,,,
615.0,55,156930792.0,True,53,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '32.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '5.2'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '59.4'}]","[90, 118, 116, 29, 35, 37, 215, 217]",8.0,167,58.3,40.3,Successful,1,SecondHalf,2,Pass,1,59.4,32.8,14102.0,,,,,,,,,,,,,,,,,,,,,,,,
616.0,55,1298468437.0,True,53,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '74.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '18.8'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.8'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '11.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",11.0,167,65.7,27.0,Successful,1,SecondHalf,2,Pass,1,74.7,18.8,14053.0,,,,,,,,,,,,,,,,,,,,,,,,
617.0,55,385965829.0,True,53,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '7.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '75.3'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '3.5'}]","[90, 118, 116, 29, 204, 34, 37, 216, 217]",13.0,167,75.4,14.4,Successful,1,SecondHalf,2,Pass,1,75.3,3.5,14260.0,,,,,,,,,,,,,,,,,,,,,,,,
618.0,55,1582251754.0,True,53,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '10.5'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '18.9'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '76.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.5'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",15.0,167,75.3,3.5,Successful,1,SecondHalf,2,Pass,1,76.2,18.9,73084.0,,,,,,,,,,,,,,,,,,,,,,,,
619.0,55,1143873265.0,True,53,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.0'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '19.1'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '12.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '88.0'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",16.0,167,76.2,18.9,Successful,1,SecondHalf,2,Pass,1,88.0,19.1,14053.0,,,,,,,,,,,,,,,,,,,,,,,,
620.0,55,811500157.0,True,53,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '488'}]","[90, 52]",18.0,167,86.2,22.6,Unsuccessful,0,SecondHalf,2,TakeOn,3,,,14260.0,,,,,,,,,,,,,,,,,,,,,,,,
488.0,55,1474603076.0,True,53,"[{'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '620'}, {'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 142]",18.0,13,13.8,77.4,Successful,1,SecondHalf,2,Tackle,7,,,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
489.0,55,1889685795.0,False,53,[],[92],19.0,13,6.4,74.2,Successful,1,SecondHalf,2,BallRecovery,49,,,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
490.0,55,221401226.0,True,53,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '4.2'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '621'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '80.3'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '7.2'}]","[90, 117, 119, 28, 35, 36, 214, 217]",19.0,13,6.4,74.2,Unsuccessful,0,SecondHalf,2,Pass,1,7.2,80.3,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
621.0,55,507465058.0,True,53,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}]","[90, 100, 55]",20.0,167,94.4,18.9,Successful,1,SecondHalf,2,Interception,8,,,14260.0,,,,,,,,,,,,,,,,,,,,,,,,
622.0,55,1215283766.0,False,53,[],[92],21.0,167,98.5,13.5,Successful,1,SecondHalf,2,BallRecovery,49,,,14260.0,,,,,,,,,,,,,,,,,,,,,,,,
623.0,55,941685296.0,True,53,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '491'}]","[90, 69]",24.0,167,97.8,25.8,Successful,1,SecondHalf,2,Dispossessed,50,,,14260.0,,,,,,,,,,,,,,,,,,,,,,,,
491.0,55,878817604.0,True,53,"[{'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '623'}, {'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 142]",24.0,13,2.2,74.2,Successful,1,SecondHalf,2,Tackle,7,,,23072.0,,,,,,,,,,,,,,,,,,,,,,,,
492.0,55,671341812.0,False,53,[],[92],25.0,13,6.6,89.9,Successful,1,SecondHalf,2,BallRecovery,49,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,
493.0,55,401413087.0,True,53,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '624'}]","[90, 52]",26.0,13,6.2,88.6,Unsuccessful,0,SecondHalf,2,TakeOn,3,,,13796.0,,,,,,,,,,,,,,,,,,,,,,,,
624.0,55,1149222017.0,True,53,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '493'}]","[90, 142]",26.0,167,93.8,11.4,Successful,1,SecondHalf,2,Tackle,7,,,73084.0,,,,,,,,,,,,,,,,,,,,,,,,
625.0,55,912041421.0,False,53,[],[92],27.0,167,97.4,13.7,Successful,1,SecondHalf,2,BallRecovery,49,,,73084.0,,,,,,,,,,,,,,,,,,,,,,,,
626.0,55,1132017877.0,True,53,"[{'type': {'displayName': 'Chipped', 'value': 155}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '95.0'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '48.1'}, {'type': {'displayName': 'Cross', 'value': 2}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '494'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '23.8'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]","[90, 123, 125, 34, 36, 216, 217]",28.0,167,97.7,13.4,Unsuccessful,0,SecondHalf,2,Pass,1,95.0,48.1,73084.0,,,,,,,,,,,,,,,,,,,,,,,,
494.0,55,1076111840.0,True,53,"[{'type': {'displayName': 'HighClaim', 'value': 88}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '626'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 92, 103]",31.0,13,4.9,48.8,Successful,1,SecondHalf,2,Claim,11,,,6775.0,,,,,,,,,,,,,,,,,,,,,,,,
495.0,55,745314749.0,True,53,"[{'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '28.3'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '46.0'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '59.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.1'}]","[90, 119, 127, 35, 37, 215, 217]",35.0,13,16.6,43.1,Unsuccessful,0,SecondHalf,2,Pass,1,59.3,28.3,6775.0,,,,,,,,,,,,,,,,,,,,,,,,
627.0,55,386789800.0,True,53,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '22.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'HeadPass', 'value': 3}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '92.3'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.5'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '61.3'}]","[90, 118, 116, 29, 138, 35, 36, 215, 217]",38.0,167,42.3,75.7,Successful,1,SecondHalf,2,Pass,1,61.3,92.3,68852.0,,,,,,,,,,,,,,,,,,,,,,,,
496.0,55,444742068.0,False,53,"[{'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '629'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]",[62],42.0,13,40.0,12.7,Successful,1,SecondHalf,2,Foul,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
629.0,55,1950874590.0,False,53,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '496'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}]",[63],42.0,167,60.0,87.3,Unsuccessful,0,SecondHalf,2,Foul,4,,,97692.0,,,,,,,,,,,,,,,,,,,,,,,,
497.0,55,429777161.0,True,53,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '41.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '7.0'}, {'type': {'displayName': 'FreekickTaken', 'value': 5}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '22.4'}]","[90, 116, 29, 131, 35, 36, 215, 217]",56.0,13,39.2,12.8,Successful,1,SecondHalf,2,Pass,1,41.7,22.4,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
498.0,55,1457588431.0,True,53,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '8.2'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '14.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '35.9'}, {'type': {'displayName': 'LayOff', 'value': 156}}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.9'}]","[90, 116, 29, 34, 37, 215, 217]",57.0,13,41.7,22.4,Successful,1,SecondHalf,2,Pass,1,35.9,14.3,6321.0,,,,,,,,,,,,,,,,,,,,,,,,
499.0,55,1762703944.0,True,53,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '3.1'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '18.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.0'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '37.0'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '630'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 117, 119, 28, 35, 36, 215, 217]",58.0,13,35.3,14.3,Unsuccessful,0,SecondHalf,2,Pass,1,37.0,18.0,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
630.0,55,1181380002.0,False,53,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '499'}]",[59],59.0,167,68.5,78.3,Successful,1,SecondHalf,2,BlockedPass,74,,,14102.0,,,,,,,,,,,,,,,,,,,,,,,,
501.0,56,2133295737.0,False,54,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Foul', 'value': 13}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '631'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]",[63],2.0,13,30.4,19.2,Unsuccessful,0,SecondHalf,2,Foul,4,,,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
631.0,56,2054537692.0,False,54,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '501'}, {'type': {'displayName': 'Foul', 'value': 13}}]",[62],2.0,167,71.2,82.4,Successful,1,SecondHalf,2,Foul,4,,,14102.0,,,,,,,,,,,,,,,,,,,,,,,,
632.0,56,1031789054.0,True,54,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '23.9'}, {'type': {'displayName': 'FreekickTaken', 'value': 5}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '55.8'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.5'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '85.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'ShotAssist', 'value': 210}}, {'type': {'displayName': 'Chipped', 'value': 155}}, {'type': {'displayName': 'Cross', 'value': 2}}, {'type': {'displayName': 'IntentionalAssist', 'value': 154}}, {'type': {'displayName': 'KeyPass', 'value': 11113}}]","[90, 118, 122, 123, 124, 39, 40, 43, 35, 37, 216, 217]",36.0,167,69.6,80.3,Successful,1,SecondHalf,2,Pass,1,85.9,55.8,12267.0,,,,,,,,,,,,,,,,,,,,,,,,
633.0,56,144740818.0,True,54,"[{'type': {'displayName': 'Assisted', 'value': 29}}, {'type': {'displayName': 'RelatedEventId', 'value': 55}, 'value': '632'}, {'type': {'displayName': 'GoalMouthY', 'value': 102}, 'value': '48.9'}, {'type': {'displayName': 'GoalMouthZ', 'value': 103}, 'value': '14.6'}, {'type': {'displayName': 'BoxCentre', 'value': 17}}, {'type': {'displayName': 'BlockedX', 'value': 146}, 'value': '98.4'}, {'type': {'displayName': 'Head', 'value': 15}}, {'type': {'displayName': 'IntentionalAssist', 'value': 154}}, {'type': {'displayName': 'BlockedY', 'value': 147}, 'value': '50.7'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '502'}, {'type': {'displayName': 'LowCentre', 'value': 78}}, {'type': {'displayName': 'SetPiece', 'value': 24}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]","[90, 8, 9, 1, 5, 13]",38.0,167,86.3,55.7,Successful,1,SecondHalf,2,SavedShot,15,,,14260.0,48.9,14.6,True,632.0,12267.0,98.4,50.7,,,,,,,,,,,,,,,,,
502.0,56,1663823231.0,True,54,"[{'type': {'displayName': 'Hands', 'value': 182}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '633'}, {'type': {'displayName': 'KeeperSaveInTheBox', 'value': 11115}}]","[90, 112, 111, 76, 78, 80]",38.0,13,3.0,49.4,Successful,1,SecondHalf,2,Save,10,,,6775.0,,,,,,,,,,,,,,,,,,,,,,,,
503.0,56,915836261.0,True,54,[],"[90, 92]",39.0,13,3.0,49.4,Successful,1,SecondHalf,2,KeeperPickup,52,,,6775.0,,,,,,,,,,,,,,,,,,,,,,,,
504.0,56,562152933.0,True,54,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.0'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '30.3'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '56.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '68.2'}, {'type': {'displayName': 'Longball', 'value': 1}}]","[90, 119, 127, 35, 37, 216, 217]",56.0,13,16.5,55.5,Unsuccessful,0,SecondHalf,2,Pass,1,68.2,30.3,6775.0,,,,,,,,,,,,,,,,,,,,,,,,
634.0,57,128489740.0,True,55,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 100, 55]",0.0,167,31.0,70.9,Successful,1,SecondHalf,2,Interception,8,,,68852.0,,,,,,,,,,,,,,,,,,,,,,,,
635.0,57,875893167.0,False,55,[],[92],1.0,167,34.8,76.0,Successful,1,SecondHalf,2,BallRecovery,49,,,68852.0,,,,,,,,,,,,,,,,,,,,,,,,
636.0,57,911890589.0,True,55,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '95.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '70.2'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '34.9'}]","[90, 119, 127, 35, 36, 216, 217]",2.0,167,38.5,79.7,Unsuccessful,0,SecondHalf,2,Pass,1,70.2,95.3,68852.0,,,,,,,,,,,,,,,,,,,,,,,,
507.0,57,1071847415.0,False,55,[],[92],7.0,13,31.9,8.8,Successful,1,SecondHalf,2,BallRecovery,49,,,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
508.0,57,1966584079.0,True,55,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '13.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '1.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '44.2'}]","[90, 116, 29, 35, 37, 215, 217]",7.0,13,31.9,8.8,Successful,1,SecondHalf,2,Pass,1,44.2,1.9,6292.0,,,,,,,,,,,,,,,,,,,,,,,,
509.0,57,1689658743.0,True,55,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '8.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.6'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '8.6'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '50.9'}]","[90, 118, 116, 29, 35, 36, 215, 217]",8.0,13,44.2,1.9,Successful,1,SecondHalf,2,Pass,1,50.9,8.6,125211.0,,,,,,,,,,,,,,,,,,,,,,,,
510.0,57,1297851997.0,True,55,[],[90],9.0,13,51.3,9.1,Successful,1,SecondHalf,2,GoodSkill,42,,,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
511.0,57,1249444493.0,True,55,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '637'}, {'type': {'displayName': 'Offensive', 'value': 286}}]","[90, 53]",9.0,13,53.3,7.6,Successful,1,SecondHalf,2,TakeOn,3,,,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
637.0,57,399730356.0,False,55,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '511'}]",[54],9.0,167,46.7,92.4,Unsuccessful,0,SecondHalf,2,Challenge,45,,,68852.0,,,,,,,,,,,,,,,,,,,,,,,,
512.0,57,7506458.0,True,55,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '66.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '9.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '8.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}]","[90, 119, 28, 35, 215, 217]",11.0,13,58.6,9.4,Unsuccessful,0,SecondHalf,2,Pass,1,66.3,9.4,26820.0,,,,,,,,,,,,,,,,,,,,,,,,
639.0,57,1709846337.0,False,55,[],[92],13.0,167,32.9,89.7,Successful,1,SecondHalf,2,BallRecovery,49,,,12267.0,,,,,,,,,,,,,,,,,,,,,,,,
640.0,57,1197576062.0,True,55,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '76.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '47.0'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '17.3'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.7'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 116, 29, 35, 37, 215, 217]",14.0,167,32.9,89.7,Successful,1,SecondHalf,2,Pass,1,47.0,76.6,12267.0,,,,,,,,,,,,,,,,,,,,,,,,
641.0,57,452988662.0,True,55,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '44.6'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '18.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '76.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.6'}]","[90, 119, 28, 35, 37, 216, 217]",17.0,167,63.3,62.4,Unsuccessful,0,SecondHalf,2,Pass,1,76.4,44.6,14053.0,,,,,,,,,,,,,,,,,,,,,,,,
513.0,57,1889311824.0,True,55,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]","[90, 100, 55]",19.0,13,24.1,52.2,Successful,1,SecondHalf,2,Interception,8,,,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
514.0,57,993993910.0,False,55,[],[92],20.0,13,24.1,52.2,Successful,1,SecondHalf,2,BallRecovery,49,,,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
515.0,57,861218228.0,True,55,"[{'type': {'displayName': 'Throughball', 'value': 4}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '25.5'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '88.3'}, {'type': {'displayName': 'Chipped', 'value': 155}}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '60.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'ShotAssist', 'value': 210}}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.1'}, {'type': {'displayName': 'IntentionalAssist', 'value': 154}}, {'type': {'displayName': 'BigChanceCreated', 'value': 11112}}, {'type': {'displayName': 'KeyPass', 'value': 11113}}]","[90, 118, 116, 122, 123, 126, 128, 202, 204, 38, 42, 35, 37, 216, 217]",22.0,13,32.0,40.4,Successful,1,SecondHalf,2,Pass,1,88.3,25.5,30051.0,,,,,,,,,,,,,,,,,,,,,,,,
516.0,57,1422996616.0,True,55,"[{'type': {'displayName': 'RegularPlay', 'value': 22}}, {'type': {'displayName': 'IntentionalAssist', 'value': 154}}, {'type': {'displayName': 'BlockedY', 'value': 147}, 'value': '41.0'}, {'type': {'displayName': 'LeftFoot', 'value': 72}}, {'type': {'displayName': 'BigChance', 'value': 214}}, {'type': {'displayName': 'RelatedEventId', 'value': 55}, 'value': '515'}, {'type': {'displayName': 'GoalMouthZ', 'value': 103}, 'value': '0.6'}, {'type': {'displayName': 'Assisted', 'value': 29}}, {'type': {'displayName': 'BlockedX', 'value': 146}, 'value': '96.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'GoalMouthY', 'value': 102}, 'value': '48.6'}, {'type': {'displayName': 'LowCentre', 'value': 78}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '642'}, {'type': {'displayName': 'BoxRight', 'value': 63}}]","[90, 8, 9, 200, 1, 3, 12]",28.0,13,92.3,34.0,Successful,1,SecondHalf,2,SavedShot,15,,,95977.0,48.6,0.6,True,515.0,30051.0,96.4,41.0,,,,,,,,,,,,,,,,,
642.0,57,1239571940.0,True,55,"[{'type': {'displayName': 'DivingSave', 'value': 179}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Feet', 'value': 183}}, {'type': {'displayName': 'ParriedDanger', 'value': 174}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '516'}, {'type': {'displayName': 'KeeperSaveInTheBox', 'value': 11115}}]","[90, 107, 112, 111, 82, 77, 78, 80]",28.0,167,3.8,55.5,Successful,1,SecondHalf,2,Save,10,,,8786.0,,,,,,,,,,,,,,,,,,,,,,,,
517.0,57,1156633439.0,True,55,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '643'}, {'type': {'displayName': 'Offensive', 'value': 286}}]","[90, 69]",32.0,13,84.6,32.7,Successful,1,SecondHalf,2,Dispossessed,50,,,24444.0,,,,,,,,,,,,,,,,,,,,,,,,
