Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY
Pass,47,40,288795,13,Successful,8.1,22.3,20.2,27.7
Pass,47,41,125209,13,Successful,21.2,26.8,23.9,6.6
Pass,47,45,125211,13,Unsuccessful,32.0,7.3,41.5,6.2
Interception,47,46,115726,26,Successful,58.3,95.0,,
Pass,47,48,115726,26,Successful,57.4,93.6,64.7,94.4
BallRecovery,47,49,109915,26,Successful,64.5,93.1,,
Foul,47,50,109915,26,Successful,67.1,94.4,,
Foul,47,50,125211,13,Unsuccessful,32.9,5.6,,
Pass,47,58,115726,26,Successful,66.1,96.2,62,89.6
Pass,47,59,4511,26,Successful,63.5,90.7,63.8,72.6
Pass,48,0,115916,26,Successful,65.7,76.7,61.3,84.7
Pass,48,1,4511,26,Successful,61.3,84.7,68.6,95.3
Pass,48,8,115726,26,Unsuccessful,96.7,96.0,89.9,54.6
Clearance,48,10,297403,13,Successful,8.8,48.2,19.4,52.6
Pass,48,12,44120,13,Unsuccessful,19.8,51.9,42.4,56.4
Pass,48,18,136451,26,Successful,59.4,39.6,57.3,66.8
Pass,48,19,95408,26,Successful,55.8,66.7,60,92.3
Pass,48,20,4511,26,Successful,61.5,91.7,74.4,95.8
Pass,48,21,115726,26,Successful,72.4,95.7,67.7,87.7
Pass,48,28,109915,26,Successful,68.0,86.5,70.7,96.2
Pass,48,32,115726,26,Successful,67.0,94.1,55.5,68.7
Pass,48,34,95408,26,Successful,53.0,57.8,53.4,42.7
Pass,48,37,136451,26,Successful,56.4,37.9,72,47
Pass,48,39,96182,26,Successful,70.2,45.2,74.9,38.8
BallTouch,48,41,33568,26,Unsuccessful,74.9,38.8,,
BallRecovery,48,42,27586,13,Successful,21.5,62.4,,
Pass,48,43,27586,13,Unsuccessful,21.6,62.4,50.9,94.8
BallRecovery,48,47,136451,26,Successful,41.0,3.2,,
Pass,48,47,136451,26,Successful,38.2,3.4,18.4,28.3
Pass,48,50,114147,26,Successful,19.0,28.9,25.4,43.3
Pass,48,55,95408,26,Successful,29.4,43.7,30.8,28.9
Pass,48,57,136451,26,Successful,32.8,26.7,26.9,46.9
Pass,48,59,95408,26,Successful,26.7,50.6,29.9,78.4
Pass,49,4,4511,26,Successful,31.0,74.7,34.3,97.4
Pass,49,6,115726,26,Successful,35.1,96.5,29.4,80.5
Pass,49,12,4511,26,Successful,32.4,64.2,36.7,42.5
Pass,49,14,33568,26,Successful,36.6,42.1,32.2,18
Pass,49,18,136451,26,Successful,35.6,15.5,58.3,21.5
Pass,49,20,108226,26,Successful,57.0,21.3,63.4,33.8
Pass,49,21,109915,26,Unsuccessful,63.5,33.4,60.3,38.8
BallRecovery,49,22,125209,13,Successful,42.6,62.6,,
Foul,49,25,125209,13,Successful,46.6,55.3,,
Foul,49,25,4511,26,Unsuccessful,53.4,44.7,,
Pass,49,45,27586,13,Unsuccessful,46.2,56.1,68.9,68.8
Pass,49,47,386969,26,Successful,28.6,29.3,36.8,35.7
Pass,49,48,33568,26,Successful,35.5,34.7,44,39.8
BallTouch,49,49,96182,26,Unsuccessful,44.4,40.2,,
Pass,49,50,89401,13,Successful,54.1,65.8,38.5,69.7
Pass,49,52,27586,13,Unsuccessful,37.7,68.6,46,69.7
Pass,49,53,33568,26,Successful,55.1,31.8,62.7,39.2
BallRecovery,49,54,96182,26,Successful,64.0,41.2,,
Pass,49,55,96182,26,Unsuccessful,64.4,40.8,74.2,37.1
BallRecovery,49,56,27586,13,Successful,25.1,62.7,,
Pass,49,57,27586,13,Successful,25.1,62.7,31.7,68.3
Pass,49,58,89401,13,Successful,31.7,68.3,22.5,81.6
Pass,50,2,255169,13,Successful,23.3,75.6,25.6,60.2
Pass,50,3,125209,13,Successful,26.2,55.9,15.7,40.8
Pass,50,5,288795,13,Successful,15.0,40.9,29.8,15.4
Pass,50,10,125211,13,Successful,48.4,10.7,62,26.6
Pass,50,11,345845,13,Successful,63.4,26.8,64.6,10.9
TakeOn,50,15,367185,13,Successful,72.6,30.7,,
Challenge,50,15,115916,26,Unsuccessful,27.4,69.3,,
Pass,50,17,367185,13,Successful,70.7,37.7,73,59.1
Pass,50,19,89401,13,Successful,73.7,62.4,75,67.4
MissedShots,50,20,255169,13,Successful,74.5,65.3,,
Pass,50,26,114147,26,Successful,3.1,60.9,15.9,81.8
Pass,50,27,115726,26,Successful,19.9,89.0,56.8,96.2
Pass,50,33,4511,26,Successful,58.5,96.4,65.1,83.3
Pass,50,34,109915,26,Successful,66.1,80.8,66.5,69.5
MissedShots,50,37,96182,26,Successful,75.5,59.2,,
Pass,51,0,102248,13,Successful,2.8,53.2,9.1,24.2
Pass,51,1,288795,13,Successful,11.8,25.8,3.8,50.3
Pass,51,3,102248,13,Successful,4.3,50.1,3.7,62.7
Pass,51,6,27586,13,Unsuccessful,6.8,55.1,52.1,14.2
Aerial,51,9,115726,26,Successful,46.9,85.1,,
Aerial,51,9,367185,13,Unsuccessful,53.1,14.9,,
Pass,51,9,115726,26,Unsuccessful,45.9,84.4,59.5,82.4
BallTouch,51,13,125211,13,Successful,38.3,14.5,,
Pass,51,17,345845,13,Successful,55.9,43.9,69.5,78.9
Pass,51,22,44120,13,Unsuccessful,89.7,75.4,97.2,0
Pass,51,51,115726,26,Successful,4.9,100.0,9.6,96.3
Pass,51,52,109915,26,Successful,9.6,96.3,4.4,98.6
Pass,51,54,115726,26,Unsuccessful,4.4,98.6,52,90
BallTouch,51,58,27586,13,Unsuccessful,47.2,8.5,,
Pass,52,8,96182,26,Successful,56.8,100.0,58.9,92.7
Pass,52,9,109915,26,Successful,60.4,91.9,61.1,97.5
Pass,52,11,96182,26,Successful,61.1,97.5,57.1,84.9
Pass,52,11,115916,26,Successful,56.0,86.1,54.1,96.4
Pass,52,13,115726,26,Successful,54.3,95.0,45,70.1
Pass,52,17,95408,26,Successful,46.0,58.7,46.4,78.2
Pass,52,20,4511,26,Successful,46.4,78.2,61.3,97.2
Pass,52,23,115726,26,Successful,62.6,96.9,59.2,87.1
Pass,52,26,4511,26,Successful,60.2,83.0,73.5,70
Pass,52,27,108226,26,Unsuccessful,73.5,70.0,78.6,70.5
BallRecovery,52,29,288795,13,Successful,21.4,36.4,,
Pass,52,29,288795,13,Successful,21.4,36.4,8,73.1
Pass,52,32,255169,13,Unsuccessful,7.9,73.1,42.5,62.6
Pass,52,35,95408,26,Successful,57.0,37.5,74.8,38.2
BallRecovery,52,37,108226,26,Successful,76.2,38.8,,
Pass,52,38,108226,26,Successful,72.1,36.3,77.8,19
Pass,52,42,386969,26,Successful,76.7,23.6,74.8,34.5
Pass,52,42,108226,26,Successful,74.8,34.5,77.2,54.2
Pass,52,43,109915,26,Successful,77.2,54.2,74.4,51.3
Pass,52,45,4511,26,Successful,74.3,50.9,72.8,38.2
Pass,52,48,115916,26,Successful,72.7,34.0,79.9,33.4
Pass,52,49,33568,26,Successful,79.5,33.4,84.8,18.6
Dispossessed,52,52,386969,26,Successful,84.8,17.4,,
Tackle,52,52,255169,13,Unsuccessful,15.2,82.6,,
Pass,52,53,115916,26,Unsuccessful,94.4,6.6,94.3,8.5
Clearance,52,53,255169,13,Successful,8.5,92.6,8.5,92.6
CornerAwarded,52,55,255169,13,Unsuccessful,8.5,91.3,,
CornerAwarded,52,55,115916,26,Successful,91.5,8.7,,
Pass,53,23,4511,26,Successful,99.3,0.5,91.3,50.1
Aerial,53,26,95408,26,Successful,92.4,48.8,,
Aerial,53,26,288795,13,Unsuccessful,7.6,51.2,,
MissedShots,53,27,95408,26,Successful,91.6,50.3,,
Pass,54,1,102248,13,Unsuccessful,4.7,54.9,58.1,87.3
Pass,54,5,136451,26,Successful,40.5,13.2,59.6,23.1
BallRecovery,54,8,96182,26,Successful,59.6,23.1,,
Dispossessed,54,8,96182,26,Successful,63.2,20.0,,
Tackle,54,8,297403,13,Unsuccessful,36.8,80.0,,
Pass,54,9,96182,26,Unsuccessful,66.1,24.2,67.5,22.9
BlockedPass,54,9,297403,13,Successful,33.3,79.1,,
BallRecovery,54,12,255169,13,Successful,35.8,86.3,,
Pass,54,12,255169,13,Successful,35.8,86.3,29.7,82.7
Pass,54,13,297403,13,Successful,28.2,91.7,44.7,89
BallTouch,54,15,345845,13,Unsuccessful,45.0,90.9,,
BallRecovery,54,16,386969,26,Successful,56.6,4.1,,
Pass,54,17,386969,26,Successful,56.6,4.1,67.5,18.3
Pass,54,18,96182,26,Successful,68.6,14.7,69.8,3.4
Pass,54,19,108226,26,Successful,69.8,3.4,66.7,22.4
Pass,54,21,33568,26,Successful,66.7,22.4,66.4,18.3
Pass,54,24,386969,26,Successful,68.0,28.8,55.4,48.7
Pass,54,27,95408,26,Successful,56.6,50.4,65,95.7
Pass,54,36,115726,26,Successful,64.1,92.3,59.9,63.6
BallTouch,54,43,95408,26,Unsuccessful,67.9,52.1,,
TakeOn,54,44,44120,13,Successful,27.7,53.0,,
Challenge,54,44,95408,26,Unsuccessful,72.3,47.0,,
BallRecovery,54,45,44120,13,Successful,29.9,54.0,,
Pass,54,50,44120,13,Unsuccessful,69.5,72.1,83.8,36.9
BallRecovery,54,53,115726,26,Successful,15.5,65.2,,
Pass,54,53,115726,26,Successful,15.5,65.2,4.2,50.4
Pass,54,54,114147,26,Successful,4.2,50.4,22.5,60.5
Pass,54,56,115916,26,Successful,22.5,60.5,29.6,69.6
Pass,54,58,4511,26,Successful,30.1,69.4,14.1,52.7
Pass,55,1,114147,26,Successful,14.1,52.7,20.6,36
Pass,55,9,136451,26,Successful,29.7,39.1,28.6,62.7
Pass,55,13,95408,26,Successful,33.5,68.4,36.2,89.8
Pass,55,16,115726,26,Successful,40.5,91.7,85.6,68.8
SavedShot,55,21,109915,26,Successful,88.5,60.0,,
Save,55,21,102248,13,Successful,9.1,42.3,,
KeeperPickup,55,25,102248,13,Successful,13.7,40.0,,
Pass,55,47,102248,13,Unsuccessful,13.7,42.3,66.7,35.7
BallRecovery,55,52,95408,26,Successful,32.3,64.8,,
Pass,55,53,95408,26,Successful,32.3,64.8,42,94.2
Pass,55,54,115726,26,Unsuccessful,43.5,94.7,87.4,74.4
KeeperPickup,55,58,102248,13,Successful,12.2,27.9,,
Pass,55,59,102248,13,Successful,12.2,27.0,26.4,14.5
Pass,56,3,288795,13,Successful,28.6,11.5,32.4,1.6
Pass,56,5,125211,13,Successful,31.3,4.6,23.7,4.3
Pass,56,7,288795,13,Successful,22.6,6.2,7.4,52.4
Pass,56,13,27586,13,Successful,4.9,57.2,12.9,18.7
Pass,56,16,288795,13,Successful,13.2,17.5,22.4,2.3
Pass,56,18,125211,13,Successful,21.3,3.2,13.9,22.3
Pass,56,24,288795,13,Successful,14.5,22.4,3,48.8
Pass,56,27,102248,13,Successful,2.9,49.6,6.8,75.6
Pass,56,30,27586,13,Successful,7.1,74.4,3.5,56.1
Pass,56,32,102248,13,Successful,3.5,56.0,10.3,51.3
Pass,56,34,125209,13,Successful,10.3,51.3,8.2,22.9
Pass,56,36,288795,13,Successful,9.6,21.7,35.9,34.4
Foul,56,40,345845,13,Successful,33.8,33.4,,
Foul,56,40,4511,26,Unsuccessful,66.2,66.6,,
Card,56,45,4511,26,Successful,0.0,0.0,,
Pass,57,8,27586,13,Unsuccessful,32.6,39.0,75.1,25.4
Pass,57,10,115726,26,Successful,23.4,74.8,2.8,69.9
KeeperPickup,57,12,114147,26,Successful,2.4,69.9,,
Pass,57,19,114147,26,Successful,8.7,59.2,15,48.5
Pass,57,20,136451,26,Successful,15.1,47.6,20.1,68.8
Pass,57,21,95408,26,Successful,20.2,64.9,72.1,18.2
Pass,57,28,108226,26,Unsuccessful,73.4,11.6,62.5,0
SubstitutionOff,58,3,125211,13,Successful,0.0,0.0,,
SubstitutionOn,58,3,69945,13,Successful,0.0,0.0,,
SubstitutionOff,58,43,386969,26,Successful,0.0,0.0,,
SubstitutionOn,58,43,262838,26,Successful,0.0,0.0,,
SubstitutionOff,58,54,4511,26,Successful,0.0,0.0,,
SubstitutionOn,58,54,243510,26,Successful,0.0,0.0,,
FormationChange,58,59,,26,Successful,0.0,0.0,,
Pass,59,8,297403,13,Successful,42.3,100.0,70.4,91.3
Pass,59,10,44120,13,Unsuccessful,70.2,91.7,71.7,80.6
Pass,59,12,95408,26,Unsuccessful,25.5,18.8,45.4,3.8
Pass,59,14,297403,13,Unsuccessful,54.3,96.4,60.7,92.9
Pass,59,16,33568,26,Successful,38.3,6.6,45.4,12
Pass,59,17,96182,26,Successful,46.2,11.2,40.5,18.6
BallRecovery,59,19,243510,26,Successful,37.1,23.3,,
Pass,59,21,243510,26,Successful,40.2,38.5,41.2,82.6
Pass,59,25,115726,26,Successful,42.2,76.5,32.3,51.5
Pass,59,27,95408,26,Successful,33.0,50.7,46.4,46.4
Pass,59,30,96182,26,Successful,46.7,46.2,32.9,45.8
Pass,59,33,95408,26,Successful,32.9,42.1,75.9,32.2
Aerial,59,35,109915,26,Successful,73.9,32.2,,
Aerial,59,35,297403,13,Unsuccessful,26.1,67.8,,
Pass,59,36,109915,26,Unsuccessful,76.2,36.7,74.1,49.5
Interception,59,38,69945,13,Successful,24.2,49.9,,
MissedShots,59,40,243510,26,Successful,69.2,53.8,,
Pass,59,57,102248,13,Successful,4.2,55.7,12.9,37.9
Pass,59,59,125209,13,Successful,13.2,33.6,23.6,5.8
Pass,60,1,69945,13,Successful,23.6,5.0,31.8,24.4
BallTouch,60,3,125209,13,Unsuccessful,30.1,25.6,,
Pass,60,4,33568,26,Successful,61.7,68.2,64.8,68.2
BallRecovery,60,5,96182,26,Successful,68.0,62.9,,
Pass,60,6,96182,26,Successful,67.2,58.3,75.4,47.6
Pass,60,7,108226,26,Unsuccessful,74.5,48.5,83.3,39
BallRecovery,60,9,297403,13,Successful,18.5,60.2,,
Pass,60,11,297403,13,Successful,24.1,64.4,41.6,93.5
Pass,60,19,44120,13,Unsuccessful,62.6,84.9,77.2,36.2
Pass,60,22,115726,26,Successful,22.6,68.5,26,53.3
BallRecovery,60,23,95408,26,Successful,26.0,53.3,,
Pass,60,28,95408,26,Successful,43.5,54.0,40.4,31.2
Pass,60,30,115916,26,Successful,40.4,31.2,49.4,31.2
Pass,60,34,33568,26,Successful,54.9,29.7,58.3,3.4
Pass,60,37,136451,26,Successful,60.0,3.5,45.6,17.7
Pass,60,39,115916,26,Successful,46.3,24.7,45.5,54.3
Pass,60,41,95408,26,Successful,45.5,54.3,47.2,67.2
Pass,60,46,243510,26,Successful,56.0,70.2,58.6,60
Pass,60,48,96182,26,Successful,59.2,64.6,57.6,79.1
Pass,60,51,243510,26,Successful,57.1,73.6,53.4,34.7
Pass,60,56,115916,26,Successful,54.1,31.9,46.8,56.6
Pass,61,1,95408,26,Successful,59.0,69.3,75.6,92.5
Pass,61,3,115726,26,Successful,76.9,92.3,67.8,88
Pass,61,5,243510,26,Successful,66.2,85.3,73.6,85.1
Pass,61,8,262838,26,Successful,71.4,90.5,69.1,95.6
Pass,61,9,115726,26,Successful,69.1,95.6,65,89
Pass,61,13,243510,26,Successful,61.4,75.7,56.9,39.2
Pass,61,16,115916,26,Successful,59.0,38.9,60,60.6
Pass,61,21,243510,26,Successful,66.3,55.2,72.7,61.7
Pass,61,22,96182,26,Unsuccessful,73.1,59.8,75.6,61
Interception,61,23,288795,13,Successful,22.4,40.0,,
Pass,61,25,96182,26,Successful,73.8,59.2,70.7,52
Pass,61,25,243510,26,Successful,69.4,50.5,90.6,18.8
TakeOn,61,29,136451,26,Unsuccessful,91.6,17.2,,
Pass,62,12,102248,13,Successful,4.4,53.6,57.6,75.6
Aerial,62,15,89401,13,Successful,57.0,72.2,,
Aerial,62,15,33568,26,Unsuccessful,43.0,27.8,,
Pass,62,15,89401,13,Unsuccessful,56.7,71.3,60.7,71.9
BallTouch,62,16,33568,26,Successful,40.7,28.7,,
Pass,62,17,255169,13,Unsuccessful,53.7,83.5,64.4,80.2
Pass,62,18,115916,26,Unsuccessful,33.9,19.0,54.7,0
Pass,62,26,297403,13,Successful,38.0,100.0,20.2,60.6
Pass,62,31,102248,13,Unsuccessful,18.5,56.9,34.6,11.5
Interception,62,34,262838,26,Successful,65.3,92.0,,
Pass,62,46,69945,13,Successful,28.2,0.0,31.8,5.5
Pass,62,47,367185,13,Successful,33.9,7.5,29.5,3.1
Pass,62,49,69945,13,Successful,29.4,1.6,24.8,73.5
Pass,62,51,297403,13,Successful,24.8,73.5,34.8,93.2
Pass,62,56,255169,13,Successful,37.0,97.2,43.6,87.6
Pass,62,58,89401,13,Unsuccessful,43.6,87.6,81.1,94.2
BallRecovery,63,0,115916,26,Successful,23.2,5.5,,
Pass,63,1,115916,26,Successful,21.9,4.4,32.5,4.6
Pass,63,3,136451,26,Successful,32.3,3.6,44.3,4.6
Pass,63,5,109915,26,Unsuccessful,44.2,3.4,36.6,18.4
Interception,63,6,44120,13,Successful,61.7,81.8,,
Pass,63,15,33568,26,Successful,54.4,84.5,57.2,97.2
Pass,63,18,115726,26,Successful,58.4,95.2,50.7,88.8
Pass,63,21,33568,26,Successful,47.6,86.1,39.9,66.2
Pass,63,24,95408,26,Successful,42.2,64.5,47.7,83.8
Pass,63,30,33568,26,Successful,47.5,85.3,38.6,67.5
Pass,63,31,95408,26,Unsuccessful,38.5,68.0,100,86.3
Pass,63,59,102248,13,Unsuccessful,4.3,47.6,61,14.5
Aerial,64,3,95408,26,Successful,36.0,86.0,,
Aerial,64,3,367185,13,Unsuccessful,64.0,14.0,,
Pass,64,4,95408,26,Successful,36.8,86.8,45.9,75.6
BallRecovery,64,5,33568,26,Successful,43.7,74.2,,
Challenge,64,6,345845,13,Unsuccessful,48.4,17.8,,
TakeOn,64,6,33568,26,Successful,51.6,82.2,,
Pass,64,8,33568,26,Unsuccessful,58.5,86.8,58.5,83.3
BlockedPass,64,8,345845,13,Successful,40.9,12.4,,
BallRecovery,64,10,69945,13,Successful,42.3,10.6,,
Pass,64,11,69945,13,Successful,42.7,12.2,31.2,6.9
Pass,64,12,288795,13,Unsuccessful,32.6,6.4,77.4,24.8
BallRecovery,64,16,114147,26,Successful,21.4,74.2,,
Pass,64,18,114147,26,Successful,21.4,74.2,34.4,64.3
Pass,64,24,243510,26,Successful,51.3,41.0,48.1,17.7
Pass,64,26,136451,26,Successful,48.1,17.7,36.2,48.8
Pass,64,30,115916,26,Successful,36.1,49.9,48.1,61.5
Pass,64,32,33568,26,Successful,52.7,66.6,56.2,93
Pass,64,34,95408,26,Successful,56.2,93.0,63.9,97.1
Pass,64,35,115726,26,Successful,63.9,97.1,67.4,90.6
Pass,64,37,262838,26,Successful,67.4,90.6,60.7,96.3
Pass,64,39,115726,26,Successful,60.7,96.3,55.5,85.1
Pass,64,42,33568,26,Successful,56.2,78.5,54.6,45.8
Pass,64,44,136451,26,Successful,55.4,38.3,63.7,4
Pass,64,47,109915,26,Successful,63.5,2.8,69.1,14.7
Pass,64,51,96182,26,Unsuccessful,72.2,14.0,92.2,25
BallRecovery,64,53,255169,13,Successful,3.9,71.3,,
Pass,64,54,255169,13,Successful,4.6,66.8,41.7,68.8
Pass,64,56,345845,13,Unsuccessful,42.7,66.6,43.9,85.1
BallRecovery,64,57,136451,26,Successful,57.8,17.9,,
Pass,64,59,136451,26,Successful,57.1,16.2,60.3,41.5
Pass,65,1,33568,26,Successful,60.4,43.1,52.3,69.6
Pass,65,4,95408,26,Successful,55.4,72.0,72.2,93.9
Pass,65,8,115726,26,Successful,73.1,89.0,66.5,76.3
Pass,65,10,33568,26,Successful,66.4,75.1,69,63.7
Pass,65,11,243510,26,Successful,69.0,63.7,66,73.9
Pass,65,13,33568,26,Successful,64.2,73.0,66.4,63.3
Challenge,65,17,367185,13,Unsuccessful,25.4,36.1,,
TakeOn,65,17,243510,26,Successful,74.6,63.9,,
Pass,65,19,243510,26,Successful,79.8,71.5,75.6,88.6
Pass,65,21,115726,26,Unsuccessful,79.6,89.2,90.7,60.6
Clearance,65,23,288795,13,Successful,8.1,39.6,26.2,39.6
Foul,65,27,345845,13,Successful,26.4,36.8,,
Foul,65,27,243510,26,Unsuccessful,73.6,63.2,,
Pass,66,12,27586,13,Successful,23.7,39.7,28.3,32.5
Pass,66,13,125209,13,Successful,28.6,32.3,39.5,39.5
Pass,66,15,89401,13,Unsuccessful,39.4,38.0,42.6,0
Pass,66,22,115726,26,Successful,59.5,100.0,39.6,82.2
Pass,66,25,95408,26,Successful,35.9,77.1,37.2,43.1
Pass,66,28,115916,26,Successful,38.6,41.0,47,43.9
Pass,66,30,243510,26,Successful,47.5,33.9,56.5,10.1
Pass,66,33,136451,26,Successful,56.7,9.3,53.6,21.1
Pass,66,35,243510,26,Unsuccessful,53.6,20.4,68.7,24.8
Pass,66,36,297403,13,Unsuccessful,32.2,78.5,43.3,82.2
Interception,66,38,136451,26,Successful,57.1,19.4,,
Pass,66,39,136451,26,Successful,59.4,20.9,55.8,24.8
Pass,66,39,243510,26,Successful,54.4,29.1,57.3,41.7
Pass,66,42,33568,26,Successful,61.7,50.1,68,96.4
Pass,66,45,115726,26,Successful,67.5,96.4,74.9,82.4
Pass,66,49,262838,26,Successful,81.1,91.2,71.4,88.6
Pass,66,53,33568,26,Successful,68.9,81.0,57.7,46.6
Pass,66,55,115916,26,Successful,60.1,42.1,62.4,22.1
Pass,66,57,136451,26,Successful,61.8,18.2,73,21.8
Pass,67,1,108226,26,Unsuccessful,67.0,25.6,69.9,30.7
BallTouch,67,3,89401,13,Successful,29.2,70.5,,
Pass,67,4,255169,13,Unsuccessful,24.4,89.8,37.6,90.7
Pass,67,6,108226,26,Successful,62.5,11.0,57.5,26.2
Pass,67,6,136451,26,Successful,56.3,21.7,47.4,34.2
Pass,67,9,115916,26,Successful,46.6,47.6,46.3,64.5
Pass,67,10,95408,26,Successful,47.7,66.0,52.8,87
Pass,67,13,33568,26,Successful,54.4,88.8,66,94.4
Pass,67,14,115726,26,Unsuccessful,65.2,95.6,62.3,86.8
BallRecovery,67,15,367185,13,Successful,36.6,9.1,,
Pass,67,16,367185,13,Successful,35.9,11.8,38.2,20.7
BallTouch,67,17,125209,13,Unsuccessful,37.5,20.9,,
BallRecovery,67,19,243510,26,Successful,61.8,75.4,,
Challenge,67,19,125209,13,Unsuccessful,35.2,22.9,,
TakeOn,67,19,243510,26,Successful,64.8,77.1,,
Pass,67,20,243510,26,Successful,67.4,71.9,73.5,68
Pass,67,22,96182,26,Successful,75.5,66.6,74.4,46.8
SavedShot,67,24,262838,26,Successful,75.5,45.0,,
Save,67,24,102248,13,Successful,2.8,50.1,,
KeeperPickup,67,25,102248,13,Successful,2.8,50.1,,
Pass,67,44,102248,13,Unsuccessful,9.5,39.4,46.3,28.5
BallRecovery,67,46,95408,26,Successful,53.6,72.3,,
Pass,67,48,95408,26,Successful,47.7,84.9,37.9,63.3
Pass,67,49,115916,26,Successful,37.7,62.0,50.9,58.5
Pass,67,53,243510,26,Unsuccessful,61.0,58.8,67.1,57.7
Interception,67,54,125209,13,Successful,33.0,43.5,,
TakeOn,67,56,345845,13,Successful,42.9,45.8,,
Challenge,67,56,243510,26,Unsuccessful,57.1,54.2,,
BallRecovery,67,56,345845,13,Successful,44.5,52.2,,
Pass,67,58,345845,13,Successful,45.4,56.3,57.3,83.3
Pass,68,4,44120,13,Successful,76.5,70.5,81.3,28.9
SavedShot,68,8,367185,13,Successful,91.6,29.3,,
Save,68,8,33568,26,Successful,7.3,68.7,,
CornerAwarded,68,12,367185,13,Successful,91.2,30.6,,
CornerAwarded,68,12,33568,26,Unsuccessful,8.8,69.4,,
Pass,68,49,367185,13,Unsuccessful,99.6,0.5,97.3,50.1
Foul,68,54,114147,26,Successful,2.4,48.8,,
Foul,68,54,89401,13,Unsuccessful,97.6,51.2,,
Pass,69,3,114147,26,Successful,8.5,40.6,12.5,64.1
Pass,69,7,95408,26,Successful,19.1,62.3,14.2,39
Pass,69,9,115916,26,Successful,14.1,37.5,25.2,38.8
Pass,69,10,243510,26,Successful,24.9,38.2,12.5,37.1
Pass,69,17,115916,26,Successful,19.8,28.7,25.1,8.9
Pass,69,18,136451,26,Successful,25.9,8.5,21.1,27.7
Pass,69,20,115916,26,Successful,29.1,36.7,25.4,62.3
Pass,69,25,95408,26,Unsuccessful,32.0,44.5,75.4,77.9
Foul,69,33,262838,26,Successful,76.9,78.7,,
Foul,69,33,69945,13,Unsuccessful,23.1,21.3,,
Pass,70,6,115726,26,Unsuccessful,77.2,78.5,92.9,44.7
Clearance,70,9,297403,13,Successful,6.8,55.3,0,69.5
CornerAwarded,70,10,297403,13,Unsuccessful,2.8,62.9,,
CornerAwarded,70,10,115726,26,Successful,97.2,37.1,,
Pass,70,40,115726,26,Unsuccessful,99.4,0.5,91.6,51.8
Clearance,70,43,27586,13,Successful,8.4,48.9,23.6,64.5
Pass,70,44,243510,26,Successful,72.7,30.7,85.3,8.6
Challenge,70,49,345845,13,Unsuccessful,20.6,87.5,,
TakeOn,70,49,115726,26,Successful,79.4,12.5,,
Pass,70,50,115726,26,Successful,77.4,21.6,67.1,53.4
Pass,70,52,136451,26,Successful,66.4,52.1,67.2,85.9
Pass,70,57,262838,26,Successful,70.5,83.6,81.5,87.7
Pass,70,59,109915,26,Successful,81.3,86.9,89.2,73
Pass,71,1,96182,26,Unsuccessful,95.3,70.5,93.5,56.9
Clearance,71,3,288795,13,Successful,6.4,40.8,6.8,34.5
BallTouch,71,4,125209,13,Successful,7.8,35.7,,
Clearance,71,5,255169,13,Successful,5.7,26.0,43,12
Pass,71,10,136451,26,Successful,49.0,86.1,46.2,43.5
Pass,71,12,115916,26,Successful,47.4,37.7,61.3,20.4
Pass,71,15,243510,26,Unsuccessful,64.2,17.6,92.5,49.3
KeeperPickup,71,20,102248,13,Successful,6.8,50.1,,
Pass,71,30,102248,13,Successful,7.1,49.3,11.1,29.1
Pass,71,32,288795,13,Successful,10.6,27.7,3.6,67.4
Pass,71,34,27586,13,Successful,3.5,68.3,11.4,94.2
Pass,71,36,297403,13,Successful,11.2,95.4,40,90.1
BallTouch,71,38,44120,13,Unsuccessful,39.9,89.6,,
BallRecovery,71,39,243510,26,Successful,67.1,11.7,,
Foul,71,41,243510,26,Successful,64.4,10.6,,
Foul,71,41,255169,13,Unsuccessful,35.6,89.4,,
Pass,71,47,243510,26,Successful,66.2,17.6,69.9,30.7
Pass,71,48,96182,26,Successful,70.7,29.1,63.5,42.1
Pass,71,48,33568,26,Successful,63.5,47.4,68.7,90.9
Pass,71,54,115726,26,Successful,72.8,91.3,62.4,72.1
Pass,71,56,33568,26,Successful,62.4,69.5,60.3,35.1
Pass,72,0,115916,26,Successful,63.2,22.1,74.9,3.5
Pass,72,2,136451,26,Successful,75.3,2.9,73.3,18.2
Pass,72,5,109915,26,Successful,71.1,21.5,80.6,23.1
Pass,72,8,108226,26,Unsuccessful,76.6,43.7,80.1,49.9
Interception,72,9,367185,13,Successful,19.7,49.7,,
Pass,72,10,96182,26,Successful,80.9,52.4,85.2,50.5
Pass,72,11,262838,26,Unsuccessful,86.3,49.9,88.2,59
Interception,72,12,288795,13,Successful,12.2,41.2,,
BallTouch,72,13,108226,26,Successful,88.2,59.2,,
BallTouch,72,13,69945,13,Successful,11.8,40.8,,
Goal,72,14,262838,26,Successful,92.0,53.2,,
Pass,73,26,345845,13,Successful,49.9,50.3,26.8,50.1
Pass,73,30,27586,13,Unsuccessful,30.9,41.0,72.4,60.8
Pass,73,33,115916,26,Unsuccessful,26.1,37.5,37.2,35.9
Pass,73,36,89401,13,Successful,61.5,64.7,55.1,78.1
Pass,73,37,297403,13,Successful,54.3,78.1,65.5,93.4
Pass,73,42,255169,13,Successful,69.6,92.7,75,85.1
Pass,73,45,44120,13,Unsuccessful,72.8,82.2,75.9,76.7
