,Event,Minute,Second,Player,Team,Outcome,X,Y,endX,endY,passtype,Recipient,Pass Recipient Name,Player Name
169,Pass,13,12,4511,26,Successful,75.5,100.0,79.5,85.3,ThrowIn,109915.0,Sadio Mané,James Milner
170,Pass,13,14,109915,26,Unsuccessful,78.1,84.5,88.2,90.3,OpenPlay,,,Sadio Mané
171,Pass,13,17,109915,26,Unsuccessful,79.5,73.2,82.3,46.8,OpenPlay,,,Sadio Mané
172,Pass,13,19,255169,13,Unsuccessful,17.7,53.6,45.7,83.3,OpenPlay,,,Ainsley Maitland-Niles
173,Pass,13,23,136451,26,Successful,53.3,11.2,70.9,5.8,OpenPlay,386969.0,Neco Williams,Joseph Gomez
174,Pass,13,30,386969,26,Successful,70.8,0.0,56.9,6.4,ThrowIn,136451.0,Joseph Gomez,Neco Williams
175,Pass,13,33,136451,26,Successful,53.1,7.7,44.6,31.2,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
176,Pass,13,36,95408,26,Successful,44.3,44.3,43.7,71.5,OpenPlay,115726.0,Andrew Robertson,Virgil van Dijk
177,Pass,13,41,115726,26,Successful,36.7,65.5,32.7,40.3,OpenPlay,95408.0,Virgil van Dijk,Andrew Robertson
178,Pass,13,43,95408,26,Successful,32.7,40.3,14.8,47.8,OpenPlay,114147.0,Alisson,Virgil van Dijk
179,Pass,13,46,114147,26,Successful,14.4,47.4,23.1,20.9,OpenPlay,136451.0,Joseph Gomez,Alisson
180,Pass,13,49,136451,26,Unsuccessful,22.5,20.9,32.2,0,OpenPlay,,,Joseph Gomez
181,Pass,14,16,297403,13,Unsuccessful,64.2,100.0,89.7,92.5,ThrowIn,,,Kieran Tierney
182,Pass,14,18,386969,26,Successful,10.0,9.3,13,23.1,OpenPlay,95408.0,Virgil van Dijk,Neco Williams
183,Pass,14,19,95408,26,Unsuccessful,14.1,22.7,38.9,0,OpenPlay,,,Virgil van Dijk
184,Pass,14,33,297403,13,Successful,70.2,100.0,78.4,94.4,ThrowIn,255169.0,Ainsley Maitland-Niles,Kieran Tierney
185,Pass,14,34,255169,13,Successful,78.2,93.6,70.5,97.3,OpenPlay,297403.0,Kieran Tierney,Ainsley Maitland-Niles
186,Pass,14,36,297403,13,Successful,68.9,98.4,58,92.7,OpenPlay,89401.0,Granit Xhaka,Kieran Tierney
187,Pass,14,38,89401,13,Successful,59.3,87.4,34.2,87,OpenPlay,27586.0,David Luiz,Granit Xhaka
188,Pass,14,42,27586,13,Successful,34.6,84.7,17.2,53.4,OpenPlay,102248.0,Emiliano Martínez,David Luiz
189,Pass,14,47,102248,13,Successful,15.6,49.3,12.4,26.6,OpenPlay,288795.0,Rob Holding,Emiliano Martínez
190,Pass,14,49,288795,13,Successful,13.3,18.4,51.4,20.2,OpenPlay,345845.0,Eddie Nketiah,Rob Holding
191,Pass,14,54,345845,13,Successful,43.6,22.3,39,15.8,OpenPlay,125211.0,Héctor Bellerín,Eddie Nketiah
192,Pass,14,55,125211,13,Successful,39.0,15.8,40.6,27.1,OpenPlay,125209.0,Mohamed Elneny,Héctor Bellerín
193,Pass,14,58,125209,13,Successful,38.2,29.6,23.8,63.3,OpenPlay,27586.0,David Luiz,Mohamed Elneny
194,Pass,15,1,27586,13,Successful,27.0,65.6,39.4,70.1,OpenPlay,89401.0,Granit Xhaka,David Luiz
195,Pass,15,4,89401,13,Successful,37.5,76.5,40.4,96.9,OpenPlay,297403.0,Kieran Tierney,Granit Xhaka
196,Pass,15,6,297403,13,Successful,39.1,96.9,21.8,82.2,OpenPlay,27586.0,David Luiz,Kieran Tierney
197,Pass,15,9,27586,13,Successful,14.3,70.2,8.1,50.1,OpenPlay,102248.0,Emiliano Martínez,David Luiz
198,Pass,15,13,102248,13,Successful,8.5,45.2,19.7,36.8,OpenPlay,125209.0,Mohamed Elneny,Emiliano Martínez
199,Pass,15,15,125209,13,Successful,19.7,36.8,5.6,15.8,OpenPlay,288795.0,Rob Holding,Mohamed Elneny
200,Pass,15,18,288795,13,Unsuccessful,5.5,12.7,7.4,12.2,OpenPlay,,,Rob Holding
201,Pass,15,36,125211,13,Successful,17.7,0.0,14.5,12.5,ThrowIn,288795.0,Rob Holding,Héctor Bellerín
202,Pass,15,36,288795,13,Successful,13.4,15.1,14.7,74.6,OpenPlay,27586.0,David Luiz,Rob Holding
203,Pass,15,37,27586,13,Successful,13.4,74.6,24.6,95.8,OpenPlay,297403.0,Kieran Tierney,David Luiz
204,Pass,15,39,297403,13,Successful,23.4,96.4,14.5,76.3,OpenPlay,27586.0,David Luiz,Kieran Tierney
205,Pass,15,44,27586,13,Successful,18.8,72.1,9.3,43.1,OpenPlay,102248.0,Emiliano Martínez,David Luiz
206,Pass,15,49,102248,13,Successful,10.6,42.4,9,66.6,OpenPlay,27586.0,David Luiz,Emiliano Martínez
207,Pass,15,52,27586,13,Successful,9.2,59.0,23.3,6.1,OpenPlay,125211.0,Héctor Bellerín,David Luiz
208,Pass,16,0,125211,13,Unsuccessful,41.7,13.0,53.1,13.4,OpenPlay,,,Héctor Bellerín
209,Pass,16,9,115726,26,Successful,43.1,84.8,59.4,94.7,OpenPlay,4511.0,James Milner,Andrew Robertson
210,Pass,16,14,4511,26,Successful,63.2,96.9,52.1,91.7,OpenPlay,115726.0,Andrew Robertson,James Milner
211,Pass,16,16,115726,26,Successful,50.7,87.4,44.7,44.5,OpenPlay,136451.0,Joseph Gomez,Andrew Robertson
212,Pass,16,20,136451,26,Unsuccessful,53.3,43.5,86,69.3,OpenPlay,,,Joseph Gomez
213,Pass,16,34,4511,26,Successful,94.5,100.0,95.7,91.2,ThrowIn,109915.0,Sadio Mané,James Milner
214,Pass,16,35,109915,26,Successful,95.7,91.2,88.9,93.5,OpenPlay,4511.0,James Milner,Sadio Mané
215,Pass,16,36,4511,26,Successful,89.7,92.9,84.5,92.9,OpenPlay,115726.0,Andrew Robertson,James Milner
216,Pass,16,39,115726,26,Unsuccessful,87.2,94.1,89.4,89.4,OpenPlay,,,Andrew Robertson
217,Pass,16,46,115726,26,Successful,78.4,100.0,55.1,68.5,ThrowIn,95408.0,Virgil van Dijk,Andrew Robertson
218,Pass,16,50,95408,26,Successful,55.1,68.5,55.4,42.8,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
219,Pass,16,53,136451,26,Successful,55.4,42.8,65.8,53.3,OpenPlay,115916.0,Fabinho,Joseph Gomez
220,Pass,16,55,115916,26,Successful,64.9,51.2,48.1,62.7,OpenPlay,95408.0,Virgil van Dijk,Fabinho
221,Pass,16,58,95408,26,Successful,48.8,58.2,47.9,41.8,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
222,Pass,17,0,136451,26,Successful,47.9,41.8,55.2,15.8,OpenPlay,33568.0,Georginio Wijnaldum,Joseph Gomez
223,Pass,17,3,33568,26,Successful,55.6,15.5,44,36.3,OpenPlay,345845.0,Eddie Nketiah,Georginio Wijnaldum
224,Pass,17,7,345845,13,Successful,56.6,62.0,53.7,55.5,OpenPlay,89401.0,Granit Xhaka,Eddie Nketiah
225,Pass,17,11,89401,13,Successful,68.7,49.1,78.7,28.4,OpenPlay,367185.0,Bukayo Saka,Granit Xhaka
226,Pass,17,13,367185,13,Successful,88.5,28.1,85.2,46.6,OpenPlay,367185.0,Bukayo Saka,Bukayo Saka
227,Pass,17,58,367185,13,Unsuccessful,99.5,0.5,95.4,48.1,CornerTaken,,,Bukayo Saka
228,Pass,18,3,114147,26,Successful,13.8,52.7,30.5,13.1,OpenPlay,386969.0,Neco Williams,Alisson
229,Pass,18,8,386969,26,Unsuccessful,39.0,7.3,88.6,24.6,OpenPlay,,,Neco Williams
230,Pass,18,21,102248,13,Unsuccessful,15.1,54.3,64.8,91.7,OpenPlay,,,Emiliano Martínez
231,Pass,18,29,136451,26,Successful,14.3,5.2,5,32.8,OpenPlay,114147.0,Alisson,Joseph Gomez
232,Pass,18,39,114147,26,Successful,9.5,42.5,8.4,68.7,OpenPlay,95408.0,Virgil van Dijk,Alisson
233,Pass,18,42,95408,26,Successful,13.8,72.1,21.9,60,OpenPlay,115916.0,Fabinho,Virgil van Dijk
234,Pass,18,46,115916,26,Successful,29.1,55.7,24.7,67.9,OpenPlay,95408.0,Virgil van Dijk,Fabinho
235,Pass,18,48,95408,26,Successful,24.7,67.9,31.7,93,OpenPlay,115726.0,Andrew Robertson,Virgil van Dijk
236,Pass,18,51,115726,26,Successful,31.3,94.8,29.3,72.6,OpenPlay,95408.0,Virgil van Dijk,Andrew Robertson
237,Pass,18,54,95408,26,Successful,32.0,62.7,33.6,39.1,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
238,Pass,18,57,136451,26,Successful,35.6,34.0,47.2,2.8,OpenPlay,386969.0,Neco Williams,Joseph Gomez
239,Pass,19,0,386969,26,Unsuccessful,47.2,2.8,72.5,14.9,OpenPlay,,,Neco Williams
240,Pass,19,3,297403,13,Unsuccessful,28.7,88.7,25.7,86.4,OpenPlay,,,Kieran Tierney
241,Pass,19,9,96182,26,Successful,68.2,38.0,70.5,25.6,OpenPlay,33568.0,Georginio Wijnaldum,Roberto Firmino
242,Pass,19,11,33568,26,Successful,70.5,25.6,74.6,21.6,OpenPlay,108226.0,Mohamed Salah,Georginio Wijnaldum
243,Pass,19,14,108226,26,Unsuccessful,84.6,20.4,100,12.9,OpenPlay,,,Mohamed Salah
244,Pass,19,40,102248,13,Unsuccessful,4.7,51.3,65.5,77.3,OpenPlay,,,Emiliano Martínez
245,Pass,19,44,136451,26,Unsuccessful,32.3,23.1,42.9,32,OpenPlay,,,Joseph Gomez
246,Pass,19,47,33568,26,Successful,46.6,46.0,45,52.4,OpenPlay,4511.0,James Milner,Georginio Wijnaldum
247,Pass,19,49,4511,26,Successful,44.6,50.7,56.1,53.8,OpenPlay,96182.0,Roberto Firmino,James Milner
248,Pass,19,50,96182,26,Unsuccessful,58.4,63.1,53.4,71.5,OpenPlay,,,Roberto Firmino
249,Pass,19,55,367185,13,Successful,52.8,13.3,41,7.9,OpenPlay,125211.0,Héctor Bellerín,Bukayo Saka
250,Pass,19,55,125211,13,Successful,41.0,7.9,44.1,16.4,OpenPlay,125209.0,Mohamed Elneny,Héctor Bellerín
251,Pass,19,57,125209,13,Successful,44.2,16.6,39.5,31.1,OpenPlay,89401.0,Granit Xhaka,Mohamed Elneny
252,Pass,19,59,89401,13,Successful,38.3,34.6,51.1,59.4,OpenPlay,255169.0,Ainsley Maitland-Niles,Granit Xhaka
253,Pass,20,1,255169,13,Successful,53.5,62.9,63.2,91.4,OpenPlay,44120.0,Pierre-Emerick Aubameyang,Ainsley Maitland-Niles
254,Pass,20,6,44120,13,Successful,64.0,92.1,87.1,97.8,OpenPlay,297403.0,Kieran Tierney,Pierre-Emerick Aubameyang
255,Pass,20,12,297403,13,Successful,85.2,93.6,76.8,93.5,OpenPlay,44120.0,Pierre-Emerick Aubameyang,Kieran Tierney
256,Pass,20,14,44120,13,Successful,76.7,93.9,62.1,89.4,OpenPlay,255169.0,Ainsley Maitland-Niles,Pierre-Emerick Aubameyang
257,Pass,20,17,255169,13,Successful,60.5,89.4,53.4,68.7,OpenPlay,27586.0,David Luiz,Ainsley Maitland-Niles
258,Pass,20,20,27586,13,Successful,54.1,64.7,78.7,97.5,OpenPlay,297403.0,Kieran Tierney,David Luiz
259,Pass,20,23,297403,13,Unsuccessful,80.9,94.4,91.9,47.8,OpenPlay,,,Kieran Tierney
260,Pass,20,36,114147,26,Successful,14.4,52.8,18.2,43.7,OpenPlay,136451.0,Joseph Gomez,Alisson
261,Pass,20,40,136451,26,Successful,19.5,36.1,36.9,2.8,OpenPlay,386969.0,Neco Williams,Joseph Gomez
262,Pass,20,47,386969,26,Successful,54.3,4.7,39.6,13.4,OpenPlay,136451.0,Joseph Gomez,Neco Williams
263,Pass,20,51,136451,26,Successful,37.4,19.5,34.8,53,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
264,Pass,20,54,95408,26,Successful,36.0,54.9,37.8,28.5,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
265,Pass,20,59,136451,26,Successful,46.3,33.7,43.8,63.4,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
266,Pass,21,3,95408,26,Successful,48.2,68.1,61.4,94.4,OpenPlay,115726.0,Andrew Robertson,Virgil van Dijk
267,Pass,21,6,115726,26,Successful,62.2,96.0,72,74.2,OpenPlay,109915.0,Sadio Mané,Andrew Robertson
268,Pass,21,9,109915,26,Successful,70.8,89.7,74.1,94.8,OpenPlay,115726.0,Andrew Robertson,Sadio Mané
269,Pass,21,10,115726,26,Successful,74.1,94.8,74,76.6,OpenPlay,4511.0,James Milner,Andrew Robertson
270,Pass,21,11,4511,26,Successful,74.0,76.6,69.5,76.4,OpenPlay,96182.0,Roberto Firmino,James Milner
271,Pass,21,13,96182,26,Successful,71.1,68.6,84.9,24.6,OpenPlay,95408.0,Virgil van Dijk,Roberto Firmino
272,Pass,21,22,95408,26,Successful,56.9,58.7,60,37.1,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
273,Pass,21,25,136451,26,Successful,60.0,32.7,66.7,2.6,OpenPlay,108226.0,Mohamed Salah,Joseph Gomez
274,Pass,21,28,108226,26,Successful,67.0,3.2,87.2,25.8,OpenPlay,4511.0,James Milner,Mohamed Salah
275,Pass,21,31,4511,26,Unsuccessful,88.8,31.6,92,48.9,OpenPlay,,,James Milner
276,Pass,21,35,44120,13,Unsuccessful,20.8,91.3,34.3,100,OpenPlay,,,Pierre-Emerick Aubameyang
277,Pass,21,47,386969,26,Successful,58.4,0.0,58.4,8,ThrowIn,115916.0,Fabinho,Neco Williams
278,Pass,21,49,115916,26,Successful,58.6,7.3,45.6,5.3,OpenPlay,136451.0,Joseph Gomez,Fabinho
279,Pass,21,51,136451,26,Successful,45.3,7.9,43.7,32.7,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
280,Pass,21,56,95408,26,Successful,45.6,40.2,44.9,16.9,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
281,Pass,21,58,136451,26,Successful,45.9,16.5,63.4,3.1,OpenPlay,386969.0,Neco Williams,Joseph Gomez
282,Pass,22,3,386969,26,Successful,65.1,12.5,47.8,47.5,OpenPlay,95408.0,Virgil van Dijk,Neco Williams
283,Pass,22,6,95408,26,Successful,52.5,48.7,66.7,90.9,OpenPlay,115726.0,Andrew Robertson,Virgil van Dijk
284,Pass,22,9,115726,26,Successful,64.4,74.2,73.2,53,OpenPlay,33568.0,Georginio Wijnaldum,Andrew Robertson
285,Pass,22,11,33568,26,Successful,72.8,50.4,76.8,60.5,OpenPlay,4511.0,James Milner,Georginio Wijnaldum
286,Pass,22,13,4511,26,Unsuccessful,77.8,61.0,85.6,52.2,OpenPlay,,,James Milner
287,Pass,22,21,95408,26,Successful,52.5,73.5,57.9,87.4,OpenPlay,115726.0,Andrew Robertson,Virgil van Dijk
288,Pass,22,23,115726,26,Successful,58.8,83.2,52.2,47.8,OpenPlay,136451.0,Joseph Gomez,Andrew Robertson
289,Pass,22,29,136451,26,Successful,55.3,44.3,53.2,69.4,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
290,Pass,22,31,95408,26,Successful,54.2,70.2,60.2,92.7,OpenPlay,115726.0,Andrew Robertson,Virgil van Dijk
291,Pass,22,36,115726,26,Successful,63.5,94.4,55.8,74.1,OpenPlay,95408.0,Virgil van Dijk,Andrew Robertson
292,Pass,22,41,95408,26,Successful,55.7,73.6,66.3,95.9,OpenPlay,125211.0,Héctor Bellerín,Virgil van Dijk
293,Pass,23,11,125211,13,Successful,23.1,0.0,23.2,17.9,ThrowIn,125209.0,Mohamed Elneny,Héctor Bellerín
294,Pass,23,13,125209,13,Successful,23.2,17.9,14.8,61.4,OpenPlay,297403.0,Kieran Tierney,Mohamed Elneny
295,Pass,23,16,297403,13,Successful,15.5,63.3,31.5,72.1,OpenPlay,27586.0,David Luiz,Kieran Tierney
296,Pass,23,44,27586,13,Unsuccessful,34.2,85.1,68.1,90.7,OpenPlay,,,David Luiz
297,Pass,23,46,386969,26,Unsuccessful,31.5,9.9,40,7.9,OpenPlay,,,Neco Williams
298,Pass,24,0,386969,26,Successful,27.0,0.0,55.1,3.7,ThrowIn,89401.0,Granit Xhaka,Neco Williams
299,Pass,24,7,89401,13,Successful,44.7,85.3,56,74.4,OpenPlay,33568.0,Georginio Wijnaldum,Granit Xhaka
300,Pass,24,10,33568,26,Unsuccessful,45.4,33.0,47,56.7,OpenPlay,,,Georginio Wijnaldum
301,Pass,24,13,125211,13,Successful,62.8,36.5,69.7,34.5,OpenPlay,95408.0,Virgil van Dijk,Héctor Bellerín
302,Pass,24,31,95408,26,Successful,14.8,73.4,11,56.1,OpenPlay,114147.0,Alisson,Virgil van Dijk
303,Pass,24,37,114147,26,Successful,14.3,54.9,28.4,2.2,OpenPlay,386969.0,Neco Williams,Alisson
304,Pass,24,41,386969,26,Successful,28.7,2.9,54.4,8.9,OpenPlay,4511.0,James Milner,Neco Williams
305,Pass,24,45,4511,26,Successful,55.9,6.1,47,24,OpenPlay,115916.0,Fabinho,James Milner
306,Pass,24,47,115916,26,Successful,47.3,18.3,46.9,5.3,OpenPlay,4511.0,James Milner,Fabinho
307,Pass,24,49,4511,26,Successful,46.9,5.3,36.4,16.7,OpenPlay,136451.0,Joseph Gomez,James Milner
308,Pass,24,55,136451,26,Successful,34.4,28.3,39.1,4.1,OpenPlay,4511.0,James Milner,Joseph Gomez
309,Pass,24,58,4511,26,Unsuccessful,40.2,4.0,89.5,37.1,OpenPlay,,,James Milner
310,Pass,25,2,102248,13,Successful,11.5,60.4,20.8,27.2,OpenPlay,288795.0,Rob Holding,Emiliano Martínez
311,Pass,25,8,288795,13,Successful,23.7,24.8,27.9,2.8,OpenPlay,125211.0,Héctor Bellerín,Rob Holding
312,Pass,25,10,125211,13,Successful,28.8,3.7,29.7,14.8,OpenPlay,125209.0,Mohamed Elneny,Héctor Bellerín
313,Pass,25,11,125209,13,Successful,29.7,14.8,23.3,7.1,OpenPlay,125211.0,Héctor Bellerín,Mohamed Elneny
314,Pass,25,12,125211,13,Successful,23.3,7.1,13.2,18.8,OpenPlay,288795.0,Rob Holding,Héctor Bellerín
315,Pass,25,15,288795,13,Successful,12.4,24.4,9.5,77.4,OpenPlay,27586.0,David Luiz,Rob Holding
316,Pass,25,19,27586,13,Unsuccessful,10.0,87.6,39.3,86.1,OpenPlay,,,David Luiz
317,Pass,25,25,44120,13,Unsuccessful,28.9,74.1,29.7,73.1,OpenPlay,,,Pierre-Emerick Aubameyang
318,Pass,25,26,125209,13,Unsuccessful,28.9,64.3,34.3,81,OpenPlay,,,Mohamed Elneny
319,Pass,25,55,27586,13,Successful,32.8,76.7,59.4,16.7,OpenPlay,125211.0,Héctor Bellerín,David Luiz
320,Pass,26,0,125211,13,Successful,63.1,16.7,55.5,27.1,OpenPlay,125209.0,Mohamed Elneny,Héctor Bellerín
321,Pass,26,2,125209,13,Successful,55.5,27.8,40.3,30.4,OpenPlay,288795.0,Rob Holding,Mohamed Elneny
322,Pass,26,5,288795,13,Successful,39.9,31.2,34.6,64.5,OpenPlay,27586.0,David Luiz,Rob Holding
323,Pass,26,8,27586,13,Unsuccessful,37.3,64.2,64,100,OpenPlay,,,David Luiz
324,Pass,26,15,386969,26,Successful,29.2,0.0,36.6,13,ThrowIn,115916.0,Fabinho,Neco Williams
325,Pass,26,17,115916,26,Unsuccessful,36.6,13.4,55.4,13.7,OpenPlay,,,Fabinho
326,Pass,26,18,297403,13,Unsuccessful,43.6,85.1,67.5,78.9,OpenPlay,,,Kieran Tierney
327,Pass,26,21,136451,26,Unsuccessful,28.3,21.3,34.2,15.3,OpenPlay,,,Joseph Gomez
328,Pass,26,23,89401,13,Successful,64.0,86.1,60.3,95.6,OpenPlay,44120.0,Pierre-Emerick Aubameyang,Granit Xhaka
329,Pass,26,25,44120,13,Unsuccessful,57.8,96.0,61.8,89.2,OpenPlay,,,Pierre-Emerick Aubameyang
330,Pass,26,28,89401,13,Successful,62.7,84.3,55,75.2,OpenPlay,125209.0,Mohamed Elneny,Granit Xhaka
331,Pass,26,29,125209,13,Successful,54.7,77.4,61.7,54,OpenPlay,367185.0,Bukayo Saka,Mohamed Elneny
332,Pass,26,34,367185,13,Successful,68.9,53.4,79.1,68.6,OpenPlay,114147.0,Alisson,Bukayo Saka
333,Pass,27,4,114147,26,Successful,4.7,50.6,10.8,35.5,OpenPlay,136451.0,Joseph Gomez,Alisson
334,Pass,27,9,136451,26,Successful,12.3,31.6,28.9,3.8,OpenPlay,386969.0,Neco Williams,Joseph Gomez
335,Pass,27,18,386969,26,Successful,52.2,4.9,61.1,5.6,OpenPlay,96182.0,Roberto Firmino,Neco Williams
336,Pass,27,20,96182,26,Successful,64.4,4.6,63.1,14.1,OpenPlay,33568.0,Georginio Wijnaldum,Roberto Firmino
337,Pass,27,23,33568,26,Successful,60.2,24.0,53.2,41,OpenPlay,115916.0,Fabinho,Georginio Wijnaldum
338,Pass,27,28,115916,26,Successful,55.9,43.6,61.9,31.5,OpenPlay,33568.0,Georginio Wijnaldum,Fabinho
339,Pass,27,30,33568,26,Successful,62.0,32.1,60.6,42.7,OpenPlay,115916.0,Fabinho,Georginio Wijnaldum
340,Pass,27,33,115916,26,Successful,61.9,52.2,70.2,88.4,OpenPlay,4511.0,James Milner,Fabinho
341,Pass,27,37,4511,26,Successful,75.1,92.6,57.8,76.4,OpenPlay,95408.0,Virgil van Dijk,James Milner
342,Pass,27,41,95408,26,Successful,57.8,76.4,79.1,96,OpenPlay,4511.0,James Milner,Virgil van Dijk
343,Pass,27,44,4511,26,Successful,79.5,95.4,94,90.5,OpenPlay,109915.0,Sadio Mané,James Milner
344,Pass,27,48,109915,26,Unsuccessful,94.4,87.2,93.7,85.3,OpenPlay,,,Sadio Mané
345,Pass,27,50,115916,26,Unsuccessful,75.9,75.6,90.1,54.5,OpenPlay,,,Fabinho
346,Pass,27,56,95408,26,Successful,55.8,63.9,53.8,42.1,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
347,Pass,28,0,136451,26,Successful,53.2,40.6,46.3,58.8,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
348,Pass,28,3,95408,26,Successful,46.3,58.8,56.6,95.4,OpenPlay,4511.0,James Milner,Virgil van Dijk
349,Pass,28,6,4511,26,Successful,57.2,95.4,71.6,87.7,OpenPlay,109915.0,Sadio Mané,James Milner
350,Pass,28,10,109915,26,Successful,60.6,88.7,45.7,67.9,OpenPlay,95408.0,Virgil van Dijk,Sadio Mané
351,Pass,28,12,95408,26,Successful,45.7,67.9,58.1,66,OpenPlay,95408.0,Virgil van Dijk,Virgil van Dijk
352,Pass,28,21,95408,26,Successful,54.6,56.3,55.4,33.6,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
353,Pass,28,27,136451,26,Successful,57.2,34.8,52.7,57.5,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
354,Pass,28,29,95408,26,Successful,56.1,62.3,63.4,96.9,OpenPlay,4511.0,James Milner,Virgil van Dijk
355,Pass,28,36,4511,26,Unsuccessful,74.4,94.8,75.4,90.3,OpenPlay,,,James Milner
356,Pass,28,38,4511,26,Unsuccessful,87.9,92.9,91.7,50.9,OpenPlay,,,James Milner
357,Pass,28,41,33568,26,Successful,80.1,48.2,79.2,26.7,OpenPlay,386969.0,Neco Williams,Georginio Wijnaldum
358,Pass,28,44,386969,26,Successful,77.3,24.9,70.1,29.7,OpenPlay,136451.0,Joseph Gomez,Neco Williams
359,Pass,28,47,136451,26,Successful,69.8,30.0,95.6,83.6,OpenPlay,4511.0,James Milner,Joseph Gomez
360,Pass,28,52,4511,26,Unsuccessful,94.2,88.4,90,50.3,OpenPlay,,,James Milner
361,Pass,28,57,136451,26,Successful,66.1,57.3,69.9,57.6,OpenPlay,115916.0,Fabinho,Joseph Gomez
362,Pass,28,58,115916,26,Successful,69.9,57.6,57.8,72.4,OpenPlay,95408.0,Virgil van Dijk,Fabinho
363,Pass,29,1,95408,26,Successful,57.8,72.4,72.4,97.5,OpenPlay,4511.0,James Milner,Virgil van Dijk
364,Pass,29,4,4511,26,Successful,73.2,97.5,64.6,87.2,OpenPlay,115916.0,Fabinho,James Milner
365,Pass,29,6,115916,26,Successful,64.6,87.2,64.6,95.3,OpenPlay,115726.0,Andrew Robertson,Fabinho
366,Pass,29,7,115726,26,Successful,64.6,95.3,53.1,74.4,OpenPlay,95408.0,Virgil van Dijk,Andrew Robertson
367,Pass,29,9,95408,26,Successful,53.4,72.8,86.3,7.5,OpenPlay,255169.0,Ainsley Maitland-Niles,Virgil van Dijk
368,Pass,29,14,255169,13,Unsuccessful,8.8,96.6,27.9,96.2,OpenPlay,,,Ainsley Maitland-Niles
369,Pass,29,17,33568,26,Successful,71.8,3.6,76.1,3.1,OpenPlay,386969.0,Neco Williams,Georginio Wijnaldum
370,Pass,29,18,386969,26,Successful,76.2,2.9,63.4,6.2,OpenPlay,136451.0,Joseph Gomez,Neco Williams
371,Pass,29,20,136451,26,Successful,63.5,5.6,65.1,26.1,OpenPlay,115916.0,Fabinho,Joseph Gomez
372,Pass,29,21,115916,26,Successful,65.1,26.1,63.3,11,OpenPlay,136451.0,Joseph Gomez,Fabinho
373,Pass,29,24,136451,26,Successful,63.3,11.0,53,44.6,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
374,Pass,29,29,95408,26,Successful,56.0,51.6,57.7,34.2,OpenPlay,136451.0,Joseph Gomez,Virgil van Dijk
375,Pass,29,33,136451,26,Successful,63.8,32.4,74.4,38.6,OpenPlay,96182.0,Roberto Firmino,Joseph Gomez
376,Pass,29,36,96182,26,Successful,70.1,38.3,69.4,49.1,OpenPlay,4511.0,James Milner,Roberto Firmino
377,Pass,29,37,4511,26,Successful,72.8,53.1,87.6,85.9,OpenPlay,115726.0,Andrew Robertson,James Milner
378,Pass,29,42,115726,26,Successful,86.9,87.8,70.4,79,OpenPlay,4511.0,James Milner,Andrew Robertson
379,Pass,29,44,4511,26,Successful,69.7,77.3,65.4,43,OpenPlay,136451.0,Joseph Gomez,James Milner
380,Pass,29,47,136451,26,Successful,65.4,43.0,82.3,10.9,OpenPlay,386969.0,Neco Williams,Joseph Gomez
381,Pass,29,51,386969,26,Successful,77.4,16.2,66.7,29.7,OpenPlay,136451.0,Joseph Gomez,Neco Williams
382,Pass,29,53,136451,26,Successful,66.1,31.9,65,53.3,OpenPlay,95408.0,Virgil van Dijk,Joseph Gomez
383,Pass,29,55,95408,26,Successful,65.9,56.7,77,88.9,OpenPlay,115726.0,Andrew Robertson,Virgil van Dijk
384,Pass,29,58,115726,26,Successful,81.0,92.0,88.3,88.7,OpenPlay,109915.0,Sadio Mané,Andrew Robertson
385,Pass,30,1,109915,26,Successful,88.3,88.7,88.2,71.8,OpenPlay,96182.0,Roberto Firmino,Sadio Mané
386,Pass,30,2,96182,26,Successful,88.2,71.8,96.7,74.1,OpenPlay,115726.0,Andrew Robertson,Roberto Firmino
387,Pass,30,4,115726,26,Successful,96.4,73.4,86.9,2.5,OpenPlay,386969.0,Neco Williams,Andrew Robertson
388,Pass,30,11,386969,26,Successful,87.0,4.0,96.4,69,OpenPlay,109915.0,Sadio Mané,Neco Williams
389,Pass,30,13,109915,26,Successful,97.0,68.2,88.5,68,OpenPlay,115726.0,Andrew Robertson,Sadio Mané
390,Pass,30,16,115726,26,Unsuccessful,88.3,68.6,89.6,57.1,OpenPlay,,,Andrew Robertson
391,Pass,30,21,115916,26,Unsuccessful,73.6,58.1,79.1,59.1,OpenPlay,,,Fabinho
392,Pass,30,22,125209,13,Unsuccessful,20.8,40.8,35,35.7,OpenPlay,,,Mohamed Elneny
