Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1514,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,203,5,58,92,64,4,168,6,9,66.7,6,1,133,709,393,140,123,87.9,2,2,Matches
1515,Daniel Maldini,it ITA,FW,Milan,it Serie A,17,2001,0.3,21,0,3,9,12,2,21,0,1,0.0,0,0,13,104,66,22,17,77.3,2,0,Matches
1516,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,26,1993,17.1,1266,5,97,616,671,47,1175,59,81,72.8,59,0,1020,6421,3325,1110,972,87.6,42,46,Matches
1517,Yunus Mallı,tr TUR,"FW,MF",Union Berlin,de Bundesliga,27,1992,7.5,303,7,44,155,130,16,295,5,11,45.5,5,0,200,1237,675,290,220,75.9,19,15,Matches
1518,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,1570,90,501,729,418,20,1308,8,12,66.7,8,0,810,3942,1980,951,866,91.1,17,12,Matches
1519,Streli Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,466,8,50,253,196,55,433,16,29,55.2,18,1,314,2297,1276,573,299,52.2,43,33,Matches
1520,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,105,4,40,59,17,4,105,2,2,100.0,2,0,69,461,217,70,65,92.9,0,3,Matches
1521,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,1535,64,477,738,395,15,1285,6,14,42.9,6,1,910,3860,2031,971,919,94.6,12,14,Matches
1522,Gianluca Mancini,it ITA,"DF,MF",Roma,it Serie A,23,1996,30.4,1973,247,936,1046,140,33,1913,10,14,71.4,10,0,1303,8183,4651,1410,1373,97.4,10,10,Matches
1523,Marco Mancosu,it ITA,"MF,FW",Lecce,it Serie A,30,1988,27.1,1200,37,221,592,479,110,1160,27,42,64.3,28,0,763,5233,3265,1092,863,79.0,47,28,Matches
1524,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,906,794,902,6,0,0,687,1,2,50.0,1,0,493,2266,1128,416,413,99.3,1,0,Matches
1525,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,797,29,167,448,229,11,691,12,20,60.0,13,0,485,2428,1352,475,441,92.8,8,11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1526,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,2045,313,1110,987,60,19,1949,6,9,66.7,8,0,1339,6560,3212,1479,1451,98.1,4,4,Matches
1527,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,1245,36,271,626,392,48,1158,13,30,43.3,14,1,720,2820,1416,905,782,86.4,20,19,Matches
1528,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,1590,13,125,627,1002,221,1572,76,116,65.5,84,6,1248,9671,5435,1843,1275,69.2,85,72,Matches
1529,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,353,70,216,145,6,4,347,0,1,0.0,0,0,205,914,325,229,225,98.3,1,1,Matches
1530,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,1560,34,304,923,437,35,1404,23,28,82.1,24,1,1021,5049,2428,1161,1070,92.2,19,25,Matches
1531,Massimiliano Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,10.8,540,75,283,232,48,4,479,0,0,,0,0,301,1830,1070,319,309,96.9,3,1,Matches
1532,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,1677,244,850,909,38,24,1630,2,2,100.0,2,0,1092,6611,3726,1220,1209,99.1,5,2,Matches
1533,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,815,77,319,324,212,14,685,13,20,65.0,14,0,406,2320,1351,458,401,87.6,15,8,Matches
1534,Giacomo Manzari,it ITA,"FW,MF",Sassuolo,it Serie A,18,2000,0.2,8,0,1,6,2,0,8,1,1,100.0,1,0,5,29,25,8,5,62.5,1,0,Matches
1535,Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1999,7.5,415,5,63,199,190,41,411,12,22,54.5,14,0,347,2561,1840,397,325,81.9,15,22,Matches
1536,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,1284,69,437,662,279,13,1076,28,52,53.8,30,1,762,5141,3312,794,724,91.2,16,29,Matches
1537,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,866,36,253,502,175,7,780,9,13,69.2,9,0,551,3171,1849,556,537,96.6,4,5,Matches
1538,Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,1212,46,239,586,462,45,1087,10,13,76.9,10,0,824,4155,2597,946,871,92.1,19,14,Matches
1539,Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,1333,152,644,736,35,17,1296,0,1,0.0,0,0,824,4529,2478,918,905,98.6,2,2,Matches
1540,Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,25,1994,12.7,759,22,139,317,363,47,675,18,30,60.0,19,1,518,3774,2173,585,484,82.7,12,28,Matches
1541,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,1610,246,733,956,55,21,1561,4,4,100.0,4,0,1195,7881,5044,1290,1273,98.7,6,5,Matches
1542,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,30,1989,6.0,275,13,58,132,99,3,242,2,4,50.0,2,0,147,935,502,217,164,75.6,6,3,Matches
1543,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,73,10,46,33,0,0,72,0,0,,0,0,48,349,210,55,55,100.0,0,0,Matches
1544,Miguel Marí,es ESP,MF,Eibar,es La Liga,22,1997,0.1,5,0,0,4,1,0,5,0,0,,0,0,2,3,2,1,1,100.0,0,0,Matches
1545,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,111,21,52,65,1,0,110,0,0,,0,0,70,503,335,82,81,98.8,0,0,Matches
1546,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,1040,142,582,503,24,15,987,1,1,100.0,1,0,601,2920,1625,635,622,98.0,3,2,Matches
1547,Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,23,0,1,9,13,6,21,2,2,100.0,2,0,13,89,71,31,15,48.4,1,0,Matches
1548,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,762,84,315,344,121,5,628,1,3,33.3,2,0,315,1046,433,346,330,95.4,5,3,Matches
1549,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,140,4,35,83,28,0,134,3,4,75.0,3,0,96,384,175,101,87,86.1,3,6,Matches
1550,Federico Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,18,0,4,7,8,1,18,0,0,,0,0,11,92,40,21,17,81.0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1551,Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,9.5,466,39,165,225,99,7,368,8,22,36.4,10,3,226,1238,793,224,207,92.4,5,6,Matches
1552,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,21,4,15,6,0,0,20,0,0,,0,0,8,32,15,5,5,100.0,0,0,Matches
1553,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,1262,146,631,676,52,18,1225,3,6,50.0,4,1,833,4663,2713,872,850,97.5,4,3,Matches
1554,Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,1640,227,794,938,33,5,1607,7,7,100.0,7,0,1191,7096,4233,1271,1259,99.1,2,2,Matches
1555,Omar Marmoush,eg EGY,"MF,FW",Wolfsburg,de Bundesliga,20,1999,0.9,33,2,5,16,13,2,33,1,7,14.3,1,0,25,224,123,23,19,82.6,1,5,Matches
1556,Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2.0,105,1,10,59,54,6,94,2,3,66.7,2,0,82,858,570,86,73,84.9,3,2,Matches
1557,Marquinhos,br BRA,"MF,DF",Paris S-G,fr Ligue 1,25,1994,16.4,1453,98,493,930,127,17,1429,9,10,90.0,10,0,1046,5233,2616,1136,1105,97.3,4,10,Matches
1558,Bruno Martella,it ITA,"DF,MF",Brescia,it Serie A,26,1992,14.1,719,74,286,282,197,9,617,12,25,48.0,13,1,405,2448,1554,455,408,89.7,12,12,Matches
1559,Roger Martí,es ESP,FW,Levante,es La Liga,28,1991,25.2,710,14,71,360,312,95,694,12,26,46.2,13,2,446,2216,1038,1022,514,50.3,63,26,Matches
1560,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,1074,18,51,400,694,188,1048,64,104,61.5,66,2,892,5737,3210,1399,897,64.1,66,68,Matches
1561,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,1081,50,290,490,375,13,819,24,40,60.0,26,1,592,3953,2164,610,527,86.4,13,12,Matches
1562,Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,5.9,201,168,198,3,0,0,153,0,0,,0,0,106,449,271,99,99,100.0,0,0,Matches
1563,David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,134,117,134,0,0,0,72,0,0,,0,0,44,254,162,31,31,100.0,0,0,Matches
1564,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,93,6,26,57,15,3,88,0,0,,0,0,61,258,129,60,57,95.0,3,1,Matches
1565,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,215,4,47,139,39,3,195,3,3,100.0,3,0,152,730,372,159,151,95.0,4,6,Matches
1566,Josh Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,20,0,3,12,5,1,20,1,1,100.0,1,0,16,123,21,20,15,75.0,1,1,Matches
1567,Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,275,10,62,111,131,40,273,12,30,40.0,13,0,190,1839,1243,311,181,58.2,24,21,Matches
1568,Álex Martínez,es ESP,DF,Granada,es La Liga,28,1990,0.2,10,0,1,4,7,0,6,0,0,,0,0,5,46,39,5,5,100.0,0,0,Matches
1569,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,308,275,308,0,0,0,226,0,0,,0,0,148,589,303,135,135,100.0,0,0,Matches
1570,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,1904,190,962,997,111,31,1789,8,11,72.7,8,0,1050,7325,3949,1089,1055,96.9,2,7,Matches
1571,Javi Martínez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,9,1,1,3,6,1,9,0,0,,0,0,7,58,23,7,7,100.0,2,1,Matches
1572,Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,30,1988,7.5,675,53,290,400,25,3,668,3,4,75.0,3,0,452,2428,1208,491,481,98.0,1,0,Matches
1573,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,978,14,58,375,604,238,956,47,83,56.6,51,2,671,3976,2547,1217,714,58.7,86,60,Matches
1574,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,1340,168,818,606,44,16,1289,6,7,85.7,6,0,755,5443,3264,755,736,97.5,5,7,Matches
1575,Pablo Martínez,es ESP,"MF,FW",Levante,es La Liga,21,1998,0.4,31,5,13,11,8,2,28,0,2,0.0,0,0,15,119,52,17,13,76.5,1,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1576,Gelson Martins,pt POR,"DF,FW",Monaco,fr Ligue 1,24,1995,18.6,1018,20,177,479,462,83,945,61,104,58.7,64,3,827,7141,4443,898,704,78.4,31,35,Matches
1577,Adam Marušić,me MNE,DF,Lazio,it Serie A,26,1992,10.5,497,29,155,175,189,30,425,9,18,50.0,12,1,313,1582,825,335,296,88.4,6,11,Matches
1578,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,1532,106,627,895,111,6,1487,11,15,73.3,12,1,958,5719,2314,963,925,96.1,6,8,Matches
1579,Andrea Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,938,102,409,483,103,13,880,6,7,85.7,6,0,579,3072,1765,623,618,99.2,2,5,Matches
1580,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,358,28,161,189,25,0,335,1,1,100.0,1,0,215,986,503,224,220,98.2,0,2,Matches
1581,Adam Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,1186,102,392,567,269,21,973,11,18,61.1,11,0,535,2659,1350,569,524,92.1,11,13,Matches
1582,Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,1107,1006,1103,4,1,0,656,0,0,,0,0,417,2795,1789,345,343,99.4,0,0,Matches
1583,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,745,52,239,385,177,14,659,31,39,79.5,31,1,489,3263,2052,463,424,91.6,9,23,Matches
1584,Jaime Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,1136,16,71,494,611,139,1122,18,37,48.6,23,1,692,3007,1185,1632,876,53.7,91,54,Matches
1585,Juan Mata,es ESP,"MF,FW",Manchester Utd,eng Premier League,31,1988,8.4,589,3,36,319,267,33,560,5,12,41.7,7,0,459,2238,1121,605,489,80.8,10,12,Matches
1586,Aleš Matějů,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,1436,222,775,583,175,17,1295,18,19,94.7,18,0,791,5593,2757,805,760,94.4,10,10,Matches
1587,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,355,14,25,175,173,64,330,19,31,61.3,20,2,225,1224,519,491,255,51.9,44,23,Matches
1588,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,1416,55,390,903,246,9,1388,23,29,79.3,24,0,1002,6310,3689,1053,1014,96.3,10,24,Matches
1589,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,626,48,276,365,34,10,610,2,2,100.0,2,0,398,2513,1768,412,408,99.0,1,2,Matches
1590,Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,de Bundesliga,18,2000,12.9,421,1,36,149,276,56,411,32,62,51.6,33,1,334,3033,1926,539,305,56.6,47,34,Matches
1591,Alessandro Matri,it ITA,"FW,MF",Brescia,it Serie A,34,1984,1.0,50,1,2,20,30,11,46,2,5,40.0,3,0,34,83,17,72,41,56.9,1,8,Matches
1592,Federico Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,10.3,550,42,172,251,173,12,506,10,16,62.5,11,0,356,2647,1594,364,323,88.7,6,12,Matches
1593,Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,24.9,1374,28,213,787,425,50,1334,13,28,46.4,16,2,903,3619,1471,1186,1017,85.8,30,32,Matches
1594,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,1063,16,79,445,597,190,999,34,70,48.6,36,1,774,5005,2541,1440,763,53.0,57,70,Matches
1595,Stephy Mavididi,eng ENG,"FW,MF",Dijon,fr Ligue 1,21,1998,15.5,582,10,96,309,244,55,574,39,76,51.3,46,2,472,4080,2396,645,417,64.7,45,49,Matches
1596,Philipp Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,1680,71,507,777,514,33,1238,8,10,80.0,8,0,835,4958,2661,965,808,83.7,28,17,Matches
1597,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Paris S-G,fr Ligue 1,30,1989,5.0,180,3,15,63,112,31,176,12,18,66.7,13,2,123,752,387,206,135,65.5,11,14,Matches
1598,Alexandru Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,101,0,12,48,49,7,84,6,8,75.0,6,0,66,461,249,73,61,83.6,4,4,Matches
1599,Kévin Mayi,fr FRA,FW,Brest,fr Ligue 1,26,1993,0.0,1,0,0,0,1,0,1,0,1,0.0,0,0,1,2,1,1,1,100.0,0,0,Matches
1600,Borja Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,782,17,68,424,345,87,758,30,57,52.6,32,2,589,3396,1507,980,604,61.6,35,50,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1601,Luca Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,31,0,1,27,5,0,31,0,0,,0,0,21,82,47,27,23,85.2,0,0,Matches
1602,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,1217,75,326,564,403,40,991,52,80,65.0,55,3,667,4457,2771,692,601,86.8,29,27,Matches
1603,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,937,2,24,344,647,208,904,59,115,51.3,70,4,777,5887,4153,1040,813,78.2,44,43,Matches
1604,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,992,80,380,489,178,11,833,11,15,73.3,12,1,576,3104,1513,613,575,93.8,7,9,Matches
1605,Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,83,1,17,48,24,0,79,0,1,0.0,0,0,58,142,66,71,69,97.2,1,0,Matches
1606,Isaac Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,48,1,7,23,23,5,42,1,4,25.0,1,0,38,322,218,39,36,92.3,0,2,Matches
1607,Nathanael Mbuku,fr FRA,"MF,FW",Reims,fr Ligue 1,17,2002,4.4,183,0,30,91,75,18,177,14,24,58.3,14,0,147,1058,651,175,135,77.1,6,11,Matches
1608,James McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,1935,109,478,1038,519,104,1868,32,49,65.3,33,1,1249,6660,3185,1347,1178,87.5,42,44,Matches
1609,Oliver McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,933,50,114,403,462,114,917,25,44,56.8,26,1,436,2469,1228,1211,636,52.5,52,41,Matches
1610,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,896,710,892,6,0,0,617,2,2,100.0,2,0,392,1923,1058,354,353,99.7,1,0,Matches
1611,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,1018,35,238,623,205,16,948,6,11,54.5,9,2,517,2434,894,606,539,88.9,11,15,Matches
1612,John McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,1106,43,214,534,442,76,1043,53,69,76.8,55,0,770,5347,2802,826,684,82.8,37,57,Matches
1613,David McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,895,25,95,417,425,66,881,31,47,66.0,34,2,566,3071,1269,1088,657,60.4,57,31,Matches
1614,Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,57,51,57,0,0,0,38,0,0,,0,0,22,94,47,20,20,100.0,0,0,Matches
1615,Weston McKennie,us USA,"MF,DF",Schalke 04,de Bundesliga,20,1998,23.0,1345,78,408,735,303,50,1306,26,44,59.1,28,0,810,4929,2854,989,842,85.1,28,24,Matches
1616,Kenny McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33.0,2028,108,569,1138,460,27,1950,34,49,69.4,36,5,1309,7147,3555,1623,1403,86.4,40,38,Matches
1617,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,1700,50,292,858,748,51,1575,79,134,59.0,83,6,1276,11287,5734,1236,1037,83.9,39,81,Matches
1618,Scott McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,1289,69,323,780,259,23,1268,31,47,66.0,35,5,910,5092,2440,915,850,92.9,24,32,Matches
1619,Biagio Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,8.5,490,59,251,200,64,11,448,6,8,75.0,6,1,287,1473,810,311,292,93.9,2,1,Matches
1620,Gary Medel,cl CHI,MF,Bologna,it Serie A,31,1987,19.8,1256,84,379,788,148,2,1205,12,15,80.0,13,0,772,3734,1927,841,794,94.4,7,9,Matches
1621,Ben Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32.0,1609,235,854,768,54,38,1553,6,7,85.7,6,1,774,3265,1331,815,785,96.3,6,3,Matches
1622,Joshua Mees,de GER,"MF,FW",Union Berlin,de Bundesliga,23,1996,3.6,122,2,29,46,53,14,121,0,3,0.0,0,0,70,343,191,131,76,58.0,8,3,Matches
1623,Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,28,1991,13.3,711,4,73,362,314,41,658,7,13,53.8,8,0,461,2294,981,731,514,70.3,26,24,Matches
1624,Soualiho Meïté,fr FRA,MF,Torino,it Serie A,25,1994,24.5,1213,61,268,700,344,37,1195,63,89,70.8,66,1,856,5501,3190,911,800,87.8,39,26,Matches
1625,Farid El Melali,dz ALG,"MF,FW",Angers,fr Ligue 1,22,1997,3.4,181,2,32,85,82,11,181,9,22,40.9,10,0,137,1133,650,148,112,75.7,11,16,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1626,Óscar Melendo,es ESP,"MF,FW",Espanyol,es La Liga,21,1997,12.4,461,5,47,259,186,11,456,9,19,47.4,10,0,346,2113,924,457,355,77.7,9,15,Matches
1627,Gonzalo Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,703,34,191,411,134,26,690,12,22,54.5,14,3,459,2236,1127,555,475,85.6,16,16,Matches
1628,Arthur Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,1183,20,167,773,342,16,1149,29,33,87.9,29,1,999,5807,2494,1091,998,91.5,21,17,Matches
1629,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,867,89,440,448,46,11,842,6,7,85.7,7,0,563,3351,1907,569,551,96.8,8,7,Matches
1630,Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,1429,49,299,920,286,11,1387,15,20,75.0,15,0,1002,4494,1914,1058,989,93.5,19,23,Matches
1631,Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,22,1997,16.4,907,27,141,467,353,41,868,25,42,59.5,27,3,624,2999,1617,806,655,81.3,39,30,Matches
1632,Édgar Méndez,es ESP,"MF,FW",Alavés,es La Liga,28,1991,9.6,317,8,65,149,126,17,314,12,17,70.6,12,1,201,1276,682,328,207,63.1,21,19,Matches
1633,Stiven Mendoza,co COL,"FW,MF",Amiens,fr Ligue 1,27,1992,12.2,574,7,66,313,249,33,559,27,46,58.7,29,2,456,3032,1888,569,413,72.6,42,35,Matches
1634,Alexandre Mendy,fr FRA,"FW,MF",Brest,fr Ligue 1,25,1994,10.0,266,10,20,130,126,49,258,8,11,72.7,9,1,149,762,375,412,181,43.9,26,14,Matches
1635,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,1419,33,237,710,552,11,1294,23,31,74.2,24,5,983,4367,2699,1123,1067,95.0,6,16,Matches
1636,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24.0,844,739,840,4,1,0,632,1,1,100.0,1,0,421,1975,1001,372,371,99.7,1,0,Matches
1637,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,20.1,1489,57,390,691,496,39,1304,52,72,72.2,55,4,1034,5937,3378,1093,994,90.9,38,19,Matches
1638,Nampalys Mendy,fr FRA,MF,Leicester City,eng Premier League,27,1992,3.2,246,5,51,170,35,1,245,2,3,66.7,2,0,191,838,338,193,187,96.9,3,4,Matches
1639,Hamza Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,16.0,1066,61,372,543,237,21,907,26,50,52.0,28,2,646,4184,2632,644,610,94.7,14,10,Matches
1640,Chris Mepham,wal WAL,DF,Bournemouth,eng Premier League,21,1997,10.1,626,127,384,259,24,11,618,2,4,50.0,3,0,369,2348,1229,383,375,97.9,3,4,Matches
1641,Levent Mercan,de GER,MF,Schalke 04,de Bundesliga,18,2000,0.8,42,2,10,23,12,1,41,3,4,75.0,3,0,33,175,84,36,32,88.9,2,3,Matches
1642,Jorge Meré,es ESP,DF,Köln,de Bundesliga,22,1997,6.9,470,63,286,197,22,3,455,0,1,0.0,0,0,296,1661,992,308,304,98.7,2,2,Matches
1643,Alex Meret,it ITA,GK,Napoli,it Serie A,22,1997,21.7,638,594,638,0,0,0,463,0,0,,0,0,299,1021,438,290,286,98.6,0,0,Matches
1644,Fran Mérida,es ESP,MF,Osasuna,es La Liga,29,1990,12.9,904,15,183,607,165,12,874,24,35,68.6,26,0,616,2716,1453,674,622,92.3,10,19,Matches
1645,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,34.9,2407,80,440,1519,579,63,2382,34,58,58.6,38,4,1621,7319,3688,1921,1687,87.8,48,37,Matches
1646,Sabin Merino,es ESP,FW,Leganés,es La Liga,27,1992,0.9,28,0,0,12,19,5,27,1,1,100.0,1,0,21,171,44,43,21,48.8,2,2,Matches
1647,Yıldırım Mert Çetin,tr TUR,DF,Roma,it Serie A,22,1997,2.9,165,26,92,75,9,4,160,3,3,100.0,3,0,107,563,303,115,110,95.7,0,2,Matches
1648,Dries Mertens,be BEL,FW,Napoli,it Serie A,32,1987,18.8,909,5,61,327,566,125,828,26,48,54.2,28,0,676,3477,2064,911,679,74.5,19,13,Matches
1649,Roque Mesa,es ESP,MF,Leganés,es La Liga,30,1989,22.4,1152,13,163,719,385,24,1096,32,55,58.2,38,0,920,6361,3204,890,775,87.1,32,38,Matches
1650,Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,32,1987,32.0,2615,1,57,1331,1486,217,2412,185,276,67.0,195,9,2228,14621,9239,2616,2229,85.2,65,88,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1651,Thomas Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27,1991,13.8,1040,30,247,499,364,36,918,9,19,47.4,11,2,665,3746,2154,736,671,91.2,6,7,Matches
1652,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,16.5,1247,107,573,695,50,8,1141,11,18,61.1,11,1,879,4085,1808,864,841,97.3,7,10,Matches
