Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2202,Borja Sainz,es ESP,"MF,FW",Alavés,es La Liga,18,2001,6.4,239,4,53,106,107,26,238,11,27,40.7,13,1,176,1445,903,229,133,58.1,24,19,Matches
2203,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,1932,175,925,1009,89,26,1892,7,9,77.8,8,1,1058,4696,2514,1201,1165,97.0,6,8,Matches
2204,Bukayo Saka,eng ENG,"DF,FW",Arsenal,eng Premier League,17,2001,19.5,1069,40,271,470,405,61,948,31,48,64.6,31,2,726,4770,3010,835,696,83.4,32,37,Matches
2205,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,1328,40,346,711,333,22,1134,12,26,46.2,13,1,789,3741,2302,861,785,91.2,15,15,Matches
2206,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,608,93,354,284,11,3,591,5,6,83.3,5,0,368,1734,867,388,378,97.4,3,2,Matches
2207,Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,576,33,163,265,182,12,504,9,17,52.9,10,3,352,1813,966,379,333,87.9,8,7,Matches
2208,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,32.0,1405,4,57,406,1022,318,1349,66,99,66.7,70,3,1069,6402,3895,1815,1109,61.1,85,79,Matches
2209,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,3.8,179,36,103,88,5,2,175,0,0,,0,0,110,742,485,118,117,99.2,2,0,Matches
2210,Eddy Salcedo,it ITA,"FW,MF",Hellas Verona,it Serie A,17,2001,7.6,326,4,20,137,196,44,317,10,17,58.8,10,0,236,1369,682,416,265,63.7,28,24,Matches
2211,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,661,85,346,327,30,4,633,10,14,71.4,11,0,417,2944,1649,397,389,98.0,4,7,Matches
2212,Yannis Salibur,fr FRA,"MF,FW",Mallorca,es La Liga,28,1991,0.9,53,1,6,26,27,7,52,2,3,66.7,2,0,41,323,202,52,44,84.6,0,3,Matches
2213,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4.0,142,127,142,0,0,0,89,0,0,,0,0,47,316,135,42,40,95.2,0,0,Matches
2214,Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,1419,249,844,634,20,12,1387,5,6,83.3,5,0,757,5169,1653,770,749,97.3,5,4,Matches
2215,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,22,1997,12.9,540,10,73,244,265,49,534,28,48,58.3,29,1,397,3176,1677,546,396,72.5,28,32,Matches
2216,Lazar Samardzic,de GER,MF,Hertha BSC,de Bundesliga,17,2002,0.4,14,1,5,6,4,0,14,2,3,66.7,2,0,9,61,43,11,8,72.7,1,0,Matches
2217,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,14.6,758,44,232,432,129,10,751,14,18,77.8,14,0,453,1986,912,491,447,91.0,12,12,Matches
2218,Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,10.5,277,6,15,124,148,29,269,9,15,60.0,9,0,161,916,269,430,203,47.2,26,11,Matches
2219,Mama Samba Baldé,gw GNB,"FW,MF",Dijon,fr Ligue 1,23,1995,18.6,662,21,105,301,305,86,652,32,61,52.5,38,1,454,3226,1926,693,433,62.5,60,43,Matches
2220,Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,22,1996,6.5,344,17,83,164,126,9,299,8,16,50.0,8,0,218,1461,967,245,204,83.3,10,12,Matches
2221,Frédéric Sammaritano,fr FRA,"MF,FW",Dijon,fr Ligue 1,33,1986,5.8,334,0,35,167,151,8,287,5,10,50.0,6,0,236,1487,767,259,220,84.9,8,15,Matches
2222,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,19.5,811,38,245,506,87,6,804,2,3,66.7,2,0,458,1520,532,531,485,91.3,5,5,Matches
2223,Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,4.0,176,14,62,89,30,5,175,0,4,0.0,0,0,74,286,120,122,98,80.3,6,0,Matches
2224,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,15.4,563,14,55,314,232,68,547,25,34,73.5,26,1,398,3030,1216,698,427,61.2,32,30,Matches
2225,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,19,2000,8.2,313,4,36,163,136,20,307,17,28,60.7,17,0,239,1365,607,309,233,75.4,25,21,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2226,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,0.1,10,0,1,4,5,1,10,0,0,,0,0,9,48,26,9,9,100.0,1,0,Matches
2227,Renato Sanches,pt POR,"MF,FW",Lille,fr Ligue 1,21,1997,16.5,1230,19,154,757,406,30,1133,48,73,65.8,50,3,905,5476,3608,969,866,89.4,37,34,Matches
2228,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,10.3,542,2,29,234,312,64,498,28,37,75.7,30,1,412,2366,872,572,409,71.5,25,26,Matches
2229,Carlos Sánchez,co COL,"MF,DF",West Ham,eng Premier League,33,1986,1.3,66,3,11,49,8,0,66,1,1,100.0,1,0,30,100,29,37,33,89.2,0,1,Matches
2230,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,1791,284,984,848,50,17,1754,8,11,72.7,8,0,1178,5694,2571,1210,1199,99.1,6,5,Matches
2231,Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,1137,188,711,458,28,19,1093,0,0,,0,0,567,2955,1385,639,619,96.9,0,2,Matches
2232,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,251,48,154,99,6,4,239,1,1,100.0,1,0,134,906,397,150,144,96.0,1,0,Matches
2233,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,205,4,52,107,55,4,176,4,11,36.4,4,0,123,859,477,123,109,88.6,2,2,Matches
2234,Víctor Sánchez,es ESP,"MF,DF",Espanyol,es La Liga,31,1987,18.8,1165,47,253,699,264,13,1089,12,16,75.0,13,1,678,3659,1467,768,704,91.7,21,21,Matches
2235,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,19,2000,25.4,1924,8,158,872,1051,144,1829,93,164,56.7,100,9,1612,10178,5877,1946,1620,83.2,61,51,Matches
2236,Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,26.5,2244,97,573,1192,662,31,2021,30,45,66.7,32,1,1552,8955,5299,1626,1553,95.5,20,25,Matches
2237,Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1996,0.1,9,0,0,3,7,1,8,0,0,,0,0,7,54,23,9,8,88.9,0,0,Matches
2238,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,12.5,840,73,437,426,38,17,804,12,14,85.7,12,1,511,2938,1543,541,513,94.8,8,6,Matches
2239,Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,4.1,225,3,27,139,76,10,218,6,8,75.0,6,0,173,1103,590,203,173,85.2,7,9,Matches
2240,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,24.2,1616,100,455,989,275,29,1577,37,52,71.2,38,1,1091,6260,3292,1094,1022,93.4,26,31,Matches
2241,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,25.8,1280,63,288,821,217,31,1267,7,11,63.6,7,0,609,2937,1507,660,593,89.8,9,20,Matches
2242,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,10.1,301,14,30,142,142,48,290,4,7,57.1,4,0,159,627,325,470,211,44.9,26,14,Matches
2243,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,1255,16,170,725,477,68,1232,48,78,61.5,51,2,962,7133,3802,1164,893,76.7,58,59,Matches
2244,Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,27,1991,25.2,1352,12,154,590,711,99,1248,46,89,51.7,52,3,1047,7041,4239,1231,978,79.4,39,65,Matches
2245,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,1674,65,448,1069,256,28,1657,39,55,70.9,42,1,1073,5775,3121,1076,1015,94.3,22,18,Matches
2246,Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.6,391,14,27,182,193,51,377,11,14,78.6,11,0,221,1157,368,465,291,62.6,33,15,Matches
2247,Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,6.9,474,20,136,275,111,5,414,13,16,81.3,13,0,341,2602,1414,326,309,94.8,6,8,Matches
2248,Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,17.2,935,108,451,459,75,11,892,4,6,66.7,4,0,591,2929,1887,607,581,95.7,5,2,Matches
2249,Riccardo Saponara,it ITA,"MF,FW",Genoa,it Serie A,27,1991,1.9,105,5,21,51,42,9,103,4,7,57.1,4,1,88,483,327,91,77,84.6,3,3,Matches
2250,Riccardo Saponara,it ITA,"MF,FW",Lecce,it Serie A,27,1991,10.5,634,12,97,315,281,57,603,20,29,69.0,22,1,503,3679,2337,590,505,85.6,24,19,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2251,Ivan Šaponjić,rs SRB,"FW,DF",Atlético Madrid,es La Liga,21,1997,0.1,3,0,0,0,3,1,2,0,0,,0,0,0,0,0,6,2,33.3,0,0,Matches
2252,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,27,1992,12.9,824,8,68,389,437,75,796,10,19,52.6,11,1,617,3413,1981,813,669,82.3,30,14,Matches
2253,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,157,6,46,87,39,6,138,5,7,71.4,6,0,94,636,402,96,89,92.7,3,0,Matches
2254,Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,601,29,93,291,239,59,577,16,29,55.2,16,1,368,1916,865,718,408,56.8,52,33,Matches
2255,Bouna Sarr,gn GUI,"DF,FW",Marseille,fr Ligue 1,27,1992,24.0,1683,43,365,860,602,46,1484,52,97,53.6,56,2,1143,7789,4379,1278,1071,83.8,37,32,Matches
2256,Ismaila Sarr,sn SEN,"FW,MF",Watford,eng Premier League,21,1998,22.5,931,14,115,359,560,114,922,52,101,51.5,55,1,777,6442,4110,1051,692,65.8,65,59,Matches
2257,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,1303,130,648,678,68,4,1240,4,5,80.0,4,1,903,5306,3209,970,964,99.4,10,3,Matches
2258,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,650,26,197,375,120,27,639,12,15,80.0,12,0,352,1703,911,472,381,80.7,15,6,Matches
2259,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,817,50,252,331,291,15,670,2,12,16.7,2,0,462,3084,1835,498,442,88.8,13,5,Matches
2260,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,1161,29,225,719,305,9,1069,28,52,53.8,31,1,800,4727,2493,751,697,92.8,23,23,Matches
2261,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,1226,146,627,654,22,6,1184,4,5,80.0,4,0,717,3550,2076,764,748,97.9,3,1,Matches
2262,Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,eng Premier League,27,1991,18.6,1016,129,572,426,86,15,953,16,19,84.2,16,1,569,3708,2391,564,540,95.7,6,12,Matches
2263,Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,384,5,54,183,174,23,352,20,36,55.6,23,0,282,2005,1009,317,252,79.5,21,14,Matches
2264,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,232,13,79,82,90,10,192,6,9,66.7,6,1,127,1042,584,153,123,80.4,11,5,Matches
2265,Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,534,14,42,243,273,107,509,20,41,48.8,24,2,296,1435,683,656,404,61.6,52,22,Matches
2266,Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,17,0,1,11,6,2,15,0,0,,0,0,12,62,37,17,11,64.7,1,0,Matches
2267,Kingsley Schindler,de GER,"FW,MF",Köln,de Bundesliga,26,1993,9.4,372,21,76,147,170,35,363,11,20,55.0,12,1,241,1382,733,376,240,63.8,30,11,Matches
2268,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,928,23,177,590,250,35,917,24,28,85.7,25,1,645,4035,2317,653,548,83.9,30,45,Matches
2269,Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,1114,158,715,460,27,10,1082,6,7,85.7,6,0,528,3432,1855,526,517,98.3,6,6,Matches
2270,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,247,38,133,108,23,6,235,4,4,100.0,4,0,153,1023,604,141,137,97.2,0,3,Matches
2271,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,26,1992,11.5,496,16,116,235,176,33,476,13,23,56.5,14,1,318,1874,1134,402,321,79.9,21,31,Matches
2272,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38.0,1245,1080,1228,21,0,0,889,0,1,0.0,0,0,614,2865,1523,560,557,99.5,0,0,Matches
2273,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,58,3,10,36,16,3,53,0,0,,0,0,34,184,71,43,37,86.0,0,0,Matches
2274,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,1906,92,545,839,635,52,1497,13,36,36.1,14,1,1030,5765,3448,1167,1013,86.8,25,32,Matches
2275,Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2.0,69,3,26,36,8,0,68,0,0,,0,0,39,133,37,29,28,96.6,2,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2276,Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,884,36,259,438,227,8,730,2,8,25.0,3,1,456,2271,1393,528,481,91.1,7,4,Matches
2277,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,681,26,161,449,102,7,665,3,3,100.0,3,0,394,1752,751,459,428,93.2,4,7,Matches
2278,Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,27.0,1906,77,444,1050,534,29,1720,39,64,60.9,43,2,1315,7235,3191,1364,1283,94.1,22,33,Matches
2279,Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,1760,302,1192,691,37,13,1711,9,10,90.0,9,0,1110,7931,4763,1125,1114,99.0,5,4,Matches
2280,Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,869,17,193,412,336,35,857,26,50,52.0,28,1,630,4012,2022,734,591,80.5,32,37,Matches
2281,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,12.0,680,34,167,433,115,2,665,26,35,74.3,26,0,429,2228,929,408,381,93.4,7,13,Matches
2282,Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,349,312,348,2,0,0,270,0,0,,0,0,167,818,495,167,167,100.0,0,0,Matches
2283,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,515,16,119,254,170,19,467,6,11,54.5,6,0,371,1946,1084,405,371,91.6,4,5,Matches
2284,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,1058,926,1054,4,0,0,756,0,0,,0,0,586,3029,1321,514,513,99.8,1,0,Matches
2285,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,619,56,196,323,123,2,549,8,14,57.1,8,1,331,1765,861,340,322,94.7,8,5,Matches
2286,Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,483,65,264,238,14,3,458,4,4,100.0,4,0,249,1430,735,266,256,96.2,0,2,Matches
2287,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,366,14,36,209,144,39,347,7,14,50.0,8,1,170,1082,744,554,275,49.6,38,18,Matches
2288,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,206,4,14,113,86,30,197,4,12,33.3,4,0,110,722,398,292,160,54.8,17,17,Matches
2289,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,905,819,904,1,0,0,642,0,0,,0,0,440,2091,1098,382,377,98.7,0,0,Matches
2290,Ken Sema,se SWE,"DF,MF",Udinese,it Serie A,25,1993,27.3,1352,70,394,511,540,57,1145,49,88,55.7,52,5,898,6051,3599,916,807,88.1,35,34,Matches
2291,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,1904,51,453,1010,618,57,1741,45,68,66.2,46,1,1453,8067,4841,1508,1406,93.2,24,26,Matches
2292,Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,7.0,424,34,153,199,100,4,349,5,7,71.4,5,0,238,1333,884,244,234,95.9,7,4,Matches
2293,Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,99,3,18,69,21,2,95,4,5,80.0,4,0,76,536,269,74,71,95.9,1,2,Matches
2294,Stefano Sensi,it ITA,"MF,FW",Inter,it Serie A,23,1995,8.0,626,3,70,302,291,23,567,13,21,61.9,15,1,422,2252,1222,514,449,87.4,12,14,Matches
2295,Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34.0,1210,1124,1205,7,0,0,781,0,0,,0,0,485,2049,1500,480,478,99.6,0,0,Matches
2296,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,778,23,167,476,215,34,774,46,72,63.9,49,2,588,4179,2355,536,437,81.5,24,51,Matches
2297,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,238,8,53,107,89,9,211,2,3,66.7,2,0,151,704,448,168,150,89.3,8,3,Matches
2298,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,1920,60,379,1182,487,22,1598,10,21,47.6,11,0,1148,6181,3496,1274,1204,94.5,18,11,Matches
2299,Yevhen Shakhov,ua UKR,"MF,FW",Lecce,it Serie A,28,1990,12.1,528,20,113,284,159,29,520,18,24,75.0,19,2,348,1878,926,478,354,74.1,13,16,Matches
2300,Xherdan Shaqiri,ch SUI,FW,Liverpool,eng Premier League,27,1991,2.1,129,1,18,65,50,3,116,2,4,50.0,2,0,90,363,132,119,96,80.7,3,5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2301,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,11.7,334,1,29,122,210,70,328,13,20,65.0,13,1,255,1572,721,523,254,48.6,24,30,Matches
2302,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,19.3,1484,77,419,719,469,34,1329,24,33,72.7,25,1,961,5488,3280,1016,956,94.1,11,5,Matches
2303,Khiry Shelton,us USA,"FW,MF",Paderborn 07,de Bundesliga,26,1993,0.4,10,0,1,6,5,2,10,2,2,100.0,2,0,10,57,19,14,8,57.1,3,0,Matches
2304,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,23.5,1293,58,371,700,290,22,1162,20,26,76.9,21,0,779,3990,1895,874,792,90.6,13,13,Matches
2305,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,0.5,45,7,20,30,0,0,44,0,0,,0,0,32,290,240,36,36,100.0,0,0,Matches
2306,Djibril Sidibé,fr FRA,DF,Everton,eng Premier League,27,1992,20.3,1420,59,417,697,407,19,1226,14,26,53.8,16,4,825,4617,2578,884,791,89.5,24,21,Matches
2307,Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,1.0,51,1,14,33,7,0,51,1,1,100.0,1,0,37,143,90,34,33,97.1,1,0,Matches
2308,Sidnei,br BRA,DF,Betis,es La Liga,29,1989,13.1,993,143,514,504,33,9,945,7,9,77.8,8,3,629,3458,1329,684,672,98.2,2,2,Matches
2309,Theoson Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,23,1996,4.9,171,3,10,102,65,22,165,6,6,100.0,6,1,112,517,220,186,113,60.8,20,11,Matches
2310,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,0.1,5,0,0,2,4,1,5,0,0,,0,0,5,10,7,6,5,83.3,1,0,Matches
2311,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,29,1989,28.4,1410,37,226,721,509,55,1273,23,38,60.5,26,2,858,3675,1447,1006,846,84.1,33,34,Matches
2312,Luca Siligardi,it ITA,"FW,MF",Parma,it Serie A,31,1988,3.7,209,3,36,92,89,17,197,6,11,54.5,7,0,139,919,393,159,126,79.2,6,8,Matches
2313,Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,989,32,196,654,193,5,931,17,31,54.8,18,0,652,2839,1522,705,668,94.8,14,17,Matches
2314,André Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,23,0,0,10,15,5,23,1,3,33.3,1,0,19,128,91,36,19,52.8,2,1,Matches
2315,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,17.5,702,8,34,325,390,118,663,18,35,51.4,20,1,446,2780,1543,974,530,54.4,53,40,Matches
2316,Bernardo Silva,pt POR,"FW,MF",Manchester City,eng Premier League,24,1994,22.6,1686,21,194,753,864,161,1633,43,64,67.2,45,0,1285,8101,4725,1515,1325,87.5,15,22,Matches
2317,David Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,20.3,1702,19,140,823,856,181,1645,34,50,68.0,35,0,1261,6625,3601,1613,1404,87.0,29,19,Matches
2318,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,121,8,46,62,23,2,101,0,1,0.0,0,0,64,418,216,81,65,80.2,1,0,Matches
2319,Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,1628,63,462,789,478,44,1336,20,30,66.7,20,2,880,4536,2656,1026,896,87.3,20,16,Matches
2320,Matheus Pereira da Silva,br BRA,"MF,FW",Dijon,fr Ligue 1,21,1998,5.2,303,6,41,149,129,13,287,6,9,66.7,6,1,208,1086,461,231,189,81.8,6,8,Matches
2321,Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35.0,1367,1171,1358,9,1,1,928,1,1,100.0,1,0,617,3744,1966,493,493,100.0,0,0,Matches
2322,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,1666,176,669,1045,57,8,1631,3,7,42.9,4,0,1223,6214,4022,1308,1292,98.8,4,2,Matches
2323,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35.0,1097,1026,1097,1,0,0,681,1,1,100.0,1,0,416,2205,1428,343,342,99.7,1,0,Matches
2324,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,1070,64,415,571,196,17,962,21,30,70.0,24,0,686,4602,2766,682,639,93.7,11,9,Matches
2325,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,32.5,910,24,81,438,448,144,857,32,64,50.0,35,2,593,4371,1861,1337,650,48.6,91,71,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2326,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,24,1995,24.2,954,9,93,374,579,132,924,52,103,50.5,62,1,789,6566,4546,1076,713,66.3,58,62,Matches
2327,Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,1172,1008,1168,5,0,0,792,0,1,0.0,0,0,553,3008,1788,481,479,99.6,0,0,Matches
2328,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1997,2.7,129,19,65,61,5,1,115,2,3,66.7,2,0,76,342,98,69,64,92.8,2,0,Matches
2329,Sarpreet Singh,nz NZL,"FW,MF",Bayern Munich,de Bundesliga,20,1999,0.8,33,0,3,15,16,3,33,0,0,,0,0,27,145,56,34,27,79.4,0,1,Matches
2330,Wilfried Singo,ci CIV,DF,Torino,it Serie A,18,2000,1.5,85,5,23,32,34,8,77,4,4,100.0,4,0,61,431,289,66,59,89.4,0,3,Matches
2331,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,828,35,234,512,126,6,743,10,17,58.8,10,1,577,2894,1414,588,564,95.9,8,7,Matches
2332,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,1077,79,513,561,69,28,968,9,12,75.0,9,0,480,3064,1605,506,476,94.1,9,2,Matches
2333,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36.0,1266,1095,1261,5,1,0,802,1,1,100.0,1,0,534,2345,1272,467,463,99.1,1,0,Matches
2334,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,888,34,202,520,233,24,872,15,27,55.6,17,1,607,4066,2225,654,565,86.4,27,27,Matches
2335,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,1537,77,388,864,394,32,1476,41,67,61.2,46,4,1035,6809,3739,1123,997,88.8,21,31,Matches
2336,Sambou Sissoko,fr FRA,"MF,FW",Reims,fr Ligue 1,20,1999,0.4,10,2,5,6,1,0,10,0,0,,0,0,5,46,29,4,2,50.0,0,1,Matches
2337,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,24,1995,9.9,628,11,103,318,257,31,601,21,32,65.6,21,1,482,3243,1557,576,480,83.3,38,25,Matches
2338,Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,88,75,88,0,0,0,47,0,0,,0,0,37,261,161,24,24,100.0,0,0,Matches
2339,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,1740,77,516,1016,314,35,1685,31,40,77.5,32,1,1063,6121,2948,1124,1024,91.1,28,38,Matches
2340,Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,18,2000,0.9,46,1,16,30,2,0,46,2,2,100.0,2,0,30,132,68,27,26,96.3,1,1,Matches
2341,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37.0,1264,1174,1263,2,0,0,882,0,0,,0,0,574,2679,1552,470,469,99.8,0,0,Matches
