Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2252,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,27,1992,12.9,1,0,0,14,10,6,42,3,10,0,0,0,66,4,11,26.7,Matches
2253,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,1,0,0,1,1,0,6,4,3,0,0,0,26,4,3,57.1,Matches
2254,Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,2,0,0,23,37,6,5,8,13,0,0,0,72,40,54,42.6,Matches
2255,Bouna Sarr,gn GUI,"DF,FW",Marseille,fr Ligue 1,27,1992,24.0,3,0,0,23,43,4,62,24,30,1,0,1,232,37,39,48.7,Matches
2256,Ismaila Sarr,sn SEN,"FW,MF",Watford,eng Premier League,21,1998,22.5,1,0,0,22,47,12,92,16,19,2,0,0,142,18,49,26.9,Matches
2257,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,2,0,0,8,10,0,3,24,7,0,0,0,156,14,10,58.3,Matches
2258,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,6,0,0,34,8,2,5,7,27,0,0,0,154,87,41,68.0,Matches
2259,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,4,0,0,20,19,0,54,17,17,0,1,0,115,7,11,38.9,Matches
2260,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,5,0,0,39,56,0,31,26,37,0,0,0,226,24,17,58.5,Matches
2261,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,6,0,0,15,10,0,0,9,8,0,0,1,244,60,25,70.6,Matches
2262,Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,eng Premier League,27,1991,18.6,5,0,0,29,25,2,9,32,27,0,0,0,173,35,27,56.5,Matches
2263,Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,0,0,0,8,11,1,12,4,9,0,0,0,59,6,9,40.0,Matches
2264,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,2,0,0,6,4,1,14,3,5,0,0,0,31,8,2,80.0,Matches
2265,Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,3,0,0,16,21,9,7,5,4,0,0,0,48,51,45,53.1,Matches
2266,Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,1,0,0,2,0,0,1,0,1,0,0,0,3,0,3,0.0,Matches
2267,Kingsley Schindler,de GER,"FW,MF",Köln,de Bundesliga,26,1993,9.4,0,0,0,12,10,3,28,0,4,0,0,0,70,10,21,32.3,Matches
2268,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,4,0,0,33,24,0,8,12,44,0,0,0,229,21,20,51.2,Matches
2269,Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,6,1,0,21,32,1,1,23,38,0,0,0,247,64,45,58.7,Matches
2270,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,0,0,0,6,10,0,3,4,5,0,0,0,47,23,6,79.3,Matches
2271,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,26,1992,11.5,2,0,0,17,12,1,8,7,6,0,0,0,80,19,16,54.3,Matches
2272,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38.0,2,0,0,0,7,0,0,1,0,0,0,0,184,0,0,,Matches
2273,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,0,0,0,1,0,0,1,1,0,0,0,0,12,4,1,80.0,Matches
2274,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,1,0,0,12,36,4,59,21,31,0,0,0,246,34,29,54.0,Matches
2275,Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2.0,0,0,0,5,2,0,0,4,2,0,0,0,26,0,1,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2276,Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,1,0,0,22,4,0,22,11,14,0,0,0,130,22,25,46.8,Matches
2277,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,6,1,1,18,2,0,4,12,19,0,0,0,127,18,11,62.1,Matches
2278,Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,27.0,5,0,0,36,32,0,31,34,28,0,1,0,268,21,23,47.7,Matches
2279,Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,2,0,0,20,22,1,1,30,35,0,1,0,261,57,35,62.0,Matches
2280,Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,3,0,0,20,18,1,11,15,22,0,0,0,167,6,30,16.7,Matches
2281,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,12.0,6,1,0,25,3,0,0,26,21,0,0,0,164,25,22,53.2,Matches
2282,Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,0,0,0,0,2,0,0,1,0,0,0,0,43,0,0,,Matches
2283,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,0,0,0,12,3,4,16,4,8,0,0,0,48,2,2,50.0,Matches
2284,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,0,0,0,0,3,0,0,0,0,0,0,0,112,0,0,,Matches
2285,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,2,0,0,11,9,0,16,17,15,0,0,0,114,3,4,42.9,Matches
2286,Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,3,1,0,11,4,0,0,10,8,0,1,0,111,25,15,62.5,Matches
2287,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,3,0,0,26,20,6,6,1,3,0,0,0,40,70,64,52.2,Matches
2288,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,3,0,0,13,6,5,5,0,3,0,0,0,21,36,31,53.7,Matches
2289,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,0,0,0,1,5,0,0,0,0,0,0,0,143,0,0,,Matches
2290,Ken Sema,se SWE,"DF,MF",Udinese,it Serie A,25,1993,27.3,6,0,0,32,18,4,115,13,27,0,0,0,181,16,16,50.0,Matches
2291,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,2,0,0,21,30,3,23,21,37,2,1,0,165,14,9,60.9,Matches
2292,Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,7.0,2,0,0,4,6,0,9,3,3,0,0,0,61,7,6,53.8,Matches
2293,Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,0,0,0,1,4,0,1,0,1,0,0,0,16,1,1,50.0,Matches
2294,Stefano Sensi,it ITA,"MF,FW",Inter,it Serie A,23,1995,8.0,2,0,0,14,14,0,26,4,11,1,0,0,67,3,4,42.9,Matches
2295,Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34.0,1,0,0,0,4,0,0,0,0,0,0,0,118,0,0,,Matches
2296,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,2,0,0,29,34,1,2,20,46,0,0,0,179,15,15,50.0,Matches
2297,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,0,0,0,4,2,2,12,4,0,0,1,0,28,6,5,54.5,Matches
2298,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,10,1,1,34,20,1,30,13,20,0,0,0,286,8,12,40.0,Matches
2299,Yevhen Shakhov,ua UKR,"MF,FW",Lecce,it Serie A,28,1990,12.1,3,0,0,21,10,5,1,12,22,1,0,0,85,17,29,37.0,Matches
2300,Xherdan Shaqiri,ch SUI,FW,Liverpool,eng Premier League,27,1991,2.1,0,0,0,1,3,1,4,0,0,0,0,0,17,3,4,42.9,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2301,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,11.7,1,1,0,20,32,12,15,1,5,0,0,0,55,13,44,22.8,Matches
2302,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,19.3,7,0,0,23,10,4,24,15,24,0,0,0,205,32,23,58.2,Matches
2303,Khiry Shelton,us USA,"FW,MF",Paderborn 07,de Bundesliga,26,1993,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
2304,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,23.5,3,0,0,17,6,1,25,10,16,0,0,0,237,18,11,62.1,Matches
2305,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,0.5,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,100.0,Matches
2306,Djibril Sidibé,fr FRA,DF,Everton,eng Premier League,27,1992,20.3,3,0,0,24,19,2,49,32,40,0,0,0,214,29,33,46.8,Matches
2307,Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,1.0,0,0,0,3,0,0,0,0,2,0,0,0,13,1,1,50.0,Matches
2308,Sidnei,br BRA,DF,Betis,es La Liga,29,1989,13.1,1,0,0,8,4,0,0,12,13,0,1,0,130,27,13,67.5,Matches
2309,Theoson Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,23,1996,4.9,3,0,0,11,7,1,2,1,5,0,0,0,29,12,19,38.7,Matches
2310,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2311,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,29,1989,28.4,3,0,0,34,23,2,47,24,45,0,0,0,241,18,28,39.1,Matches
2312,Luca Siligardi,it ITA,"FW,MF",Parma,it Serie A,31,1988,3.7,0,0,0,3,7,0,6,5,3,0,0,0,44,7,4,63.6,Matches
2313,Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,7,0,0,22,22,0,8,12,28,0,0,0,163,12,15,44.4,Matches
2314,André Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,1,0,0,1,2,0,2,0,1,0,0,0,1,0,1,0.0,Matches
2315,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,17.5,1,0,0,14,21,12,12,1,4,1,0,0,89,48,68,41.4,Matches
2316,Bernardo Silva,pt POR,"FW,MF",Manchester City,eng Premier League,24,1994,22.6,5,0,0,23,20,2,63,23,26,0,1,0,183,11,28,28.2,Matches
2317,David Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,20.3,0,0,0,20,20,3,26,9,16,0,0,0,164,8,15,34.8,Matches
2318,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,0,0,0,3,2,0,2,1,2,0,0,0,13,7,4,63.6,Matches
2319,Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,13,1,0,45,36,4,99,26,19,0,1,1,223,36,43,45.6,Matches
2320,Matheus Pereira da Silva,br BRA,"MF,FW",Dijon,fr Ligue 1,21,1998,5.2,4,0,0,8,2,1,9,5,4,0,0,0,58,2,6,25.0,Matches
2321,Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35.0,3,0,0,0,4,0,0,0,0,0,0,0,223,0,0,,Matches
2322,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,1,0,0,9,10,0,0,14,21,0,0,0,184,31,20,60.8,Matches
2323,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35.0,2,0,0,0,5,0,0,0,0,0,0,0,158,0,0,,Matches
2324,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,4,0,0,26,40,1,20,24,28,1,2,0,144,44,27,62.0,Matches
2325,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,32.5,4,0,0,54,52,23,20,8,11,1,0,0,93,42,128,24.7,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2326,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,24,1995,24.2,2,0,0,10,23,8,59,9,10,0,0,0,138,10,40,20.0,Matches
2327,Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,2,1,0,2,2,0,0,0,0,0,0,0,161,0,0,,Matches
2328,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1996,2.7,0,0,0,1,1,0,0,6,2,0,0,0,22,4,2,66.7,Matches
2329,Sarpreet Singh,nz NZL,"FW,MF",Bayern Munich,de Bundesliga,20,1999,0.8,0,0,0,3,0,1,0,0,0,0,0,0,5,1,1,50.0,Matches
2330,Wilfried Singo,ci CIV,DF,Torino,it Serie A,18,2000,1.5,0,0,0,2,3,0,8,1,0,0,0,0,10,5,1,83.3,Matches
2331,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,1,0,0,12,5,0,12,7,16,0,0,0,98,7,12,36.8,Matches
2332,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,7,0,0,24,9,3,8,25,25,0,1,0,250,74,39,65.5,Matches
2333,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36.0,4,0,0,0,2,0,1,0,0,0,0,0,143,0,0,,Matches
2334,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,5,0,0,39,15,1,15,24,35,0,0,0,156,32,23,58.2,Matches
2335,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,8,0,0,44,16,2,21,22,35,0,1,0,285,31,27,53.4,Matches
2336,Sambou Sissoko,fr FRA,"MF,FW",Reims,fr Ligue 1,20,1999,0.4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0.0,Matches
2337,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,24,1995,9.9,2,0,0,9,26,5,25,3,10,0,0,0,61,1,9,10.0,Matches
2338,Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,1,0,0,1,0,0,0,0,0,0,1,0,16,0,0,,Matches
2339,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,4,0,0,34,18,3,7,38,49,0,0,0,391,42,34,55.3,Matches
2340,Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,18,2000,0.9,0,0,0,1,0,0,0,0,2,0,0,0,14,0,2,0.0,Matches
2341,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37.0,2,0,0,0,4,0,0,0,0,0,0,0,174,0,0,,Matches
2342,Andreas Skov Olsen,dk DEN,"FW,MF",Bologna,it Serie A,19,1999,8.4,2,0,0,13,11,3,34,4,7,0,0,0,69,5,11,31.3,Matches
2343,Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,23,1996,29.0,4,0,0,21,36,2,76,18,30,0,0,0,188,18,24,42.9,Matches
2344,Simon Skrabb,fi FIN,"MF,FW",Brescia,it Serie A,24,1995,2.9,1,0,0,7,3,0,8,0,4,0,0,0,19,2,6,25.0,Matches
2345,Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.2,9,1,1,52,27,0,2,18,29,1,0,1,254,37,30,55.2,Matches
2346,Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,0,0,0,3,15,1,7,8,3,0,0,0,33,1,13,7.1,Matches
2347,Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,0,0,0,3,4,0,0,0,0,1,0,0,8,8,8,50.0,Matches
2348,Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,5,1,0,37,17,12,23,2,7,0,0,0,75,42,42,50.0,Matches
2349,William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,0,0,0,2,6,0,4,1,8,0,0,0,42,3,21,12.5,Matches
2350,Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,28.5,3,0,0,33,10,1,6,23,23,0,3,0,287,91,33,73.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2351,Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
2352,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,7,0,0,25,40,2,21,23,30,0,2,0,194,36,30,54.5,Matches
2353,Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,0,0,0,0,1,0,1,1,1,0,0,0,4,0,0,,Matches
2354,Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,4,0,0,14,7,8,8,5,1,0,0,0,30,14,23,37.8,Matches
2355,Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,4,0,0,20,32,4,52,1,10,0,0,0,129,16,24,40.0,Matches
2356,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,0,0,0,6,1,0,17,3,5,0,0,0,23,2,3,40.0,Matches
2357,Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,1,0,0,10,3,0,41,16,24,0,0,0,124,20,22,47.6,Matches
2358,Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,1,0,0,5,2,0,11,2,2,0,0,0,44,7,7,50.0,Matches
2359,Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,1,0,0,2,0,0,1,2,0,0,0,0,18,10,3,76.9,Matches
2360,Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,2,0,0,17,11,0,0,9,12,0,0,0,70,5,15,25.0,Matches
2361,Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,0,0,0,7,7,1,2,1,4,0,0,0,14,3,7,30.0,Matches
2362,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,1,0,0,15,23,4,9,7,10,0,0,0,120,51,102,33.3,Matches
2363,Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,14,0,0,43,43,20,23,7,7,1,0,0,85,47,85,35.6,Matches
2364,Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,4,0,0,22,25,1,14,5,17,0,0,0,140,17,17,50.0,Matches
2365,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
2366,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34.0,0,0,0,0,2,0,0,1,0,0,0,0,192,0,0,,Matches
2367,Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,,Matches
2368,David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,2,0,0,2,0,0,0,0,0,0,1,0,252,0,0,,Matches
2369,Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,1,0,0,5,0,0,0,1,4,0,0,0,22,2,3,40.0,Matches
2370,Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,2,0,0,1,1,0,0,0,0,0,1,0,54,0,0,,Matches
2371,Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,27.4,4,2,0,57,44,4,29,10,37,3,0,0,158,25,50,33.3,Matches
2372,Riccardo Sottil,it ITA,"FW,DF",Fiorentina,it Serie A,20,1999,5.7,3,0,0,11,26,2,18,0,3,0,0,0,31,4,5,44.4,Matches
2373,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,0,0,0,11,9,0,1,15,25,0,0,1,117,62,38,62.0,Matches
2374,Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,2,0,0,4,0,1,0,3,5,0,0,0,69,20,6,76.9,Matches
2375,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,0,0,0,5,0,0,0,3,2,0,0,0,47,13,7,65.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2376,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,2,2,1,16,10,0,4,13,17,0,0,0,126,12,11,52.2,Matches
2377,Bryan Soumaré,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,4.3,0,0,0,4,8,0,5,2,7,0,0,0,35,4,7,36.4,Matches
2378,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,6,0,0,34,32,2,46,13,28,0,0,0,191,27,33,45.0,Matches
2379,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,2,0,0,37,40,0,24,22,39,0,0,0,235,25,33,43.1,Matches
2380,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,4,1,0,29,20,1,4,26,47,0,2,0,363,122,56,68.5,Matches
2381,Nikolas Špalek,sk SVK,"MF,FW",Brescia,it Serie A,22,1997,17.5,5,0,0,25,17,5,33,6,14,0,0,0,113,4,21,16.0,Matches
2382,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,17.2,2,0,0,15,2,1,59,8,10,0,1,0,148,16,18,47.1,Matches
2383,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,5.8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,,Matches
2384,Mattia Sprocati,it ITA,FW,Parma,it Serie A,26,1993,6.6,0,0,0,4,19,1,12,2,3,0,0,0,52,3,5,37.5,Matches
2385,Bassem Srarfi,tn TUN,"FW,DF",Nice,fr Ligue 1,22,1997,1.5,1,0,0,5,6,0,2,1,0,0,0,0,7,0,1,0.0,Matches
2386,Dennis Srbeny,de GER,"MF,FW",Norwich City,eng Premier League,25,1994,0.5,0,0,0,1,0,0,0,0,4,0,0,0,5,1,5,16.7,Matches
2387,Dennis Srbeny,de GER,"FW,MF",Paderborn 07,de Bundesliga,25,1994,12.4,2,0,0,18,22,5,2,2,10,0,0,0,45,27,50,35.1,Matches
2388,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,7,0,0,22,23,1,4,37,36,0,0,0,205,50,53,48.5,Matches
2389,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,2,0,0,10,10,1,16,14,13,0,0,0,185,22,18,55.0,Matches
2390,Kostas Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,0,0,0,6,4,0,8,6,0,0,0,0,39,6,6,50.0,Matches
2391,Benjamin Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9.0,2,0,0,9,4,0,1,17,21,0,0,0,96,11,10,52.4,Matches
2392,Junior Stanislas,eng ENG,"MF,DF",Bournemouth,eng Premier League,29,1989,7.9,1,0,0,5,4,1,13,1,6,0,0,0,60,9,6,60.0,Matches
2393,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,8,0,0,26,8,0,0,15,24,0,0,1,139,37,26,58.7,Matches
2394,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2395,Renato Steffen,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,27,1991,17.6,6,0,0,33,29,4,32,19,17,0,0,0,150,20,32,38.5,Matches
2396,Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17.0,0,0,0,0,2,0,0,1,0,0,0,0,108,0,0,,Matches
2397,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,8,0,0,41,7,0,5,39,40,0,0,0,315,20,23,46.5,Matches
2398,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,4,1,0,13,13,0,3,18,35,0,1,0,322,43,56,43.4,Matches
2399,Mariusz Stępiński,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,3,1,0,24,21,8,1,1,4,0,0,0,38,18,46,28.1,Matches
2400,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,5,0,0,30,40,12,63,10,29,3,0,0,160,20,35,36.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2401,Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,7,0,0,39,19,2,84,24,43,0,0,0,341,35,26,57.4,Matches
2402,Marco Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,6,0,0,22,15,0,10,3,7,0,0,0,67,14,59,19.2,Matches
2403,Lars Stindl,de GER,"MF,FW",M'Gladbach,de Bundesliga,30,1988,15.9,4,0,0,21,23,3,13,8,25,1,0,0,113,21,38,35.6,Matches
2404,Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,3,0,0,29,24,0,24,20,20,0,0,0,148,5,10,33.3,Matches
2405,Vlatko Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,0,0,0,0,1,0,1,1,2,0,0,0,6,1,4,20.0,Matches
2406,John Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,0,0,0,5,1,1,0,2,12,0,0,0,153,38,20,65.5,Matches
2407,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38.0,2,0,0,0,4,0,0,0,0,0,0,0,151,0,0,,Matches
2408,Tobias Strobl,de GER,"MF,DF",M'Gladbach,de Bundesliga,29,1990,6.8,1,0,0,12,10,0,0,8,14,0,0,0,71,9,8,52.9,Matches
2409,Christian Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,3,0,0,10,14,0,4,13,15,0,1,0,161,47,35,57.3,Matches
2410,Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,7,0,0,32,13,1,8,11,27,0,0,0,175,27,30,47.4,Matches
2411,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,31.0,5,0,0,9,5,1,104,15,22,0,0,0,198,10,23,30.3,Matches
2412,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,7,0,0,38,32,2,19,10,26,2,0,0,122,24,35,40.7,Matches
2413,Damián Suárez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,15,0,0,55,48,0,67,14,49,0,0,0,323,36,50,41.9,Matches
2414,Denis Suárez,es ESP,"MF,FW",Celta Vigo,es La Liga,25,1994,18.1,2,0,0,21,32,0,40,11,16,1,0,0,111,3,16,15.8,Matches
