Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1505,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,7,0,0,47,26,1,39,23,68,0,0,0,280,38,37,50.7,Matches
1506,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28.0,0,0,0,0,6,0,0,0,0,0,0,0,140,1,0,100.0,Matches
1507,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,6,1,1,15,13,0,20,17,27,0,0,0,131,14,13,51.9,Matches
1508,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,0,0,0,17,11,4,0,3,5,0,0,0,40,5,23,17.9,Matches
1509,Abdul Majeed Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,1,0,0,8,20,1,4,4,6,0,0,0,21,1,5,16.7,Matches
1510,Žan Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.5,7,0,0,28,15,1,24,18,20,1,0,0,173,11,12,47.8,Matches
1511,Jean-Victor Makengo,fr FRA,"MF,FW",Toulouse,fr Ligue 1,21,1998,11.0,1,0,0,21,14,1,6,3,10,0,0,0,65,2,19,9.5,Matches
1512,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,5,0,0,22,11,1,5,40,34,0,0,0,312,61,77,44.2,Matches
1513,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,27,1991,20.0,3,1,0,25,7,0,12,19,21,0,1,0,190,41,21,66.1,Matches
1514,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,0,0,0,2,4,0,13,3,5,0,0,0,22,3,2,60.0,Matches
1515,Daniel Maldini,it ITA,FW,Milan,it Serie A,17,2001,0.3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
1516,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,26,1993,17.1,7,1,1,32,55,3,33,3,15,3,0,0,133,13,24,35.1,Matches
1517,Yunus Mallı,tr TUR,"FW,MF",Union Berlin,de Bundesliga,27,1992,7.5,1,0,0,6,17,0,4,3,4,0,0,0,40,3,8,27.3,Matches
1518,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,7,0,0,31,27,3,59,14,28,0,0,0,202,39,26,60.0,Matches
1519,Streli Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,5,0,0,36,28,11,4,6,11,1,0,0,70,17,27,38.6,Matches
1520,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,0,0,0,1,3,0,0,2,0,0,0,0,24,9,1,90.0,Matches
1521,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,1,0,0,14,11,1,41,22,29,0,0,0,174,17,16,51.5,Matches
1522,Gianluca Mancini,it ITA,"DF,MF",Roma,it Serie A,23,1996,30.4,16,1,1,67,28,4,4,32,35,0,0,0,269,78,25,75.7,Matches
1523,Marco Mancosu,it ITA,"MF,FW",Lecce,it Serie A,30,1988,27.1,3,0,0,22,19,9,40,13,17,2,0,0,170,23,36,39.0,Matches
1524,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,1,0,0,0,2,0,0,0,0,0,0,0,144,0,1,0.0,Matches
1525,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,4,0,0,21,21,1,21,13,32,0,1,1,123,17,16,51.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1526,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,9,0,0,29,18,5,3,24,16,0,0,0,231,53,41,56.4,Matches
1527,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,2,0,0,40,22,1,26,19,33,0,0,0,206,22,22,50.0,Matches
1528,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,3,0,0,46,51,14,52,11,35,2,0,0,169,35,79,30.7,Matches
1529,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,3,1,1,13,1,1,0,2,4,0,1,0,61,16,8,66.7,Matches
1530,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,0,0,0,25,22,1,47,11,23,0,0,0,209,18,27,40.0,Matches
1531,Massimiliano Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,10.8,2,0,0,9,5,0,8,2,5,0,1,0,77,20,21,48.8,Matches
1532,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,2,0,0,24,16,0,1,15,17,0,1,0,230,62,33,65.3,Matches
1533,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,5,0,0,19,11,1,34,13,32,0,1,0,119,18,22,45.0,Matches
1534,Giacomo Manzari,it ITA,"FW,MF",Sassuolo,it Serie A,18,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50.0,Matches
1535,Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1999,7.5,0,0,0,10,6,1,12,5,11,0,1,0,47,4,8,33.3,Matches
1536,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,3,0,0,14,32,2,48,15,29,0,1,0,150,21,14,60.0,Matches
1537,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,1,2,0,17,10,0,26,14,17,0,0,2,132,20,5,80.0,Matches
1538,Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,2,0,0,7,18,0,52,15,12,2,0,0,130,10,7,58.8,Matches
1539,Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,4,0,0,13,8,0,1,17,16,0,0,0,194,75,21,78.1,Matches
1540,Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,25,1994,12.7,2,0,0,11,12,2,48,12,17,0,0,0,99,15,15,50.0,Matches
1541,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,5,0,0,18,13,0,5,20,9,1,0,0,163,32,28,53.3,Matches
1542,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,30,1989,6.0,1,0,0,9,3,2,13,4,0,0,0,0,40,7,13,35.0,Matches
1543,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,0,0,0,0,1,0,0,1,0,0,0,0,8,1,2,33.3,Matches
1544,Miguel Marí,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
1545,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0,0,0,2,0,0,0,2,1,0,0,0,8,4,3,57.1,Matches
1546,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,2,0,0,14,15,2,0,9,11,0,0,0,177,55,17,76.4,Matches
1547,Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,1,0,0,2,0,0,0,0,0,0,0,0,5,2,3,40.0,Matches
1548,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,6,1,1,20,7,2,18,7,12,0,0,1,133,41,32,56.2,Matches
1549,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,0,0,0,7,2,0,1,5,5,0,0,0,25,1,5,16.7,Matches
1550,Federico Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1551,Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,9.5,1,0,0,25,4,0,16,10,6,0,1,0,69,8,8,50.0,Matches
1552,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,75.0,Matches
1553,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,2,0,0,14,5,1,5,21,28,0,1,0,164,38,33,53.5,Matches
1554,Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,8,0,0,24,11,0,0,20,20,0,1,0,156,21,28,42.9,Matches
1555,Omar Marmoush,eg EGY,"MF,FW",Wolfsburg,de Bundesliga,20,1999,0.9,0,0,0,2,0,0,1,0,0,0,0,0,10,0,1,0.0,Matches
1556,Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2.0,0,0,0,3,1,0,2,2,1,0,0,0,14,1,2,33.3,Matches
1557,Marquinhos,br BRA,"MF,DF",Paris S-G,fr Ligue 1,25,1994,16.4,1,0,0,19,6,0,5,11,25,0,0,0,179,41,32,56.2,Matches
1558,Bruno Martella,it ITA,"DF,MF",Brescia,it Serie A,26,1992,14.1,3,0,0,7,4,1,41,14,9,0,0,0,88,12,16,42.9,Matches
1559,Roger Martí,es ESP,FW,Levante,es La Liga,28,1991,25.2,6,1,1,57,32,10,23,7,11,2,0,1,88,31,67,31.6,Matches
1560,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,1,0,0,28,41,12,20,5,12,1,0,0,76,21,60,25.9,Matches
1561,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,2,0,0,18,12,2,59,14,15,0,0,0,161,17,25,40.5,Matches
1562,Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,5.9,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,,Matches
1563,David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,Matches
1564,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,1,0,0,3,1,0,2,0,3,0,0,0,20,6,2,75.0,Matches
1565,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,0,0,0,4,4,0,5,1,7,0,0,0,31,2,2,50.0,Matches
1566,Josh Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,Matches
1567,Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,1,0,0,9,10,2,16,2,13,0,0,0,34,7,32,17.9,Matches
1568,Álex Martínez,es ESP,DF,Granada,es La Liga,28,1990,0.2,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,Matches
1569,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,2,0,0,0,0,0,0,0,0,0,0,0,39,0,0,,Matches
1570,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,10,0,0,30,36,3,15,26,31,1,1,1,351,101,57,63.9,Matches
1571,Javi Martínez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
1572,Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,30,1988,7.5,5,1,1,12,4,1,0,10,8,0,0,0,91,27,10,73.0,Matches
1573,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,8,1,0,54,74,22,23,14,13,2,0,0,132,26,62,29.5,Matches
1574,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,5,1,1,25,32,0,0,37,28,0,2,0,247,62,42,59.6,Matches
1575,Pablo Martínez,es ESP,"MF,FW",Levante,es La Liga,21,1998,0.4,0,0,0,1,1,0,0,1,2,0,0,0,8,0,1,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1576,Gelson Martins,pt POR,"DF,FW",Monaco,fr Ligue 1,24,1995,18.6,3,1,0,14,22,2,49,24,20,0,1,0,137,8,19,29.6,Matches
1577,Adam Marušić,me MNE,DF,Lazio,it Serie A,26,1992,10.5,3,0,0,8,11,0,16,8,8,0,0,0,66,12,14,46.2,Matches
1578,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,4,0,0,26,18,0,5,38,41,0,0,0,304,57,35,62.0,Matches
1579,Andrea Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,4,0,0,11,5,0,10,17,14,0,0,0,136,12,13,48.0,Matches
1580,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,1,0,0,10,1,0,2,3,13,0,0,0,51,11,5,68.8,Matches
1581,Adam Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,3,0,0,26,12,2,60,23,25,0,1,0,230,66,29,69.5,Matches
1582,Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,2,0,0,0,2,0,0,0,0,0,0,0,169,0,0,,Matches
1583,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,6,1,1,10,9,0,21,12,27,0,0,0,112,11,10,52.4,Matches
1584,Jaime Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,14,0,0,85,53,38,47,4,12,1,0,0,140,101,138,42.3,Matches
1585,Juan Mata,es ESP,"MF,FW",Manchester Utd,eng Premier League,31,1988,8.4,1,0,0,7,10,4,14,1,7,0,0,0,48,3,7,30.0,Matches
1586,Aleš Matějů,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,10,1,1,47,29,1,20,23,29,0,2,1,272,52,34,60.5,Matches
1587,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,2,1,1,9,7,12,3,2,3,0,0,0,43,36,42,46.2,Matches
1588,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,3,0,0,27,18,0,2,18,21,0,0,0,242,27,18,60.0,Matches
1589,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,0,0,0,7,6,0,0,5,9,0,0,0,92,46,5,90.2,Matches
1590,Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,de Bundesliga,18,2000,12.9,1,0,0,22,17,15,12,5,4,0,0,0,68,12,42,22.2,Matches
1591,Alessandro Matri,it ITA,"FW,MF",Brescia,it Serie A,34,1984,1.0,1,1,0,1,1,3,1,0,0,0,0,0,3,4,3,57.1,Matches
1592,Federico Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,10.3,3,0,0,16,24,2,22,17,20,0,0,0,82,10,15,40.0,Matches
1593,Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,24.9,2,0,0,40,26,3,33,20,36,0,0,0,155,21,32,39.6,Matches
1594,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,3,0,0,37,46,15,15,3,17,0,0,0,141,17,85,16.7,Matches
1595,Stephy Mavididi,eng ENG,"FW,MF",Dijon,fr Ligue 1,21,1998,15.5,0,0,0,23,22,1,11,5,14,0,0,0,95,7,26,21.2,Matches
1596,Philipp Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,5,0,0,13,17,4,84,21,25,0,0,0,253,24,29,45.3,Matches
1597,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Paris S-G,fr Ligue 1,30,1989,5.0,0,0,0,2,6,5,5,3,4,0,0,0,22,5,5,50.0,Matches
1598,Alexandru Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,1,0,0,3,0,0,2,0,1,0,0,0,13,0,4,0.0,Matches
1599,Kévin Mayi,fr FRA,FW,Brest,fr Ligue 1,26,1993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1600,Borja Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,2,0,0,18,26,14,17,7,4,0,0,0,102,25,67,27.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1601,Luca Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,,Matches
1602,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,4,0,0,31,17,0,64,14,42,1,0,0,186,35,25,58.3,Matches
1603,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,0,0,0,11,22,18,67,1,2,1,0,0,69,4,4,50.0,Matches
1604,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,5,0,0,23,18,2,7,3,11,0,1,0,123,24,18,57.1,Matches
1605,Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,0,0,0,0,0,0,1,1,1,0,0,0,6,1,2,33.3,Matches
1606,Isaac Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,0,0,0,2,0,0,3,0,1,0,0,0,3,0,0,,Matches
1607,Nathanael Mbuku,fr FRA,"MF,FW",Reims,fr Ligue 1,17,2002,4.4,0,0,0,7,18,1,4,0,4,0,0,0,26,3,5,37.5,Matches
1608,James McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,6,0,0,56,35,4,34,40,70,1,0,0,345,44,61,41.9,Matches
1609,Oliver McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,4,0,0,28,28,4,11,7,21,0,0,0,141,188,193,49.3,Matches
1610,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,0,0,0,1,3,0,0,0,0,0,0,0,117,0,0,,Matches
1611,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,9,0,0,31,18,0,9,14,42,0,0,0,244,15,18,45.5,Matches
1612,John McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,3,0,0,37,65,0,42,20,41,0,0,0,205,23,30,43.4,Matches
1613,David McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,2,0,0,29,18,12,11,3,26,0,0,0,112,73,120,37.8,Matches
1614,Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
1615,Weston McKennie,us USA,"MF,DF",Schalke 04,de Bundesliga,20,1998,23.0,8,0,0,37,15,0,13,32,35,0,1,0,245,62,35,63.9,Matches
1616,Kenny McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33.0,5,0,0,24,58,1,30,24,31,0,1,0,327,87,87,50.0,Matches
1617,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,5,0,0,29,41,0,130,24,28,0,0,0,327,27,27,50.0,Matches
1618,Scott McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,2,0,0,36,53,0,9,23,31,1,0,0,237,42,29,59.2,Matches
1619,Biagio Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,8.5,2,0,0,7,3,1,7,10,15,0,0,0,70,12,18,40.0,Matches
1620,Gary Medel,cl CHI,MF,Bologna,it Serie A,31,1987,19.8,10,1,0,40,27,1,2,17,22,0,0,0,265,27,21,56.3,Matches
1621,Ben Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32.0,7,0,0,26,21,3,3,22,16,0,3,0,343,143,78,64.7,Matches
1622,Joshua Mees,de GER,"MF,FW",Union Berlin,de Bundesliga,23,1996,3.6,1,0,0,5,1,0,2,0,4,0,0,0,27,9,11,45.0,Matches
1623,Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,28,1991,13.3,0,0,0,25,25,9,17,2,5,0,0,0,97,23,32,41.8,Matches
1624,Soualiho Meïté,fr FRA,MF,Torino,it Serie A,25,1994,24.5,5,0,0,35,35,1,15,19,34,0,1,0,227,60,44,57.7,Matches
1625,Farid El Melali,dz ALG,"MF,FW",Angers,fr Ligue 1,22,1997,3.4,0,0,0,7,7,0,6,6,6,0,0,0,36,2,2,50.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1626,Óscar Melendo,es ESP,"MF,FW",Espanyol,es La Liga,21,1997,12.4,0,0,0,7,40,0,8,2,6,0,0,0,65,7,20,25.9,Matches
1627,Gonzalo Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,4,0,0,32,29,3,2,7,16,0,0,0,126,23,34,40.4,Matches
1628,Arthur Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,1,0,0,11,44,1,4,6,13,0,0,0,95,1,7,12.5,Matches
1629,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,10,1,1,25,22,0,8,14,29,0,1,0,142,18,22,45.0,Matches
1630,Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,4,1,1,21,19,0,6,25,31,0,0,0,222,17,6,73.9,Matches
1631,Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,22,1997,16.4,4,0,0,28,36,5,21,5,13,0,0,0,113,25,38,39.7,Matches
1632,Édgar Méndez,es ESP,"MF,FW",Alavés,es La Liga,29,1990,9.6,3,0,0,22,18,11,11,3,8,0,0,0,52,13,24,35.1,Matches
1633,Stiven Mendoza,co COL,"FW,MF",Amiens,fr Ligue 1,27,1992,12.2,2,0,0,21,21,1,14,7,11,0,0,0,72,8,19,29.6,Matches
1634,Alexandre Mendy,fr FRA,"FW,MF",Brest,fr Ligue 1,25,1994,10.0,3,0,0,22,11,3,5,0,2,0,0,0,50,31,37,45.6,Matches
1635,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,3,0,0,12,1,1,69,7,17,0,0,0,122,17,16,51.5,Matches
1636,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24.0,1,0,0,1,5,0,0,0,0,0,0,0,131,0,0,,Matches
1637,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,20.1,8,1,1,25,29,1,51,17,16,1,0,0,180,23,20,53.5,Matches
1638,Nampalys Mendy,fr FRA,MF,Leicester City,eng Premier League,27,1992,3.2,0,0,0,4,8,0,1,4,4,0,0,0,34,5,1,83.3,Matches
1639,Hamza Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,16.0,7,1,0,24,5,0,37,20,27,0,0,0,121,6,15,28.6,Matches
1640,Chris Mepham,wal WAL,DF,Bournemouth,eng Premier League,21,1997,10.1,1,0,0,11,5,1,0,12,14,0,0,0,106,36,21,63.2,Matches
1641,Levent Mercan,de GER,MF,Schalke 04,de Bundesliga,18,2000,0.8,0,0,0,2,3,0,1,0,0,0,0,0,6,0,1,0.0,Matches
1642,Jorge Meré,es ESP,DF,Köln,de Bundesliga,22,1997,6.9,4,1,0,7,10,0,2,5,5,0,0,1,74,10,18,35.7,Matches
1643,Alex Meret,it ITA,GK,Napoli,it Serie A,22,1997,21.7,0,0,0,0,3,0,0,0,0,0,0,0,97,0,0,,Matches
1644,Fran Mérida,es ESP,MF,Osasuna,es La Liga,29,1990,12.9,9,1,1,17,17,0,14,15,14,0,0,0,162,10,9,52.6,Matches
1645,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,34.9,9,0,0,76,91,2,22,34,63,1,0,0,410,158,92,63.2,Matches
1646,Sabin Merino,es ESP,FW,Leganés,es La Liga,27,1992,0.9,0,0,0,0,1,0,1,1,0,0,0,0,3,2,3,40.0,Matches
1647,Yıldırım Mert Çetin,tr TUR,DF,Roma,it Serie A,22,1997,2.9,4,1,1,6,6,0,0,2,3,0,0,0,27,6,4,60.0,Matches
1648,Dries Mertens,be BEL,FW,Napoli,it Serie A,32,1987,18.8,5,0,0,29,25,7,48,3,20,2,0,0,90,3,10,23.1,Matches
1649,Roque Mesa,es ESP,MF,Leganés,es La Liga,30,1989,22.4,11,0,0,36,50,1,33,7,29,0,0,0,204,6,31,16.2,Matches
1650,Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,32,1987,32.0,4,0,0,20,70,13,62,4,10,1,0,0,127,6,4,60.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1651,Thomas Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27,1991,13.8,3,0,0,20,2,0,50,11,16,0,0,0,143,14,13,51.9,Matches
1652,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,16.5,5,0,0,14,13,1,6,12,15,0,0,0,167,44,24,64.7,Matches
1653,Max Meyer,de GER,"MF,FW",Crystal Palace,eng Premier League,23,1995,7.3,1,0,0,6,16,2,8,4,8,0,0,0,50,3,7,30.0,Matches
1654,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,19,1999,0.8,0,0,0,4,0,0,0,0,0,0,0,0,13,3,2,60.0,Matches
1655,Míchel,es ESP,MF,Valladolid,es La Liga,31,1988,24.2,6,0,0,35,16,2,34,27,32,0,0,0,282,16,22,42.1,Matches
1656,Sven Michel,de GER,FW,Paderborn 07,de Bundesliga,29,1990,15.3,7,0,0,30,15,14,17,2,7,0,0,0,78,28,50,35.9,Matches
1657,Miguel,es ESP,FW,Valladolid,es La Liga,19,1999,2.6,1,0,0,5,8,1,3,0,1,0,0,0,5,6,27,18.2,Matches
1658,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22,1996,22.8,8,1,1,44,49,2,45,27,32,1,0,0,159,35,29,54.7,Matches
1659,Georges Mikautadze,fr FRA,FW,Metz,fr Ligue 1,18,2000,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Matches
1660,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,21,1997,36.2,9,0,0,61,18,1,1,20,48,0,0,0,311,83,25,76.9,Matches
1661,Arkadiusz Milik,pl POL,FW,Napoli,it Serie A,25,1994,19.4,5,0,0,25,28,13,6,1,9,0,0,0,59,36,35,50.7,Matches
1662,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,24,1995,33.7,9,0,0,69,43,8,40,25,59,0,1,0,269,119,84,58.6,Matches
1663,Éder Militão,br BRA,DF,Real Madrid,es La Liga,21,1998,11.4,3,0,0,18,15,2,1,14,14,0,0,0,106,39,10,79.6,Matches
1664,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,28,1991,27.9,12,0,0,49,27,1,35,27,37,0,1,0,331,31,21,59.6,Matches
1665,Vincenzo Millico,it ITA,"MF,FW",Torino,it Serie A,18,2000,2.4,0,0,0,5,3,0,16,0,1,0,0,0,6,0,0,,Matches
1666,James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,33,1986,10.4,4,0,0,11,12,1,14,7,10,0,0,0,102,16,8,66.7,Matches
1667,Santi Mina,es ESP,"FW,MF",Celta Vigo,es La Liga,23,1995,21.6,4,0,0,45,40,11,20,11,8,2,1,0,115,88,112,44.0,Matches
1668,Yerry Mina,co COL,DF,Everton,eng Premier League,24,1994,25.4,3,0,0,20,13,2,4,15,20,0,0,1,279,112,63,64.0,Matches
