Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot-Creating Actions,Shot-Creating Actions p90,SCA pass live,SCA pass dead,SCA from dribbles,SCA shots,SCA from fouls,Goal-Creating Actions,Goal-Creating Actions p90,GCA pass live,GCA pass dead,GCA dribbled,GCA shots,GCA fouls,GCA OG
Mato Jajalo,ba BIH,MF,Udinese,it Serie A,31,1988,18.3,41.0,2.24,36.0,2.0,1.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ismail Jakobs,de GER,"FW,DF",Köln,de Bundesliga,19,1999,18.6,27.0,1.45,24.0,0.0,1.0,1.0,1.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0
Christophe Jallet,fr FRA,DF,Amiens,fr Ligue 1,35,1983,9.5,12.0,1.26,9.0,3.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Daniel James,wal WAL,FW,Manchester Utd,eng Premier League,21,1997,25.4,64.0,2.52,44.0,0.0,4.0,5.0,11.0,8.0,0.31,8.0,0.0,0.0,0.0,0.0,0.0
Matty James,eng ENG,MF,Leicester City,eng Premier League,28,1991,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reece James,eng ENG,DF,Chelsea,eng Premier League,19,1999,16.8,48.0,2.85,33.0,8.0,1.0,1.0,5.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0
Marko Janković,me MNE,"MF,DF",SPAL,it Serie A,24,1995,1.3,2.0,1.57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Jankto,cz CZE,MF,Sampdoria,it Serie A,23,1996,23.3,67.0,2.88,58.0,4.0,1.0,1.0,3.0,7.0,0.3,6.0,0.0,0.0,0.0,1.0,0.0
Daryl Janmaat,nl NED,DF,Watford,eng Premier League,30,1989,6.7,14.0,2.08,13.0,0.0,1.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
Laurent Jans,lu LUX,DF,Paderborn 07,de Bundesliga,26,1992,17.5,20.0,1.15,16.0,1.0,2.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,29,1990,11.2,12.0,1.07,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,es La Liga,24,1995,13.0,54.0,4.16,27.0,9.0,6.0,5.0,7.0,6.0,0.46,3.0,1.0,0.0,2.0,0.0,0.0
Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,34,1984,28.3,7.0,0.25,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason,es ESP,MF,Getafe,es La Liga,25,1994,13.1,40.0,3.06,21.0,12.0,2.0,2.0,3.0,7.0,0.54,2.0,3.0,0.0,1.0,1.0,0.0
Dennis Jastrzembski,pl POL,"DF,MF",Paderborn 07,de Bundesliga,19,2000,2.0,3.0,1.53,2.0,0.0,0.0,1.0,0.0,1.0,0.51,0.0,0.0,0.0,1.0,0.0,0.0
Corentin Jean,fr FRA,DF,Toulouse,fr Ligue 1,24,1995,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Jeannot,fr FRA,MF,Dijon,fr Ligue 1,27,1992,1.9,6.0,3.23,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tin Jedvaj,hr CRO,DF,Augsburg,de Bundesliga,23,1995,29.3,16.0,0.55,10.0,4.0,0.0,0.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Jemerson,br BRA,"DF,MF",Monaco,fr Ligue 1,26,1992,11.7,5.0,0.43,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,de Bundesliga,21,1997,5.1,8.0,1.58,5.0,0.0,1.0,1.0,1.0,2.0,0.39,1.0,0.0,0.0,1.0,0.0,0.0
Jesé,es ESP,FW,Paris S-G,fr Ligue 1,26,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,22,1997,22.6,70.0,3.1,48.0,0.0,13.0,8.0,1.0,13.0,0.58,9.0,0.0,3.0,1.0,0.0,0.0
Juan Jesus,br BRA,DF,Roma,it Serie A,28,1991,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,28,1991,36.0,83.0,2.31,57.0,0.0,13.0,8.0,5.0,12.0,0.33,7.0,0.0,2.0,1.0,2.0,0.0
Joaquín,es ESP,"MF,FW",Betis,es La Liga,38,1981,22.9,108.0,4.72,86.0,12.0,6.0,1.0,3.0,10.0,0.44,9.0,0.0,1.0,0.0,0.0,0.0
Joelinton,br BRA,FW,Newcastle Utd,eng Premier League,22,1996,29.8,58.0,1.95,48.0,1.0,2.0,4.0,3.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Johnson,eng ENG,DF,West Ham,eng Premier League,19,2000,3.0,5.0,1.67,4.0,1.0,0.0,0.0,0.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0
Fabian Johnson,us USA,"MF,DF",M'Gladbach,de Bundesliga,31,1987,3.0,2.0,0.66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,18,2001,1.4,3.0,2.14,2.0,0.0,1.0,0.0,0.0,1.0,0.71,1.0,0.0,0.0,0.0,0.0,0.0
Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,27,1992,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,22,1997,23.5,50.0,2.13,47.0,0.0,1.0,0.0,2.0,9.0,0.38,8.0,0.0,0.0,0.0,1.0,0.0
Luuk de Jong,nl NED,FW,Sevilla,es La Liga,28,1990,22.9,35.0,1.53,26.0,0.0,2.0,5.0,1.0,6.0,0.26,1.0,0.0,1.0,2.0,1.0,1.0
Jony,es ESP,DF,Lazio,it Serie A,28,1991,13.1,29.0,2.22,21.0,8.0,0.0,0.0,0.0,3.0,0.23,3.0,0.0,0.0,0.0,0.0,0.0
Joan Jordán,es ESP,MF,Sevilla,es La Liga,25,1994,25.0,71.0,2.83,45.0,13.0,5.0,3.0,5.0,7.0,0.28,5.0,1.0,0.0,0.0,1.0,0.0
Bruno Jordão,pt POR,FW,Wolves,eng Premier League,20,1998,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorginho,it ITA,MF,Chelsea,eng Premier League,27,1991,26.4,65.0,2.46,61.0,0.0,0.0,1.0,3.0,6.0,0.23,5.0,0.0,0.0,0.0,1.0,0.0
Jesse Joronen,fi FIN,GK,Brescia,it Serie A,26,1993,29.0,3.0,0.1,2.0,1.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
Willian José,br BRA,FW,Real Sociedad,es La Liga,27,1991,22.3,45.0,2.01,34.0,0.0,3.0,5.0,3.0,4.0,0.18,2.0,0.0,1.0,1.0,0.0,0.0
Joselu,es ESP,FW,Alavés,es La Liga,29,1990,30.9,58.0,1.88,37.0,0.0,2.0,9.0,10.0,13.0,0.42,7.0,0.0,0.0,5.0,1.0,0.0
Jota,es ESP,"FW,MF",Aston Villa,eng Premier League,28,1991,3.7,8.0,2.15,7.0,0.0,0.0,0.0,1.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0
Diogo Jota,pt POR,"FW,MF",Wolves,eng Premier League,22,1996,25.4,89.0,3.51,51.0,1.0,16.0,8.0,13.0,6.0,0.24,4.0,0.0,0.0,1.0,1.0,0.0
Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,23,1996,6.4,5.0,0.79,5.0,0.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
Dejan Joveljić,rs SRB,FW,Eint Frankfurt,de Bundesliga,19,1999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevan Jovetić,me MNE,"FW,MF",Monaco,fr Ligue 1,29,1989,5.3,17.0,3.23,10.0,0.0,4.0,1.0,2.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0
Luka Jović,rs SRB,FW,Real Madrid,es La Liga,21,1997,4.8,7.0,1.47,5.0,0.0,0.0,2.0,0.0,2.0,0.42,2.0,0.0,0.0,0.0,0.0,0.0
Juanmi,es ESP,"FW,MF",Betis,es La Liga,26,1993,2.9,2.0,0.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Juncà,es ESP,DF,Celta Vigo,es La Liga,25,1993,2.9,3.0,1.05,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,19,2000,17.4,63.0,3.61,41.0,12.0,3.0,4.0,3.0,6.0,0.34,6.0,0.0,0.0,0.0,0.0,0.0
Lago Junior,ci CIV,"MF,FW",Mallorca,es La Liga,28,1990,24.3,44.0,1.81,35.0,0.0,5.0,3.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Vinicius Júnior,br BRA,"FW,MF",Real Madrid,es La Liga,19,2000,15.2,54.0,3.56,37.0,0.0,10.0,5.0,2.0,6.0,0.4,4.0,0.0,1.0,0.0,1.0,0.0
James Justin,eng ENG,DF,Leicester City,eng Premier League,21,1998,11.2,23.0,2.05,20.0,0.0,0.0,0.0,3.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Musa Juwara,gm GAM,"FW,MF",Bologna,it Serie A,17,2001,1.7,9.0,5.29,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathias Jørgensen,dk DEN,DF,Düsseldorf,de Bundesliga,29,1990,5.5,2.0,0.36,2.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0
Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,19,2000,19.7,8.0,0.41,5.0,0.0,0.0,3.0,0.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0
Christian Kabasele,be BEL,DF,Watford,eng Premier League,28,1991,25.0,7.0,0.28,6.0,0.0,0.0,0.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,25,1994,16.3,71.0,4.35,42.0,9.0,6.0,3.0,11.0,6.0,0.37,2.0,1.0,1.0,1.0,1.0,0.0
Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,de Bundesliga,27,1992,27.5,62.0,2.26,56.0,1.0,1.0,0.0,4.0,8.0,0.29,7.0,0.0,1.0,0.0,0.0,0.0
Florian Kainz,at AUT,"FW,MF",Köln,de Bundesliga,26,1992,17.3,72.0,4.15,42.0,24.0,3.0,2.0,0.0,7.0,0.4,4.0,2.0,0.0,0.0,0.0,1.0
Gaël Kakuta,cd COD,"MF,FW",Amiens,fr Ligue 1,28,1991,22.2,55.0,2.47,41.0,5.0,6.0,1.0,2.0,8.0,0.36,7.0,0.0,1.0,0.0,0.0,0.0
Lovre Kalinić,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,3.4,1.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Kalinić,hr CRO,FW,Roma,it Serie A,31,1988,6.3,13.0,2.05,11.0,0.0,0.0,2.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,de Bundesliga,33,1985,1.6,1.0,0.62,1.0,0.0,0.0,0.0,0.0,1.0,0.62,1.0,0.0,0.0,0.0,0.0,0.0
Samuel Kalu,ng NGA,"FW,DF",Bordeaux,fr Ligue 1,21,1997,15.1,33.0,2.19,18.0,1.0,6.0,4.0,4.0,4.0,0.27,2.0,0.0,0.0,1.0,1.0,0.0
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,de Bundesliga,22,1996,21.9,87.0,3.98,53.0,17.0,12.0,3.0,1.0,11.0,0.5,6.0,2.0,1.0,1.0,0.0,1.0
François Kamano,gn GUI,"DF,MF",Bordeaux,fr Ligue 1,23,1996,7.2,16.0,2.22,10.0,0.0,1.0,0.0,5.0,3.0,0.42,2.0,0.0,0.0,0.0,1.0,0.0
Boubacar Kamara,fr FRA,"DF,MF",Marseille,fr Ligue 1,19,1999,23.8,21.0,0.88,16.0,0.0,0.0,3.0,2.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0
Hassane Kamara,gm GAM,"DF,FW",Reims,fr Ligue 1,24,1994,19.0,25.0,1.32,25.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,28,1990,7.5,18.0,2.4,17.0,1.0,0.0,0.0,0.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0
Harry Kane,eng ENG,FW,Tottenham,eng Premier League,26,1993,28.7,53.0,1.84,37.0,0.0,7.0,4.0,5.0,6.0,0.21,3.0,0.0,0.0,2.0,1.0,0.0
Wilfried Kanga,fr FRA,FW,Angers,fr Ligue 1,21,1998,0.8,2.0,2.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Kangin,kr KOR,"MF,FW",Valencia,es La Liga,18,2001,5.0,13.0,2.58,12.0,1.0,0.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0
N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,28,1991,19.2,51.0,2.65,47.0,0.0,0.0,1.0,3.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,23,1996,2.2,2.0,0.93,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenan Karaman,tr TUR,FW,Düsseldorf,de Bundesliga,25,1994,15.0,41.0,2.73,29.0,0.0,7.0,3.0,2.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Yann Karamoh,fr FRA,"FW,MF",Parma,it Serie A,21,1998,6.4,25.0,3.93,19.0,0.0,4.0,1.0,1.0,2.0,0.31,1.0,0.0,1.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamoudou Karamoko,fr FRA,MF,Wolfsburg,de Bundesliga,20,1999,0.1,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,22,1997,17.0,4.0,0.24,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,14.6,21.0,1.44,15.0,2.0,3.0,0.0,1.0,1.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0
Moise Kean,it ITA,FW,Everton,eng Premier League,19,2000,9.5,27.0,2.85,14.0,0.0,8.0,3.0,2.0,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0
Michael Keane,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,10.0,0.35,10.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,6.0,1.13,6.0,0.0,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0
Jules Keita,gn GUI,"MF,FW",Dijon,fr Ligue 1,21,1998,1.8,3.0,1.71,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,24,1995,9.1,32.0,3.53,28.0,1.0,2.0,1.0,0.0,5.0,0.55,5.0,0.0,0.0,0.0,0.0,0.0
Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,19,2000,1.9,2.0,1.03,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,5.0,0.7,4.0,1.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,9.0,0.52,9.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Kenedy,br BRA,"MF,DF",Getafe,es La Liga,23,1996,6.5,18.0,2.76,12.0,2.0,2.0,2.0,0.0,3.0,0.46,3.0,0.0,0.0,0.0,0.0,0.0
Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,32.0,1.06,29.0,2.0,1.0,0.0,0.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,0.0
Franck Kessié,ci CIV,MF,Milan,it Serie A,22,1996,32.3,71.0,2.2,62.0,0.0,6.0,3.0,0.0,4.0,0.12,2.0,0.0,1.0,1.0,0.0,0.0
Saîf-Eddine Khaoui,tn TUN,"MF,FW",Marseille,fr Ligue 1,24,1995,1.2,3.0,2.55,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,28,1991,12.8,35.0,2.74,19.0,6.0,5.0,3.0,2.0,5.0,0.39,3.0,2.0,0.0,0.0,0.0,0.0
Rani Khedira,de GER,MF,Augsburg,de Bundesliga,25,1994,29.4,23.0,0.78,19.0,0.0,1.0,1.0,2.0,3.0,0.1,2.0,0.0,0.0,0.0,1.0,0.0
Sami Khedira,de GER,MF,Juventus,it Serie A,32,1987,7.6,18.0,2.38,15.0,0.0,1.0,2.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0
Kike,es ESP,FW,Eibar,es La Liga,29,1989,19.6,32.0,1.63,19.0,0.0,0.0,6.0,7.0,3.0,0.15,1.0,0.0,0.0,1.0,1.0,0.0
Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14.0,5.0,0.36,5.0,0.0,0.0,0.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0
Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,24,1995,31.3,126.0,4.02,77.0,47.0,1.0,1.0,0.0,18.0,0.57,13.0,5.0,0.0,0.0,0.0,0.0
Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,7.0,0.51,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,27,1992,22.3,56.0,2.51,37.0,0.0,11.0,3.0,5.0,8.0,0.36,4.0,0.0,2.0,1.0,1.0,0.0
Giorgos Kiriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,18.3,27.0,1.48,17.0,2.0,4.0,2.0,2.0,6.0,0.33,5.0,0.0,1.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,3.2,1.0,0.31,1.0,0.0,0.0,0.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0
Simon Kjær,dk DEN,DF,Milan,it Serie A,30,1989,13.8,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,26,1993,32.6,79.0,2.42,66.0,2.0,3.0,2.0,5.0,12.0,0.37,6.0,0.0,1.0,1.0,3.0,1.0
Felix Klaus,de GER,"FW,MF",Wolfsburg,de Bundesliga,26,1992,7.4,15.0,2.01,13.0,0.0,1.0,0.0,1.0,2.0,0.27,1.0,0.0,0.0,0.0,1.0,0.0
Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,26.2,7.0,0.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,2.0,0.31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,37.0,1.26,31.0,2.0,1.0,2.0,1.0,4.0,0.14,3.0,0.0,0.0,1.0,0.0,0.0
Justin Kluivert,nl NED,FW,Roma,it Serie A,20,1999,16.8,54.0,3.21,45.0,1.0,4.0,1.0,2.0,5.0,0.3,3.0,0.0,1.0,0.0,0.0,1.0
Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,25.0,1.2,22.0,1.0,2.0,0.0,0.0,7.0,0.34,6.0,1.0,0.0,0.0,0.0,0.0
Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,14.0,0.79,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Koch,de GER,"DF,MF",Freiburg,de Bundesliga,23,1996,30.1,31.0,1.03,28.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giorgi Kochorashvili,ge GEO,MF,Levante,es La Liga,20,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Kodjia,ci CIV,"FW,MF",Aston Villa,eng Premier League,29,1989,1.3,3.0,2.31,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,25,1993,4.0,4.0,0.99,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,16.1,39.0,2.43,28.0,0.0,3.0,5.0,3.0,5.0,0.31,3.0,0.0,1.0,1.0,0.0,0.0
Koke,es ESP,MF,Atlético Madrid,es La Liga,27,1992,30.0,91.0,3.04,58.0,26.0,0.0,3.0,4.0,8.0,0.27,8.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,30.4,103.0,3.39,67.0,22.0,2.0,10.0,1.0,7.0,0.23,5.0,1.0,0.0,0.0,0.0,1.0
Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,18.0,0.95,18.0,0.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,13.0,0.9,12.0,1.0,0.0,0.0,0.0,1.0,0.07,0.0,1.0,0.0,0.0,0.0,0.0
Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,31.0,2.09,27.0,3.0,0.0,0.0,1.0,3.0,0.2,2.0,0.0,0.0,0.0,1.0,0.0
Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,3.0,0.47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,26,1993,6.8,10.0,1.47,8.0,0.0,1.0,1.0,0.0,1.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0
Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,26,1993,20.1,18.0,0.9,15.0,0.0,1.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,9.7,15.0,1.54,13.0,0.0,1.0,0.0,1.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0
Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,6.0,0.37,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa Koné,sn SEN,FW,Nîmes,fr Ligue 1,22,1996,1.6,5.0,3.21,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,16.0,1.76,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1997,22.7,14.0,0.62,9.0,0.0,1.0,2.0,2.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0
Pascal Köpke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,1.3,3.0,2.23,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,13.0,0.54,13.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
