Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot-Creating Actions,Shot-Creating Actions p90,SCA pass live,SCA pass dead,SCA from dribbles,SCA shots,SCA from fouls,Goal-Creating Actions,Goal-Creating Actions p90,GCA pass live,GCA pass dead,GCA dribbled,GCA shots,GCA fouls,GCA OG
Kevin Agudelo,co COL,"MF,FW",Genoa,it Serie A,20,1998,7.4,27.0,3.65,21.0,0.0,5.0,0.0,1.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,10.6,3.0,0.28,3.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,31,1988,16.1,51.0,3.16,28.0,0.0,9.0,9.0,5.0,8.0,0.5,4.0,0.0,1.0,2.0,1.0,0.0
Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,11.9,23.0,1.93,22.0,0.0,0.0,0.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Agyemang-Badu,gh GHA,"MF,FW",Hellas Verona,it Serie A,28,1990,2.6,3.0,1.17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,fr Ligue 1,25,1994,7.0,9.0,1.29,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,27.8,13.0,0.47,9.0,1.0,1.0,2.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0
Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,23.1,45.0,1.95,25.0,11.0,4.0,0.0,5.0,7.0,0.3,3.0,2.0,0.0,0.0,2.0,0.0
Youssef Aït Bennasser,ma MAR,MF,Bordeaux,fr Ligue 1,23,1996,6.0,8.0,1.34,8.0,0.0,0.0,0.0,0.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0
Rayan Aït Nouri,fr FRA,DF,Angers,fr Ligue 1,18,2001,14.2,21.0,1.47,17.0,3.0,0.0,0.0,1.0,4.0,0.28,4.0,0.0,0.0,0.0,0.0,0.0
Albian Ajeti,ch SUI,"MF,FW",West Ham,eng Premier League,22,1997,1.5,2.0,1.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,25,1994,22.9,35.0,1.53,27.0,0.0,3.0,3.0,2.0,10.0,0.44,6.0,0.0,1.0,1.0,2.0,0.0
Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,10.0,0.39,9.0,1.0,0.0,0.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0
Marley Aké,fr FRA,"FW,MF",Marseille,fr Ligue 1,18,2001,1.1,4.0,3.64,3.0,0.0,1.0,0.0,0.0,1.0,0.91,1.0,0.0,0.0,0.0,0.0,0.0
Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,13.0,0.47,7.0,0.0,1.0,4.0,1.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
Chadrac Akolo,cd COD,"FW,MF",Amiens,fr Ligue 1,24,1995,6.0,14.0,2.32,9.0,0.0,2.0,2.0,1.0,3.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,12.7,4.0,0.32,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,27.8,38.0,1.37,33.0,2.0,1.0,2.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0
Sofiane Alakouch,fr FRA,DF,Nîmes,fr Ligue 1,21,1998,15.6,25.0,1.61,22.0,1.0,1.0,0.0,1.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0
Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,26,1992,13.0,30.0,2.3,21.0,0.0,2.0,7.0,0.0,3.0,0.23,1.0,0.0,0.0,2.0,0.0,0.0
Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,45.0,1.85,44.0,1.0,0.0,0.0,0.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0
Luis Alberto,es ESP,MF,Lazio,it Serie A,26,1992,34.6,203.0,5.87,135.0,37.0,16.0,12.0,2.0,28.0,0.81,22.0,2.0,0.0,2.0,1.0,1.0
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,16.0,0.44,16.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Marc Albrighton,eng ENG,"MF,DF",Leicester City,eng Premier League,29,1989,9.6,26.0,2.7,22.0,2.0,1.0,1.0,0.0,5.0,0.52,5.0,0.0,0.0,0.0,0.0,0.0
Paco Alcácer,es ESP,FW,Villarreal,es La Liga,25,1993,10.3,16.0,1.56,14.0,0.0,0.0,1.0,1.0,3.0,0.29,2.0,0.0,0.0,0.0,1.0,0.0
Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,25,1993,5.9,14.0,2.38,10.0,1.0,2.0,0.0,1.0,3.0,0.51,2.0,1.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,19.7,56.0,2.85,44.0,5.0,3.0,3.0,1.0,8.0,0.41,6.0,0.0,2.0,0.0,0.0,0.0
Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,21.4,44.0,2.06,24.0,6.0,5.0,4.0,5.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0
Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,19.0,0.58,18.0,0.0,0.0,1.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,26.0,1.22,23.0,3.0,0.0,0.0,0.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0
Álex Alegría,es ESP,FW,Mallorca,es La Liga,26,1992,1.2,1.0,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carles Aleñá,es ESP,MF,Barcelona,es La Liga,21,1998,1.9,2.0,1.05,2.0,0.0,0.0,0.0,0.0,1.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0
Carles Aleñá,es ESP,"MF,FW",Betis,es La Liga,21,1998,8.2,13.0,1.59,13.0,0.0,0.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,10.0,3.0,0.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,151.0,4.28,91.0,50.0,3.0,5.0,1.0,24.0,0.68,14.0,7.0,0.0,2.0,0.0,1.0
Enrico Alfonso,it ITA,GK,Brescia,it Serie A,31,1988,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,27,1992,17.4,39.0,2.25,30.0,0.0,4.0,3.0,2.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0
Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,28.3,4.0,0.14,4.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Allan,br BRA,MF,Napoli,it Serie A,28,1991,14.2,40.0,2.81,36.0,0.0,4.0,0.0,0.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0
Dele Alli,eng ENG,"MF,FW",Tottenham,eng Premier League,23,1996,20.5,53.0,2.58,39.0,1.0,9.0,2.0,2.0,12.0,0.58,5.0,0.0,5.0,2.0,0.0,0.0
Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,25,1994,33.6,77.0,2.29,58.0,0.0,7.0,5.0,7.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,47.0,2.96,36.0,5.0,1.0,2.0,3.0,6.0,0.38,4.0,0.0,0.0,0.0,2.0,0.0
Mickaël Alphonse,GPE,DF,Dijon,fr Ligue 1,30,1989,15.3,17.0,1.11,12.0,4.0,0.0,0.0,1.0,3.0,0.2,2.0,1.0,0.0,0.0,0.0,0.0
Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,27,1992,12.7,11.0,0.86,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,18.0,0.58,17.0,0.0,0.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,29.7,14.0,0.47,11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Alzate,co COL,"MF,DF",Brighton,eng Premier League,20,1998,13.2,30.0,2.27,22.0,0.0,5.0,2.0,1.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0
Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,eng Premier League,26,1993,8.4,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,26.0,1.38,18.0,0.0,3.0,2.0,3.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amath,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,25.0,1.04,21.0,1.0,1.0,1.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Thierry Ambrose,fr FRA,FW,Metz,fr Ligue 1,22,1997,6.1,23.0,3.78,17.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,11.0,0.61,10.0,0.0,0.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,22,1996,20.6,89.0,4.31,57.0,22.0,6.0,2.0,2.0,9.0,0.44,8.0,0.0,0.0,0.0,1.0,0.0
Ethan Ampadu,wal WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Opoku Ampomah,gh GHA,FW,Düsseldorf,de Bundesliga,23,1996,5.6,17.0,3.06,11.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,32.4,72.0,2.22,63.0,0.0,5.0,0.0,4.0,5.0,0.15,4.0,0.0,0.0,0.0,1.0,0.0
Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,12.0,0.71,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djavan Anderson,nl NED,"DF,MF",Lazio,it Serie A,24,1995,1.9,2.0,1.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,26,1993,16.6,57.0,3.43,44.0,2.0,5.0,3.0,3.0,8.0,0.48,7.0,0.0,1.0,0.0,0.0,0.0
Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,47.0,1.58,35.0,0.0,4.0,5.0,2.0,9.0,0.3,2.0,0.0,2.0,4.0,0.0,1.0
Florin Andone,ro ROU,"MF,FW",Brighton,eng Premier League,26,1993,0.8,1.0,1.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,39.0,1.71,34.0,0.0,3.0,1.0,1.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,77.0,2.69,54.0,5.0,4.0,9.0,5.0,6.0,0.21,5.0,0.0,0.0,0.0,1.0,0.0
Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,11.0,0.96,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,18.0,2.05,14.0,0.0,1.0,0.0,3.0,2.0,0.23,1.0,0.0,0.0,0.0,1.0,0.0
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,50.0,1.91,35.0,10.0,0.0,3.0,2.0,5.0,0.19,4.0,0.0,0.0,1.0,0.0,0.0
Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,22,1997,12.2,39.0,3.21,24.0,10.0,4.0,1.0,0.0,5.0,0.41,3.0,1.0,1.0,0.0,0.0,0.0
Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,14.0,2.98,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,21.0,1.78,17.0,0.0,3.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,1986,19.6,55.0,2.8,42.0,4.0,5.0,2.0,2.0,8.0,0.41,6.0,0.0,2.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail Antonio,eng ENG,FW,West Ham,eng Premier League,29,1990,19.6,58.0,2.95,31.0,1.0,15.0,5.0,6.0,7.0,0.36,2.0,0.0,2.0,2.0,1.0,0.0
Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,11.4,17.0,1.49,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,0.9,1.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,27.4,79.0,2.88,53.0,8.0,9.0,2.0,7.0,5.0,0.18,3.0,1.0,1.0,0.0,0.0,0.0
Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,24,1995,2.1,2.0,0.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,21,1998,21.7,67.0,3.08,45.0,1.0,8.0,6.0,7.0,10.0,0.46,9.0,0.0,0.0,1.0,0.0,0.0
Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,1.0,1.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,17.0,0.95,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,37.0,1.09,19.0,7.0,2.0,4.0,5.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0
Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,2.0,2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,42.0,1.78,38.0,1.0,0.0,0.0,2.0,5.0,0.21,4.0,0.0,0.0,0.0,0.0,1.0
Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,23,1996,9.2,30.0,3.26,16.0,1.0,8.0,2.0,3.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0
Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,7.0,0.22,4.0,0.0,1.0,2.0,0.0,3.0,0.09,2.0,0.0,0.0,1.0,0.0,0.0
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,20.0,0.9,15.0,3.0,0.0,2.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,21.0,1.76,18.0,2.0,0.0,1.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0
Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stuart Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,48.0,2.52,37.0,0.0,4.0,4.0,3.0,8.0,0.42,5.0,0.0,1.0,2.0,0.0,0.0
José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,15.0,1.71,10.0,0.0,0.0,1.0,4.0,2.0,0.23,1.0,0.0,0.0,0.0,1.0,0.0
José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,24,1995,3.7,14.0,3.74,8.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,120.0,3.83,51.0,49.0,4.0,8.0,8.0,13.0,0.41,5.0,5.0,0.0,2.0,1.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,16.0,2.25,16.0,0.0,0.0,0.0,0.0,3.0,0.42,3.0,0.0,0.0,0.0,0.0,0.0
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,4.0,0.57,4.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,3.0,0.09,2.0,1.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,11.0,2.95,8.0,0.0,2.0,1.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0
Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,5.0,5.92,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
