Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,Shots on Target,Shots on Target %,Shots Total p90,Shots on Target p90,Goals per shot,Goals per shot on target,Shots from Free Kicks,Penalty Kicks scored,Penalty Kicks attempted,xG,Non-penalty xG,npxG/Sh,G-xG,np:G-xG
Sambou Sissoko,fr FRA,"MF,FW",Reims,fr Ligue 1,20,1999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,24,1995,9.9,2.0,30.0,15.0,50.0,3.03,1.52,0.07,0.13,1.0,0.0,0.0,1.9,1.9,0.06,0.1,0.1
Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,1.0,25.0,5.0,20.0,0.84,0.17,0.04,0.2,0.0,0.0,0.0,1.9,1.9,0.07,-0.9,-0.9
Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,18,2000,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Skov Olsen,dk DEN,"FW,MF",Bologna,it Serie A,19,1999,8.4,1.0,20.0,7.0,35.0,2.37,0.83,0.05,0.14,1.0,0.0,0.0,1.6,1.6,0.08,-0.6,-0.6
Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,23,1996,29.0,4.0,62.0,19.0,30.6,2.14,0.66,0.06,0.21,19.0,0.0,0.0,3.9,3.9,0.06,0.1,0.1
Simon Skrabb,fi FIN,"MF,FW",Brescia,it Serie A,24,1995,2.9,0.0,3.0,1.0,33.3,1.05,0.35,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.2,0.0,14.0,4.0,28.6,0.48,0.14,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.07,-0.9,-0.9
Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,1.0,14.0,1.0,7.1,2.38,0.17,0.07,1.0,0.0,0.0,0.0,1.6,1.6,0.11,-0.6,-0.6
Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,0.0,4.0,1.0,25.0,3.4,0.85,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.05,-1.0,-0.2
Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,9.0,48.0,19.0,39.6,3.36,1.33,0.17,0.42,0.0,1.0,1.0,10.0,9.3,0.2,-1.0,-1.3
William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,0.0,5.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,28.5,3.0,19.0,5.0,26.3,0.67,0.18,0.16,0.6,0.0,0.0,0.0,1.9,1.9,0.1,1.1,1.1
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,0.0,4.0,1.0,25.0,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.14,-0.6,-0.6
Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,2.0,15.0,6.0,40.0,1.82,0.73,0.13,0.33,0.0,0.0,0.0,2.3,2.3,0.16,-0.3,-0.3
Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,5.0,21.0,10.0,47.6,1.25,0.6,0.24,0.5,0.0,0.0,0.0,2.8,2.8,0.13,2.2,2.2
Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,1.0,1.0,1.0,100.0,0.36,0.36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,1.0
Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,0.0,10.0,4.0,40.0,0.69,0.28,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6
Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,0.0,7.0,1.0,14.3,0.9,0.13,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5
Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,1.0,5.0,3.0,60.0,2.65,1.59,0.2,0.33,0.0,0.0,0.0,0.4,0.4,0.08,0.6,0.6
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,3.0,35.0,8.0,22.9,1.91,0.44,0.09,0.38,0.0,0.0,0.0,3.7,3.7,0.11,-0.7,-0.7
Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,7.0,33.0,13.0,39.4,1.27,0.5,0.18,0.46,2.0,1.0,1.0,4.7,3.9,0.12,2.3,2.1
Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,2.0,18.0,5.0,27.8,0.78,0.22,0.11,0.4,0.0,0.0,0.0,1.6,1.6,0.09,0.4,0.4
Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,0.0,1.0,1.0,100.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1
Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,0.0,1.0,1.0,100.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.33,-0.3,-0.3
Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,27.4,5.0,37.0,16.0,43.2,1.35,0.58,0.14,0.31,0.0,0.0,0.0,3.8,3.8,0.1,1.2,1.2
Riccardo Sottil,it ITA,"FW,DF",Fiorentina,it Serie A,20,1999,5.7,0.0,16.0,8.0,50.0,2.8,1.4,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7
Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,3.0,19.0,7.0,36.8,1.64,0.61,0.16,0.43,0.0,0.0,0.0,2.2,2.2,0.12,0.8,0.8
Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,1.0,2.0,1.0,50.0,0.28,0.14,0.5,1.0,0.0,0.0,0.0,0.6,0.6,0.3,0.4,0.4
Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,1.0,4.0,2.0,50.0,0.87,0.43,0.25,0.5,0.0,0.0,0.0,0.7,0.7,0.19,0.3,0.3
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Bryan Soumaré,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,4.3,0.0,6.0,4.0,66.7,1.41,0.94,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,2.0,15.0,4.0,26.7,0.67,0.18,0.13,0.5,0.0,0.0,0.0,0.6,0.5,0.03,1.4,1.5
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,1.0,21.0,3.0,14.3,1.08,0.15,0.05,0.33,0.0,0.0,0.0,1.3,1.3,0.06,-0.3,-0.3
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,1.0,20.0,7.0,35.0,0.59,0.21,0.05,0.14,0.0,0.0,0.0,2.3,2.3,0.11,-1.3,-1.3
Nikolas Špalek,sk SVK,"MF,FW",Brescia,it Serie A,22,1997,17.5,2.0,25.0,10.0,40.0,1.42,0.57,0.08,0.2,0.0,0.0,0.0,3.8,3.8,0.15,-1.8,-1.8
Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,17.2,1.0,15.0,4.0,26.7,0.87,0.23,0.07,0.25,0.0,0.0,0.0,1.3,1.3,0.09,-0.3,-0.3
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia Sprocati,it ITA,FW,Parma,it Serie A,26,1993,6.6,1.0,14.0,6.0,42.9,2.14,0.92,0.07,0.17,0.0,0.0,0.0,1.1,1.1,0.08,-0.1,-0.1
Bassem Srarfi,tn TUN,"FW,DF",Nice,fr Ligue 1,22,1997,1.5,0.0,1.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,-0.1,-0.1
Dennis Srbeny,de GER,"MF,FW",Norwich City,eng Premier League,25,1994,0.5,1.0,2.0,1.0,50.0,3.83,1.91,0.5,1.0,0.0,0.0,0.0,0.6,0.6,0.3,0.4,0.4
Dennis Srbeny,de GER,"FW,MF",Paderborn 07,de Bundesliga,25,1994,12.4,5.0,26.0,10.0,38.5,2.09,0.8,0.19,0.5,0.0,0.0,0.0,2.0,2.0,0.08,3.0,3.0
Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,2.0,13.0,2.0,15.4,0.55,0.09,0.15,1.0,0.0,0.0,0.0,0.8,0.8,0.06,1.2,1.2
Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,0.0,5.0,2.0,40.0,0.29,0.12,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
Kostas Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,1.0,4.0,2.0,50.0,0.9,0.45,0.25,0.5,0.0,0.0,0.0,0.1,0.1,0.02,0.9,0.9
Benjamin Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Stanislas,eng ENG,"MF,DF",Bournemouth,eng Premier League,29,1989,7.9,3.0,16.0,6.0,37.5,2.02,0.76,0.13,0.33,3.0,1.0,1.0,1.6,0.8,0.05,1.4,1.2
Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,1.0,10.0,2.0,20.0,0.52,0.1,0.1,0.5,0.0,0.0,0.0,0.9,0.9,0.09,0.1,0.1
Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Steffen,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,27,1991,17.6,6.0,29.0,10.0,34.5,1.65,0.57,0.21,0.6,0.0,0.0,0.0,4.5,4.5,0.16,1.5,1.5
Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,0.0,18.0,2.0,11.1,0.64,0.07,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.03,-0.5,-0.5
Jack Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,1.0,6.0,1.0,16.7,0.22,0.04,0.17,1.0,0.0,0.0,0.0,0.7,0.7,0.12,0.3,0.3
Mariusz Stępiński,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,3.0,15.0,6.0,40.0,1.91,0.76,0.2,0.5,0.0,0.0,0.0,2.9,2.9,0.19,0.1,0.1
Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,20.0,96.0,36.0,37.5,3.26,1.22,0.21,0.56,1.0,0.0,2.0,17.1,15.1,0.16,2.9,4.9
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,2.0,22.0,4.0,18.2,0.59,0.11,0.09,0.5,0.0,0.0,0.0,1.2,1.2,0.05,0.8,0.8
Marco Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,0.0,19.0,5.0,26.3,1.45,0.38,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.08,-1.5,-1.5
Lars Stindl,de GER,"MF,FW",M'Gladbach,de Bundesliga,30,1988,15.9,9.0,32.0,13.0,40.6,2.01,0.82,0.22,0.54,3.0,2.0,2.0,6.5,5.0,0.16,2.5,2.0
Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,0.0,22.0,6.0,27.3,1.56,0.43,0.0,0.0,1.0,0.0,0.0,0.8,0.8,0.04,-0.8,-0.8
Vlatko Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,0.0,2.0,2.0,100.0,1.46,1.46,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.23,-0.5,-0.5
John Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,0.0,6.0,1.0,16.7,0.48,0.08,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,-0.6,-0.6
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tobias Strobl,de GER,"MF,DF",M'Gladbach,de Bundesliga,29,1990,6.8,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Christian Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,1.0,8.0,3.0,37.5,0.53,0.2,0.13,0.33,0.0,0.0,0.0,1.3,1.3,0.17,-0.3,-0.3
Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,2.0,10.0,1.0,10.0,0.64,0.06,0.1,1.0,0.0,1.0,1.0,1.4,0.7,0.07,0.6,0.3
Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,31.0,1.0,12.0,3.0,25.0,0.39,0.1,0.08,0.33,0.0,0.0,0.0,1.6,1.6,0.13,-0.6,-0.6
Stefano Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,1.0,18.0,6.0,33.3,1.29,0.43,0.06,0.17,2.0,0.0,0.0,2.2,2.2,0.13,-1.2,-1.2
Damián Suárez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,1.0,20.0,5.0,25.0,0.69,0.17,0.05,0.2,6.0,0.0,0.0,0.8,0.8,0.04,0.2,0.2
Denis Suárez,es ESP,"MF,FW",Celta Vigo,es La Liga,25,1994,18.1,1.0,19.0,9.0,47.4,1.05,0.5,0.05,0.11,1.0,0.0,1.0,2.3,1.5,0.08,-1.3,-0.5
Luis Suárez,uy URU,FW,Barcelona,es La Liga,32,1987,22.2,16.0,78.0,42.0,53.8,3.51,1.89,0.19,0.36,1.0,1.0,1.0,13.9,13.2,0.17,2.1,1.8
Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,23,1996,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neven Subotić,rs SRB,DF,Union Berlin,de Bundesliga,30,1988,21.8,1.0,12.0,3.0,25.0,0.55,0.14,0.08,0.33,0.0,0.0,0.0,0.8,0.8,0.07,0.2,0.2
Isaac Success,ng NGA,"FW,MF",Watford,eng Premier League,23,1996,0.8,0.0,1.0,1.0,100.0,1.29,1.29,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
Marek Suchý,cz CZE,DF,Augsburg,de Bundesliga,31,1988,4.4,0.0,2.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,23,1995,7.1,0.0,6.0,1.0,16.7,0.84,0.14,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Ki Sung-yueng,kr KOR,MF,Mallorca,es La Liga,30,1989,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,30,1989,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stoppila Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,15.0,0.0,5.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.09,-0.5,-0.5
Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,32,1986,2.6,0.0,1.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Sam Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,0.3,0.0,2.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,-0.4,-0.4
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suso,es ESP,"FW,MF",Sevilla,es La Liga,25,1993,8.7,1.0,14.0,7.0,50.0,1.61,0.8,0.07,0.14,2.0,0.0,0.0,1.0,1.0,0.07,0.0,0.0
Suso,es ESP,"FW,MF",Milan,it Serie A,25,1993,15.1,1.0,31.0,12.0,38.7,2.05,0.79,0.03,0.08,2.0,0.0,0.0,1.1,1.1,0.04,-0.1,-0.1
Bosko Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,3.1,0.0,1.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Markus Suttner,at AUT,"DF,MF",Düsseldorf,de Bundesliga,32,1987,14.9,0.0,15.0,1.0,6.7,1.01,0.07,0.0,0.0,3.0,0.0,0.0,0.5,0.5,0.03,-0.5,-0.5
Mattias Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,11.7,1.0,37.0,9.0,24.3,3.17,0.77,0.03,0.11,1.0,0.0,0.0,2.1,2.1,0.06,-1.1,-1.1
Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28.0,0.0,23.0,4.0,17.4,0.82,0.14,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04,-1.0,-1.0
Moussa Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddy Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,12.7,1.0,31.0,11.0,35.5,2.43,0.86,0.03,0.09,0.0,0.0,0.0,4.8,4.8,0.15,-3.8,-3.8
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,29,1990,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,1.0,12.0,2.0,16.7,1.12,0.19,0.08,0.5,1.0,0.0,0.0,0.9,0.9,0.08,0.1,0.1
Tachi,es ESP,DF,Alavés,es La Liga,21,1997,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panagiotis Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,22.3,0.0,26.0,7.0,26.9,1.17,0.31,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.03,-0.7,-0.7
Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,23.2,0.0,5.0,1.0,20.0,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Flavien Tait,fr FRA,"MF,FW",Rennes,fr Ligue 1,26,1993,9.8,2.0,14.0,4.0,28.6,1.42,0.41,0.14,0.5,1.0,0.0,0.0,1.3,1.3,0.1,0.7,0.7
Mahdi Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,1.0,5.0,1.0,20.0,0.87,0.17,0.2,1.0,0.0,0.0,0.0,0.5,0.5,0.11,0.5,0.5
Adrien Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,0.0,3.0,1.0,33.3,0.51,0.17,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Adil Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,0.0,1.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1
Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,0.0,2.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,1.0,7.0,4.0,57.1,0.27,0.16,0.14,0.25,1.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5
Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,23,1996,10.6,0.0,2.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.12,-0.2,-0.2
James Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38.0,2.0,20.0,4.0,20.0,0.53,0.11,0.1,0.5,0.0,0.0,0.0,2.4,2.4,0.12,-0.4,-0.4
Ciprian Tătărușanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,30,1988,22.2,5.0,50.0,17.0,34.0,2.25,0.77,0.08,0.24,0.0,1.0,1.0,7.4,6.7,0.14,-2.4,-2.7
Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,25,1993,21.6,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Neil Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,1989,12.1,0.0,3.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,-0.3,-0.3
Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,12.3,0.0,12.0,5.0,41.7,0.97,0.41,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8
Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,19,2000,0.7,0.0,2.0,1.0,50.0,2.77,1.38,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Georg Teigl,at AUT,"DF,MF",Augsburg,de Bundesliga,28,1991,1.2,0.0,1.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.11,-0.1,-0.1
Álvaro Tejero,es ESP,DF,Eibar,es La Liga,23,1996,16.1,0.0,7.0,1.0,14.3,0.44,0.06,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Bernard Tekpetey,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,21,1997,5.0,0.0,11.0,1.0,9.1,2.21,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5
Nathan Tella,eng ENG,FW,Southampton,eng Premier League,20,1999,0.0,0.0,1.0,1.0,100.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Cristian Tello,es ESP,"MF,FW",Betis,es La Liga,27,1991,8.7,2.0,19.0,6.0,31.6,2.17,0.69,0.11,0.33,2.0,0.0,0.0,1.6,1.6,0.09,0.4,0.4
Lino Tempelmann,de GER,MF,Freiburg,de Bundesliga,20,1999,0.4,0.0,1.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
