Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %,% of dribblers tackled,A-xA,Assists,Att 3rd Pressures,Att 3rd tackles,Att 3rd touches,Attempted Dribbles,Blocked pass,Blocked shots,Blocks,CK in,CK out,CK str,Carries,Clearances,Corner Kicks,Crosses into Penalty Area,Dead Ball passes,Def 3rd Pressures,Def 3rd tackles,Def 3rd touches,Def Pen touches,Errors,Free Kick passes,G-xG,GCA OG,GCA dribbled,GCA fouls,GCA pass dead,GCA pass live,GCA shots,Goal-Creating Actions,Goal-Creating Actions p90,Goals,Goals per shot,Goals per shot on target,Ground passes,Head passes,High passes,Key Passes,Left passes,Live Ball passes,Live ball touches,Long Pass Completion %,Long Passes Attempted,Long Passes Completed,Low passes,Medium Pass Completion %,Medium Passes Attempted,Medium Passes Completed,Megs,Mid 3rd Pressures,Mid 3rd tackles,Mid 3rd touches,Miscon,No Tackels won,No of times dribbled past,No. Tackels,Non-penalty xG,Other passes,Pass Completion %,Pass Targets,Pass out of bounds,Passes Attempted,Passes Completed,Passes Dispossed,Passes Received,Passes Received %,Passes blocked,Passes completed,Passes intercepted,Passes into Final Third,Passes into Penalty Area,Passes offside,Passes under pressure,Penalty Kicks attempted,Penalty Kicks scored,Players dribbled past,Pressures,PrgDist,ProgDist carries,Progressive Passes,Right passes,SCA from dribbles,SCA from fouls,SCA pass dead,SCA pass live,SCA shots,ShSv,Short Pass Completion %,Short Passes Attempted,Short Passes Completed,Shot-Creating Actions,Shot-Creating Actions p90,Shots,Shots Total p90,Shots from Free Kicks,Shots on Target,Shots on Target %,Shots on Target p90,Succ Pressures,Succ Pressures %,Successful Dribble %,Successful Dribbles,Switches,Tackles v Dribble attempts,Tackles v Dribbles,Through Balls,Throw ins,Tkl+Int,TotDist,Total Distance carries,Touches,Touches in Box,np:G-xG,npxG/Sh,xA,xG
Jonathan Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30.0,9.0,0.0,0.0,50.0,20.0,3.0,114.0,31.0,29.0,0.0,0.0,0.0,235.0,13.0,16.0,44.8,40.6,2.6,6.0,60.0,5.0,544.0,38.0,46.0,3.0,49.0,0.0,4.0,0.0,839.0,77.0,23.0,23.0,298.0,276.0,34.0,409.0,75.0,0.0,44.0,1.4,0.0,0.0,0.0,2.0,7.0,0.0,9.0,0.3,3.0,0.13,0.33,588.0,62.0,467.0,46.0,918.0,992.0,1294.0,44.5,416.0,185.0,235.0,81.7,815.0,666.0,1.0,205.0,15.0,710.0,28.0,29.0,41.0,54.0,1.6,2.0,67.4,974.0,35.0,1290.0,869.0,20.0,821.0,84.3,55.0,869.0,29.0,69.0,35.0,8.0,177.0,0.0,0.0,21.0,541.0,8234.0,2383.0,205.0,70.0,3.0,2.0,21.0,45.0,3.0,0.0,30.5,59.0,18.0,74.0,2.47,23.0,0.77,0.0,9.0,39.1,0.3,134.0,24.8,50.0,19.0,53.0,69.0,28.0,2.0,231.0,85.0,16393.0,4184.0,1588.0,42.0,1.4,0.07,3.4,1.6
Matheus Pereira da Silva,br BRA,MF,Juventus,it Serie A,20,1998,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,33.3,33.3,0.0,0.0,4.0,0.0,29.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,38.0,0.0,2.0,1.0,4.0,6.0,1.0,4.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.98,0.0,0.0,0.0,30.0,2.0,5.0,1.0,35.0,41.0,51.0,72.7,11.0,8.0,10.0,87.1,31.0,27.0,0.0,4.0,1.0,24.0,0.0,1.0,2.0,2.0,0.1,0.0,77.8,48.0,1.0,45.0,35.0,1.0,41.0,85.4,4.0,35.0,0.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,14.0,192.0,73.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.96,2.0,1.96,0.0,0.0,0.0,0.0,6.0,42.9,0.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,654.0,184.0,55.0,5.0,-0.1,0.05,0.0,0.1
Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,23.1,4.0,0.0,0.0,20.0,25.0,2.0,1.0,14.0,10.0,0.0,2.0,0.0,243.0,39.0,15.0,72.2,28.6,0.4,1.0,7.0,2.0,76.0,6.0,22.0,19.0,41.0,0.0,0.0,0.0,1533.0,112.0,0.0,0.0,49.0,67.0,10.0,884.0,238.0,4.0,45.0,-0.9,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.17,0.0,0.0,0.0,1594.0,63.0,136.0,5.0,142.0,1831.0,2044.0,90.0,541.0,487.0,150.0,95.7,1317.0,1260.0,0.0,52.0,7.0,1264.0,4.0,10.0,10.0,19.0,0.9,10.0,93.8,1596.0,16.0,1880.0,1763.0,4.0,1582.0,99.1,10.0,1763.0,10.0,171.0,10.0,4.0,162.0,0.0,0.0,6.0,126.0,13731.0,5425.0,133.0,1650.0,0.0,1.0,1.0,22.0,0.0,0.0,72.7,22.0,16.0,24.0,1.04,13.0,0.56,0.0,0.0,0.0,0.0,43.0,34.1,100.0,6.0,33.0,14.0,4.0,6.0,4.0,33.0,35493.0,8141.0,2088.0,21.0,-0.9,0.07,0.6,0.9
Xande Silva,pt POR,FW,West Ham,eng Premier League,21,1997,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,5.0,9.0,0.0,1.0,0.0,0.0,75.0,4.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1,0.0,60.0,11.0,0.0,5.0,3.0,0.0,6.0,54.5,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,9.0,3.0,-0.1,0.03,0.0,0.1
Matías Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34.0,6.0,0.0,0.0,24.0,22.0,1.0,3.0,13.0,16.0,0.0,0.0,1.0,267.0,65.0,31.0,67.7,50.0,-0.1,0.0,8.0,0.0,42.0,1.0,16.0,25.0,41.0,0.0,0.0,0.0,1138.0,184.0,0.0,0.0,58.0,152.0,21.0,995.0,279.0,0.0,54.0,1.2,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.06,2.0,0.2,0.4,1005.0,93.0,346.0,4.0,190.0,1426.0,1703.0,77.1,619.0,477.0,133.0,92.9,842.0,782.0,0.0,51.0,6.0,823.0,4.0,16.0,10.0,27.0,0.8,3.0,85.4,1163.0,32.0,1484.0,1267.0,1.0,1150.0,98.9,16.0,1267.0,11.0,76.0,1.0,0.0,154.0,0.0,0.0,1.0,211.0,8619.0,3323.0,70.0,1162.0,0.0,0.0,0.0,10.0,2.0,0.0,34.8,23.0,8.0,13.0,0.38,10.0,0.29,0.0,5.0,50.0,0.15,72.0,34.1,100.0,1.0,86.0,20.0,10.0,0.0,4.0,40.0,30310.0,6157.0,1758.0,23.0,1.2,0.08,0.1,0.8
Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,27.3,2.0,0.0,0.0,48.0,59.0,15.0,12.0,5.0,24.0,1.0,0.0,0.0,118.0,25.0,75.0,25.0,21.1,0.0,3.0,193.0,4.0,411.0,55.0,28.0,4.0,32.0,0.0,0.0,0.0,552.0,10.0,0.0,3.0,26.0,54.0,9.0,74.0,13.0,0.0,0.0,-4.7,1.0,1.0,1.0,0.0,4.0,0.0,7.0,0.26,6.0,0.09,0.21,245.0,35.0,47.0,34.0,41.0,340.0,741.0,55.3,38.0,21.0,74.0,73.5,298.0,219.0,1.0,235.0,19.0,342.0,80.0,24.0,30.0,32.0,10.7,9.0,67.8,1062.0,4.0,366.0,248.0,88.0,518.0,48.8,21.0,248.0,18.0,14.0,14.0,2.0,77.0,0.0,0.0,33.0,482.0,736.0,2102.0,25.0,265.0,6.0,5.0,0.0,48.0,6.0,0.0,26.7,30.0,8.0,66.0,2.42,69.0,2.53,0.0,28.0,40.6,1.03,113.0,23.4,58.2,32.0,3.0,38.0,8.0,2.0,1.0,37.0,3563.0,4229.0,767.0,141.0,-4.7,0.16,3.0,10.7
Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,22,1996,2.6,0.0,0.0,0.0,4.0,2.0,1.0,0.0,14.0,6.0,0.0,1.0,0.0,22.0,9.0,5.0,64.3,40.0,0.0,0.0,0.0,1.0,8.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,122.0,16.0,0.0,0.0,4.0,17.0,6.0,95.0,25.0,0.0,4.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,5.0,24.0,0.0,11.0,141.0,189.0,69.6,46.0,32.0,9.0,90.7,97.0,88.0,0.0,5.0,1.0,100.0,2.0,6.0,3.0,8.0,0.9,0.0,83.4,125.0,2.0,145.0,121.0,2.0,121.0,96.8,1.0,121.0,2.0,8.0,0.0,0.0,16.0,0.0,0.0,1.0,22.0,775.0,431.0,6.0,128.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,2.0,1.0,1.0,0.38,5.0,1.89,0.0,0.0,0.0,0.0,5.0,22.7,100.0,1.0,1.0,5.0,2.0,0.0,0.0,22.0,2503.0,770.0,193.0,6.0,-0.9,0.18,0.0,0.9
Moses Simon,ng NGA,"DF,MF",Levante,es La Liga,23,1995,8.7,1.0,0.0,0.0,8.0,6.0,0.0,19.0,7.0,5.0,0.0,1.0,0.0,65.0,3.0,6.0,33.3,22.2,0.5,1.0,30.0,2.0,177.0,33.0,19.0,1.0,20.0,0.0,0.0,0.0,293.0,12.0,1.0,1.0,58.0,79.0,6.0,100.0,14.0,1.0,1.0,-1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11,0.0,0.0,0.0,146.0,11.0,60.0,6.0,55.0,241.0,358.0,50.7,69.0,35.0,93.0,81.2,213.0,173.0,0.0,66.0,4.0,171.0,13.0,5.0,7.0,12.0,1.1,2.0,70.9,294.0,8.0,299.0,212.0,24.0,237.0,80.6,18.0,212.0,7.0,18.0,5.0,1.0,60.0,0.0,0.0,21.0,175.0,1414.0,1593.0,41.0,174.0,2.0,0.0,1.0,8.0,1.0,0.0,23.5,17.0,4.0,12.0,1.38,14.0,1.61,0.0,5.0,35.7,0.57,38.0,21.7,60.6,20.0,4.0,9.0,2.0,1.0,56.0,19.0,3640.0,2414.0,416.0,36.0,-1.1,0.08,0.5,1.1
Unai Simón,es ESP,GK,Athletic Club,es La Liga,21,1997,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,64.0,0.0,0.0,206.0,185.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,106.0,0.0,12.0,119.0,142.0,51.0,143.0,73.0,9.0,97.5,40.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,61.2,72.0,11.0,183.0,112.0,0.0,71.0,98.6,0.0,112.0,0.0,2.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,2874.0,338.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,4122.0,609.0,206.0,0.0,0.0,0.0,0.0,0.0
Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,3.2,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,35.0,7.0,4.0,63.6,40.0,0.0,0.0,0.0,0.0,25.0,0.0,8.0,4.0,12.0,0.0,0.0,0.0,87.0,16.0,0.0,0.0,37.0,31.0,7.0,82.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,16.0,53.0,1.0,7.0,117.0,161.0,60.0,40.0,24.0,36.0,74.1,108.0,80.0,0.0,18.0,2.0,101.0,3.0,7.0,3.0,9.0,0.0,2.0,70.1,92.0,5.0,154.0,108.0,1.0,81.0,88.0,4.0,108.0,6.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,49.0,913.0,139.0,21.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,66.7,6.0,4.0,2.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.8,0.0,0.0,5.0,5.0,2.0,1.0,35.0,13.0,2075.0,319.0,197.0,1.0,0.0,0.0,0.0,0.0
Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,4.5,0.0,0.0,0.0,3.0,1.0,0.0,1.0,7.0,4.0,0.0,1.0,1.0,46.0,11.0,9.0,55.0,66.7,-0.1,0.0,1.0,0.0,6.0,0.0,7.0,3.0,10.0,0.0,0.0,0.0,164.0,42.0,0.0,0.0,9.0,23.0,6.0,178.0,42.0,0.0,3.0,-0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.22,0.0,0.0,0.0,172.0,15.0,33.0,1.0,173.0,216.0,289.0,83.1,77.0,64.0,20.0,86.8,144.0,125.0,0.0,19.0,1.0,134.0,1.0,4.0,2.0,7.0,0.1,0.0,84.9,173.0,2.0,225.0,191.0,1.0,171.0,98.8,2.0,191.0,4.0,12.0,1.0,0.0,34.0,0.0,0.0,0.0,43.0,1490.0,608.0,10.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,50.0,4.0,2.0,3.0,0.67,2.0,0.45,0.0,1.0,50.0,0.22,11.0,25.6,0.0,0.0,3.0,6.0,4.0,0.0,6.0,14.0,4173.0,1175.0,298.0,3.0,-0.1,0.06,0.1,0.1
Josh Sims,eng ENG,"FW,MF",Southampton,eng Premier League,21,1997,2.4,0.0,0.0,0.0,1.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,23.0,1.0,9.0,10.0,0.0,0.5,1.0,19.0,0.0,37.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,56.0,1.0,0.0,2.0,1.0,17.0,1.0,22.0,2.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.27,0.0,0.0,0.0,33.0,3.0,5.0,2.0,9.0,45.0,74.0,66.7,6.0,4.0,8.0,81.1,37.0,30.0,0.0,28.0,0.0,23.0,3.0,0.0,0.0,1.0,0.6,0.0,78.3,111.0,0.0,46.0,36.0,9.0,45.0,40.5,2.0,36.0,2.0,1.0,2.0,0.0,12.0,0.0,0.0,3.0,64.0,153.0,312.0,3.0,33.0,0.0,0.0,0.0,4.0,0.0,0.0,66.7,3.0,2.0,4.0,1.7,5.0,2.12,0.0,1.0,20.0,0.42,23.0,35.9,75.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,532.0,501.0,75.0,9.0,-0.6,0.12,0.5,0.6
Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,0.7,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,75.0,0.0,0.0,0.0,5.0,0.0,15.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,4.0,2.0,17.0,20.0,26.0,75.0,4.0,3.0,5.0,76.5,17.0,13.0,0.0,3.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,77.3,37.0,0.0,22.0,17.0,1.0,18.0,48.6,0.0,17.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,8.0,52.0,34.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,1.0,3.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,339.0,132.0,28.0,1.0,0.0,0.0,0.0,0.0
Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,32.9,5.0,0.0,0.0,30.0,10.0,2.0,7.0,50.0,36.0,0.0,0.0,0.0,453.0,93.0,33.0,73.8,51.7,-1.3,0.0,9.0,0.0,107.0,27.0,24.0,15.0,39.0,0.0,0.0,0.0,912.0,199.0,0.0,2.0,150.0,195.0,41.0,893.0,174.0,2.0,45.0,-0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.03,1.0,0.05,0.25,756.0,131.0,501.0,12.0,1036.0,1298.0,1664.0,58.6,584.0,342.0,191.0,83.8,833.0,698.0,0.0,83.0,17.0,921.0,8.0,36.0,28.0,58.0,1.6,8.0,72.7,886.0,60.0,1448.0,1052.0,10.0,844.0,95.3,15.0,1052.0,19.0,87.0,10.0,4.0,215.0,0.0,0.0,23.0,287.0,8871.0,3194.0,137.0,120.0,0.0,1.0,1.0,21.0,0.0,1.0,38.7,31.0,12.0,23.0,0.7,21.0,0.64,0.0,4.0,19.0,0.12,85.0,29.6,81.5,22.0,58.0,58.0,30.0,1.0,105.0,108.0,23423.0,5750.0,1809.0,39.0,-0.6,0.08,1.3,1.6
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,1987,35.2,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,1.0,0.0,0.0,410.0,2.0,0.0,1202.0,1024.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,732.0,1.0,47.0,709.0,805.0,54.8,912.0,500.0,83.0,99.5,201.0,200.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,121.0,62.8,446.0,23.0,1119.0,703.0,0.0,445.0,99.8,2.0,703.0,5.0,17.0,0.0,5.0,84.0,0.0,0.0,2.0,2.0,18347.0,1638.0,1.0,844.0,0.0,0.0,2.0,3.0,0.0,0.0,50.0,6.0,3.0,5.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,28.0,2.0,0.0,0.0,0.0,0.0,27202.0,2787.0,1207.0,0.0,0.0,0.0,0.0,0.0
Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,29.6,9.0,0.0,0.0,73.0,28.0,0.0,15.0,28.0,40.0,0.0,0.0,0.0,328.0,44.0,39.0,53.0,31.1,-0.7,2.0,84.0,9.0,400.0,63.0,33.0,4.0,37.0,0.0,0.0,0.0,1216.0,45.0,0.0,6.0,9.0,212.0,21.0,299.0,53.0,1.0,8.0,1.5,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.17,3.0,0.11,0.38,970.0,55.0,178.0,24.0,158.0,1265.0,1616.0,75.8,314.0,238.0,126.0,85.3,913.0,779.0,0.0,445.0,35.0,1040.0,61.0,40.0,42.0,65.0,1.5,6.0,81.5,1257.0,28.0,1274.0,1038.0,42.0,1082.0,86.1,37.0,1038.0,18.0,120.0,21.0,3.0,273.0,0.0,0.0,39.0,741.0,4427.0,3462.0,105.0,1022.0,2.0,1.0,0.0,52.0,3.0,0.0,44.7,47.0,21.0,58.0,1.96,28.0,0.95,0.0,8.0,28.6,0.27,157.0,21.2,57.1,36.0,48.0,61.0,19.0,3.0,1.0,93.0,19564.0,6657.0,1623.0,41.0,1.5,0.05,2.7,1.5
Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,25.9,2.0,0.0,0.0,25.0,19.0,3.0,24.0,22.0,30.0,0.0,0.0,0.0,259.0,19.0,18.0,51.4,31.3,0.6,3.0,61.0,3.0,412.0,69.0,35.0,6.0,41.0,0.0,0.0,0.0,1241.0,24.0,0.0,3.0,34.0,163.0,24.0,333.0,52.0,0.0,11.0,-1.2,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.15,0.0,0.0,0.0,1097.0,43.0,150.0,23.0,140.0,1363.0,1611.0,76.5,243.0,186.0,150.0,90.1,1096.0,987.0,1.0,208.0,18.0,1029.0,25.0,30.0,22.0,45.0,1.2,5.0,86.3,1322.0,13.0,1397.0,1205.0,32.0,1185.0,89.6,33.0,1205.0,26.0,106.0,13.0,4.0,264.0,0.0,0.0,49.0,432.0,4909.0,4347.0,102.0,1169.0,2.0,2.0,0.0,38.0,0.0,0.0,55.2,58.0,32.0,42.0,1.62,15.0,0.58,0.0,3.0,20.0,0.12,119.0,27.5,65.2,45.0,28.0,32.0,10.0,2.0,22.0,67.0,20391.0,7905.0,1643.0,41.0,-1.2,0.08,2.4,1.2
Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,23,1995,9.4,0.0,0.0,0.0,8.0,21.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,1.0,0.0,7.1,-0.2,1.0,64.0,0.0,242.0,44.0,5.0,0.0,5.0,0.0,0.0,0.0,502.0,1.0,10.0,1.0,21.0,69.0,3.0,70.0,8.0,0.0,9.0,0.6,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.32,2.0,0.11,0.22,356.0,6.0,54.0,15.0,44.0,435.0,538.0,66.7,87.0,58.0,46.0,90.0,349.0,314.0,0.0,120.0,0.0,302.0,16.0,1.0,13.0,3.0,1.4,1.0,83.1,522.0,13.0,456.0,379.0,18.0,455.0,87.2,9.0,379.0,12.0,25.0,10.0,1.0,83.0,0.0,0.0,32.0,253.0,1391.0,1754.0,40.0,403.0,1.0,2.0,4.0,23.0,1.0,0.0,35.0,20.0,7.0,31.0,3.31,18.0,1.92,2.0,9.0,50.0,0.96,57.0,22.5,70.5,31.0,22.0,14.0,1.0,2.0,2.0,3.0,6376.0,3557.0,557.0,25.0,0.6,0.08,1.2,1.4
Antonio Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,48.0,0.0,0.0,113.0,101.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,89.0,1.0,4.0,54.0,65.0,40.2,92.0,37.0,1.0,100.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,46.1,23.0,6.0,102.0,47.0,0.0,23.0,100.0,0.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1994.0,220.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2387.0,325.0,113.0,0.0,0.0,0.0,0.1,0.0
Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,34.3,5.0,0.0,0.0,42.0,33.0,0.0,12.0,42.0,66.0,0.0,0.0,0.0,406.0,36.0,22.0,62.1,33.0,0.5,2.0,103.0,8.0,422.0,48.0,84.0,9.0,93.0,0.0,0.0,0.0,1375.0,62.0,0.0,4.0,46.0,231.0,40.0,466.0,79.0,0.0,32.0,1.8,0.0,0.0,1.0,0.0,5.0,1.0,7.0,0.2,3.0,0.11,0.5,1234.0,90.0,258.0,26.0,169.0,1637.0,2024.0,78.3,337.0,264.0,191.0,89.8,1299.0,1167.0,0.0,527.0,54.0,1291.0,20.0,66.0,63.0,102.0,1.2,11.0,86.8,1385.0,19.0,1683.0,1461.0,33.0,1280.0,92.4,21.0,1461.0,21.0,110.0,23.0,2.0,362.0,0.0,0.0,40.0,861.0,6175.0,2802.0,135.0,1368.0,1.0,7.0,1.0,56.0,2.0,0.0,63.8,47.0,30.0,67.0,1.95,27.0,0.79,0.0,6.0,22.2,0.17,238.0,27.6,79.2,38.0,51.0,94.0,31.0,2.0,14.0,144.0,26094.0,6659.0,2067.0,31.0,1.8,0.05,1.5,1.2
Oliver Skipp,eng ENG,"MF,FW",Tottenham,eng Premier League,17,2000,2.4,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,30.0,5.0,3.0,62.5,50.0,0.0,0.0,5.0,0.0,31.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,116.0,4.0,0.0,0.0,4.0,28.0,2.0,48.0,6.0,0.0,2.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,8.0,14.0,1.0,8.0,133.0,158.0,89.3,28.0,25.0,12.0,87.3,102.0,89.0,0.0,33.0,3.0,94.0,2.0,3.0,3.0,5.0,0.1,0.0,84.7,114.0,1.0,137.0,116.0,3.0,110.0,96.5,5.0,116.0,4.0,7.0,0.0,0.0,17.0,0.0,0.0,3.0,66.0,451.0,203.0,5.0,115.0,0.0,0.0,0.0,2.0,0.0,0.0,28.6,7.0,2.0,2.0,0.82,2.0,0.82,0.0,0.0,0.0,0.0,20.0,30.3,66.7,2.0,2.0,6.0,3.0,0.0,2.0,6.0,2054.0,429.0,162.0,2.0,-0.1,0.03,0.0,0.1
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,2.0,0.0,0.0,425.0,3.0,0.0,1216.0,1123.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,616.0,0.0,76.0,701.0,796.0,59.5,886.0,527.0,75.0,98.7,237.0,234.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,223.0,67.9,387.0,40.0,1126.0,764.0,0.0,383.0,99.0,3.0,764.0,3.0,11.0,0.0,5.0,52.0,0.0,0.0,0.0,4.0,17463.0,1390.0,0.0,763.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,3.0,3.0,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,27681.0,2369.0,1218.0,0.0,0.0,0.0,0.0,0.0
