Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Attempted,Live Ball passes,Dead Ball passes,Free Kick passes,Through Balls,Passes under pressure,Switches,Crosses,Corner Kicks,CK in,CK out,CK str,Ground passes,Low passes,High passes,Left passes,Right passes,Head passes,Throw ins,Other passes,Passes completed,Passes offside,Pass out of bounds,Passes intercepted,Passes blocked
Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,678.0,662.0,16.0,7.0,0.0,156.0,9.0,11.0,1.0,0.0,1.0,0.0,439.0,162.0,77.0,196.0,446.0,19.0,8.0,4.0,566.0,4.0,9.0,7.0,23.0
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,12.0,542.0,527.0,15.0,8.0,0.0,110.0,15.0,0.0,0.0,0.0,0.0,0.0,365.0,90.0,87.0,60.0,420.0,36.0,2.0,4.0,457.0,2.0,8.0,12.0,8.0
Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,317.0,238.0,79.0,19.0,0.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,126.0,24.0,167.0,54.0,211.0,0.0,0.0,29.0,193.0,1.0,11.0,2.0,1.0
Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,454.0,403.0,51.0,6.0,0.0,68.0,6.0,16.0,0.0,0.0,0.0,0.0,339.0,85.0,30.0,312.0,86.0,11.0,45.0,0.0,389.0,0.0,6.0,11.0,13.0
Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,979.0,673.0,306.0,57.0,0.0,97.0,20.0,0.0,0.0,0.0,0.0,0.0,455.0,51.0,473.0,131.0,699.0,1.0,0.0,116.0,668.0,2.0,23.0,3.0,3.0
Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,489.0,420.0,69.0,33.0,1.0,73.0,33.0,16.0,36.0,12.0,13.0,8.0,277.0,63.0,149.0,32.0,436.0,17.0,0.0,1.0,387.0,2.0,8.0,3.0,7.0
Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,399.0,373.0,26.0,7.0,0.0,56.0,11.0,0.0,0.0,0.0,0.0,0.0,235.0,76.0,88.0,45.0,278.0,33.0,19.0,6.0,325.0,2.0,9.0,4.0,10.0
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,235.0,216.0,19.0,0.0,0.0,86.0,0.0,6.0,0.0,0.0,0.0,0.0,80.0,87.0,68.0,11.0,117.0,34.0,1.0,14.0,141.0,0.0,8.0,4.0,10.0
Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,135.0,126.0,9.0,0.0,0.0,65.0,0.0,5.0,0.0,0.0,0.0,0.0,48.0,51.0,36.0,8.0,77.0,15.0,0.0,5.0,91.0,0.0,1.0,0.0,5.0
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,849.0,582.0,267.0,64.0,1.0,99.0,29.0,0.0,0.0,0.0,0.0,0.0,347.0,54.0,448.0,52.0,619.0,0.0,0.0,127.0,575.0,2.0,22.0,3.0,1.0
Ken Sema,se SWE,"DF,MF",Udinese,it Serie A,25,1993,27.3,1070.0,863.0,207.0,16.0,0.0,170.0,29.0,115.0,30.0,7.0,12.0,1.0,557.0,251.0,262.0,710.0,159.0,26.0,160.0,5.0,775.0,5.0,10.0,13.0,59.0
Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,1663.0,1493.0,170.0,13.0,2.0,189.0,12.0,23.0,1.0,1.0,0.0,0.0,1317.0,236.0,110.0,254.0,1225.0,21.0,156.0,2.0,1487.0,3.0,10.0,39.0,35.0
Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,7.0,356.0,279.0,77.0,4.0,0.0,26.0,12.0,9.0,0.0,0.0,0.0,0.0,189.0,88.0,79.0,62.0,207.0,8.0,73.0,3.0,273.0,0.0,4.0,4.0,16.0
Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,83.0,79.0,4.0,4.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,69.0,9.0,5.0,4.0,78.0,0.0,0.0,0.0,77.0,0.0,1.0,1.0,0.0
Stefano Sensi,it ITA,"MF,FW",Inter,it Serie A,23,1995,8.0,515.0,455.0,60.0,16.0,3.0,82.0,22.0,26.0,40.0,11.0,5.0,3.0,347.0,85.0,83.0,81.0,419.0,9.0,3.0,1.0,422.0,1.0,4.0,4.0,17.0
Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34.0,1138.0,706.0,432.0,103.0,2.0,75.0,57.0,0.0,0.0,0.0,0.0,0.0,506.0,85.0,547.0,719.0,232.0,0.0,0.0,114.0,841.0,4.0,28.0,4.0,1.0
Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,498.0,493.0,5.0,4.0,4.0,117.0,12.0,2.0,0.0,0.0,0.0,0.0,361.0,61.0,76.0,58.0,408.0,19.0,1.0,1.0,386.0,3.0,14.0,11.0,22.0
Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,195.0,168.0,27.0,2.0,0.0,39.0,5.0,12.0,1.0,0.0,1.0,0.0,119.0,42.0,34.0,151.0,11.0,4.0,24.0,0.0,145.0,0.0,1.0,4.0,8.0
Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,28.5,1745.0,1427.0,318.0,156.0,2.0,280.0,80.0,30.0,113.0,40.0,36.0,6.0,1170.0,224.0,351.0,193.0,1477.0,49.0,10.0,9.0,1446.0,7.0,31.0,15.0,30.0
Yevhen Shakhov,ua UKR,"MF,FW",Lecce,it Serie A,28,1990,12.1,401.0,392.0,9.0,2.0,1.0,84.0,10.0,1.0,2.0,0.0,0.0,0.0,287.0,62.0,52.0,79.0,288.0,13.0,3.0,5.0,334.0,2.0,1.0,10.0,14.0
Xherdan Shaqiri,ch SUI,FW,Liverpool,eng Premier League,27,1991,2.1,109.0,96.0,13.0,2.0,0.0,21.0,3.0,4.0,6.0,3.0,1.0,0.0,62.0,26.0,21.0,82.0,17.0,2.0,5.0,0.0,90.0,2.0,0.0,4.0,2.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,11.7,222.0,216.0,6.0,0.0,1.0,69.0,2.0,15.0,0.0,0.0,0.0,0.0,134.0,57.0,31.0,21.0,170.0,18.0,0.0,5.0,162.0,1.0,3.0,7.0,12.0
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,19.3,1296.0,1137.0,159.0,19.0,1.0,243.0,14.0,24.0,5.0,4.0,0.0,0.0,910.0,203.0,183.0,972.0,111.0,55.0,135.0,3.0,1121.0,1.0,12.0,19.0,37.0
Khiry Shelton,us USA,"FW,MF",Paderborn 07,de Bundesliga,26,1993,0.4,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,23.5,1091.0,964.0,127.0,50.0,6.0,230.0,108.0,25.0,61.0,26.0,24.0,4.0,574.0,157.0,360.0,117.0,925.0,32.0,2.0,4.0,790.0,12.0,23.0,19.0,21.0
Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,0.5,42.0,41.0,1.0,1.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,7.0,6.0,35.0,1.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0
Djibril Sidibé,fr FRA,DF,Everton,eng Premier League,27,1992,20.3,1165.0,965.0,200.0,18.0,0.0,184.0,35.0,49.0,1.0,0.0,0.0,0.0,667.0,269.0,229.0,140.0,774.0,47.0,181.0,2.0,909.0,4.0,20.0,26.0,45.0
Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,1.0,48.0,48.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,6.0,14.0,30.0,3.0,0.0,0.0,40.0,0.0,1.0,0.0,2.0
Sidnei,br BRA,DF,Betis,es La Liga,29,1989,13.1,855.0,805.0,50.0,33.0,0.0,81.0,26.0,0.0,0.0,0.0,0.0,0.0,622.0,119.0,114.0,183.0,602.0,32.0,14.0,8.0,778.0,1.0,12.0,7.0,3.0
Theoson Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,23,1996,4.9,103.0,97.0,6.0,0.0,0.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,74.0,20.0,9.0,12.0,76.0,4.0,0.0,6.0,78.0,0.0,1.0,4.0,5.0
Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,0.1,4.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,29,1989,28.4,1109.0,974.0,135.0,42.0,3.0,160.0,51.0,47.0,71.0,29.0,35.0,5.0,711.0,184.0,214.0,175.0,870.0,38.0,3.0,6.0,867.0,3.0,20.0,14.0,34.0
Luca Siligardi,it ITA,"FW,MF",Parma,it Serie A,31,1988,3.7,151.0,139.0,12.0,2.0,0.0,33.0,5.0,6.0,4.0,2.0,1.0,1.0,72.0,41.0,38.0,122.0,11.0,6.0,3.0,2.0,104.0,1.0,4.0,4.0,7.0
Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,13.6,835.0,776.0,59.0,44.0,1.0,124.0,34.0,8.0,13.0,4.0,7.0,0.0,576.0,131.0,128.0,145.0,634.0,30.0,2.0,12.0,719.0,0.0,9.0,9.0,10.0
André Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,11.0,11.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,9.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,17.5,483.0,443.0,40.0,1.0,3.0,148.0,6.0,12.0,1.0,0.0,0.0,0.0,257.0,134.0,92.0,48.0,332.0,54.0,5.0,8.0,340.0,0.0,9.0,9.0,21.0
Bernardo Silva,pt POR,"FW,MF",Manchester City,eng Premier League,24,1994,22.6,1451.0,1394.0,57.0,11.0,3.0,251.0,24.0,63.0,19.0,1.0,1.0,0.0,1103.0,210.0,138.0,1282.0,94.0,40.0,24.0,2.0,1262.0,2.0,6.0,15.0,39.0
David Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,20.3,1513.0,1455.0,58.0,18.0,11.0,269.0,12.0,26.0,10.0,1.0,2.0,0.0,1232.0,182.0,99.0,1292.0,189.0,16.0,5.0,5.0,1319.0,6.0,14.0,34.0,39.0
Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,99.0,79.0,20.0,0.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,47.0,18.0,34.0,49.0,25.0,1.0,20.0,0.0,66.0,0.0,2.0,3.0,6.0
Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,1365.0,1059.0,306.0,54.0,3.0,151.0,68.0,99.0,11.0,2.0,9.0,0.0,592.0,284.0,489.0,953.0,76.0,72.0,240.0,7.0,942.0,5.0,42.0,24.0,54.0
Matheus Pereira da Silva,br BRA,"MF,FW",Dijon,fr Ligue 1,21,1998,5.2,239.0,223.0,16.0,6.0,2.0,73.0,6.0,9.0,8.0,2.0,1.0,2.0,144.0,41.0,54.0,198.0,32.0,4.0,2.0,2.0,176.0,1.0,6.0,9.0,10.0
Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35.0,1279.0,837.0,442.0,141.0,1.0,107.0,28.0,0.0,0.0,0.0,0.0,0.0,322.0,45.0,912.0,797.0,246.0,1.0,0.0,115.0,716.0,5.0,52.0,3.0,5.0
Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,1502.0,1463.0,39.0,33.0,1.0,154.0,39.0,0.0,0.0,0.0,0.0,0.0,1250.0,166.0,86.0,135.0,1300.0,35.0,6.0,13.0,1440.0,2.0,10.0,1.0,5.0
Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35.0,991.0,568.0,423.0,93.0,0.0,79.0,11.0,0.0,0.0,0.0,0.0,0.0,245.0,25.0,721.0,43.0,791.0,0.0,0.0,79.0,450.0,4.0,38.0,4.0,2.0
Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,860.0,745.0,115.0,14.0,0.0,123.0,33.0,20.0,0.0,0.0,0.0,0.0,517.0,143.0,200.0,76.0,623.0,34.0,101.0,4.0,689.0,1.0,15.0,16.0,22.0
Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,32.5,496.0,443.0,53.0,0.0,3.0,114.0,5.0,20.0,0.0,0.0,0.0,0.0,313.0,116.0,67.0,51.0,359.0,46.0,0.0,12.0,350.0,0.0,6.0,19.0,30.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,24,1995,24.2,663.0,632.0,31.0,5.0,2.0,165.0,8.0,59.0,3.0,3.0,0.0,0.0,452.0,112.0,99.0,131.0,485.0,18.0,16.0,4.0,490.0,3.0,8.0,11.0,50.0
Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,1107.0,724.0,383.0,115.0,0.0,69.0,44.0,0.0,0.0,0.0,0.0,0.0,292.0,65.0,750.0,53.0,844.0,0.0,0.0,141.0,650.0,4.0,38.0,6.0,3.0
Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1996,2.7,100.0,86.0,14.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,53.0,27.0,20.0,68.0,15.0,1.0,14.0,0.0,70.0,1.0,8.0,3.0,3.0
Sarpreet Singh,nz NZL,"FW,MF",Bayern Munich,de Bundesliga,20,1999,0.8,29.0,29.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,5.0,20.0,5.0,3.0,0.0,0.0,22.0,0.0,1.0,1.0,1.0
Wilfried Singo,ci CIV,DF,Torino,it Serie A,18,2000,1.5,70.0,62.0,8.0,0.0,0.0,13.0,4.0,8.0,0.0,0.0,0.0,0.0,35.0,19.0,16.0,6.0,48.0,4.0,8.0,1.0,53.0,1.0,3.0,1.0,1.0
Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,738.0,652.0,86.0,9.0,5.0,118.0,11.0,12.0,2.0,0.0,2.0,0.0,529.0,115.0,94.0,542.0,96.0,18.0,75.0,2.0,626.0,4.0,13.0,15.0,10.0
Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,834.0,723.0,111.0,31.0,1.0,145.0,24.0,8.0,0.0,0.0,0.0,0.0,392.0,115.0,327.0,588.0,63.0,57.0,80.0,1.0,594.0,2.0,23.0,4.0,18.0
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36.0,1162.0,694.0,468.0,134.0,0.0,91.0,23.0,1.0,0.0,0.0,0.0,0.0,427.0,80.0,655.0,84.0,879.0,0.0,0.0,114.0,820.0,3.0,27.0,2.0,6.0
Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,667.0,651.0,16.0,8.0,0.0,181.0,22.0,15.0,0.0,0.0,0.0,0.0,455.0,113.0,99.0,92.0,516.0,24.0,7.0,3.0,554.0,1.0,15.0,10.0,20.0
Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,1279.0,1212.0,67.0,21.0,2.0,196.0,23.0,21.0,0.0,0.0,0.0,0.0,960.0,186.0,133.0,125.0,1025.0,47.0,46.0,12.0,1106.0,3.0,14.0,24.0,23.0
Sambou Sissoko,fr FRA,"MF,FW",Reims,fr Ligue 1,20,1999,0.4,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,24,1995,9.9,445.0,416.0,29.0,9.0,0.0,90.0,18.0,25.0,13.0,6.0,7.0,0.0,299.0,80.0,66.0,44.0,381.0,4.0,7.0,8.0,348.0,1.0,8.0,13.0,12.0
Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,83.0,42.0,41.0,14.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,63.0,6.0,64.0,0.0,0.0,9.0,43.0,0.0,6.0,0.0,0.0
Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,1400.0,1342.0,58.0,51.0,3.0,298.0,32.0,7.0,0.0,0.0,0.0,0.0,946.0,225.0,229.0,133.0,1138.0,85.0,7.0,6.0,1190.0,7.0,12.0,18.0,17.0
Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,18,2000,0.9,38.0,38.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,5.0,2.0,32.0,4.0,0.0,0.0,33.0,0.0,2.0,2.0,0.0
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37.0,1147.0,762.0,385.0,93.0,0.0,83.0,38.0,0.0,0.0,0.0,0.0,0.0,636.0,62.0,449.0,92.0,805.0,0.0,0.0,216.0,868.0,7.0,32.0,5.0,3.0
Andreas Skov Olsen,dk DEN,"FW,MF",Bologna,it Serie A,19,1999,8.4,378.0,353.0,25.0,4.0,0.0,77.0,14.0,34.0,18.0,8.0,3.0,2.0,244.0,52.0,82.0,231.0,120.0,19.0,3.0,2.0,274.0,1.0,6.0,5.0,14.0
Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,23,1996,29.0,1341.0,1081.0,260.0,36.0,4.0,258.0,56.0,76.0,68.0,14.0,38.0,9.0,748.0,259.0,334.0,1011.0,109.0,49.0,155.0,6.0,1005.0,4.0,32.0,10.0,43.0
Simon Skrabb,fi FIN,"MF,FW",Brescia,it Serie A,24,1995,2.9,98.0,97.0,1.0,1.0,0.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,50.0,27.0,21.0,80.0,13.0,3.0,0.0,0.0,72.0,0.0,0.0,2.0,4.0
Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.2,1997.0,1926.0,71.0,48.0,1.0,192.0,57.0,2.0,0.0,0.0,0.0,0.0,1643.0,164.0,190.0,333.0,1550.0,58.0,23.0,14.0,1843.0,4.0,15.0,13.0,6.0
Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,129.0,126.0,3.0,0.0,0.0,34.0,2.0,7.0,0.0,0.0,0.0,0.0,67.0,37.0,25.0,22.0,92.0,9.0,3.0,2.0,84.0,0.0,4.0,2.0,14.0
Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,26.0,26.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,6.0,10.0,6.0,4.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0
Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,543.0,514.0,29.0,1.0,12.0,126.0,11.0,23.0,0.0,0.0,0.0,0.0,310.0,158.0,75.0,108.0,373.0,20.0,4.0,14.0,385.0,1.0,14.0,17.0,29.0
William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,210.0,203.0,7.0,1.0,1.0,38.0,6.0,4.0,0.0,0.0,0.0,0.0,142.0,34.0,34.0,31.0,170.0,4.0,1.0,1.0,175.0,0.0,3.0,3.0,5.0
Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,28.5,1440.0,1398.0,42.0,39.0,0.0,149.0,28.0,6.0,0.0,0.0,0.0,0.0,1129.0,155.0,156.0,182.0,1114.0,91.0,3.0,7.0,1306.0,2.0,16.0,11.0,10.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,70.0,51.0,19.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,31.0,12.0,48.0,0.0,0.0,9.0,50.0,1.0,2.0,0.0,1.0
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,1061.0,856.0,205.0,21.0,1.0,178.0,13.0,21.0,1.0,1.0,0.0,0.0,597.0,201.0,263.0,67.0,734.0,50.0,183.0,2.0,845.0,3.0,22.0,13.0,38.0
Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,36.0,36.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,6.0,3.0,3.0,32.0,1.0,0.0,0.0,30.0,0.0,1.0,1.0,1.0
Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,196.0,178.0,18.0,2.0,0.0,49.0,2.0,8.0,0.0,0.0,0.0,0.0,122.0,46.0,28.0,19.0,148.0,14.0,1.0,3.0,135.0,0.0,10.0,4.0,11.0
Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,635.0,529.0,106.0,32.0,2.0,113.0,37.0,52.0,72.0,27.0,24.0,19.0,326.0,103.0,206.0,541.0,53.0,29.0,1.0,2.0,435.0,3.0,6.0,15.0,24.0
Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,133.0,112.0,21.0,3.0,0.0,16.0,6.0,17.0,0.0,0.0,0.0,0.0,66.0,29.0,38.0,19.0,83.0,10.0,18.0,1.0,94.0,0.0,1.0,1.0,7.0
Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,724.0,527.0,197.0,11.0,0.0,117.0,19.0,41.0,0.0,0.0,0.0,0.0,271.0,208.0,245.0,64.0,414.0,44.0,186.0,3.0,522.0,3.0,12.0,11.0,14.0
Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,219.0,146.0,73.0,3.0,0.0,28.0,6.0,11.0,7.0,4.0,3.0,0.0,66.0,49.0,104.0,131.0,8.0,12.0,63.0,0.0,154.0,0.0,2.0,0.0,11.0
Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,39.0,36.0,3.0,3.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,4.0,20.0,4.0,17.0,12.0,0.0,1.0,26.0,0.0,2.0,0.0,0.0
Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,230.0,225.0,5.0,4.0,0.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,163.0,38.0,29.0,38.0,167.0,19.0,1.0,1.0,187.0,2.0,2.0,3.0,1.0
Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,51.0,50.0,1.0,0.0,1.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,9.0,11.0,5.0,40.0,4.0,0.0,1.0,39.0,0.0,0.0,1.0,1.0
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,429.0,404.0,25.0,1.0,0.0,136.0,3.0,9.0,0.0,0.0,0.0,0.0,268.0,94.0,67.0,40.0,307.0,37.0,1.0,9.0,317.0,1.0,6.0,9.0,19.0
Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,568.0,504.0,64.0,3.0,2.0,181.0,10.0,23.0,0.0,0.0,0.0,0.0,307.0,155.0,106.0,34.0,445.0,33.0,1.0,16.0,390.0,5.0,18.0,8.0,28.0
Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,745.0,719.0,26.0,10.0,2.0,118.0,20.0,14.0,9.0,2.0,5.0,1.0,497.0,133.0,115.0,76.0,621.0,22.0,6.0,6.0,582.0,7.0,12.0,21.0,26.0
Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34.0,1545.0,1193.0,352.0,67.0,0.0,134.0,42.0,0.0,0.0,0.0,0.0,0.0,949.0,134.0,462.0,304.0,1027.0,0.0,0.0,167.0,1270.0,4.0,14.0,5.0,5.0
Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,1130.0,638.0,492.0,232.0,1.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,115.0,31.0,984.0,25.0,843.0,1.0,1.0,42.0,503.0,10.0,45.0,5.0,3.0
Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,267.0,261.0,6.0,6.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,229.0,31.0,7.0,241.0,19.0,5.0,0.0,0.0,252.0,0.0,1.0,6.0,1.0
Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,297.0,185.0,112.0,36.0,0.0,16.0,5.0,0.0,1.0,0.0,0.0,0.0,99.0,23.0,175.0,189.0,41.0,0.0,0.0,59.0,168.0,1.0,11.0,3.0,1.0
Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,27.4,1227.0,1200.0,27.0,10.0,8.0,223.0,18.0,29.0,6.0,4.0,0.0,1.0,964.0,140.0,123.0,190.0,962.0,37.0,9.0,11.0,1031.0,9.0,15.0,19.0,34.0
Riccardo Sottil,it ITA,"FW,DF",Fiorentina,it Serie A,20,1999,5.7,206.0,196.0,10.0,2.0,0.0,53.0,7.0,18.0,1.0,1.0,0.0,0.0,143.0,42.0,21.0,48.0,145.0,1.0,7.0,1.0,160.0,0.0,5.0,2.0,10.0
Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,392.0,386.0,6.0,3.0,0.0,95.0,11.0,1.0,1.0,1.0,0.0,0.0,227.0,68.0,97.0,44.0,270.0,34.0,2.0,0.0,274.0,1.0,6.0,5.0,12.0
Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,317.0,306.0,11.0,10.0,0.0,43.0,10.0,0.0,0.0,0.0,0.0,0.0,262.0,29.0,26.0,19.0,270.0,18.0,1.0,1.0,295.0,0.0,3.0,1.0,0.0
