Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %
Moritz Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,7.6,1.0,0.0,0.0,9.0,11.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,77.0,5.0,6.0,45.5
Lucas Leiva,br BRA,MF,Lazio,it Serie A,32,1987,20.1,10.0,1.0,1.0,47.0,19.0,0.0,6.0,39.0,41.0,0.0,0.0,0.0,269.0,44.0,26.0,62.9
Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,4.9,0.0,0.0,0.0,6.0,4.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,64.0,13.0,4.0,76.5
Iñigo Lekue,es ESP,"FW,DF",Athletic Club,es La Liga,26,1993,6.9,0.0,0.0,0.0,13.0,2.0,1.0,25.0,1.0,15.0,0.0,1.0,0.0,48.0,9.0,10.0,47.4
Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,10.3,2.0,0.0,0.0,7.0,11.0,0.0,9.0,5.0,9.0,0.0,0.0,0.0,77.0,9.0,8.0,52.9
Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,17,2002,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,26.9,11.0,2.0,2.0,32.0,25.0,2.0,0.0,15.0,38.0,0.0,1.0,0.0,256.0,65.0,32.0,67.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,5.5,4.0,0.0,0.0,11.0,7.0,0.0,9.0,8.0,9.0,0.0,0.0,0.0,30.0,3.0,8.0,27.3
Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0
Christopher Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,25.2,2.0,0.0,0.0,34.0,21.0,1.0,61.0,39.0,35.0,0.0,0.0,0.0,236.0,44.0,38.0,53.7
Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0
Pedro León,es ESP,"MF,FW",Eibar,es La Liga,32,1986,21.1,4.0,0.0,0.0,21.0,18.0,10.0,90.0,13.0,15.0,0.0,0.0,0.0,128.0,38.0,46.0,45.2
Sergio León,es ESP,FW,Levante,es La Liga,30,1989,7.5,2.0,0.0,0.0,12.0,10.0,13.0,5.0,2.0,4.0,0.0,0.0,0.0,25.0,11.0,15.0,42.3
Lukas Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,15.4,5.0,0.0,0.0,28.0,23.0,2.0,11.0,8.0,19.0,0.0,0.0,0.0,149.0,33.0,26.0,55.9
Mehdi Léris,fr FRA,"MF,FW",Sampdoria,it Serie A,21,1998,5.7,0.0,0.0,0.0,7.0,10.0,0.0,19.0,2.0,9.0,0.0,0.0,0.0,43.0,5.0,11.0,31.3
Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,30.0,13.0,1.0,1.0,42.0,37.0,1.0,3.0,34.0,49.0,0.0,0.0,0.0,452.0,53.0,36.0,59.6
Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,30.7,5.0,0.0,0.0,32.0,43.0,18.0,27.0,4.0,12.0,1.0,0.0,0.0,105.0,62.0,47.0,56.9
Jamal Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,25.6,4.0,0.0,0.0,15.0,23.0,2.0,35.0,20.0,31.0,0.0,0.0,0.0,206.0,12.0,25.0,32.4
Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,8.6,2.0,0.0,0.0,20.0,11.0,6.0,3.0,2.0,5.0,1.0,0.0,0.0,31.0,20.0,38.0,34.5
Stephan Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,14.9,5.0,1.0,1.0,14.0,23.0,1.0,19.0,9.0,9.0,0.0,0.0,1.0,130.0,18.0,14.0,56.3
Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,16.5,3.0,0.0,0.0,15.0,7.0,2.0,50.0,21.0,28.0,0.0,1.0,0.0,170.0,11.0,15.0,42.3
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,20.2,3.0,0.0,0.0,8.0,28.0,0.0,3.0,19.0,8.0,0.0,0.0,0.0,147.0,35.0,22.0,61.4
Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,19,1999,27.2,5.0,0.0,0.0,29.0,18.0,0.0,1.0,14.0,27.0,1.0,3.0,0.0,258.0,69.0,39.0,63.9
Isaac Lihadji,fr FRA,"DF,MF",Marseille,fr Ligue 1,17,2002,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3
Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,2.2,2.0,0.0,0.0,3.0,2.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,18.0,4.0,1.0,80.0
Anderson Lima,br BRA,MF,Lazio,it Serie A,19,1999,0.7,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Lucas Lima,br BRA,"FW,DF",Nantes,fr Ligue 1,27,1991,3.0,0.0,0.0,0.0,6.0,6.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,30.0,2.0,4.0,33.3
Anthony Limbombe,be BEL,"FW,MF",Nantes,fr Ligue 1,25,1994,1.7,0.0,0.0,0.0,2.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,25,1994,34.4,6.0,0.0,0.0,22.0,6.0,0.0,1.0,25.0,16.0,0.0,0.0,1.0,406.0,95.0,49.0,66.0
Karol Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,22.4,4.0,0.0,0.0,43.0,33.0,0.0,30.0,16.0,32.0,0.0,0.0,0.0,217.0,14.0,23.0,37.8
Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26,1992,10.4,3.0,0.0,0.0,28.0,11.0,0.0,5.0,6.0,9.0,0.0,0.0,0.0,52.0,1.0,10.0,9.1
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pol Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,29.4,4.0,0.0,0.0,16.0,7.0,1.0,67.0,24.0,20.0,0.0,1.0,0.0,228.0,11.0,22.0,33.3
Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,25.9,7.0,1.0,1.0,21.0,17.0,3.0,1.0,19.0,21.0,1.0,2.0,0.0,301.0,63.0,47.0,57.3
Fernando Llorente,es ESP,FW,Napoli,it Serie A,34,1985,5.6,1.0,0.0,0.0,11.0,9.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,28.0,23.0,54.9
Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,es La Liga,24,1995,15.2,4.0,0.0,0.0,24.0,13.0,4.0,18.0,6.0,22.0,1.0,0.0,0.0,125.0,15.0,21.0,41.7
Gautier Lloris,fr FRA,DF,Nice,fr Ligue 1,24,1995,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,20.0,5.0,4.0,55.6
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,20.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,eng Premier League,23,1996,16.6,6.0,0.0,0.0,28.0,45.0,0.0,18.0,14.0,33.0,0.0,0.0,0.0,167.0,7.0,24.0,22.6
Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,1.0,0.0,0.0,11.0,22.0,1.0,3.0,7.0,17.0,0.0,0.0,0.0,147.0,8.0,12.0,40.0
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,8.4,0.0,0.0,0.0,7.0,15.0,0.0,1.0,6.0,10.0,0.0,0.0,0.0,68.0,2.0,7.0,22.2
Jürgen Locadia,nl NED,"MF,FW",Brighton,eng Premier League,25,1993,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,33.3
Jürgen Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,5.9,1.0,0.0,0.0,7.0,8.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,20.0,9.0,10.0,47.4
Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,28.7,9.0,0.0,0.0,46.0,58.0,0.0,26.0,16.0,58.0,0.0,0.0,1.0,271.0,28.0,33.0,45.9
Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,26.6,6.0,1.0,1.0,42.0,44.0,11.0,80.0,22.0,46.0,0.0,0.0,0.0,225.0,27.0,31.0,46.6
Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,eng Premier League,23,1996,2.3,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,4.0,20.0
Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,15.0,1.0,4.0,20.0
Kevin Long,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,0.0,0.0,0.0,9.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,64.0,22.0,16.0,57.9
Shane Long,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,0.0,0.0,0.0,32.0,25.0,12.0,21.0,2.0,15.0,0.0,0.0,0.0,81.0,114.0,128.0,47.1
Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,6.4,1.0,0.0,0.0,6.0,6.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,57.0,4.0,3.0,57.1
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,15.3,2.0,1.0,0.0,17.0,26.0,0.0,20.0,19.0,21.0,0.0,0.0,0.0,170.0,12.0,20.0,37.5
Ademola Lookman,eng ENG,"MF,FW",RB Leipzig,de Bundesliga,21,1997,3.4,0.0,0.0,0.0,8.0,4.0,0.0,10.0,2.0,5.0,0.0,1.0,0.0,34.0,1.0,3.0,25.0
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133.0,0.0,0.0,0.0
Rony Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0
Rony Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,20.0
Adrián López,es ESP,"FW,MF",Osasuna,es La Liga,31,1988,16.0,0.0,0.0,0.0,9.0,6.0,6.0,18.0,6.0,6.0,0.0,0.0,0.0,65.0,43.0,67.0,39.1
David López,es ESP,"DF,MF",Espanyol,es La Liga,29,1989,27.3,5.0,1.0,1.0,33.0,25.0,1.0,5.0,23.0,30.0,0.0,0.0,0.0,342.0,68.0,53.0,56.2
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,5.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0
Javi López,es ESP,DF,Alavés,es La Liga,17,2002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0,1.0,0.0,100.0
Javi López,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,5.0,1.0,1.0,28.0,23.0,0.0,24.0,11.0,26.0,0.0,0.0,0.0,181.0,31.0,17.0,64.6
Lluis López,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,4.0,2.0,66.7
Maxime Lopez,fr FRA,"MF,FW",Marseille,fr Ligue 1,21,1997,12.3,2.0,0.0,0.0,9.0,5.0,1.0,18.0,7.0,10.0,0.0,0.0,0.0,80.0,2.0,13.0,13.3
Pau López,es ESP,GK,Roma,it Serie A,24,1994,32.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0
Roberto López,es ESP,MF,Real Sociedad,es La Liga,19,2000,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,75.0
Unai López,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,6.0,0.0,0.0,37.0,17.0,1.0,42.0,13.0,27.0,0.0,0.0,0.0,212.0,24.0,24.0,50.0
Iker Losada,es ESP,"MF,FW",Celta Vigo,es La Liga,17,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
Albert Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
Imran Louza,fr FRA,"MF,FW",Nantes,fr Ligue 1,20,1999,22.3,4.0,0.0,0.0,46.0,33.0,0.0,23.0,13.0,45.0,0.0,1.0,0.0,191.0,22.0,53.0,29.3
Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,1.0,0.0,0.0,4.0,8.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,107.0,39.0,21.0,65.0
Eduard Löwen,de GER,"MF,FW",Augsburg,de Bundesliga,22,1997,7.5,0.0,0.0,0.0,11.0,13.0,2.0,7.0,2.0,10.0,0.0,0.0,0.0,53.0,14.0,20.0,41.2
Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,0.0,0.0,0.0,4.0,2.0,0.0,2.0,7.0,6.0,0.0,0.0,0.0,35.0,5.0,2.0,71.4
Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17.0,2.0,0.0,0.0,14.0,11.0,0.0,28.0,16.0,24.0,0.0,1.0,0.0,135.0,24.0,14.0,63.2
Hirving Lozano,mx MEX,FW,Napoli,it Serie A,24,1995,11.4,3.0,0.0,0.0,22.0,36.0,6.0,34.0,3.0,7.0,0.0,0.0,0.0,60.0,10.0,16.0,38.5
Pol Lozano,es ESP,"MF,FW",Espanyol,es La Liga,19,1999,1.9,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,2.0,0.0,100.0
Jan Luca Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,10.0,2.0,4.0,33.3
Lucas,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,0.7,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,3.0,0.0,0.0,7.0,5.0,0.0,3.0,4.0,9.0,0.0,0.0,0.0,25.0,1.0,7.0,12.5
Fabio Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,34.8,8.0,1.0,0.0,20.0,15.0,0.0,3.0,30.0,29.0,0.0,2.0,1.0,270.0,63.0,48.0,56.8
José Luis Gayà,es ESP,DF,Valencia,es La Liga,24,1995,22.1,5.0,0.0,0.0,16.0,29.0,2.0,68.0,10.0,24.0,1.0,0.0,0.0,147.0,19.0,32.0,37.3
José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,32,1987,28.0,3.0,0.0,0.0,17.0,15.0,15.0,72.0,11.0,7.0,0.0,0.0,0.0,134.0,16.0,22.0,42.1
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.6,5.0,0.0,0.0,48.0,19.0,1.0,7.0,33.0,51.0,0.0,1.0,0.0,339.0,83.0,39.0,68.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Luis Rodríguez,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
David Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,5.0,2.0,0.0,30.0,14.0,1.0,5.0,19.0,20.0,0.0,3.0,0.0,210.0,58.0,34.0,63.0
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29.0,8.0,0.0,0.0,51.0,36.0,0.0,17.0,21.0,33.0,0.0,1.0,0.0,320.0,32.0,33.0,49.2
Jordan Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,4.4,2.0,0.0,0.0,6.0,1.0,1.0,15.0,0.0,3.0,0.0,0.0,0.0,28.0,2.0,1.0,66.7
Romelu Lukaku,be BEL,FW,Inter,it Serie A,26,1993,33.1,2.0,0.0,0.0,47.0,20.0,23.0,31.0,2.0,4.0,0.0,0.0,0.0,106.0,83.0,73.0,53.2
Dodi Lukebakio,cd COD,"FW,MF",Hertha BSC,de Bundesliga,21,1997,22.6,2.0,0.0,0.0,26.0,27.0,10.0,44.0,8.0,22.0,0.0,0.0,0.0,137.0,20.0,36.0,35.7
Saša Lukić,rs SRB,MF,Torino,it Serie A,22,1996,20.7,5.0,1.0,0.0,43.0,21.0,2.0,12.0,17.0,31.0,0.0,1.0,0.0,171.0,19.0,44.0,30.2
Senad Lulić,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,6.0,0.0,0.0,28.0,11.0,7.0,61.0,12.0,24.0,0.0,0.0,0.0,162.0,16.0,11.0,59.3
John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,5.0,0.0,0.0,28.0,12.0,7.0,33.0,18.0,33.0,0.0,0.0,0.0,235.0,26.0,35.0,42.6
Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,2.0,0.0,0.0,7.0,1.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,51.0,6.0,11.0,35.3
Arnaud Lusamba,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1997,10.9,1.0,0.0,0.0,10.0,22.0,1.0,6.0,4.0,16.0,0.0,0.0,0.0,68.0,5.0,12.0,29.4
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0
Lyanco,br BRA,DF,Torino,it Serie A,22,1997,13.1,5.0,0.0,0.0,14.0,13.0,1.0,4.0,15.0,15.0,0.0,0.0,1.0,124.0,19.0,16.0,54.3
Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,14.9,4.0,0.0,0.0,21.0,14.0,3.0,32.0,15.0,12.0,0.0,1.0,0.0,100.0,26.0,25.0,51.0
Yann M'Vila,fr FRA,"MF,DF",Saint-Étienne,fr Ligue 1,29,1990,21.6,1.0,0.0,0.0,15.0,16.0,0.0,0.0,28.0,21.0,0.0,1.0,0.0,262.0,33.0,19.0,63.5
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,20,1998,3.9,0.0,0.0,0.0,4.0,4.0,1.0,9.0,2.0,4.0,0.0,0.0,0.0,31.0,4.0,4.0,50.0
Darwin Machís,ve VEN,"FW,MF",Granada,es La Liga,26,1993,23.7,5.0,0.0,0.0,43.0,43.0,12.0,76.0,12.0,19.0,0.0,0.0,0.0,153.0,19.0,39.0,32.8
Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,12.0,3.0,0.0,100.0
James Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,4.0,0.0,0.0,36.0,88.0,4.0,65.0,12.0,39.0,0.0,0.0,0.0,218.0,6.0,29.0,17.1
Lisandro Magallán,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,4.0,0.0,0.0,19.0,5.0,1.0,0.0,6.0,13.0,0.0,1.0,0.0,126.0,33.0,21.0,61.1
Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,5.0,0.0,0.0,18.0,35.0,0.0,4.0,26.0,19.0,0.0,0.0,0.0,198.0,15.0,10.0,60.0
Giangiacomo Magnani,it ITA,"DF,MF",Brescia,it Serie A,23,1995,1.3,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,5.0,0.0,100.0
Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,10.0,1.0,90.9
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,1.0,0.0,0.0,3.0,6.0,0.0,6.0,7.0,11.0,0.0,0.0,0.0,36.0,3.0,2.0,60.0
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38.0,6.0,0.0,0.0,33.0,22.0,6.0,1.0,55.0,27.0,0.0,0.0,0.0,434.0,193.0,69.0,73.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,1.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,9.0,4.0,3.0,57.1
Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,21.6,0.0,0.0,0.0,13.0,29.0,13.0,52.0,15.0,21.0,5.0,0.0,0.0,140.0,10.0,23.0,30.3
Thiago Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0
Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,0.0,0.0,0.0,4.0,4.0,0.0,7.0,5.0,3.0,0.0,0.0,0.0,60.0,2.0,7.0,22.2
Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,7.0,0.0,0.0,47.0,26.0,1.0,39.0,23.0,68.0,0.0,0.0,0.0,280.0,38.0,37.0,50.7
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,1.0,0.0,100.0
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,6.0,1.0,1.0,15.0,13.0,0.0,20.0,17.0,27.0,0.0,0.0,0.0,131.0,14.0,13.0,51.9
Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,0.0,0.0,0.0,17.0,11.0,4.0,0.0,3.0,5.0,0.0,0.0,0.0,40.0,5.0,23.0,17.9
Abdul Majeed Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,1.0,0.0,0.0,8.0,20.0,1.0,4.0,4.0,6.0,0.0,0.0,0.0,21.0,1.0,5.0,16.7
Žan Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.5,7.0,0.0,0.0,28.0,15.0,1.0,24.0,18.0,20.0,1.0,0.0,0.0,173.0,11.0,12.0,47.8
Jean-Victor Makengo,fr FRA,"MF,FW",Toulouse,fr Ligue 1,21,1998,11.0,1.0,0.0,0.0,21.0,14.0,1.0,6.0,3.0,10.0,0.0,0.0,0.0,65.0,2.0,19.0,9.5
Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,5.0,0.0,0.0,22.0,11.0,1.0,5.0,40.0,34.0,0.0,0.0,0.0,312.0,61.0,77.0,44.2
Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,27,1991,20.0,3.0,1.0,0.0,25.0,7.0,0.0,12.0,19.0,21.0,0.0,1.0,0.0,190.0,41.0,21.0,66.1
Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,0.0,0.0,0.0,2.0,4.0,0.0,13.0,3.0,5.0,0.0,0.0,0.0,22.0,3.0,2.0,60.0
Daniel Maldini,it ITA,FW,Milan,it Serie A,17,2001,0.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,26,1993,17.1,7.0,1.0,1.0,32.0,55.0,3.0,33.0,3.0,15.0,3.0,0.0,0.0,133.0,13.0,24.0,35.1
Yunus Mallı,tr TUR,"FW,MF",Union Berlin,de Bundesliga,27,1992,7.5,1.0,0.0,0.0,6.0,17.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,40.0,3.0,8.0,27.3
Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,7.0,0.0,0.0,31.0,27.0,3.0,59.0,14.0,28.0,0.0,0.0,0.0,202.0,39.0,26.0,60.0
Streli Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,5.0,0.0,0.0,36.0,28.0,11.0,4.0,6.0,11.0,1.0,0.0,0.0,70.0,17.0,27.0,38.6
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,9.0,1.0,90.0
