Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %
José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,24,1995,3.7,2.0,0.0,0.0,9.0,6.0,1.0,10.0,2.0,3.0,0.0,0.0,0.0,33.0,1.0,5.0,16.7
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,8.0,0.0,0.0,52.0,69.0,0.0,63.0,23.0,35.0,0.0,0.0,0.0,350.0,23.0,20.0,53.5
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0
Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,1.0,0.0,0.0,6.0,6.0,2.0,15.0,10.0,5.0,0.0,0.0,0.0,67.0,3.0,4.0,42.9
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,2.0,0.0,0.0,11.0,5.0,0.0,1.0,8.0,21.0,0.0,0.0,0.0,100.0,7.0,11.0,38.9
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,137.0,0.0,0.0,0.0
Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,0.0,0.0,0.0,2.0,4.0,1.0,9.0,2.0,4.0,0.0,0.0,0.0,19.0,3.0,5.0,37.5
Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,9.0,0.0,0.0,25.0,66.0,20.0,36.0,19.0,21.0,2.0,0.0,0.0,160.0,24.0,67.0,26.4
Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,1.0,0.0,0.0,8.0,11.0,7.0,6.0,0.0,1.0,3.0,0.0,0.0,18.0,2.0,11.0,15.4
Miguel Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,100.0
Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,eng Premier League,27,1992,8.3,2.0,0.0,0.0,11.0,10.0,4.0,15.0,7.0,9.0,0.0,0.0,0.0,50.0,7.0,12.0,36.8
Youcef Attal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,5.0,0.0,0.0,15.0,25.0,4.0,30.0,17.0,17.0,1.0,1.0,0.0,70.0,14.0,9.0,60.9
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,3.0,1.0,0.0,14.0,20.0,20.0,84.0,9.0,24.0,0.0,0.0,0.0,125.0,37.0,59.0,38.5
Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,0.0,0.0,0.0
Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,2.0,0.0,0.0,7.0,4.0,1.0,65.0,8.0,13.0,0.0,0.0,0.0,119.0,15.0,5.0,75.0
Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,0.0,0.0,0.0,2.0,7.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,11.0,0.0,8.0,0.0
Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,2.0,0.0,0.0,18.0,12.0,1.0,35.0,8.0,18.0,0.0,0.0,0.0,85.0,21.0,15.0,58.3
Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,4.0,1.0,1.0,40.0,22.0,6.0,98.0,29.0,55.0,0.0,2.0,1.0,320.0,67.0,67.0,50.0
Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,3.0,0.0,0.0,13.0,6.0,0.0,30.0,10.0,11.0,0.0,0.0,0.0,90.0,5.0,15.0,25.0
Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,6.0,0.0,0.0,46.0,43.0,24.0,28.0,4.0,16.0,1.0,0.0,0.0,88.0,47.0,82.0,36.4
Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2.0,1.0,0.0,0.0,5.0,2.0,2.0,12.0,1.0,3.0,0.0,0.0,0.0,16.0,2.0,5.0,28.6
Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,10.0,0.0,0.0,22.0,14.0,2.0,8.0,12.0,26.0,0.0,0.0,0.0,186.0,50.0,48.0,51.0
Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,1.0,0.0,0.0,5.0,3.0,3.0,9.0,2.0,2.0,0.0,1.0,0.0,27.0,12.0,24.0,33.3
Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,4.0,1.0,1.0,19.0,22.0,5.0,5.0,2.0,13.0,1.0,0.0,0.0,69.0,48.0,62.0,43.6
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35.0,6.0,0.0,0.0,59.0,105.0,9.0,20.0,14.0,29.0,0.0,0.0,0.0,212.0,59.0,175.0,25.2
Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,10.0,0.0,0.0,36.0,21.0,3.0,17.0,37.0,33.0,0.0,1.0,0.0,283.0,43.0,53.0,44.8
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,3.0,0.0,0.0,29.0,19.0,1.0,3.0,15.0,14.0,0.0,0.0,0.0,128.0,19.0,28.0,40.4
César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,1.0,0.0,0.0,41.0,15.0,3.0,110.0,39.0,61.0,0.0,0.0,0.0,380.0,94.0,60.0,61.0
Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,1.0,0.0,0.0,10.0,15.0,1.0,20.0,14.0,21.0,0.0,1.0,0.0,112.0,21.0,13.0,61.8
Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,6.0,0.0,0.0,41.0,59.0,1.0,3.0,23.0,45.0,0.0,3.0,1.0,404.0,70.0,76.0,47.9
Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,4.0,0.0,0.0,35.0,32.0,7.0,4.0,2.0,9.0,3.0,0.0,0.0,64.0,26.0,63.0,29.2
Carlos Bacca,co COL,"FW,MF",Villarreal,es La Liga,32,1986,7.6,1.0,0.0,0.0,8.0,6.0,7.0,3.0,1.0,1.0,1.0,0.0,0.0,26.0,7.0,12.0,36.8
Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,3.0,1.0,1.0,17.0,19.0,0.0,2.0,26.0,26.0,0.0,0.0,0.0,178.0,11.0,15.0,42.3
Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0
Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,3.0,0.0,0.0,24.0,12.0,6.0,15.0,1.0,4.0,0.0,0.0,0.0,34.0,10.0,36.0,21.7
Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,6.0,0.0,0.0,31.0,38.0,0.0,5.0,32.0,23.0,0.0,0.0,0.0,326.0,29.0,23.0,55.8
Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,0.0,2.0,0.0,16.0,18.0,6.0,48.0,6.0,4.0,0.0,0.0,0.0,89.0,11.0,14.0,44.0
Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,22.0,6.0,1.0,85.7
Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,3.0,1.0,0.0,8.0,5.0,1.0,0.0,16.0,19.0,0.0,0.0,0.0,88.0,38.0,15.0,71.7
Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,0.0,0.0,0.0,1.0,4.0,0.0,12.0,2.0,6.0,0.0,0.0,0.0,29.0,6.0,6.0,50.0
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,4.0,1.0,0.0,34.0,58.0,0.0,14.0,28.0,49.0,0.0,0.0,0.0,192.0,25.0,15.0,62.5
Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,1.0,0.0,0.0,8.0,7.0,0.0,2.0,4.0,4.0,0.0,0.0,1.0,56.0,3.0,2.0,60.0
Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,5.0,1.0,0.0,33.0,41.0,2.0,68.0,36.0,35.0,0.0,0.0,0.0,285.0,23.0,37.0,38.3
Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,2.0,0.0,0.0,6.0,2.0,0.0,1.0,15.0,11.0,0.0,0.0,0.0,142.0,46.0,28.0,62.2
Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,4.0,0.0,0.0,12.0,15.0,5.0,14.0,3.0,8.0,1.0,0.0,0.0,46.0,27.0,34.0,44.3
George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,7.0,0.0,0.0,47.0,44.0,11.0,96.0,30.0,45.0,1.0,0.0,0.0,303.0,37.0,55.0,40.2
Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,4.0,1.0,1.0,16.0,10.0,5.0,51.0,4.0,7.0,0.0,0.0,0.0,42.0,22.0,12.0,64.7
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,1.0,0.0,0.0,6.0,3.0,0.0,6.0,4.0,5.0,0.0,0.0,0.0,64.0,11.0,2.0,84.6
Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,18.0,1.0,3.0,25.0
Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,4.0,0.0,0.0,17.0,22.0,4.0,51.0,22.0,24.0,0.0,1.0,1.0,134.0,17.0,9.0,65.4
Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,1.0,0.0,0.0,4.0,7.0,0.0,3.0,2.0,9.0,0.0,0.0,0.0,56.0,1.0,4.0,20.0
Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,6.0,1.0,0.0,32.0,51.0,7.0,12.0,5.0,2.0,0.0,0.0,0.0,64.0,36.0,32.0,52.9
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,2.0,0.0,0.0,4.0,2.0,0.0,13.0,2.0,6.0,0.0,0.0,0.0,45.0,5.0,5.0,50.0
Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,1.0,0.0,0.0,15.0,45.0,5.0,22.0,14.0,10.0,2.0,0.0,0.0,178.0,8.0,13.0,38.1
Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,10.0,0.0,0.0,31.0,57.0,2.0,46.0,14.0,30.0,0.0,0.0,0.0,256.0,15.0,20.0,42.9
Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,13.0,1.0,1.0,44.0,35.0,1.0,4.0,28.0,33.0,0.0,1.0,0.0,233.0,102.0,65.0,61.1
Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,1.0,0.0,0.0,9.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,23.0,3.0,0.0,100.0
Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,0.0,0.0,0.0,12.0,9.0,2.0,17.0,3.0,18.0,0.0,0.0,0.0,115.0,18.0,28.0,39.1
Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5.0,3.0,0.0,0.0,8.0,5.0,0.0,5.0,5.0,8.0,0.0,0.0,0.0,31.0,7.0,2.0,77.8
Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,4.0,0.0,0.0,16.0,21.0,0.0,3.0,9.0,15.0,0.0,0.0,0.0,97.0,14.0,16.0,46.7
Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,100.0
Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,5.0,0.0,0.0,46.0,45.0,4.0,24.0,15.0,27.0,1.0,0.0,0.0,156.0,3.0,30.0,9.1
Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21.0,6.0,0.0,0.0,36.0,14.0,0.0,20.0,15.0,33.0,0.0,0.0,0.0,197.0,33.0,26.0,55.9
Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,11.0,0.0,0.0,39.0,37.0,2.0,29.0,15.0,31.0,1.0,0.0,0.0,238.0,25.0,15.0,62.5
Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,3.0,1.0,1.0,15.0,10.0,0.0,1.0,10.0,11.0,0.0,0.0,0.0,78.0,14.0,8.0,63.6
Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,18.8,6.0,0.0,0.0,38.0,22.0,3.0,12.0,8.0,33.0,0.0,0.0,0.0,110.0,16.0,17.0,48.5
Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,0.0,0.0,0.0,5.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,26.0,5.0,8.0,38.5
Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,0.0,0.0,0.0,9.0,15.0,0.0,9.0,6.0,11.0,0.0,0.0,0.0,97.0,10.0,15.0,40.0
Aymen Barkok,ma MAR,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0
Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15.0,4.0,0.0,0.0,35.0,40.0,13.0,1.0,5.0,4.0,1.0,0.0,0.0,65.0,42.0,86.0,32.8
Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1997,23.1,0.0,0.0,0.0,21.0,29.0,4.0,37.0,6.0,12.0,1.0,0.0,0.0,119.0,25.0,39.0,39.1
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,7.1,3.0,0.0,0.0,9.0,13.0,1.0,37.0,5.0,1.0,0.0,1.0,0.0,48.0,9.0,3.0,75.0
Antonio Barreca,it ITA,"DF,MF",Genoa,it Serie A,24,1995,12.2,0.0,0.0,0.0,13.0,4.0,3.0,54.0,3.0,3.0,0.0,0.0,0.0,55.0,9.0,15.0,37.5
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,4.0,0.0,0.0,26.0,23.0,0.0,2.0,8.0,25.0,0.0,0.0,0.0,131.0,16.0,29.0,35.6
Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,2001,4.9,1.0,0.0,0.0,14.0,5.0,1.0,18.0,0.0,6.0,0.0,1.0,0.0,32.0,7.0,8.0,46.7
Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
Musa Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,15.0,1.0,0.0,0.0,22.0,12.0,2.0,27.0,10.0,9.0,0.0,0.0,0.0,88.0,11.0,18.0,37.9
Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,1998,2.1,0.0,0.0,0.0,4.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,4.0,11.0,26.7
Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,32,1987,3.8,2.0,0.0,0.0,8.0,0.0,1.0,8.0,2.0,4.0,0.0,0.0,0.0,30.0,4.0,7.0,36.4
Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,1991,28.0,8.0,0.0,0.0,34.0,27.0,1.0,2.0,25.0,37.0,0.0,3.0,0.0,303.0,111.0,57.0,66.1
Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,3.0,0.0,0.0,20.0,14.0,0.0,41.0,15.0,32.0,0.0,0.0,0.0,176.0,11.0,8.0,57.9
Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36.0,4.0,0.0,0.0,26.0,31.0,5.0,38.0,40.0,50.0,0.0,1.0,0.0,412.0,105.0,65.0,61.8
Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11.0,4.0,0.0,0.0,12.0,15.0,1.0,10.0,9.0,21.0,0.0,0.0,0.0,102.0,15.0,9.0,62.5
Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,1.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,51.0,3.0,3.0,50.0
Gil Bastião Dias,pt POR,"DF,MF",Granada,es La Liga,22,1996,4.0,1.0,0.0,0.0,8.0,1.0,0.0,7.0,2.0,10.0,0.0,0.0,0.0,39.0,4.0,6.0,40.0
Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,1996,11.7,3.0,0.0,0.0,13.0,15.0,2.0,18.0,15.0,33.0,0.0,0.0,0.0,114.0,10.0,13.0,43.5
Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,1992,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,25.0
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,21.3,9.0,1.0,1.0,37.0,28.0,0.0,17.0,14.0,21.0,0.0,1.0,0.0,217.0,46.0,24.0,65.7
Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.5,4.0,0.0,0.0,15.0,6.0,0.0,1.0,11.0,10.0,0.0,1.0,1.0,57.0,10.0,11.0,47.6
Oliver Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,0.0,0.0,0.0,4.0,4.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,6.0,15.0,28.6
Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,1.0,0.0,0.0,9.0,6.0,0.0,20.0,19.0,25.0,1.0,0.0,0.0,179.0,8.0,16.0,33.3
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0
Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,4.0,0.0,0.0,30.0,32.0,1.0,5.0,13.0,29.0,0.0,0.0,0.0,208.0,20.0,18.0,52.6
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,19,1999,16.6,3.0,0.0,0.0,37.0,29.0,6.0,10.0,10.0,21.0,1.0,0.0,0.0,96.0,35.0,47.0,42.7
Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,1.0,0.0,0.0,2.0,12.0,0.0,9.0,4.0,2.0,1.0,0.0,0.0,32.0,13.0,18.0,41.9
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,25,1994,23.4,1.0,0.0,0.0,24.0,29.0,6.0,36.0,9.0,18.0,0.0,0.0,0.0,143.0,56.0,65.0,46.3
Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,1996,24.6,8.0,0.0,0.0,44.0,27.0,1.0,3.0,30.0,45.0,0.0,2.0,0.0,180.0,56.0,24.0,70.0
Sheraldo Becker,nl NED,"MF,FW",Union Berlin,de Bundesliga,24,1995,6.0,1.0,0.0,0.0,9.0,5.0,3.0,19.0,2.0,2.0,0.0,0.0,0.0,33.0,3.0,12.0,20.0
Timo Becker,de GER,"DF,MF",Schalke 04,de Bundesliga,22,1997,3.7,0.0,0.0,0.0,2.0,2.0,0.0,6.0,2.0,5.0,0.0,0.0,0.0,32.0,6.0,8.0,42.9
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34.0,4.0,0.0,0.0,33.0,12.0,0.0,0.0,44.0,38.0,0.0,1.0,1.0,401.0,132.0,54.0,71.0
Asmir Begović,ba BIH,GK,Milan,it Serie A,32,1987,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,12.3,4.0,1.0,1.0,36.0,26.0,0.0,2.0,9.0,26.0,0.0,0.0,0.0,116.0,13.0,15.0,46.4
Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,4.0,33.3
Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,0.0,0.0,0.0,6.0,5.0,0.0,13.0,11.0,8.0,0.0,0.0,0.0,55.0,9.0,12.0,42.9
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,27,1992,3.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,7.0,41.7
Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,4.0,0.0,0.0,30.0,33.0,1.0,3.0,35.0,42.0,0.0,0.0,0.0,169.0,15.0,31.0,32.6
Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karim Bellarabi,de GER,"FW,DF",Leverkusen,de Bundesliga,29,1990,15.8,2.0,0.0,0.0,22.0,14.0,6.0,67.0,8.0,11.0,1.0,0.0,0.0,103.0,2.0,7.0,22.2
Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,16.6,2.0,0.0,0.0,30.0,31.0,0.0,14.0,20.0,27.0,1.0,0.0,0.0,159.0,5.0,28.0,15.2
Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,24,1995,12.9,2.0,0.0,0.0,15.0,3.0,1.0,22.0,10.0,16.0,0.0,0.0,0.0,100.0,13.0,17.0,43.3
Andrea Belotti,it ITA,FW,Torino,it Serie A,25,1993,33.4,4.0,0.0,0.0,64.0,105.0,22.0,50.0,10.0,26.0,1.0,0.0,1.0,142.0,100.0,114.0,46.7
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,20,1999,20.3,2.0,1.0,0.0,12.0,11.0,1.0,6.0,11.0,24.0,0.0,1.0,0.0,166.0,8.0,31.0,20.5
Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,25.0
Hatem Ben Arfa,fr FRA,"MF,FW",Valladolid,es La Liga,32,1987,1.8,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,100.0
Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,24.0,1.0,0.0,0.0,10.0,17.0,7.0,24.0,6.0,15.0,1.0,0.0,0.0,125.0,11.0,43.0,20.4
Marco Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,10.9,1.0,0.0,0.0,23.0,6.0,0.0,12.0,4.0,10.0,0.0,0.0,0.0,75.0,5.0,16.0,23.8
Cristian Benavente,pe PER,"MF,FW",Nantes,fr Ligue 1,25,1994,3.9,0.0,0.0,0.0,5.0,4.0,0.0,10.0,2.0,8.0,0.0,0.0,0.0,23.0,2.0,14.0,12.5
Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,30,1989,15.3,3.0,0.0,0.0,17.0,11.0,1.0,19.0,18.0,32.0,0.0,0.0,0.0,160.0,28.0,32.0,46.7
Sven Bender,de GER,DF,Leverkusen,de Bundesliga,30,1989,30.3,3.0,0.0,0.0,25.0,21.0,0.0,1.0,49.0,44.0,0.0,0.0,0.0,389.0,121.0,59.0,67.2
