Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Attempted,Live Ball passes,Dead Ball passes,Free Kick passes,Through Balls,Passes under pressure,Switches,Crosses,Corner Kicks,CK in,CK out,CK str,Ground passes,Low passes,High passes,Left passes,Right passes,Head passes,Throw ins,Other passes,Passes completed,Passes offside,Pass out of bounds,Passes intercepted,Passes blocked
Krzysztof Piątek,pl POL,FW,Genoa,it Serie A,23,1995,17.7,321.0,297.0,24.0,1.0,0.0,71.0,6.0,15.0,0.0,0.0,0.0,0.0,216.0,58.0,47.0,40.0,229.0,26.0,5.0,5.0,227.0,1.0,4.0,10.0,17.0
Krzysztof Piątek,pl POL,FW,Milan,it Serie A,23,1995,15.3,252.0,224.0,28.0,0.0,3.0,52.0,4.0,4.0,0.0,0.0,0.0,0.0,172.0,56.0,24.0,21.0,203.0,11.0,1.0,7.0,196.0,1.0,2.0,8.0,7.0
Pablo Piatti,ar ARG,"FW,MF",Espanyol,es La Liga,29,1989,8.3,297.0,263.0,34.0,10.0,0.0,49.0,13.0,25.0,20.0,0.0,0.0,0.0,181.0,43.0,73.0,237.0,37.0,17.0,4.0,1.0,193.0,1.0,6.0,7.0,20.0
Lucas Piazon,br BRA,"MF,FW",Chievo,it Serie A,24,1994,0.9,38.0,33.0,5.0,1.0,0.0,4.0,3.0,0.0,3.0,1.0,1.0,0.0,22.0,9.0,7.0,8.0,25.0,4.0,1.0,0.0,25.0,0.0,1.0,2.0,3.0
Cristiano Piccini,it ITA,DF,Valencia,es La Liga,25,1992,20.8,1025.0,827.0,198.0,8.0,3.0,176.0,20.0,37.0,0.0,0.0,0.0,0.0,597.0,230.0,198.0,122.0,663.0,34.0,190.0,5.0,805.0,4.0,19.0,29.0,31.0
Roberto Piccoli,it ITA,FW,Atalanta,it Serie A,17,2001,0.5,8.0,8.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,24,1994,38.0,1250.0,823.0,427.0,145.0,2.0,94.0,71.0,0.0,0.0,0.0,0.0,0.0,453.0,42.0,755.0,795.0,218.0,0.0,0.0,150.0,748.0,5.0,74.0,9.0,2.0
Jérémy Pied,fr FRA,DF,Lille,fr Ligue 1,29,1989,5.2,339.0,277.0,62.0,5.0,0.0,64.0,2.0,9.0,0.0,0.0,0.0,0.0,186.0,82.0,71.0,31.0,227.0,18.0,57.0,2.0,264.0,0.0,4.0,8.0,12.0
Ronaël Pierre-Gabriel,fr FRA,DF,Monaco,fr Ligue 1,20,1998,3.9,202.0,162.0,40.0,3.0,0.0,23.0,2.0,2.0,0.0,0.0,0.0,0.0,135.0,38.0,29.0,6.0,151.0,5.0,37.0,0.0,163.0,0.0,4.0,2.0,4.0
Erik Pieters,nl NED,DF,Amiens,fr Ligue 1,29,1988,14.0,725.0,526.0,199.0,28.0,1.0,92.0,24.0,26.0,6.0,0.0,0.0,0.0,327.0,166.0,232.0,468.0,38.0,43.0,165.0,2.0,522.0,3.0,11.0,16.0,30.0
Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,30,1987,26.0,1059.0,1045.0,14.0,12.0,0.0,180.0,19.0,8.0,0.0,0.0,0.0,0.0,709.0,162.0,188.0,398.0,552.0,64.0,0.0,2.0,886.0,2.0,9.0,17.0,20.0
Andrea Pinamonti,it ITA,FW,Frosinone,it Serie A,19,1999,18.1,410.0,398.0,12.0,0.0,1.0,116.0,9.0,13.0,0.0,0.0,0.0,0.0,236.0,114.0,60.0,41.0,288.0,32.0,1.0,14.0,299.0,3.0,6.0,12.0,18.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,28,1990,1.0,36.0,22.0,14.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,14.0,16.0,15.0,0.0,0.0,4.0,28.0,0.0,3.0,0.0,0.0
Virgile Pinson,fr FRA,FW,Reims,fr Ligue 1,22,1996,0.1,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Lenny Pintor,fr FRA,FW,Lyon,fr Ligue 1,17,2000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gerard Piqué,es ESP,DF,Barcelona,es La Liga,31,1987,35.0,2429.0,2347.0,82.0,70.0,3.0,296.0,58.0,0.0,0.0,0.0,0.0,0.0,1937.0,190.0,302.0,97.0,2125.0,126.0,12.0,13.0,2230.0,5.0,22.0,14.0,13.0
Facundo Píriz,uy URU,MF,Montpellier,fr Ligue 1,28,1990,1.3,60.0,57.0,3.0,2.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,47.0,1.0,12.0,9.0,47.0,2.0,0.0,0.0,47.0,0.0,2.0,0.0,3.0
Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,32,1986,25.2,1156.0,1108.0,48.0,20.0,0.0,155.0,27.0,1.0,0.0,0.0,0.0,0.0,798.0,128.0,230.0,247.0,777.0,72.0,28.0,10.0,958.0,3.0,19.0,17.0,13.0
Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,33,1985,19.5,1350.0,1155.0,195.0,15.0,2.0,181.0,11.0,33.0,0.0,0.0,0.0,0.0,903.0,185.0,262.0,85.0,955.0,97.0,180.0,2.0,1082.0,1.0,20.0,23.0,42.0
Claudio Pizarro,pe PER,FW,Werder Bremen,de Bundesliga,39,1978,7.7,259.0,250.0,9.0,0.0,0.0,75.0,5.0,2.0,0.0,0.0,0.0,0.0,180.0,48.0,31.0,51.0,161.0,20.0,4.0,1.0,192.0,1.0,4.0,10.0,8.0
Marko Pjaca,hr CRO,"FW,MF",Fiorentina,it Serie A,23,1995,8.3,238.0,232.0,6.0,0.0,0.0,39.0,10.0,15.0,2.0,0.0,0.0,0.0,171.0,30.0,37.0,25.0,192.0,11.0,3.0,3.0,176.0,0.0,6.0,5.0,16.0
Miralem Pjanić,ba BIH,MF,Juventus,it Serie A,28,1990,25.3,2075.0,1834.0,241.0,129.0,4.0,261.0,130.0,33.0,97.0,13.0,5.0,6.0,1484.0,220.0,371.0,143.0,1860.0,55.0,5.0,7.0,1826.0,7.0,19.0,26.0,21.0
Carles Planas,es ESP,"DF,MF",Girona,es La Liga,27,1991,4.7,223.0,189.0,34.0,3.0,0.0,34.0,6.0,15.0,0.0,0.0,0.0,0.0,126.0,43.0,54.0,148.0,26.0,16.0,31.0,0.0,165.0,0.0,5.0,4.0,5.0
Óscar Plano,es ESP,"MF,FW",Valladolid,es La Liga,27,1991,29.9,887.0,836.0,51.0,9.0,2.0,193.0,23.0,35.0,31.0,5.0,2.0,1.0,587.0,149.0,151.0,679.0,112.0,56.0,5.0,8.0,666.0,3.0,24.0,11.0,34.0
Jaroslav Plašil,cz CZE,MF,Bordeaux,fr Ligue 1,36,1982,16.0,902.0,867.0,35.0,20.0,2.0,160.0,20.0,12.0,13.0,6.0,0.0,0.0,662.0,118.0,122.0,333.0,501.0,50.0,2.0,4.0,755.0,1.0,6.0,20.0,22.0
Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,26,1992,21.4,1145.0,855.0,290.0,38.0,0.0,188.0,44.0,89.0,46.0,3.0,5.0,3.0,590.0,140.0,415.0,847.0,48.0,40.0,206.0,1.0,837.0,7.0,26.0,15.0,31.0
Stiven Plaza,ec ECU,"FW,MF",Valladolid,es La Liga,19,1999,0.4,7.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0
Alassane Pléa,fr FRA,FW,M'Gladbach,de Bundesliga,25,1993,27.8,622.0,591.0,31.0,1.0,1.0,144.0,10.0,15.0,0.0,0.0,0.0,0.0,457.0,105.0,60.0,82.0,483.0,35.0,5.0,5.0,452.0,3.0,12.0,21.0,37.0
Luca Plogmann,de GER,GK,Werder Bremen,de Bundesliga,18,2000,0.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
Morgan Poaty,fr FRA,MF,Montpellier,fr Ligue 1,21,1997,1.0,46.0,40.0,6.0,0.0,0.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,8.0,13.0,36.0,2.0,2.0,6.0,0.0,29.0,0.0,1.0,2.0,2.0
Paul Pogba,fr FRA,MF,Manchester Utd,eng Premier League,25,1993,33.4,2115.0,2071.0,44.0,30.0,13.0,432.0,111.0,42.0,1.0,0.0,0.0,0.0,1523.0,221.0,371.0,230.0,1776.0,60.0,10.0,7.0,1728.0,18.0,33.0,46.0,43.0
Denis-Will Poha,fr FRA,MF,Rennes,fr Ligue 1,21,1997,0.3,16.0,16.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,1.0,13.0,2.0,0.0,0.0,10.0,0.0,3.0,1.0,1.0
Andrea Poli,it ITA,MF,Bologna,it Serie A,28,1989,21.5,765.0,736.0,29.0,16.0,5.0,144.0,16.0,12.0,0.0,0.0,0.0,0.0,626.0,68.0,71.0,124.0,611.0,15.0,13.0,1.0,668.0,1.0,7.0,14.0,25.0
Matteo Politano,it ITA,"FW,MF",Inter,it Serie A,24,1993,28.3,1476.0,1299.0,177.0,33.0,5.0,239.0,63.0,124.0,99.0,7.0,5.0,5.0,942.0,188.0,346.0,1210.0,183.0,30.0,44.0,4.0,1070.0,7.0,31.0,39.0,53.0
Pierre-Yves Polomat,fr FRA,"DF,MF",Saint-Étienne,fr Ligue 1,24,1993,10.6,562.0,461.0,101.0,5.0,0.0,90.0,9.0,33.0,0.0,0.0,0.0,0.0,340.0,138.0,84.0,416.0,39.0,7.0,96.0,0.0,450.0,3.0,10.0,6.0,25.0
Giacomo Poluzzi,it ITA,GK,SPAL,it Serie A,30,1988,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Pere Pons,es ESP,MF,Girona,es La Liga,25,1993,31.0,1228.0,1202.0,26.0,18.0,1.0,189.0,30.0,12.0,4.0,1.0,0.0,0.0,833.0,192.0,203.0,214.0,869.0,103.0,1.0,9.0,964.0,4.0,24.0,35.0,33.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Porro,es ESP,"DF,MF",Girona,es La Liga,18,1999,24.6,1230.0,974.0,256.0,14.0,2.0,198.0,43.0,90.0,1.0,0.0,0.0,0.0,577.0,298.0,355.0,60.0,872.0,43.0,241.0,4.0,859.0,6.0,45.0,31.0,70.0
Manolo Portanova,it ITA,MF,Juventus,it Serie A,18,2000,0.4,10.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
Francisco Portillo,es ESP,"MF,FW",Getafe,es La Liga,28,1990,22.2,808.0,776.0,32.0,9.0,3.0,202.0,17.0,27.0,7.0,0.0,0.0,0.0,507.0,158.0,143.0,59.0,706.0,20.0,15.0,5.0,592.0,6.0,16.0,23.0,45.0
Portu,es ESP,"FW,MF",Girona,es La Liga,26,1992,31.3,719.0,698.0,21.0,5.0,2.0,151.0,15.0,77.0,5.0,0.0,0.0,0.0,445.0,135.0,139.0,24.0,631.0,41.0,3.0,6.0,508.0,5.0,12.0,25.0,37.0
Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,21,1997,15.6,999.0,977.0,22.0,16.0,1.0,116.0,15.0,3.0,0.0,0.0,0.0,0.0,771.0,75.0,153.0,152.0,770.0,51.0,6.0,2.0,881.0,2.0,16.0,4.0,12.0
Sergio Postigo,es ESP,DF,Levante,es La Liga,29,1988,16.1,495.0,470.0,25.0,24.0,0.0,55.0,15.0,0.0,0.0,0.0,0.0,0.0,323.0,53.0,119.0,55.0,408.0,25.0,1.0,3.0,392.0,3.0,10.0,5.0,8.0
Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,24,1994,27.2,810.0,788.0,22.0,1.0,5.0,216.0,4.0,22.0,0.0,0.0,0.0,0.0,436.0,238.0,136.0,102.0,492.0,93.0,2.0,43.0,502.0,7.0,18.0,26.0,34.0
Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,25,1992,28.2,1460.0,1166.0,294.0,22.0,1.0,251.0,20.0,83.0,3.0,0.0,2.0,0.0,818.0,303.0,339.0,976.0,144.0,51.0,269.0,2.0,1132.0,5.0,24.0,19.0,57.0
Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,1.0,35.0,16.0,19.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,23.0,0.0,31.0,0.0,0.0,2.0,19.0,0.0,1.0,0.0,0.0
José Pozo,es ESP,"MF,FW",Rayo Vallecano,es La Liga,22,1996,18.0,768.0,746.0,22.0,10.0,2.0,130.0,12.0,19.0,1.0,0.0,0.0,0.0,587.0,96.0,85.0,128.0,590.0,28.0,10.0,5.0,617.0,8.0,16.0,14.0,19.0
Dennis Praet,be BEL,MF,Sampdoria,it Serie A,24,1994,32.1,1878.0,1786.0,92.0,33.0,6.0,318.0,58.0,76.0,43.0,10.0,6.0,3.0,1414.0,230.0,234.0,125.0,1644.0,74.0,15.0,9.0,1560.0,7.0,26.0,43.0,56.0
Sanjin Prcić,ba BIH,MF,Levante,es La Liga,24,1993,5.9,280.0,274.0,6.0,5.0,0.0,40.0,15.0,1.0,1.0,0.0,0.0,0.0,181.0,43.0,56.0,41.0,199.0,28.0,0.0,3.0,231.0,2.0,8.0,2.0,2.0
Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,24,1993,11.7,753.0,696.0,57.0,30.0,1.0,153.0,68.0,12.0,26.0,8.0,3.0,5.0,470.0,108.0,175.0,96.0,618.0,24.0,1.0,3.0,639.0,2.0,18.0,3.0,13.0
Nicolas de Préville,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,27,1991,14.1,504.0,447.0,57.0,21.0,1.0,128.0,34.0,32.0,30.0,16.0,3.0,0.0,290.0,79.0,135.0,89.0,369.0,19.0,5.0,6.0,337.0,3.0,15.0,10.0,24.0
Edgar Prib,de GER,MF,Hannover 96,de Bundesliga,28,1989,2.2,107.0,87.0,20.0,7.0,1.0,20.0,3.0,6.0,13.0,4.0,6.0,2.0,64.0,7.0,36.0,94.0,9.0,3.0,0.0,0.0,70.0,0.0,1.0,3.0,6.0
Alex Pritchard,eng ENG,"MF,FW",Huddersfield,eng Premier League,25,1993,23.1,977.0,898.0,79.0,20.0,1.0,190.0,30.0,41.0,23.0,4.0,2.0,0.0,663.0,139.0,175.0,183.0,726.0,55.0,2.0,3.0,694.0,4.0,20.0,27.0,56.0
Sebastian Prödl,at AUT,DF,Watford,eng Premier League,31,1987,0.1,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Quincy Promes,nl NED,"DF,MF",Sevilla,es La Liga,26,1992,17.6,940.0,812.0,128.0,4.0,2.0,213.0,20.0,60.0,11.0,1.0,1.0,0.0,598.0,173.0,169.0,112.0,672.0,34.0,111.0,1.0,724.0,4.0,16.0,21.0,34.0
Davy Pröpper,nl NED,MF,Brighton,eng Premier League,26,1991,28.3,1252.0,1239.0,13.0,3.0,5.0,228.0,50.0,24.0,2.0,1.0,0.0,0.0,877.0,162.0,213.0,145.0,1007.0,74.0,0.0,4.0,980.0,14.0,22.0,27.0,28.0
Silvio Proto,be BEL,GK,Lazio,it Serie A,35,1983,2.0,65.0,38.0,27.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,38.0,0.0,57.0,0.0,0.0,5.0,45.0,0.0,1.0,0.0,0.0
Ivan Provedel,it ITA,GK,Empoli,it Serie A,24,1994,16.0,481.0,292.0,189.0,63.0,0.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,223.0,39.0,219.0,33.0,329.0,0.0,0.0,101.0,349.0,1.0,15.0,2.0,1.0
Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,20,1998,4.0,86.0,82.0,4.0,0.0,2.0,20.0,0.0,3.0,1.0,0.0,0.0,1.0,55.0,18.0,13.0,12.0,62.0,8.0,2.0,1.0,63.0,0.0,3.0,2.0,1.0
Manuel Pucciarelli,it ITA,FW,Chievo,it Serie A,27,1991,3.4,98.0,92.0,6.0,3.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,72.0,16.0,10.0,16.0,73.0,6.0,0.0,0.0,73.0,0.0,1.0,2.0,5.0
Riqui Puig,es ESP,MF,Barcelona,es La Liga,18,1999,1.7,122.0,121.0,1.0,1.0,2.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,111.0,6.0,5.0,6.0,115.0,0.0,0.0,0.0,111.0,1.0,1.0,1.0,1.0
Erick Pulgar,cl CHI,MF,Bologna,it Serie A,24,1994,26.2,1591.0,1328.0,263.0,135.0,3.0,215.0,72.0,38.0,103.0,22.0,7.0,11.0,1037.0,180.0,374.0,146.0,1349.0,56.0,2.0,4.0,1248.0,5.0,34.0,33.0,27.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Pulido,es ESP,DF,Huesca,es La Liga,27,1991,30.9,1070.0,913.0,157.0,35.0,1.0,142.0,20.0,11.0,1.0,1.0,0.0,0.0,598.0,173.0,299.0,135.0,679.0,111.0,121.0,0.0,814.0,10.0,20.0,17.0,20.0
Christian Pulisic,us USA,"FW,MF",Dortmund,de Bundesliga,19,1998,10.4,529.0,494.0,35.0,5.0,0.0,100.0,14.0,29.0,25.0,2.0,4.0,0.0,417.0,47.0,65.0,96.0,406.0,11.0,5.0,3.0,403.0,3.0,8.0,10.0,22.0
Jason Puncheon,eng ENG,MF,Crystal Palace,eng Premier League,32,1986,0.1,11.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Jason Puncheon,eng ENG,"MF,FW",Huddersfield,eng Premier League,32,1986,4.2,214.0,196.0,18.0,9.0,0.0,52.0,9.0,3.0,5.0,0.0,0.0,0.0,131.0,42.0,41.0,168.0,25.0,14.0,4.0,0.0,168.0,1.0,3.0,2.0,8.0
Ignacio Pussetto,ar ARG,"FW,MF",Udinese,it Serie A,22,1995,24.2,720.0,648.0,72.0,10.0,0.0,167.0,13.0,22.0,2.0,0.0,0.0,0.0,428.0,153.0,139.0,46.0,504.0,55.0,43.0,8.0,503.0,1.0,22.0,10.0,37.0
Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,35,1983,35.5,929.0,853.0,76.0,5.0,3.0,183.0,32.0,42.0,0.0,0.0,0.0,0.0,586.0,189.0,154.0,163.0,678.0,53.0,6.0,16.0,627.0,1.0,19.0,31.0,44.0
Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,24,1993,24.4,459.0,442.0,17.0,1.0,4.0,76.0,6.0,13.0,1.0,0.0,0.0,0.0,324.0,74.0,61.0,43.0,366.0,33.0,5.0,6.0,340.0,7.0,5.0,12.0,23.0
Collin Quaner,de GER,"FW,MF",Huddersfield,eng Premier League,27,1991,0.4,17.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,16.0,1.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0
Domingos Quina,pt POR,MF,Watford,eng Premier League,18,1999,3.8,232.0,231.0,1.0,0.0,0.0,41.0,8.0,2.0,0.0,0.0,0.0,0.0,188.0,21.0,23.0,19.0,207.0,4.0,1.0,0.0,198.0,1.0,3.0,3.0,8.0
Xavi Quintillà,es ESP,DF,Villarreal,es La Liga,21,1996,7.0,366.0,279.0,87.0,9.0,0.0,39.0,7.0,16.0,0.0,0.0,0.0,0.0,197.0,89.0,80.0,257.0,17.0,12.0,78.0,1.0,288.0,2.0,4.0,10.0,8.0
Dani Raba,es ESP,MF,Villarreal,es La Liga,22,1995,2.1,96.0,89.0,7.0,2.0,0.0,20.0,4.0,2.0,4.0,2.0,1.0,0.0,63.0,15.0,18.0,78.0,12.0,2.0,1.0,2.0,71.0,2.0,0.0,2.0,4.0
Adrien Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,23,1995,11.8,1048.0,1035.0,13.0,7.0,4.0,147.0,10.0,0.0,1.0,0.0,0.0,0.0,924.0,57.0,67.0,870.0,144.0,21.0,5.0,1.0,969.0,2.0,8.0,11.0,12.0
Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,22,1996,7.6,177.0,176.0,1.0,0.0,0.0,36.0,5.0,13.0,0.0,0.0,0.0,0.0,114.0,33.0,30.0,26.0,134.0,12.0,1.0,2.0,118.0,0.0,5.0,7.0,12.0
Ivan Radovanović,rs SRB,MF,Genoa,it Serie A,29,1988,14.2,674.0,629.0,45.0,39.0,2.0,144.0,24.0,3.0,1.0,0.0,1.0,0.0,455.0,69.0,150.0,66.0,549.0,26.0,5.0,4.0,563.0,4.0,11.0,8.0,7.0
Ivan Radovanović,rs SRB,MF,Chievo,it Serie A,29,1988,19.0,1038.0,984.0,54.0,54.0,2.0,155.0,93.0,4.0,0.0,0.0,0.0,0.0,703.0,98.0,237.0,118.0,847.0,55.0,0.0,4.0,872.0,2.0,17.0,14.0,7.0
Ionuț Radu,ro ROU,GK,Genoa,it Serie A,21,1997,33.0,959.0,542.0,417.0,119.0,2.0,54.0,17.0,0.0,0.0,0.0,0.0,0.0,201.0,23.0,735.0,37.0,724.0,1.0,0.0,102.0,454.0,4.0,34.0,7.0,1.0
Ștefan Radu,ro ROU,DF,Lazio,it Serie A,31,1986,24.9,1335.0,1247.0,88.0,30.0,1.0,203.0,32.0,25.0,0.0,0.0,0.0,0.0,950.0,133.0,252.0,1045.0,141.0,69.0,58.0,6.0,1126.0,8.0,22.0,11.0,17.0
Rafael,br BRA,DF,Lyon,fr Ligue 1,28,1990,11.4,735.0,619.0,116.0,12.0,2.0,79.0,10.0,36.0,0.0,0.0,0.0,0.0,483.0,131.0,121.0,78.0,513.0,28.0,104.0,3.0,582.0,3.0,13.0,21.0,25.0
Raffael,br BRA,FW,M'Gladbach,de Bundesliga,33,1985,6.0,216.0,203.0,13.0,3.0,0.0,44.0,3.0,6.0,4.0,1.0,3.0,0.0,170.0,31.0,15.0,21.0,183.0,4.0,0.0,5.0,176.0,1.0,5.0,6.0,5.0
Rafinha,br BRA,"FW,MF",Barcelona,es La Liga,25,1993,2.5,152.0,146.0,6.0,5.0,0.0,32.0,2.0,1.0,1.0,0.0,0.0,0.0,133.0,7.0,12.0,128.0,16.0,3.0,0.0,2.0,137.0,0.0,0.0,3.0,0.0
Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,32,1985,10.0,878.0,798.0,80.0,12.0,0.0,120.0,15.0,19.0,2.0,0.0,0.0,0.0,665.0,97.0,116.0,163.0,618.0,25.0,66.0,1.0,813.0,2.0,6.0,6.0,12.0
Andrea Raggi,it ITA,"DF,MF",Monaco,fr Ligue 1,34,1984,5.5,244.0,194.0,50.0,8.0,0.0,23.0,9.0,7.0,0.0,0.0,0.0,0.0,144.0,47.0,53.0,46.0,141.0,15.0,42.0,0.0,196.0,0.0,3.0,5.0,7.0
Baba Rahman,gh GHA,DF,Reims,fr Ligue 1,24,1994,10.7,563.0,455.0,108.0,11.0,0.0,99.0,7.0,4.0,0.0,0.0,0.0,0.0,329.0,141.0,93.0,268.0,164.0,23.0,97.0,3.0,454.0,0.0,13.0,12.0,26.0
Baba Rahman,gh GHA,DF,Schalke 04,de Bundesliga,24,1994,1.8,91.0,74.0,17.0,0.0,0.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,57.0,18.0,16.0,42.0,27.0,5.0,17.0,0.0,69.0,0.0,5.0,4.0,4.0
Ivan Rakitić,hr CRO,MF,Barcelona,es La Liga,30,1988,29.4,2602.0,2534.0,68.0,41.0,8.0,382.0,79.0,20.0,7.0,2.0,2.0,0.0,2130.0,220.0,252.0,335.0,2149.0,67.0,20.0,16.0,2357.0,15.0,19.0,36.0,30.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Ralls,eng ENG,MF,Cardiff City,eng Premier League,24,1993,21.8,863.0,751.0,112.0,59.0,1.0,188.0,53.0,22.0,51.0,8.0,3.0,0.0,452.0,87.0,324.0,666.0,111.0,68.0,1.0,2.0,568.0,8.0,37.0,21.0,20.0
Jonás Ramalho,ao ANG,DF,Girona,es La Liga,25,1993,18.0,791.0,723.0,68.0,10.0,0.0,120.0,14.0,18.0,0.0,0.0,0.0,0.0,554.0,105.0,132.0,28.0,666.0,29.0,58.0,2.0,648.0,1.0,20.0,7.0,24.0
Benito Raman,be BEL,"MF,FW",Düsseldorf,de Bundesliga,23,1994,18.7,481.0,460.0,21.0,1.0,2.0,78.0,26.0,36.0,2.0,0.0,0.0,0.0,300.0,85.0,96.0,71.0,352.0,35.0,14.0,6.0,320.0,4.0,12.0,13.0,29.0
Adil Rami,fr FRA,DF,Marseille,fr Ligue 1,32,1985,15.7,843.0,820.0,23.0,23.0,0.0,84.0,29.0,1.0,0.0,0.0,0.0,0.0,596.0,91.0,156.0,92.0,662.0,59.0,0.0,2.0,707.0,2.0,16.0,6.0,11.0
Gastón Ramírez,uy URU,"MF,FW",Sampdoria,it Serie A,27,1990,17.5,874.0,797.0,77.0,31.0,4.0,161.0,36.0,27.0,42.0,5.0,0.0,1.0,581.0,132.0,161.0,731.0,85.0,32.0,4.0,4.0,657.0,3.0,26.0,26.0,24.0
Sandro Ramírez,es ESP,"FW,MF",Real Sociedad,es La Liga,23,1995,11.7,384.0,341.0,43.0,14.0,1.0,75.0,11.0,29.0,18.0,4.0,2.0,0.0,262.0,51.0,71.0,36.0,316.0,24.0,1.0,2.0,280.0,2.0,8.0,5.0,14.0
Iván Ramis,es ESP,DF,Eibar,es La Liga,33,1984,18.6,784.0,749.0,35.0,33.0,0.0,100.0,57.0,1.0,0.0,0.0,0.0,0.0,462.0,117.0,205.0,127.0,546.0,83.0,2.0,6.0,647.0,5.0,22.0,3.0,6.0
