Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen touches,Def 3rd touches,Mid 3rd touches,Att 3rd touches,Touches in Box,Live ball touches,Successful Dribbles,Attempted Dribbles,Successful Dribble %,Players dribbled past,Megs,Carries,Total Distance carries,ProgDist carries,Pass Targets,Passes Received,Passes Received %,Miscon,Passes Dispossed
José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,32,1987,28.0,999.0,15.0,123.0,430.0,542.0,140.0,970.0,51.0,104.0,49.0,58.0,5.0,782.0,6251.0,3987.0,1124.0,754.0,67.1,71.0,53.0
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.6,1667.0,189.0,808.0,857.0,76.0,22.0,1585.0,4.0,6.0,66.7,4.0,0.0,947.0,5317.0,2067.0,913.0,899.0,98.5,12.0,8.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Luis Rodríguez,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,8.0,1.0,1.0,5.0,2.0,1.0,8.0,1.0,1.0,100.0,1.0,0.0,10.0,20.0,8.0,9.0,6.0,66.7,1.0,0.0
David Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,2050.0,393.0,1183.0,971.0,54.0,19.0,1946.0,4.0,9.0,44.4,4.0,0.0,1332.0,9426.0,5689.0,1454.0,1427.0,98.1,7.0,6.0
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29.0,1521.0,110.0,439.0,910.0,299.0,36.0,1458.0,30.0,41.0,73.2,34.0,2.0,942.0,6297.0,3394.0,1038.0,926.0,89.2,24.0,28.0
Jordan Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,4.4,201.0,6.0,45.0,72.0,97.0,4.0,176.0,6.0,11.0,54.5,6.0,2.0,132.0,899.0,638.0,143.0,125.0,87.4,2.0,3.0
Romelu Lukaku,be BEL,FW,Inter,it Serie A,26,1993,33.1,1179.0,30.0,56.0,522.0,654.0,228.0,1132.0,24.0,40.0,60.0,26.0,1.0,785.0,4094.0,2285.0,1593.0,932.0,58.5,72.0,69.0
Dodi Lukebakio,cd COD,"FW,MF",Hertha BSC,de Bundesliga,21,1997,22.6,929.0,14.0,139.0,423.0,443.0,70.0,879.0,54.0,82.0,65.9,58.0,3.0,702.0,5045.0,2913.0,955.0,642.0,67.2,60.0,54.0
Saša Lukić,rs SRB,MF,Torino,it Serie A,22,1996,20.7,1030.0,41.0,213.0,612.0,285.0,31.0,990.0,19.0,34.0,55.9,22.0,1.0,702.0,4869.0,2777.0,801.0,681.0,85.0,22.0,16.0
Senad Lulić,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,1035.0,45.0,288.0,410.0,410.0,39.0,937.0,37.0,57.0,64.9,41.0,2.0,724.0,4939.0,2834.0,735.0,663.0,90.2,12.0,21.0
John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,1488.0,57.0,258.0,707.0,615.0,64.0,1466.0,17.0,34.0,50.0,20.0,4.0,972.0,5338.0,1933.0,1274.0,1059.0,83.1,36.0,21.0
Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,427.0,50.0,186.0,268.0,18.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,298.0,2250.0,1434.0,318.0,313.0,98.4,0.0,3.0
Arnaud Lusamba,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1997,10.9,559.0,10.0,102.0,307.0,193.0,14.0,526.0,21.0,31.0,67.7,21.0,0.0,436.0,1888.0,803.0,487.0,407.0,83.6,22.0,21.0
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10.0,445.0,413.0,445.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,246.0,1100.0,536.0,204.0,204.0,100.0,0.0,0.0
Lyanco,br BRA,DF,Torino,it Serie A,22,1997,13.1,810.0,111.0,466.0,377.0,31.0,3.0,785.0,10.0,16.0,62.5,11.0,0.0,503.0,3200.0,1621.0,508.0,503.0,99.0,4.0,3.0
Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,14.9,810.0,96.0,302.0,355.0,202.0,11.0,685.0,11.0,20.0,55.0,12.0,0.0,427.0,2462.0,1448.0,484.0,431.0,89.0,8.0,8.0
Yann M'Vila,fr FRA,"MF,DF",Saint-Étienne,fr Ligue 1,29,1990,21.6,1362.0,77.0,472.0,878.0,87.0,5.0,1338.0,6.0,8.0,75.0,6.0,0.0,840.0,4037.0,1787.0,955.0,911.0,95.4,8.0,8.0
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,20,1998,3.9,183.0,2.0,25.0,72.0,93.0,6.0,152.0,3.0,6.0,50.0,4.0,0.0,89.0,431.0,232.0,120.0,94.0,78.3,7.0,9.0
Darwin Machís,ve VEN,"FW,MF",Granada,es La Liga,26,1993,23.7,896.0,22.0,126.0,335.0,529.0,82.0,821.0,51.0,87.0,58.6,52.0,5.0,637.0,5622.0,3892.0,815.0,560.0,68.7,51.0,36.0
Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,84.0,1.0,25.0,41.0,25.0,0.0,65.0,1.0,1.0,100.0,1.0,0.0,37.0,143.0,84.0,42.0,36.0,85.7,0.0,2.0
James Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,2010.0,20.0,213.0,1043.0,871.0,83.0,1779.0,56.0,83.0,67.5,58.0,6.0,1455.0,7733.0,3581.0,1651.0,1439.0,87.2,46.0,47.0
Lisandro Magallán,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,566.0,78.0,335.0,260.0,12.0,9.0,540.0,2.0,3.0,66.7,2.0,0.0,274.0,1669.0,808.0,293.0,278.0,94.9,3.0,3.0
Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,1318.0,70.0,317.0,847.0,207.0,3.0,1258.0,9.0,10.0,90.0,9.0,0.0,871.0,3473.0,1563.0,982.0,942.0,95.9,5.0,9.0
Giangiacomo Magnani,it ITA,"DF,MF",Brescia,it Serie A,23,1995,1.3,52.0,12.0,33.0,16.0,5.0,5.0,52.0,1.0,1.0,100.0,1.0,0.0,30.0,131.0,77.0,32.0,31.0,96.9,0.0,1.0
Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,97.0,9.0,40.0,56.0,4.0,3.0,92.0,0.0,0.0,0.0,0.0,0.0,58.0,289.0,151.0,61.0,60.0,98.4,1.0,0.0
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,211.0,12.0,63.0,123.0,47.0,3.0,210.0,3.0,4.0,75.0,3.0,0.0,139.0,839.0,492.0,139.0,135.0,97.1,2.0,3.0
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38.0,2828.0,429.0,1432.0,1468.0,166.0,57.0,2756.0,10.0,13.0,76.9,10.0,0.0,1833.0,14294.0,8411.0,1959.0,1915.0,97.8,7.0,10.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,61.0,5.0,17.0,43.0,4.0,0.0,61.0,3.0,4.0,75.0,3.0,0.0,37.0,211.0,101.0,36.0,35.0,97.2,3.0,2.0
Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,21.6,1476.0,24.0,122.0,605.0,873.0,150.0,1401.0,60.0,93.0,64.5,61.0,1.0,1154.0,7916.0,4573.0,1367.0,1154.0,84.4,33.0,39.0
Thiago Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,44.0,2.0,6.0,33.0,6.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,27.0,134.0,43.0,29.0,27.0,93.1,0.0,1.0
Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,381.0,11.0,84.0,226.0,95.0,4.0,368.0,7.0,7.0,100.0,7.0,0.0,274.0,1651.0,838.0,296.0,271.0,91.6,8.0,10.0
Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,1647.0,51.0,408.0,1050.0,317.0,30.0,1628.0,36.0,48.0,75.0,36.0,0.0,1173.0,7319.0,3489.0,1194.0,1092.0,91.5,33.0,33.0
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28.0,804.0,714.0,800.0,2.0,3.0,1.0,530.0,0.0,0.0,0.0,0.0,0.0,366.0,2213.0,1331.0,285.0,283.0,99.3,0.0,0.0
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,1179.0,74.0,451.0,570.0,229.0,18.0,1002.0,22.0,44.0,50.0,25.0,2.0,727.0,3900.0,2272.0,768.0,731.0,95.2,13.0,16.0
Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,306.0,8.0,28.0,175.0,120.0,29.0,291.0,16.0,23.0,69.6,18.0,0.0,228.0,1069.0,483.0,377.0,223.0,59.2,25.0,14.0
Abdul Majeed Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,157.0,1.0,24.0,76.0,77.0,12.0,155.0,9.0,20.0,45.0,12.0,0.0,132.0,994.0,732.0,169.0,116.0,68.6,11.0,13.0
Žan Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.5,938.0,49.0,277.0,474.0,252.0,23.0,909.0,13.0,24.0,54.2,13.0,1.0,605.0,3867.0,2165.0,683.0,598.0,87.6,18.0,19.0
Jean-Victor Makengo,fr FRA,"MF,FW",Toulouse,fr Ligue 1,21,1998,11.0,569.0,10.0,103.0,351.0,170.0,13.0,564.0,17.0,31.0,54.8,20.0,1.0,480.0,3334.0,1946.0,530.0,457.0,86.2,21.0,21.0
Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,988.0,45.0,184.0,584.0,259.0,51.0,925.0,8.0,14.0,57.1,10.0,0.0,390.0,2222.0,1007.0,552.0,396.0,71.7,19.0,10.0
Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,27,1991,20.0,1546.0,233.0,789.0,782.0,77.0,21.0,1501.0,6.0,9.0,66.7,6.0,1.0,1079.0,6570.0,3779.0,1163.0,1151.0,99.0,2.0,5.0
Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,203.0,5.0,58.0,92.0,64.0,4.0,168.0,6.0,9.0,66.7,6.0,1.0,133.0,709.0,393.0,140.0,123.0,87.9,2.0,2.0
Daniel Maldini,it ITA,FW,Milan,it Serie A,17,2001,0.3,21.0,0.0,3.0,9.0,12.0,2.0,21.0,0.0,1.0,0.0,0.0,0.0,13.0,104.0,66.0,22.0,17.0,77.3,2.0,0.0
Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,26,1993,17.1,1267.0,5.0,97.0,617.0,671.0,47.0,1176.0,60.0,82.0,73.2,60.0,0.0,1022.0,6430.0,3330.0,1110.0,972.0,87.6,43.0,45.0
Yunus Mallı,tr TUR,"FW,MF",Union Berlin,de Bundesliga,27,1992,7.5,303.0,7.0,44.0,155.0,130.0,16.0,295.0,5.0,11.0,45.5,5.0,0.0,200.0,1237.0,675.0,290.0,220.0,75.9,19.0,15.0
Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,1570.0,90.0,501.0,729.0,418.0,20.0,1308.0,8.0,12.0,66.7,8.0,0.0,810.0,3942.0,1980.0,951.0,866.0,91.1,17.0,12.0
Streli Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,466.0,8.0,50.0,253.0,196.0,55.0,433.0,16.0,29.0,55.2,18.0,1.0,314.0,2297.0,1276.0,574.0,299.0,52.1,43.0,33.0
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,105.0,4.0,40.0,59.0,17.0,4.0,105.0,2.0,2.0,100.0,2.0,0.0,69.0,461.0,217.0,70.0,65.0,92.9,0.0,3.0
Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,1535.0,64.0,477.0,738.0,394.0,15.0,1285.0,6.0,14.0,42.9,6.0,1.0,910.0,3858.0,2032.0,971.0,919.0,94.6,12.0,14.0
Gianluca Mancini,it ITA,"DF,MF",Roma,it Serie A,23,1996,30.4,1973.0,247.0,936.0,1046.0,140.0,33.0,1913.0,10.0,14.0,71.4,10.0,0.0,1303.0,8183.0,4651.0,1410.0,1373.0,97.4,10.0,10.0
Marco Mancosu,it ITA,"MF,FW",Lecce,it Serie A,30,1988,27.1,1200.0,37.0,221.0,592.0,479.0,110.0,1160.0,27.0,42.0,64.3,28.0,0.0,763.0,5237.0,3263.0,1092.0,863.0,79.0,47.0,28.0
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,906.0,794.0,902.0,6.0,0.0,0.0,687.0,1.0,2.0,50.0,1.0,0.0,493.0,2266.0,1128.0,416.0,413.0,99.3,1.0,0.0
Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,797.0,29.0,167.0,448.0,229.0,11.0,691.0,12.0,20.0,60.0,13.0,0.0,485.0,2428.0,1352.0,475.0,441.0,92.8,8.0,11.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aïssa Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,2047.0,313.0,1110.0,987.0,62.0,19.0,1951.0,6.0,9.0,66.7,8.0,0.0,1338.0,6560.0,3212.0,1479.0,1451.0,98.1,4.0,4.0
Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,1245.0,36.0,271.0,626.0,392.0,48.0,1158.0,13.0,30.0,43.3,14.0,1.0,720.0,2820.0,1416.0,905.0,782.0,86.4,20.0,19.0
Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,1590.0,13.0,125.0,629.0,1000.0,219.0,1572.0,76.0,116.0,65.5,84.0,6.0,1248.0,9679.0,5436.0,1843.0,1275.0,69.2,85.0,72.0
Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,353.0,70.0,216.0,145.0,6.0,4.0,347.0,0.0,1.0,0.0,0.0,0.0,205.0,914.0,325.0,229.0,225.0,98.3,1.0,1.0
Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,1560.0,34.0,304.0,923.0,437.0,35.0,1404.0,23.0,28.0,82.1,24.0,1.0,1021.0,5050.0,2427.0,1161.0,1070.0,92.2,19.0,25.0
Massimiliano Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,10.8,540.0,75.0,283.0,232.0,48.0,4.0,479.0,0.0,0.0,0.0,0.0,0.0,301.0,1830.0,1070.0,319.0,309.0,96.9,3.0,1.0
Kostas Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,1677.0,244.0,850.0,909.0,38.0,24.0,1630.0,2.0,2.0,100.0,2.0,0.0,1092.0,6611.0,3726.0,1220.0,1209.0,99.1,5.0,2.0
Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,815.0,77.0,319.0,324.0,212.0,14.0,685.0,13.0,20.0,65.0,14.0,0.0,406.0,2319.0,1352.0,458.0,401.0,87.6,15.0,8.0
Giacomo Manzari,it ITA,"FW,MF",Sassuolo,it Serie A,18,2000,0.2,8.0,0.0,1.0,6.0,2.0,0.0,8.0,1.0,1.0,100.0,1.0,0.0,5.0,29.0,25.0,8.0,5.0,62.5,1.0,0.0
Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1999,7.5,415.0,5.0,63.0,199.0,190.0,41.0,411.0,12.0,22.0,54.5,14.0,0.0,347.0,2561.0,1840.0,397.0,325.0,81.9,15.0,22.0
Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,1284.0,69.0,437.0,662.0,279.0,13.0,1076.0,28.0,52.0,53.8,30.0,1.0,762.0,5141.0,3312.0,794.0,724.0,91.2,16.0,29.0
Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,866.0,36.0,253.0,502.0,175.0,7.0,780.0,9.0,13.0,69.2,9.0,0.0,551.0,3171.0,1849.0,556.0,537.0,96.6,4.0,5.0
Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,1212.0,46.0,239.0,586.0,462.0,45.0,1087.0,10.0,13.0,76.9,10.0,0.0,824.0,4155.0,2597.0,946.0,871.0,92.1,19.0,14.0
Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,1333.0,152.0,644.0,736.0,35.0,17.0,1296.0,0.0,1.0,0.0,0.0,0.0,824.0,4529.0,2478.0,918.0,905.0,98.6,2.0,2.0
Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,25,1994,12.7,759.0,22.0,139.0,317.0,363.0,47.0,675.0,18.0,30.0,60.0,19.0,1.0,518.0,3773.0,2175.0,585.0,484.0,82.7,12.0,28.0
Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,1610.0,246.0,733.0,956.0,55.0,21.0,1561.0,4.0,4.0,100.0,4.0,0.0,1195.0,7884.0,5046.0,1290.0,1273.0,98.7,6.0,5.0
Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,30,1989,6.0,275.0,13.0,58.0,132.0,99.0,3.0,242.0,2.0,4.0,50.0,2.0,0.0,147.0,935.0,502.0,217.0,164.0,75.6,6.0,3.0
Dario Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,73.0,10.0,46.0,33.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,48.0,349.0,210.0,55.0,55.0,100.0,0.0,0.0
Miguel Marí,es ESP,MF,Eibar,es La Liga,22,1997,0.1,5.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,100.0,0.0,0.0
Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,111.0,21.0,52.0,65.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,70.0,503.0,335.0,82.0,81.0,98.8,0.0,0.0
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,1040.0,142.0,582.0,503.0,24.0,15.0,987.0,1.0,1.0,100.0,1.0,0.0,601.0,2920.0,1625.0,635.0,622.0,98.0,3.0,2.0
Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,23.0,0.0,1.0,9.0,13.0,6.0,21.0,2.0,2.0,100.0,2.0,0.0,14.0,92.0,73.0,31.0,15.0,48.4,2.0,0.0
Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,762.0,84.0,316.0,343.0,121.0,5.0,628.0,1.0,3.0,33.3,2.0,0.0,315.0,1048.0,434.0,346.0,330.0,95.4,5.0,3.0
Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,140.0,4.0,35.0,83.0,28.0,0.0,134.0,3.0,4.0,75.0,3.0,0.0,96.0,384.0,175.0,101.0,87.0,86.1,3.0,6.0
Federico Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,18.0,0.0,4.0,7.0,8.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,92.0,40.0,21.0,17.0,81.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,9.5,466.0,39.0,165.0,225.0,99.0,7.0,368.0,8.0,22.0,36.4,10.0,3.0,226.0,1238.0,793.0,224.0,207.0,92.4,5.0,6.0
Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,21.0,4.0,15.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,15.0,5.0,5.0,100.0,0.0,0.0
Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,1262.0,146.0,631.0,676.0,52.0,18.0,1225.0,3.0,6.0,50.0,4.0,1.0,833.0,4663.0,2713.0,872.0,850.0,97.5,4.0,3.0
Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,1641.0,227.0,794.0,939.0,33.0,5.0,1608.0,6.0,6.0,100.0,6.0,0.0,1189.0,7084.0,4225.0,1271.0,1259.0,99.1,2.0,2.0
Omar Marmoush,eg EGY,"MF,FW",Wolfsburg,de Bundesliga,20,1999,0.9,33.0,2.0,5.0,16.0,13.0,2.0,33.0,1.0,7.0,14.3,1.0,0.0,25.0,224.0,123.0,23.0,19.0,82.6,1.0,5.0
Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2.0,105.0,1.0,10.0,59.0,54.0,6.0,94.0,2.0,3.0,66.7,2.0,0.0,82.0,857.0,570.0,86.0,73.0,84.9,3.0,2.0
Marquinhos,br BRA,"MF,DF",Paris S-G,fr Ligue 1,25,1994,16.4,1453.0,98.0,493.0,930.0,127.0,17.0,1429.0,9.0,10.0,90.0,10.0,0.0,1046.0,5233.0,2616.0,1136.0,1105.0,97.3,4.0,10.0
Bruno Martella,it ITA,"DF,MF",Brescia,it Serie A,26,1992,14.1,719.0,74.0,286.0,282.0,197.0,9.0,617.0,12.0,25.0,48.0,13.0,1.0,405.0,2448.0,1554.0,455.0,408.0,89.7,12.0,12.0
Roger Martí,es ESP,FW,Levante,es La Liga,28,1991,25.2,710.0,14.0,71.0,360.0,312.0,95.0,694.0,12.0,26.0,46.2,13.0,2.0,446.0,2216.0,1038.0,1022.0,514.0,50.3,63.0,26.0
Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,1074.0,18.0,51.0,400.0,692.0,188.0,1048.0,64.0,104.0,61.5,66.0,2.0,892.0,5737.0,3206.0,1399.0,897.0,64.1,66.0,68.0
Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,1081.0,50.0,290.0,490.0,375.0,13.0,819.0,24.0,40.0,60.0,26.0,1.0,592.0,3953.0,2164.0,610.0,527.0,86.4,13.0,12.0
Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,5.9,201.0,168.0,198.0,3.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,106.0,449.0,271.0,99.0,99.0,100.0,0.0,0.0
David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,134.0,117.0,134.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,44.0,254.0,162.0,31.0,31.0,100.0,0.0,0.0
Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,93.0,6.0,26.0,57.0,15.0,3.0,88.0,0.0,0.0,0.0,0.0,0.0,61.0,258.0,129.0,60.0,57.0,95.0,3.0,1.0
Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,215.0,4.0,47.0,139.0,39.0,3.0,195.0,3.0,3.0,100.0,3.0,0.0,152.0,730.0,372.0,159.0,151.0,95.0,4.0,6.0
Josh Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,20.0,0.0,3.0,12.0,5.0,1.0,20.0,1.0,1.0,100.0,1.0,0.0,16.0,123.0,21.0,20.0,15.0,75.0,1.0,1.0
Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,275.0,10.0,62.0,111.0,131.0,40.0,273.0,11.0,29.0,37.9,12.0,0.0,189.0,1839.0,1245.0,311.0,181.0,58.2,24.0,21.0
Álex Martínez,es ESP,DF,Granada,es La Liga,28,1990,0.2,10.0,0.0,1.0,4.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,46.0,39.0,5.0,5.0,100.0,0.0,0.0
Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,308.0,275.0,308.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,148.0,589.0,303.0,135.0,135.0,100.0,0.0,0.0
Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,1904.0,190.0,962.0,997.0,111.0,31.0,1789.0,8.0,11.0,72.7,8.0,0.0,1050.0,7325.0,3949.0,1089.0,1055.0,96.9,2.0,7.0
Javi Martínez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,9.0,1.0,1.0,3.0,6.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,58.0,23.0,7.0,7.0,100.0,2.0,1.0
Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,30,1988,7.5,675.0,53.0,290.0,400.0,25.0,3.0,668.0,3.0,4.0,75.0,3.0,0.0,452.0,2428.0,1208.0,491.0,481.0,98.0,1.0,0.0
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,978.0,14.0,58.0,375.0,604.0,238.0,956.0,47.0,83.0,56.6,51.0,2.0,670.0,3974.0,2546.0,1217.0,714.0,58.7,86.0,60.0
Pablo Martínez,es ESP,"MF,FW",Levante,es La Liga,21,1998,0.4,31.0,5.0,13.0,11.0,8.0,2.0,28.0,0.0,2.0,0.0,0.0,0.0,15.0,119.0,52.0,17.0,13.0,76.5,1.0,2.0
Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,1340.0,169.0,818.0,604.0,46.0,18.0,1289.0,6.0,7.0,85.7,6.0,0.0,755.0,5438.0,3259.0,757.0,737.0,97.4,5.0,7.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gelson Martins,pt POR,"DF,FW",Monaco,fr Ligue 1,24,1995,18.6,1018.0,20.0,177.0,479.0,462.0,83.0,945.0,61.0,104.0,58.7,64.0,3.0,827.0,7141.0,4443.0,898.0,704.0,78.4,31.0,35.0
Adam Marušić,me MNE,DF,Lazio,it Serie A,26,1992,10.5,497.0,29.0,155.0,175.0,189.0,30.0,425.0,9.0,18.0,50.0,12.0,1.0,313.0,1582.0,825.0,335.0,296.0,88.4,6.0,11.0
Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,1532.0,106.0,627.0,895.0,111.0,6.0,1487.0,11.0,15.0,73.3,12.0,1.0,958.0,5719.0,2314.0,963.0,925.0,96.1,6.0,8.0
Andrea Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,938.0,102.0,409.0,483.0,103.0,13.0,880.0,6.0,7.0,85.7,6.0,0.0,579.0,3072.0,1765.0,623.0,618.0,99.2,2.0,5.0
Andrea Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,358.0,28.0,161.0,189.0,25.0,0.0,335.0,1.0,1.0,100.0,1.0,0.0,215.0,986.0,503.0,224.0,220.0,98.2,0.0,2.0
Adam Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,1186.0,102.0,392.0,567.0,269.0,21.0,973.0,11.0,18.0,61.1,11.0,0.0,535.0,2661.0,1350.0,568.0,523.0,92.1,11.0,13.0
