Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen touches,Def 3rd touches,Mid 3rd touches,Att 3rd touches,Touches in Box,Live ball touches,Successful Dribbles,Attempted Dribbles,Successful Dribble %,Players dribbled past,Megs,Carries,Total Distance carries,ProgDist carries,Pass Targets,Passes Received,Passes Received %,Miscon,Passes Dispossed
Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,13.2,495.0,107.0,296.0,185.0,33.0,9.0,471.0,5.0,7.0,71.4,5.0,1.0,215.0,1071.0,392.0,223.0,207.0,92.8,4.0,2.0
Leon Clarke,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,34,1985,0.4,11.0,2.0,4.0,2.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,14.0,8.0,57.1,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,fr Ligue 1,21,1998,18.1,882.0,14.0,139.0,480.0,373.0,66.0,856.0,47.0,72.0,65.3,51.0,1.0,734.0,5387.0,3547.0,804.0,668.0,83.1,57.0,52.0
Christian Clemens,de GER,"MF,FW",Köln,de Bundesliga,27,1991,0.2,5.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0
Óscar Clemente,es ESP,MF,Atlético Madrid,es La Liga,20,1999,0.0,4.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,15.0,5.0,3.0,60.0,1.0,0.0
Yannis Clementia,fr FRA,GK,Nice,fr Ligue 1,22,1997,2.0,61.0,58.0,61.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,28.0,159.0,85.0,16.0,16.0,100.0,0.0,0.0
Denilho Cleonise,nl NED,FW,Genoa,it Serie A,17,2001,0.5,11.0,0.0,3.0,6.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,50.0,31.0,18.0,8.0,44.4,0.0,2.0
Carlos Clerc,es ESP,DF,Levante,es La Liga,27,1992,20.5,1188.0,84.0,446.0,559.0,263.0,14.0,993.0,25.0,39.0,64.1,26.0,2.0,645.0,4371.0,2554.0,700.0,637.0,91.0,20.0,9.0
Tom Cleverley,eng ENG,MF,Watford,eng Premier League,29,1989,10.8,583.0,22.0,108.0,287.0,214.0,25.0,555.0,4.0,6.0,66.7,4.0,0.0,374.0,1359.0,588.0,449.0,374.0,83.3,8.0,6.0
Conor Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,2046.0,359.0,1366.0,787.0,1.0,0.0,2012.0,6.0,6.0,100.0,6.0,0.0,1324.0,6932.0,3163.0,1357.0,1352.0,99.6,3.0,2.0
Marcus Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,8.0,4.0,1.0,25.0,0.0,0.0
Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,674.0,8.0,107.0,458.0,169.0,10.0,635.0,4.0,9.0,44.4,5.0,0.0,498.0,2933.0,1531.0,543.0,487.0,89.7,10.0,15.0
Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,697.0,49.0,251.0,307.0,186.0,24.0,592.0,15.0,27.0,55.6,17.0,0.0,408.0,2250.0,1234.0,440.0,397.0,90.2,15.0,6.0
Séamus Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,1307.0,87.0,434.0,633.0,329.0,30.0,1089.0,38.0,62.0,61.3,44.0,6.0,783.0,5028.0,2805.0,782.0,691.0,88.4,24.0,17.0
Álex Collado,es ESP,DF,Barcelona,es La Liga,20,1999,0.1,10.0,0.0,0.0,4.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,42.0,21.0,9.0,9.0,100.0,0.0,0.0
Ebrima Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,68.0,0.0,8.0,23.0,43.0,12.0,68.0,4.0,5.0,80.0,4.0,0.0,57.0,421.0,223.0,62.0,49.0,79.0,4.0,5.0
Omar Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,1706.0,267.0,893.0,834.0,89.0,33.0,1664.0,6.0,6.0,100.0,6.0,0.0,928.0,5675.0,3038.0,959.0,940.0,98.0,6.0,4.0
Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,2194.0,129.0,909.0,1075.0,402.0,16.0,1864.0,45.0,79.0,57.0,47.0,6.0,1292.0,9170.0,5713.0,1246.0,1177.0,94.5,27.0,30.0
Simone Colombi,it ITA,GK,Parma,it Serie A,28,1991,4.0,113.0,105.0,113.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,39.0,101.0,53.0,32.0,31.0,96.9,0.0,0.0
Lorenzo Colombo,it ITA,FW,Milan,it Serie A,17,2002,0.1,4.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,3.0,3.0,100.0,2.0,0.0
Racine Coly,sn SEN,DF,Nice,fr Ligue 1,23,1995,7.2,628.0,31.0,234.0,350.0,87.0,10.0,540.0,7.0,13.0,53.8,7.0,0.0,404.0,2119.0,1182.0,421.0,408.0,96.9,8.0,8.0
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,23,1996,16.7,1035.0,2.0,68.0,388.0,662.0,144.0,1030.0,60.0,101.0,59.4,65.0,2.0,899.0,6283.0,3982.0,1057.0,844.0,79.8,33.0,44.0
Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,1106.0,84.0,507.0,610.0,75.0,8.0,1069.0,4.0,7.0,57.1,4.0,0.0,628.0,3503.0,2173.0,660.0,645.0,97.7,6.0,3.0
Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,349.0,2.0,21.0,149.0,199.0,61.0,334.0,6.0,16.0,37.5,6.0,1.0,228.0,1713.0,947.0,535.0,235.0,43.9,42.0,34.0
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,1084.0,911.0,1080.0,8.0,1.0,0.0,797.0,2.0,3.0,66.7,2.0,0.0,569.0,3104.0,1869.0,487.0,487.0,100.0,0.0,0.0
Andrea Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,1236.0,75.0,406.0,685.0,224.0,15.0,1067.0,9.0,11.0,81.8,10.0,0.0,743.0,4104.0,2349.0,763.0,740.0,97.0,9.0,9.0
Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,22,1997,15.0,862.0,41.0,217.0,462.0,235.0,13.0,844.0,35.0,43.0,81.4,36.0,5.0,635.0,3350.0,1481.0,654.0,590.0,90.2,19.0,28.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,1559.0,262.0,944.0,619.0,69.0,26.0,1500.0,4.0,4.0,100.0,4.0,0.0,823.0,4498.0,2125.0,923.0,891.0,96.5,6.0,4.0
Francis Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,1184.0,68.0,347.0,734.0,167.0,19.0,1162.0,21.0,29.0,72.4,21.0,0.0,843.0,3737.0,1723.0,859.0,810.0,94.3,19.0,23.0
Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,74.0,13.0,46.0,28.0,1.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,48.0,219.0,129.0,48.0,47.0,97.9,0.0,0.0
Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,233.0,8.0,47.0,95.0,100.0,4.0,198.0,6.0,10.0,60.0,6.0,0.0,155.0,733.0,438.0,175.0,159.0,90.9,3.0,6.0
Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,652.0,12.0,138.0,271.0,282.0,37.0,645.0,17.0,32.0,53.1,18.0,0.0,437.0,2334.0,1275.0,605.0,442.0,73.1,34.0,20.0
Jhon Córdoba,co COL,FW,Köln,de Bundesliga,26,1993,22.2,738.0,21.0,34.0,380.0,362.0,126.0,693.0,26.0,48.0,54.2,27.0,0.0,485.0,2863.0,1109.0,1059.0,521.0,49.2,86.0,40.0
Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,21,1997,4.1,122.0,4.0,12.0,69.0,51.0,14.0,117.0,3.0,5.0,60.0,3.0,0.0,81.0,503.0,313.0,158.0,81.0,51.3,12.0,8.0
Benjamin Corgnet,fr FRA,MF,Strasbourg,fr Ligue 1,32,1987,2.9,105.0,2.0,10.0,58.0,41.0,8.0,99.0,1.0,5.0,20.0,2.0,1.0,55.0,310.0,182.0,111.0,76.0,68.5,4.0,2.0
Jack Cork,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,1229.0,64.0,221.0,793.0,284.0,30.0,1222.0,26.0,35.0,74.3,26.0,1.0,746.0,3866.0,1602.0,788.0,670.0,85.0,25.0,44.0
Andreas Cornelius,dk DEN,FW,Parma,it Serie A,26,1993,16.6,648.0,28.0,71.0,322.0,292.0,89.0,629.0,18.0,31.0,58.1,20.0,1.0,384.0,2256.0,883.0,833.0,487.0,58.5,60.0,38.0
Maxwel Cornet,ci CIV,"FW,DF",Lyon,fr Ligue 1,22,1996,14.8,890.0,22.0,176.0,382.0,402.0,39.0,800.0,22.0,33.0,66.7,23.0,0.0,587.0,3895.0,2462.0,721.0,570.0,79.1,25.0,26.0
Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,25,1994,3.9,220.0,0.0,39.0,83.0,125.0,8.0,202.0,9.0,21.0,42.9,11.0,1.0,146.0,1211.0,912.0,198.0,144.0,72.7,16.0,13.0
Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24,1995,22.9,942.0,29.0,133.0,384.0,488.0,139.0,930.0,41.0,74.0,55.4,46.0,2.0,696.0,3619.0,2197.0,917.0,666.0,72.6,79.0,61.0
Joaquín Correa,ar ARG,"FW,MF",Lazio,it Serie A,24,1994,22.2,989.0,11.0,48.0,411.0,621.0,167.0,957.0,52.0,82.0,63.4,60.0,4.0,813.0,5949.0,3842.0,1129.0,808.0,71.6,52.0,40.0
Rober Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,628.0,39.0,155.0,327.0,185.0,8.0,493.0,5.0,7.0,71.4,5.0,0.0,283.0,1670.0,778.0,310.0,271.0,87.4,10.0,6.0
Thierry Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,172.0,12.0,61.0,96.0,24.0,0.0,141.0,1.0,2.0,50.0,1.0,0.0,88.0,448.0,286.0,101.0,92.0,91.1,4.0,1.0
Antonio Cortés,es ESP,"FW,MF",Granada,es La Liga,19,2000,2.0,68.0,0.0,8.0,28.0,37.0,6.0,67.0,4.0,9.0,44.4,4.0,0.0,53.0,344.0,165.0,86.0,48.0,55.8,7.0,5.0
Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,35,1983,1.0,28.0,20.0,27.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,19.0,60.0,31.0,15.0,15.0,100.0,0.0,0.0
Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,26,1993,15.4,806.0,28.0,153.0,317.0,373.0,45.0,697.0,23.0,40.0,57.5,25.0,0.0,469.0,2688.0,1299.0,582.0,457.0,78.5,12.0,15.0
Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,533.0,16.0,43.0,262.0,250.0,72.0,517.0,15.0,27.0,55.6,16.0,1.0,338.0,1766.0,734.0,749.0,411.0,54.9,41.0,21.0
Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,28,1990,8.9,613.0,6.0,61.0,301.0,315.0,43.0,584.0,37.0,59.0,62.7,40.0,3.0,510.0,3989.0,2429.0,572.0,503.0,87.9,26.0,22.0
Jaume Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,981.0,69.0,316.0,487.0,241.0,17.0,858.0,12.0,19.0,63.2,12.0,1.0,594.0,3065.0,1724.0,666.0,614.0,92.2,9.0,6.0
Nuno da Costa,cv CPV,"FW,MF",Strasbourg,fr Ligue 1,28,1991,5.9,255.0,4.0,17.0,113.0,136.0,37.0,253.0,18.0,28.0,64.3,21.0,2.0,181.0,857.0,326.0,292.0,184.0,63.0,19.0,15.0
David Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,240.0,29.0,128.0,119.0,6.0,2.0,233.0,0.0,0.0,0.0,0.0,0.0,162.0,908.0,456.0,158.0,153.0,96.8,1.0,1.0
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,947.0,820.0,938.0,9.0,0.0,0.0,634.0,2.0,2.0,100.0,2.0,0.0,435.0,1918.0,914.0,388.0,388.0,100.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,597.0,36.0,45.0,229.0,341.0,104.0,586.0,14.0,39.0,35.9,15.0,1.0,314.0,1646.0,848.0,859.0,458.0,53.3,66.0,43.0
Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,484.0,81.0,303.0,193.0,7.0,5.0,473.0,0.0,0.0,0.0,0.0,0.0,289.0,1592.0,871.0,320.0,314.0,98.1,1.0,3.0
Yoann Court,fr FRA,"FW,MF",Brest,fr Ligue 1,29,1990,16.3,770.0,17.0,131.0,366.0,325.0,39.0,726.0,15.0,27.0,55.6,16.0,1.0,493.0,2865.0,1750.0,685.0,510.0,74.5,23.0,31.0
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,1153.0,1059.0,1150.0,3.0,1.0,1.0,869.0,0.0,0.0,0.0,0.0,0.0,628.0,3238.0,1408.0,575.0,572.0,99.5,0.0,0.0
Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,de Bundesliga,27,1992,15.7,1071.0,2.0,76.0,556.0,515.0,81.0,1012.0,45.0,69.0,65.2,49.0,5.0,860.0,4940.0,2766.0,1045.0,856.0,81.9,22.0,33.0
Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,288.0,26.0,178.0,132.0,11.0,5.0,280.0,2.0,4.0,50.0,3.0,0.0,193.0,1309.0,593.0,195.0,187.0,95.9,1.0,0.0
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,528.0,481.0,526.0,3.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,169.0,1117.0,754.0,145.0,144.0,99.3,0.0,0.0
Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,1971.0,108.0,550.0,944.0,562.0,26.0,1581.0,16.0,38.0,42.1,19.0,2.0,1076.0,4672.0,2310.0,1139.0,1047.0,91.9,9.0,13.0
Domenico Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,1522.0,119.0,581.0,695.0,327.0,21.0,1309.0,9.0,11.0,81.8,10.0,2.0,812.0,4045.0,2458.0,886.0,851.0,96.0,11.0,5.0
Bryan Cristante,it ITA,MF,Roma,it Serie A,24,1995,18.0,1229.0,44.0,294.0,803.0,227.0,21.0,1201.0,14.0,17.0,82.4,14.0,0.0,854.0,5739.0,3080.0,985.0,935.0,94.9,11.0,16.0
Sebastián Cristóforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,469.0,11.0,80.0,260.0,153.0,8.0,458.0,10.0,17.0,58.8,11.0,0.0,287.0,1125.0,516.0,323.0,259.0,80.2,11.0,20.0
Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,62.0,3.0,21.0,23.0,18.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,34.0,95.0,42.0,33.0,31.0,93.9,1.0,1.0
Juan Cuadrado,co COL,DF,Juventus,it Serie A,31,1988,29.5,2672.0,70.0,651.0,1449.0,812.0,54.0,2445.0,51.0,80.0,63.8,55.0,0.0,1880.0,10524.0,7354.0,2102.0,1970.0,93.7,22.0,30.0
Cucho,co COL,"FW,MF",Mallorca,es La Liga,20,1999,16.5,690.0,22.0,105.0,331.0,310.0,65.0,679.0,33.0,51.0,64.7,34.0,1.0,502.0,3500.0,2006.0,757.0,524.0,69.2,44.0,41.0
Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,21,1998,36.0,1819.0,41.0,296.0,828.0,813.0,65.0,1643.0,24.0,48.0,50.0,29.0,2.0,1059.0,5590.0,3315.0,1350.0,1009.0,74.7,65.0,43.0
Iván Cuéllar,es ESP,GK,Leganés,es La Liga,35,1984,27.0,905.0,734.0,884.0,20.0,1.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,349.0,2849.0,1552.0,229.0,228.0,99.6,0.0,0.0
Jaume Cuéllar,bo BOL,"FW,MF",SPAL,it Serie A,17,2001,0.8,24.0,0.0,0.0,13.0,12.0,1.0,23.0,2.0,2.0,100.0,2.0,0.0,15.0,94.0,41.0,30.0,20.0,66.7,2.0,1.0
Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,de Bundesliga,19,1999,3.4,231.0,3.0,29.0,116.0,103.0,10.0,212.0,11.0,18.0,61.1,12.0,1.0,175.0,1008.0,579.0,200.0,181.0,90.5,3.0,4.0
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,20,1999,8.3,315.0,6.0,41.0,173.0,139.0,25.0,308.0,34.0,43.0,79.1,36.0,0.0,266.0,2230.0,1419.0,303.0,204.0,67.3,17.0,24.0
Matheus Cunha,br BRA,"FW,MF",RB Leipzig,de Bundesliga,20,1999,3.1,156.0,2.0,5.0,71.0,88.0,21.0,154.0,7.0,11.0,63.6,7.0,0.0,122.0,768.0,434.0,176.0,110.0,62.5,12.0,9.0
Felipe Curcio,br BRA,DF,Brescia,it Serie A,26,1993,0.1,12.0,0.0,3.0,7.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,113.0,102.0,9.0,9.0,100.0,0.0,0.0
Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,105.0,1.0,10.0,51.0,49.0,17.0,98.0,5.0,9.0,55.6,6.0,0.0,70.0,477.0,231.0,173.0,60.0,34.7,10.0,9.0
Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,275.0,10.0,30.0,116.0,143.0,46.0,271.0,7.0,13.0,53.8,7.0,0.0,181.0,1112.0,496.0,417.0,204.0,48.9,33.0,11.0
Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,1525.0,48.0,357.0,946.0,328.0,19.0,1365.0,11.0,19.0,57.9,12.0,0.0,1032.0,4792.0,2842.0,1199.0,1123.0,93.7,15.0,22.0
Rafael Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,1472.0,251.0,862.0,666.0,54.0,12.0,1409.0,5.0,7.0,71.4,5.0,0.0,832.0,5756.0,3198.0,866.0,843.0,97.3,6.0,7.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,13.0,0.0,1.0,8.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,14.0,15.0,10.0,66.7,0.0,1.0
Marco D'Alessandro,it ITA,"MF,DF",SPAL,it Serie A,28,1991,8.7,352.0,9.0,69.0,145.0,177.0,25.0,343.0,18.0,27.0,66.7,18.0,3.0,262.0,2622.0,1710.0,300.0,254.0,84.7,16.0,7.0
Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,1039.0,67.0,348.0,546.0,203.0,26.0,943.0,12.0,20.0,60.0,12.0,0.0,676.0,2992.0,1764.0,775.0,714.0,92.1,11.0,7.0
Felice D'Amico,it ITA,MF,Sampdoria,it Serie A,18,2000,0.0,10.0,0.0,2.0,3.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,9.0,6.0,5.0,83.3,1.0,1.0
Lucas Da Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,29.0,0.0,3.0,13.0,15.0,3.0,28.0,1.0,2.0,50.0,1.0,0.0,21.0,167.0,70.0,27.0,19.0,70.4,1.0,0.0
Jacopo Da Riva,it ITA,FW,Atalanta,it Serie A,18,2000,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,2.0,2.0,100.0,0.0,0.0
Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,1515.0,199.0,896.0,695.0,41.0,11.0,1467.0,10.0,11.0,90.9,10.0,0.0,917.0,5505.0,2680.0,955.0,941.0,98.5,3.0,7.0
Bryan Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,700.0,22.0,151.0,445.0,167.0,12.0,689.0,12.0,23.0,52.2,14.0,0.0,506.0,3237.0,1811.0,591.0,534.0,90.4,16.0,12.0
Moanes Dabour,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,28.0,0.0,1.0,4.0,23.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,15.0,48.0,21.0,25.0,20.0,80.0,2.0,1.0
Moanes Dabour,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,365.0,2.0,33.0,186.0,165.0,36.0,355.0,12.0,26.0,46.2,12.0,2.0,266.0,1183.0,637.0,390.0,270.0,69.2,16.0,17.0
Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,467.0,19.0,134.0,203.0,166.0,16.0,413.0,9.0,13.0,69.2,9.0,0.0,332.0,2030.0,1157.0,351.0,323.0,92.0,4.0,10.0
Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,578.0,15.0,121.0,377.0,118.0,9.0,572.0,13.0,17.0,76.5,14.0,1.0,456.0,2268.0,1050.0,522.0,471.0,90.2,9.0,11.0
Leon Dajaku,de GER,DF,Bayern Munich,de Bundesliga,18,2001,0.1,7.0,1.0,2.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,42.0,27.0,4.0,2.0,50.0,0.0,0.0
Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,556.0,79.0,275.0,268.0,41.0,7.0,516.0,2.0,4.0,50.0,2.0,0.0,332.0,1623.0,838.0,364.0,355.0,97.5,2.0,0.0
Christian Dalle Mura,it ITA,MF,Fiorentina,it Serie A,17,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,20,1999,0.7,78.0,4.0,12.0,31.0,35.0,4.0,64.0,0.0,0.0,0.0,0.0,0.0,46.0,230.0,124.0,49.0,46.0,93.9,0.0,5.0
Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,62.0,8.0,22.0,26.0,14.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,37.0,169.0,67.0,30.0,29.0,96.7,1.0,0.0
Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,1372.0,62.0,361.0,745.0,344.0,18.0,1254.0,14.0,22.0,63.6,15.0,0.0,916.0,3886.0,2519.0,1037.0,984.0,94.9,7.0,7.0
Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,683.0,120.0,430.0,269.0,25.0,21.0,655.0,5.0,6.0,83.3,5.0,0.0,346.0,1665.0,982.0,391.0,378.0,96.7,1.0,0.0
Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,206.0,12.0,65.0,103.0,48.0,2.0,173.0,3.0,6.0,50.0,3.0,0.0,115.0,682.0,325.0,123.0,109.0,88.6,8.0,1.0
Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,1821.0,300.0,1094.0,832.0,38.0,20.0,1773.0,10.0,10.0,100.0,10.0,0.0,1292.0,7269.0,4299.0,1390.0,1374.0,98.8,5.0,8.0
Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0
Sergi Darder,es ESP,"MF,FW",Espanyol,es La Liga,25,1993,29.5,1369.0,28.0,188.0,844.0,422.0,41.0,1276.0,21.0,47.0,44.7,22.0,1.0,883.0,5360.0,2580.0,1119.0,920.0,82.2,34.0,32.0
Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,1468.0,36.0,289.0,792.0,499.0,52.0,1363.0,31.0,50.0,62.0,35.0,1.0,974.0,6260.0,2804.0,1156.0,938.0,81.1,33.0,48.0
Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,1828.0,124.0,682.0,875.0,364.0,33.0,1540.0,14.0,30.0,46.7,14.0,0.0,1022.0,4754.0,2915.0,1101.0,1017.0,92.4,9.0,16.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,2213.0,70.0,573.0,1135.0,685.0,67.0,1948.0,90.0,145.0,62.1,98.0,12.0,1512.0,9762.0,5917.0,1449.0,1344.0,92.8,44.0,47.0
Ben Davies,wal WAL,DF,Tottenham,eng Premier League,26,1993,15.9,1139.0,58.0,385.0,576.0,228.0,23.0,969.0,8.0,15.0,53.3,8.0,0.0,589.0,2751.0,1581.0,667.0,642.0,96.3,5.0,9.0
Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,1118.0,48.0,288.0,691.0,204.0,23.0,1097.0,21.0,34.0,61.8,24.0,0.0,688.0,3888.0,2018.0,770.0,689.0,89.5,22.0,30.0
Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,225.0,5.0,17.0,102.0,123.0,34.0,220.0,9.0,15.0,60.0,9.0,1.0,168.0,1171.0,572.0,311.0,179.0,57.6,19.0,19.0
Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,506.0,66.0,238.0,262.0,47.0,5.0,487.0,4.0,5.0,80.0,4.0,0.0,326.0,1852.0,1266.0,335.0,325.0,97.0,5.0,0.0
Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,1225.0,168.0,637.0,559.0,79.0,47.0,1197.0,2.0,2.0,100.0,2.0,0.0,631.0,2916.0,1376.0,693.0,657.0,94.8,9.0,6.0
