Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fouls commited,Fouls drawn,Offsides,Crosses,Interceptions,Tackles won,Penalties won,Penalties conceded,Own goals,Recoveries,Aerial Duels won,Aerial Duels lost,Aerial win %,% of dribblers tackled,A-xA,Assists,Att 3rd Pressures,Att 3rd tackles,Att 3rd touches,Attempted Dribbles,Blocked pass,Blocked shots,Blocks,CK in,CK out,CK str,Carries,Clearances,Corner Kicks,Crosses into Penalty Area,Dead Ball passes,Def 3rd Pressures,Def 3rd tackles,Def 3rd touches,Def Pen touches,Errors,Free Kick passes,G-xG,GCA OG,GCA dribbled,GCA fouls,GCA pass dead,GCA pass live,GCA shots,Goal-Creating Actions,Goal-Creating Actions p90,Goals,Goals per shot,Goals per shot on target,Ground passes,Head passes,High passes,Key Passes,Left passes,Live Ball passes,Live ball touches,Long Pass Completion %,Long Passes Attempted,Long Passes Completed,Low passes,Medium Pass Completion %,Medium Passes Attempted,Medium Passes Completed,Megs,Mid 3rd Pressures,Mid 3rd tackles,Mid 3rd touches,Miscon,No Tackels won,No of times dribbled past,No. Tackels,Non-penalty xG,Other passes,Pass Completion %,Pass Targets,Pass out of bounds,Passes Attempted,Passes Completed,Passes Dispossed,Passes Received,Passes Received %,Passes blocked,Passes completed,Passes intercepted,Passes into Final Third,Passes into Penalty Area,Passes offside,Passes under pressure,Penalty Kicks attempted,Penalty Kicks scored,Players dribbled past,Pressures,PrgDist,ProgDist carries,Progressive Passes,Right passes,SCA from dribbles,SCA from fouls,SCA pass dead,SCA pass live,SCA shots,ShSv,Short Pass Completion %,Short Passes Attempted,Short Passes Completed,Shot-Creating Actions,Shot-Creating Actions p90,Shots,Shots Total p90,Shots from Free Kicks,Shots on Target,Shots on Target %,Shots on Target p90,Succ Pressures,Succ Pressures %,Successful Dribble %,Successful Dribbles,Switches,Tackles v Dribble attempts,Tackles v Dribbles,Through Balls,Throw ins,Tkl+Int,TotDist,Total Distance carries,Touches,Touches in Box,np:G-xG,npxG/Sh,xA,xG
Mathias Jørgensen,dk DEN,DF,Düsseldorf,de Bundesliga,29,1990,5.5,1.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,73.0,15.0,10.0,60.0,66.7,0.9,1.0,0.0,0.0,4.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,126.0,29.0,0.0,0.0,12.0,25.0,5.0,182.0,49.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.18,0.0,0.0,0.0,141.0,20.0,53.0,1.0,23.0,215.0,270.0,70.1,87.0,61.0,33.0,92.6,135.0,125.0,0.0,13.0,3.0,106.0,0.0,5.0,2.0,8.0,0.0,3.0,81.9,144.0,11.0,227.0,186.0,0.0,141.0,97.9,2.0,186.0,1.0,4.0,0.0,1.0,43.0,0.0,0.0,0.0,38.0,1103.0,289.0,4.0,171.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.8,0.0,0.0,8.0,6.0,4.0,0.0,1.0,15.0,4006.0,535.0,282.0,1.0,0.0,0.0,0.1,0.0
Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,19,2000,19.7,4.0,0.0,0.0,22.0,13.0,0.0,1.0,27.0,36.0,0.0,1.0,0.0,204.0,81.0,28.0,74.3,56.3,0.9,1.0,4.0,0.0,39.0,23.0,25.0,21.0,46.0,0.0,0.0,0.0,839.0,135.0,0.0,0.0,22.0,151.0,42.0,742.0,216.0,0.0,20.0,1.6,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.1,3.0,0.25,0.43,696.0,52.0,224.0,1.0,121.0,1002.0,1292.0,75.1,402.0,302.0,104.0,89.7,614.0,551.0,0.0,63.0,14.0,633.0,10.0,36.0,14.0,56.0,1.4,0.0,83.6,823.0,29.0,1024.0,856.0,9.0,808.0,98.2,6.0,856.0,13.0,68.0,1.0,1.0,170.0,0.0,0.0,18.0,218.0,6543.0,3083.0,72.0,818.0,0.0,0.0,0.0,5.0,3.0,0.0,37.5,8.0,3.0,8.0,0.41,12.0,0.61,0.0,7.0,58.3,0.35,80.0,36.7,73.9,17.0,22.0,32.0,18.0,1.0,2.0,83.0,19579.0,5552.0,1313.0,21.0,1.6,0.13,0.1,1.4
Christian Kabasele,be BEL,DF,Watford,eng Premier League,28,1991,25.0,3.0,2.0,1.0,22.0,14.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,199.0,60.0,44.0,57.7,44.4,1.4,2.0,18.0,0.0,28.0,8.0,27.0,28.0,55.0,0.0,0.0,0.0,458.0,171.0,0.0,0.0,13.0,141.0,32.0,575.0,198.0,2.0,11.0,-1.1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.08,0.0,0.0,0.0,341.0,52.0,196.0,3.0,47.0,623.0,937.0,63.6,272.0,173.0,99.0,87.3,346.0,302.0,0.0,88.0,8.0,387.0,8.0,24.0,20.0,40.0,1.1,2.0,76.1,448.0,13.0,636.0,484.0,8.0,434.0,96.9,7.0,484.0,8.0,38.0,0.0,1.0,96.0,0.0,0.0,8.0,247.0,4142.0,882.0,35.0,511.0,0.0,1.0,0.0,6.0,0.0,0.0,50.0,18.0,9.0,7.0,0.28,8.0,0.32,0.0,1.0,12.5,0.04,85.0,34.4,87.5,7.0,25.0,36.0,16.0,0.0,2.0,64.0,11100.0,2277.0,948.0,19.0,-1.1,0.13,0.6,1.1
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,25,1994,16.3,5.0,0.0,0.0,20.0,48.0,3.0,31.0,20.0,17.0,0.0,0.0,0.0,129.0,8.0,16.0,33.3,38.5,-1.7,3.0,85.0,8.0,415.0,98.0,22.0,2.0,24.0,12.0,8.0,1.0,804.0,5.0,23.0,5.0,50.0,80.0,8.0,131.0,9.0,0.0,17.0,-0.9,0.0,1.0,1.0,1.0,2.0,1.0,6.0,0.37,1.0,0.05,0.11,539.0,22.0,104.0,38.0,65.0,671.0,921.0,57.3,110.0,63.0,78.0,86.3,571.0,493.0,1.0,141.0,12.0,501.0,40.0,17.0,24.0,28.0,1.9,6.0,79.2,882.0,7.0,721.0,571.0,40.0,704.0,79.8,25.0,571.0,14.0,33.0,22.0,1.0,171.0,0.0,0.0,60.0,306.0,2739.0,3615.0,92.0,614.0,6.0,11.0,9.0,42.0,3.0,1.0,37.5,40.0,15.0,71.0,4.35,19.0,1.16,0.0,9.0,47.4,0.55,85.0,27.8,56.1,55.0,20.0,39.0,15.0,2.0,9.0,48.0,8759.0,5631.0,960.0,50.0,-0.9,0.1,4.7,1.9
Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,de Bundesliga,27,1992,27.5,2.0,0.0,0.0,29.0,35.0,7.0,94.0,20.0,21.0,0.0,0.0,1.0,191.0,75.0,62.0,54.7,33.3,3.5,7.0,59.0,0.0,528.0,17.0,54.0,8.0,62.0,0.0,1.0,0.0,808.0,56.0,1.0,30.0,203.0,107.0,16.0,431.0,68.0,0.0,12.0,-0.1,0.0,1.0,0.0,0.0,7.0,0.0,8.0,0.29,2.0,0.08,0.22,611.0,89.0,406.0,36.0,102.0,1162.0,1423.0,48.1,308.0,148.0,348.0,82.4,984.0,811.0,0.0,118.0,15.0,735.0,19.0,21.0,20.0,31.0,2.1,6.0,71.1,1264.0,27.0,1365.0,970.0,21.0,1049.0,83.0,77.0,970.0,18.0,60.0,41.0,3.0,249.0,0.0,0.0,7.0,284.0,6582.0,2210.0,165.0,922.0,1.0,4.0,1.0,56.0,0.0,2.0,15.1,73.0,11.0,62.0,2.26,26.0,0.95,0.0,9.0,34.6,0.33,86.0,30.3,41.2,7.0,24.0,30.0,10.0,1.0,190.0,51.0,16660.0,3859.0,1622.0,76.0,-0.1,0.08,3.5,2.1
Florian Kainz,at AUT,"FW,MF",Köln,de Bundesliga,26,1992,17.3,5.0,0.0,0.0,16.0,36.0,1.0,86.0,6.0,10.0,0.0,0.0,0.0,124.0,6.0,21.0,22.2,30.8,-1.1,6.0,67.0,4.0,456.0,47.0,26.0,2.0,28.0,22.0,30.0,10.0,623.0,16.0,65.0,18.0,121.0,89.0,13.0,157.0,13.0,0.0,24.0,1.7,1.0,0.0,0.0,2.0,4.0,0.0,7.0,0.4,5.0,0.1,0.27,338.0,17.0,262.0,48.0,186.0,610.0,821.0,48.7,312.0,152.0,131.0,77.4,390.0,302.0,4.0,132.0,5.0,399.0,20.0,10.0,18.0,22.0,2.6,2.0,62.4,749.0,22.0,731.0,456.0,22.0,600.0,80.1,41.0,456.0,13.0,51.0,35.0,8.0,113.0,1.0,1.0,28.0,288.0,4288.0,2394.0,136.0,488.0,3.0,0.0,24.0,42.0,2.0,0.0,6.9,29.0,2.0,72.0,4.15,40.0,2.31,7.0,15.0,37.5,0.86,67.0,23.3,55.3,26.0,49.0,26.0,8.0,3.0,32.0,28.0,9983.0,4237.0,942.0,37.0,1.4,0.06,7.1,3.3
Gaël Kakuta,cd COD,"MF,FW",Amiens,fr Ligue 1,28,1991,22.2,4.0,0.0,0.0,30.0,27.0,1.0,45.0,16.0,31.0,0.0,0.0,0.0,131.0,23.0,59.0,28.0,32.6,2.5,5.0,144.0,4.0,562.0,85.0,17.0,1.0,18.0,11.0,11.0,1.0,883.0,8.0,34.0,5.0,69.0,91.0,11.0,103.0,11.0,0.0,15.0,-1.2,0.0,1.0,0.0,0.0,7.0,0.0,8.0,0.36,2.0,0.05,0.17,542.0,22.0,169.0,28.0,711.0,799.0,1140.0,46.3,190.0,88.0,157.0,78.8,609.0,480.0,5.0,317.0,29.0,621.0,69.0,31.0,31.0,44.0,3.2,5.0,68.2,1161.0,23.0,868.0,592.0,96.0,891.0,76.7,46.0,592.0,20.0,54.0,32.0,7.0,201.0,0.0,0.0,55.0,552.0,3004.0,2664.0,110.0,106.0,6.0,2.0,5.0,41.0,1.0,0.0,34.8,69.0,24.0,55.0,2.47,42.0,1.89,6.0,12.0,28.6,0.54,153.0,27.7,57.6,49.0,20.0,46.0,15.0,6.0,4.0,60.0,9356.0,5124.0,1211.0,56.0,-1.2,0.08,2.5,3.2
Lovre Kalinić,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,51.0,1.0,0.0,128.0,107.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,84.0,0.0,86.0,68.0,78.0,37.4,99.0,37.0,8.0,95.0,20.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,47.1,39.0,6.0,119.0,56.0,0.0,38.0,97.4,0.0,56.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1607.0,206.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2205.0,314.0,129.0,0.0,0.0,0.0,0.0,0.0
Nikola Kalinić,hr CRO,FW,Roma,it Serie A,31,1988,6.3,1.0,0.0,0.0,8.0,19.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,17.0,15.0,53.1,0.0,0.0,1.0,32.0,0.0,114.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,118.0,1.0,0.0,0.0,9.0,2.0,0.0,4.0,1.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16,5.0,0.28,0.63,101.0,4.0,12.0,7.0,5.0,126.0,184.0,66.7,15.0,10.0,22.0,78.9,109.0,86.0,0.0,18.0,0.0,78.0,14.0,0.0,0.0,0.0,4.6,5.0,76.3,265.0,2.0,135.0,103.0,8.0,158.0,59.6,5.0,103.0,2.0,3.0,3.0,2.0,34.0,0.0,0.0,1.0,52.0,204.0,212.0,7.0,110.0,0.0,0.0,0.0,11.0,2.0,0.0,63.6,11.0,7.0,13.0,2.05,18.0,2.84,0.0,8.0,44.4,1.26,17.0,32.7,50.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1493.0,564.0,192.0,38.0,0.4,0.26,1.0,4.6
Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,de Bundesliga,33,1985,1.6,0.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,12.0,1.0,5.0,16.7,0.0,-0.2,0.0,19.0,1.0,36.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,53.0,2.0,0.0,0.0,1.0,4.0,1.0,10.0,2.0,1.0,0.0,-0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.62,1.0,0.17,0.5,27.0,3.0,8.0,1.0,7.0,43.0,74.0,50.0,10.0,5.0,9.0,73.3,30.0,22.0,0.0,10.0,1.0,31.0,7.0,3.0,3.0,3.0,1.4,2.0,65.9,71.0,0.0,44.0,29.0,3.0,49.0,69.0,2.0,29.0,2.0,4.0,2.0,0.0,11.0,0.0,0.0,1.0,33.0,188.0,156.0,5.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,4.0,2.0,1.0,0.62,6.0,3.7,0.0,2.0,33.3,1.23,10.0,30.3,25.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,458.0,313.0,75.0,7.0,-0.4,0.23,0.2,1.4
Samuel Kalu,ng NGA,"FW,DF",Bordeaux,fr Ligue 1,21,1997,15.1,4.0,0.0,0.0,31.0,30.0,4.0,35.0,19.0,19.0,0.0,0.0,0.0,96.0,15.0,30.0,33.3,35.3,-0.8,1.0,70.0,5.0,307.0,88.0,20.0,1.0,21.0,0.0,1.0,0.0,616.0,10.0,1.0,3.0,31.0,83.0,19.0,131.0,24.0,2.0,0.0,-1.3,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.27,1.0,0.03,0.09,345.0,14.0,103.0,9.0,48.0,493.0,752.0,52.8,106.0,56.0,76.0,81.7,399.0,326.0,2.0,151.0,19.0,401.0,34.0,19.0,22.0,43.0,2.3,2.0,74.0,699.0,12.0,524.0,388.0,46.0,552.0,79.0,26.0,388.0,13.0,30.0,8.0,4.0,128.0,0.0,0.0,58.0,304.0,1627.0,2786.0,47.0,416.0,6.0,4.0,1.0,18.0,4.0,0.0,31.6,19.0,6.0,33.0,2.19,40.0,2.65,1.0,11.0,27.5,0.73,81.0,26.6,61.4,54.0,19.0,34.0,12.0,0.0,30.0,62.0,6653.0,4329.0,784.0,64.0,-1.3,0.06,1.8,2.3
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,de Bundesliga,22,1996,21.9,5.0,0.0,0.0,28.0,38.0,7.0,31.0,9.0,21.0,0.0,0.0,0.0,171.0,15.0,47.0,24.2,14.3,0.9,4.0,203.0,4.0,509.0,56.0,17.0,1.0,18.0,23.0,27.0,1.0,712.0,8.0,58.0,3.0,99.0,64.0,8.0,99.0,6.0,0.0,21.0,-3.7,1.0,1.0,0.0,2.0,6.0,1.0,11.0,0.5,2.0,0.04,0.11,477.0,43.0,151.0,39.0,121.0,674.0,956.0,59.8,224.0,134.0,145.0,84.3,516.0,435.0,0.0,190.0,17.0,520.0,39.0,21.0,30.0,29.0,5.7,8.0,74.9,1007.0,19.0,773.0,579.0,54.0,684.0,67.9,20.0,579.0,16.0,60.0,15.0,3.0,182.0,0.0,0.0,38.0,457.0,2647.0,2511.0,90.0,581.0,12.0,1.0,17.0,53.0,3.0,0.0,30.3,33.0,10.0,87.0,3.98,48.0,2.19,2.0,19.0,39.6,0.87,133.0,29.1,66.1,37.0,31.0,35.0,5.0,1.0,6.0,38.0,10747.0,4488.0,1052.0,88.0,-3.7,0.12,3.1,5.7
François Kamano,gn GUI,"DF,MF",Bordeaux,fr Ligue 1,23,1996,7.2,1.0,0.0,0.0,10.0,16.0,1.0,13.0,5.0,8.0,1.0,0.0,0.0,45.0,4.0,15.0,21.1,42.9,-0.4,0.0,27.0,4.0,128.0,26.0,8.0,0.0,8.0,0.0,0.0,0.0,314.0,6.0,0.0,2.0,18.0,51.0,6.0,61.0,13.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.42,1.0,0.2,0.5,228.0,9.0,37.0,5.0,24.0,292.0,379.0,53.7,41.0,22.0,45.0,86.3,256.0,221.0,2.0,71.0,4.0,243.0,12.0,8.0,8.0,14.0,1.0,1.0,79.4,363.0,3.0,310.0,246.0,13.0,297.0,81.8,9.0,246.0,10.0,9.0,3.0,0.0,86.0,0.0,0.0,11.0,149.0,783.0,1262.0,21.0,259.0,1.0,5.0,0.0,10.0,0.0,0.0,23.1,13.0,3.0,16.0,2.22,5.0,0.69,0.0,2.0,40.0,0.28,44.0,29.5,42.3,11.0,8.0,14.0,6.0,1.0,15.0,19.0,3969.0,1905.0,396.0,18.0,0.0,0.2,0.4,1.0
Boubacar Kamara,fr FRA,"DF,MF",Marseille,fr Ligue 1,19,1999,23.8,7.0,1.0,0.0,23.0,30.0,0.0,0.0,15.0,53.0,0.0,1.0,0.0,251.0,57.0,42.0,57.6,40.6,1.6,2.0,15.0,3.0,94.0,22.0,26.0,15.0,41.0,0.0,0.0,0.0,1031.0,95.0,0.0,0.0,54.0,146.0,38.0,682.0,120.0,0.0,51.0,0.5,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.21,1.0,0.07,0.33,935.0,50.0,208.0,7.0,121.0,1226.0,1499.0,78.3,401.0,314.0,137.0,93.7,854.0,800.0,1.0,194.0,35.0,884.0,5.0,53.0,41.0,76.0,0.5,3.0,88.3,1034.0,17.0,1280.0,1130.0,13.0,1004.0,97.1,9.0,1130.0,14.0,78.0,5.0,0.0,197.0,0.0,0.0,14.0,355.0,7400.0,2899.0,72.0,1073.0,0.0,2.0,0.0,16.0,3.0,0.0,64.0,25.0,16.0,21.0,0.88,15.0,0.63,0.0,3.0,20.0,0.13,127.0,35.8,63.6,14.0,38.0,69.0,28.0,2.0,3.0,91.0,23096.0,5443.0,1547.0,19.0,0.5,0.04,0.4,0.5
Hassane Kamara,gm GAM,"DF,FW",Reims,fr Ligue 1,24,1994,19.0,5.0,0.0,0.0,19.0,21.0,3.0,46.0,30.0,31.0,0.0,0.0,0.0,193.0,28.0,15.0,65.1,56.0,-0.5,0.0,47.0,4.0,354.0,51.0,37.0,3.0,40.0,0.0,0.0,0.0,917.0,64.0,0.0,10.0,157.0,172.0,47.0,512.0,63.0,0.0,8.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05,2.0,0.07,0.29,669.0,21.0,212.0,11.0,807.0,953.0,1269.0,64.8,250.0,162.0,229.0,88.7,815.0,723.0,1.0,94.0,15.0,691.0,26.0,31.0,22.0,66.0,1.5,6.0,80.7,946.0,23.0,1110.0,896.0,23.0,847.0,89.5,33.0,896.0,21.0,50.0,18.0,5.0,224.0,0.0,0.0,35.0,313.0,4880.0,3946.0,116.0,112.0,0.0,0.0,0.0,25.0,0.0,0.0,24.4,45.0,11.0,25.0,1.32,28.0,1.47,1.0,7.0,25.0,0.37,97.0,31.0,64.7,33.0,38.0,50.0,28.0,0.0,149.0,96.0,16199.0,6707.0,1424.0,22.0,0.5,0.05,0.5,1.5
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,28,1990,7.5,1.0,0.0,0.0,11.0,2.0,1.0,6.0,12.0,14.0,0.0,0.0,0.0,70.0,2.0,6.0,25.0,40.9,-0.8,2.0,30.0,3.0,141.0,12.0,9.0,2.0,11.0,0.0,0.0,0.0,447.0,3.0,0.0,2.0,19.0,49.0,8.0,117.0,10.0,1.0,16.0,1.4,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.27,2.0,0.33,0.67,402.0,8.0,54.0,10.0,42.0,501.0,566.0,81.0,100.0,81.0,64.0,92.2,396.0,365.0,1.0,72.0,8.0,374.0,6.0,14.0,13.0,19.0,0.6,1.0,88.1,467.0,3.0,520.0,458.0,8.0,443.0,94.9,10.0,458.0,11.0,38.0,12.0,1.0,100.0,0.0,0.0,9.0,151.0,1769.0,1109.0,39.0,464.0,0.0,0.0,1.0,17.0,0.0,0.0,50.0,24.0,12.0,18.0,2.4,6.0,0.8,0.0,3.0,50.0,0.4,46.0,30.5,66.7,8.0,6.0,22.0,9.0,4.0,3.0,31.0,7977.0,2654.0,584.0,7.0,1.4,0.09,2.8,0.6
Harry Kane,eng ENG,FW,Tottenham,eng Premier League,26,1993,28.7,4.0,0.0,0.0,37.0,44.0,20.0,22.0,4.0,14.0,1.0,0.0,0.0,92.0,64.0,123.0,34.2,31.6,-0.3,2.0,206.0,2.0,432.0,59.0,19.0,12.0,31.0,0.0,0.0,0.0,607.0,30.0,0.0,3.0,31.0,23.0,5.0,85.0,39.0,0.0,5.0,7.5,0.0,0.0,1.0,0.0,3.0,2.0,6.0,0.21,18.0,0.21,0.47,315.0,32.0,113.0,24.0,63.0,561.0,886.0,58.7,143.0,84.0,164.0,74.3,400.0,297.0,3.0,219.0,13.0,468.0,52.0,14.0,13.0,20.0,9.0,9.0,66.6,1328.0,14.0,592.0,394.0,43.0,689.0,51.9,33.0,394.0,19.0,48.0,17.0,2.0,184.0,2.0,2.0,34.0,448.0,1849.0,2020.0,67.0,434.0,7.0,5.0,0.0,37.0,4.0,0.0,26.5,49.0,13.0,53.0,1.84,78.0,2.71,7.0,34.0,43.6,1.18,100.0,22.3,47.5,28.0,17.0,19.0,6.0,6.0,6.0,24.0,6934.0,3924.0,923.0,132.0,7.0,0.12,2.3,10.5
Wilfried Kanga,fr FRA,FW,Angers,fr Ligue 1,21,1998,0.8,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,33.3,0.0,-0.1,0.0,7.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,2.0,2.0,15.0,27.0,100.0,1.0,1.0,3.0,75.0,12.0,9.0,0.0,12.0,0.0,10.0,5.0,0.0,1.0,0.0,0.2,0.0,70.6,46.0,0.0,17.0,12.0,3.0,23.0,50.0,1.0,12.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,19.0,52.0,54.0,2.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,4.0,2.0,2.0,2.65,2.0,2.65,0.0,0.0,0.0,0.0,2.0,10.5,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0,93.0,29.0,7.0,-0.2,0.08,0.1,0.2
Lee Kangin,kr KOR,"MF,FW",Valencia,es La Liga,18,2001,5.0,1.0,2.0,0.0,8.0,8.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,25.0,2.0,4.0,33.3,0.0,-0.4,0.0,33.0,1.0,136.0,11.0,3.0,0.0,3.0,6.0,1.0,2.0,243.0,1.0,10.0,0.0,19.0,13.0,1.0,22.0,1.0,0.0,4.0,1.3,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.4,2.0,0.18,0.5,166.0,7.0,43.0,6.0,208.0,220.0,269.0,53.0,66.0,35.0,30.0,90.9,164.0,149.0,1.0,67.0,1.0,153.0,8.0,2.0,5.0,3.0,0.7,0.0,78.7,266.0,5.0,239.0,188.0,15.0,236.0,88.7,5.0,188.0,5.0,10.0,4.0,5.0,43.0,0.0,0.0,9.0,113.0,613.0,779.0,16.0,20.0,0.0,0.0,1.0,12.0,0.0,0.0,44.4,9.0,4.0,13.0,2.58,11.0,2.18,0.0,4.0,36.4,0.79,28.0,24.8,81.8,9.0,3.0,5.0,0.0,1.0,2.0,3.0,3175.0,1648.0,288.0,11.0,1.3,0.06,0.4,0.7
N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,28,1991,19.2,4.0,0.0,0.0,45.0,9.0,0.0,22.0,28.0,43.0,0.0,0.0,0.0,282.0,17.0,34.0,33.3,36.4,-2.1,0.0,94.0,7.0,416.0,46.0,40.0,3.0,43.0,0.0,0.0,0.0,970.0,35.0,0.0,9.0,9.0,153.0,30.0,290.0,50.0,0.0,7.0,1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05,3.0,0.17,0.5,817.0,48.0,150.0,26.0,149.0,1131.0,1389.0,84.3,217.0,183.0,173.0,88.4,863.0,763.0,1.0,191.0,21.0,785.0,26.0,43.0,21.0,58.0,1.6,7.0,85.5,1045.0,13.0,1140.0,975.0,32.0,915.0,87.6,34.0,975.0,18.0,105.0,28.0,5.0,241.0,0.0,0.0,30.0,438.0,4168.0,2817.0,105.0,920.0,0.0,3.0,0.0,47.0,1.0,0.0,48.3,60.0,29.0,51.0,2.65,18.0,0.94,0.0,6.0,33.3,0.31,141.0,32.2,60.9,28.0,18.0,33.0,12.0,0.0,1.0,86.0,17338.0,5309.0,1398.0,37.0,1.4,0.09,2.1,1.6
Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,13.0,0.0,0.0,37.0,35.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,21.0,24.0,66.7,27.0,18.0,6.0,100.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,73.5,10.0,1.0,34.0,25.0,0.0,10.0,100.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,546.0,46.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,855.0,90.0,37.0,0.0,0.0,0.0,0.0,0.0
Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,23,1996,2.2,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,13.0,2.0,5.0,28.6,100.0,0.0,0.0,7.0,1.0,19.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,68.0,6.0,1.0,0.0,4.0,15.0,3.0,32.0,4.0,0.0,2.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,8.0,1.0,13.0,67.0,100.0,60.0,15.0,9.0,13.0,88.7,53.0,47.0,1.0,21.0,2.0,58.0,3.0,5.0,0.0,6.0,0.1,0.0,83.1,78.0,0.0,71.0,59.0,7.0,68.0,87.2,0.0,59.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,2.0,43.0,204.0,243.0,4.0,54.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,3.0,3.0,2.0,0.93,3.0,1.39,0.0,0.0,0.0,0.0,18.0,41.9,100.0,2.0,0.0,2.0,2.0,0.0,1.0,9.0,958.0,414.0,102.0,1.0,-0.1,0.02,0.0,0.1
