Player,Nation,Pos,Squad,Comp,Age,Born,90s,No. Tackels,No Tackels won,Def 3rd tackles,Mid 3rd tackles,Att 3rd tackles,Tackles v Dribbles,Tackles v Dribble attempts,% of dribblers tackled,No of times dribbled past,Pressures,Succ Pressures,Succ Pressures %,Def 3rd Pressures,Mid 3rd Pressures,Att 3rd Pressures,Blocks,Blocked shots,ShSv,Blocked pass,Interceptions,Tkl+Int,Clearances,Errors
André Silva,pt POR,FW,Milan,it Serie A,23,1995,0.7,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,15.0,2.0,13.3,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,17.5,7.0,4.0,0.0,4.0,3.0,1.0,8.0,12.5,7.0,270.0,98.0,36.3,14.0,101.0,155.0,17.0,0.0,0.0,17.0,1.0,8.0,4.0,0.0
Bernardo Silva,pt POR,"FW,MF",Manchester City,eng Premier League,24,1994,22.6,39.0,26.0,15.0,14.0,10.0,15.0,49.0,30.6,34.0,408.0,124.0,30.4,63.0,179.0,166.0,36.0,1.0,0.0,35.0,23.0,62.0,11.0,0.0
David Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,20.3,26.0,16.0,3.0,14.0,9.0,10.0,25.0,40.0,15.0,302.0,96.0,31.8,32.0,150.0,120.0,21.0,4.0,0.0,17.0,9.0,35.0,7.0,1.0
Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,5.0,2.0,2.0,2.0,1.0,3.0,4.0,75.0,1.0,32.0,6.0,18.8,13.0,17.0,2.0,8.0,0.0,0.0,8.0,1.0,6.0,8.0,0.0
Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,53.0,19.0,29.0,18.0,6.0,21.0,52.0,40.4,31.0,405.0,105.0,25.9,169.0,170.0,66.0,29.0,4.0,0.0,25.0,26.0,79.0,86.0,0.0
Matheus Pereira da Silva,br BRA,"MF,FW",Dijon,fr Ligue 1,21,1998,5.2,12.0,4.0,1.0,5.0,6.0,5.0,13.0,38.5,8.0,130.0,35.0,26.9,24.0,65.0,41.0,13.0,0.0,0.0,13.0,5.0,17.0,5.0,0.0
Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,33.0,21.0,18.0,14.0,1.0,13.0,19.0,68.4,6.0,91.0,41.0,45.1,46.0,40.0,5.0,27.0,17.0,0.0,10.0,14.0,47.0,71.0,2.0
Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,19,2000,16.7,58.0,28.0,35.0,19.0,4.0,19.0,36.0,52.8,17.0,283.0,94.0,33.2,159.0,104.0,20.0,30.0,6.0,0.0,24.0,24.0,82.0,55.0,0.0
Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,24,1995,32.5,30.0,11.0,9.0,12.0,9.0,6.0,29.0,20.7,23.0,491.0,129.0,26.3,59.0,215.0,217.0,37.0,11.0,0.0,26.0,7.0,37.0,13.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,24,1995,24.2,14.0,10.0,4.0,3.0,7.0,7.0,22.0,31.8,15.0,318.0,72.0,22.6,39.0,171.0,108.0,17.0,0.0,0.0,17.0,9.0,23.0,10.0,0.0
Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,33.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,25.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,22,1996,2.7,5.0,2.0,5.0,0.0,0.0,1.0,5.0,20.0,4.0,32.0,4.0,12.5,17.0,13.0,2.0,2.0,0.0,0.0,2.0,6.0,11.0,13.0,1.0
Sarpreet Singh,nz NZL,"FW,MF",Bayern Munich,de Bundesliga,20,1999,0.8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,5.0,29.4,2.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Wilfried Singo,ci CIV,DF,Torino,it Serie A,18,2000,1.5,2.0,0.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,11.0,4.0,36.4,4.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0
Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,24,1995,10.1,24.0,16.0,12.0,9.0,3.0,9.0,25.0,36.0,16.0,135.0,51.0,37.8,57.0,53.0,25.0,15.0,3.0,0.0,12.0,7.0,31.0,24.0,0.0
Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,30,1988,21.3,40.0,25.0,24.0,14.0,2.0,13.0,29.0,44.8,16.0,194.0,74.0,38.1,114.0,68.0,12.0,31.0,3.0,0.0,28.0,25.0,65.0,129.0,0.0
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,21,1997,17.8,50.0,35.0,20.0,22.0,8.0,12.0,50.0,24.0,38.0,392.0,111.0,28.3,135.0,193.0,64.0,22.0,5.0,0.0,17.0,24.0,74.0,35.0,0.0
Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,29,1989,27.2,56.0,35.0,36.0,19.0,1.0,20.0,50.0,40.0,30.0,437.0,126.0,28.8,219.0,167.0,51.0,38.0,5.0,0.0,33.0,22.0,78.0,48.0,0.0
Sambou Sissoko,fr FRA,"MF,FW",Reims,fr Ligue 1,20,1999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,25.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,24,1995,9.9,18.0,10.0,8.0,8.0,2.0,5.0,18.0,27.8,13.0,161.0,51.0,31.7,49.0,72.0,40.0,18.0,0.0,0.0,18.0,3.0,21.0,5.0,0.0
Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,24,1995,29.7,73.0,49.0,35.0,31.0,7.0,22.0,75.0,29.3,53.0,712.0,220.0,30.9,240.0,388.0,84.0,73.0,10.0,0.0,63.0,38.0,111.0,52.0,0.0
Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,18,2000,0.9,3.0,2.0,1.0,2.0,0.0,1.0,2.0,50.0,1.0,31.0,6.0,19.4,14.0,14.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
Andreas Skov Olsen,dk DEN,"FW,MF",Bologna,it Serie A,19,1999,8.4,13.0,7.0,6.0,6.0,1.0,5.0,17.0,29.4,12.0,215.0,47.0,21.9,50.0,97.0,68.0,14.0,1.0,0.0,13.0,4.0,17.0,12.0,0.0
Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,23,1996,29.0,47.0,30.0,34.0,11.0,2.0,26.0,55.0,47.3,29.0,292.0,93.0,31.8,101.0,119.0,72.0,45.0,7.0,2.0,38.0,18.0,65.0,41.0,1.0
Simon Skrabb,fi FIN,"MF,FW",Brescia,it Serie A,24,1995,2.9,7.0,4.0,2.0,3.0,2.0,4.0,10.0,40.0,6.0,72.0,18.0,25.0,17.0,29.0,26.0,8.0,1.0,0.0,7.0,0.0,7.0,2.0,0.0
Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.2,47.0,29.0,28.0,17.0,2.0,15.0,38.0,39.5,23.0,291.0,82.0,28.2,153.0,115.0,23.0,32.0,13.0,1.0,19.0,18.0,65.0,96.0,0.0
Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,6.0,3.0,0.0,5.0,1.0,3.0,16.0,18.8,13.0,167.0,55.0,32.9,30.0,82.0,55.0,13.0,2.0,0.0,11.0,8.0,14.0,3.0,0.0
Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,3.0,0.0,1.0,1.0,1.0,1.0,3.0,33.3,2.0,20.0,4.0,20.0,0.0,13.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0
Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,10.0,7.0,0.0,4.0,6.0,3.0,13.0,23.1,10.0,208.0,54.0,26.0,7.0,84.0,117.0,7.0,1.0,0.0,6.0,2.0,12.0,8.0,0.0
William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,12.0,8.0,3.0,8.0,1.0,4.0,12.0,33.3,8.0,72.0,27.0,37.5,13.0,30.0,29.0,10.0,1.0,0.0,9.0,1.0,13.0,3.0,0.0
Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,28.5,36.0,23.0,22.0,13.0,1.0,9.0,12.0,75.0,3.0,187.0,62.0,33.2,103.0,74.0,10.0,60.0,39.0,2.0,21.0,23.0,59.0,166.0,3.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,52.0,30.0,32.0,15.0,5.0,24.0,55.0,43.6,31.0,406.0,111.0,27.3,183.0,154.0,69.0,56.0,6.0,1.0,50.0,23.0,75.0,53.0,0.0
Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,22.0,7.0,31.8,6.0,10.0,6.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,2.0,1.0,0.0,2.0,0.0,1.0,9.0,11.1,8.0,139.0,32.0,23.0,17.0,60.0,62.0,10.0,0.0,0.0,10.0,5.0,7.0,6.0,0.0
Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,27.0,10.0,17.0,9.0,1.0,10.0,40.0,25.0,30.0,367.0,90.0,24.5,118.0,185.0,64.0,21.0,2.0,0.0,19.0,1.0,28.0,16.0,0.0
Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,6.0,5.0,2.0,4.0,0.0,2.0,5.0,40.0,3.0,55.0,15.0,27.3,23.0,26.0,6.0,10.0,0.0,0.0,10.0,3.0,9.0,2.0,0.0
Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,46.0,24.0,22.0,21.0,3.0,18.0,38.0,47.4,20.0,298.0,92.0,30.9,145.0,113.0,40.0,37.0,4.0,0.0,33.0,16.0,62.0,59.0,0.0
Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,5.0,2.0,4.0,0.0,1.0,1.0,11.0,9.1,10.0,55.0,16.0,29.1,19.0,24.0,12.0,7.0,0.0,0.0,7.0,2.0,7.0,11.0,0.0
Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,33.3,8.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,11.0,0.0
Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,17.0,12.0,5.0,9.0,3.0,3.0,13.0,23.1,10.0,144.0,34.0,23.6,55.0,75.0,14.0,4.0,1.0,0.0,3.0,9.0,26.0,11.0,0.0
Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,6.0,4.0,2.0,3.0,1.0,1.0,4.0,25.0,3.0,60.0,14.0,23.3,17.0,28.0,15.0,3.0,0.0,0.0,3.0,1.0,7.0,1.0,0.0
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,11.0,10.0,2.0,9.0,0.0,3.0,27.0,11.1,24.0,641.0,151.0,23.6,84.0,319.0,238.0,19.0,5.0,0.0,14.0,7.0,18.0,21.0,0.0
Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,16.0,7.0,2.0,7.0,7.0,4.0,18.0,22.2,14.0,364.0,98.0,26.9,21.0,157.0,186.0,16.0,5.0,0.0,11.0,7.0,23.0,17.0,0.0
Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,28.0,17.0,9.0,16.0,3.0,10.0,40.0,25.0,30.0,430.0,112.0,26.0,130.0,197.0,103.0,30.0,5.0,0.0,25.0,5.0,33.0,17.0,0.0
Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,5.0,4.0,1.0,3.0,1.0,2.0,2.0,100.0,0.0,40.0,10.0,25.0,20.0,17.0,3.0,7.0,0.0,0.0,7.0,1.0,6.0,6.0,0.0
Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,27.4,52.0,37.0,15.0,28.0,9.0,17.0,55.0,30.9,38.0,455.0,134.0,29.5,94.0,237.0,124.0,31.0,2.0,0.0,29.0,10.0,62.0,20.0,1.0
Riccardo Sottil,it ITA,"FW,DF",Fiorentina,it Serie A,20,1999,5.7,5.0,3.0,4.0,1.0,0.0,3.0,11.0,27.3,8.0,72.0,12.0,16.7,22.0,29.0,21.0,9.0,1.0,0.0,8.0,0.0,5.0,0.0,0.0
Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,35.0,25.0,15.0,17.0,3.0,5.0,19.0,26.3,14.0,240.0,77.0,32.1,96.0,102.0,42.0,16.0,3.0,0.0,13.0,15.0,50.0,38.0,0.0
Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,6.0,5.0,4.0,2.0,0.0,2.0,3.0,66.7,1.0,48.0,17.0,35.4,33.0,15.0,0.0,13.0,9.0,0.0,4.0,3.0,9.0,45.0,0.0
Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,10.0,31.3,19.0,12.0,1.0,10.0,6.0,0.0,4.0,3.0,6.0,24.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,22.0,17.0,8.0,14.0,0.0,10.0,28.0,35.7,18.0,233.0,72.0,30.9,76.0,138.0,19.0,17.0,0.0,0.0,17.0,13.0,35.0,10.0,0.0
Bryan Soumaré,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,4.3,10.0,7.0,5.0,5.0,0.0,6.0,11.0,54.5,5.0,77.0,25.0,32.5,19.0,39.0,19.0,2.0,0.0,0.0,2.0,2.0,12.0,1.0,0.0
Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,57.0,28.0,39.0,12.0,6.0,28.0,74.0,37.8,46.0,433.0,111.0,25.6,185.0,172.0,76.0,43.0,6.0,1.0,37.0,13.0,70.0,63.0,0.0
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,62.0,39.0,27.0,25.0,10.0,13.0,50.0,26.0,37.0,497.0,154.0,31.0,166.0,251.0,80.0,26.0,3.0,1.0,23.0,22.0,84.0,31.0,0.0
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,73.0,47.0,49.0,23.0,1.0,29.0,55.0,52.7,26.0,298.0,119.0,39.9,188.0,103.0,7.0,49.0,19.0,2.0,30.0,26.0,99.0,222.0,1.0
Nikolas Špalek,sk SVK,"MF,FW",Brescia,it Serie A,22,1997,17.5,21.0,14.0,6.0,11.0,4.0,5.0,33.0,15.2,28.0,497.0,116.0,23.3,116.0,239.0,142.0,23.0,0.0,0.0,23.0,6.0,27.0,10.0,0.0
Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,17.2,18.0,10.0,9.0,7.0,2.0,11.0,27.0,40.7,16.0,203.0,62.0,30.5,89.0,71.0,43.0,34.0,5.0,0.0,29.0,8.0,26.0,44.0,1.0
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia Sprocati,it ITA,FW,Parma,it Serie A,26,1993,6.6,4.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,92.0,31.0,33.7,33.0,40.0,19.0,10.0,1.0,0.0,9.0,2.0,6.0,2.0,0.0
Bassem Srarfi,tn TUN,"FW,DF",Nice,fr Ligue 1,22,1997,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,23.0,2.0,8.7,4.0,9.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Dennis Srbeny,de GER,"MF,FW",Norwich City,eng Premier League,25,1994,0.5,5.0,4.0,3.0,2.0,0.0,1.0,3.0,33.3,2.0,20.0,9.0,45.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
Dennis Srbeny,de GER,"FW,MF",Paderborn 07,de Bundesliga,25,1994,12.4,14.0,10.0,3.0,8.0,3.0,4.0,14.0,28.6,10.0,305.0,81.0,26.6,29.0,134.0,142.0,14.0,2.0,0.0,12.0,2.0,16.0,8.0,0.0
Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,53.0,36.0,35.0,17.0,1.0,14.0,36.0,38.9,22.0,342.0,124.0,36.3,197.0,130.0,15.0,49.0,18.0,0.0,31.0,37.0,90.0,130.0,2.0
Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,21.0,13.0,13.0,5.0,3.0,5.0,21.0,23.8,16.0,241.0,62.0,25.7,116.0,80.0,45.0,41.0,9.0,0.0,32.0,14.0,35.0,53.0,1.0
Kostas Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,7.0,0.0,5.0,2.0,0.0,3.0,4.0,75.0,1.0,41.0,7.0,17.1,25.0,14.0,2.0,15.0,2.0,0.0,13.0,6.0,13.0,11.0,0.0
Benjamin Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9.0,28.0,21.0,13.0,12.0,3.0,9.0,24.0,37.5,15.0,131.0,49.0,37.4,72.0,54.0,5.0,20.0,8.0,0.0,12.0,17.0,45.0,45.0,0.0
Junior Stanislas,eng ENG,"MF,DF",Bournemouth,eng Premier League,29,1989,7.9,10.0,6.0,2.0,2.0,6.0,4.0,9.0,44.4,5.0,107.0,34.0,31.8,32.0,41.0,34.0,9.0,0.0,0.0,9.0,1.0,11.0,2.0,0.0
Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,39.0,24.0,29.0,9.0,1.0,11.0,28.0,39.3,17.0,272.0,73.0,26.8,141.0,123.0,8.0,34.0,12.0,0.0,22.0,15.0,54.0,136.0,1.0
Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Steffen,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,27,1991,17.6,27.0,17.0,9.0,12.0,6.0,8.0,37.0,21.6,29.0,397.0,121.0,30.5,94.0,188.0,115.0,32.0,2.0,0.0,30.0,19.0,46.0,17.0,0.0
Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0
Dale Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,76.0,40.0,33.0,34.0,9.0,21.0,71.0,29.6,50.0,465.0,150.0,32.3,208.0,222.0,35.0,43.0,13.0,1.0,30.0,39.0,115.0,46.0,3.0
Jack Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,56.0,35.0,41.0,14.0,1.0,21.0,49.0,42.9,28.0,223.0,78.0,35.0,145.0,70.0,8.0,60.0,26.0,0.0,34.0,18.0,74.0,183.0,2.0
Mariusz Stępiński,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,6.0,4.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,138.0,38.0,27.5,12.0,56.0,70.0,6.0,1.0,0.0,5.0,1.0,7.0,8.0,0.0
Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,41.0,29.0,8.0,19.0,14.0,10.0,33.0,30.3,23.0,412.0,132.0,32.0,67.0,178.0,167.0,25.0,3.0,0.0,22.0,10.0,51.0,8.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,76.0,43.0,43.0,25.0,8.0,24.0,74.0,32.4,50.0,606.0,161.0,26.6,279.0,222.0,105.0,76.0,6.0,0.0,70.0,24.0,100.0,90.0,2.0
Marco Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,18.0,7.0,9.0,7.0,2.0,6.0,22.0,27.3,16.0,257.0,53.0,20.6,47.0,133.0,77.0,15.0,4.0,0.0,11.0,3.0,21.0,16.0,0.0
Lars Stindl,de GER,"MF,FW",M'Gladbach,de Bundesliga,30,1988,15.9,37.0,25.0,6.0,24.0,7.0,9.0,33.0,27.3,24.0,378.0,108.0,28.6,35.0,204.0,139.0,25.0,4.0,0.0,21.0,8.0,45.0,6.0,0.0
Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,26.0,20.0,13.0,8.0,5.0,12.0,37.0,32.4,25.0,264.0,87.0,33.0,78.0,135.0,51.0,31.0,2.0,0.0,29.0,20.0,46.0,7.0,0.0
Vlatko Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0,36.8,4.0,2.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
John Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,19.0,12.0,10.0,7.0,2.0,4.0,8.0,50.0,4.0,90.0,39.0,43.3,47.0,38.0,5.0,15.0,3.0,0.0,12.0,2.0,21.0,38.0,1.0
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
Tobias Strobl,de GER,"MF,DF",M'Gladbach,de Bundesliga,29,1990,6.8,18.0,14.0,9.0,5.0,4.0,4.0,11.0,36.4,7.0,124.0,39.0,31.5,52.0,61.0,11.0,10.0,4.0,0.0,6.0,8.0,26.0,6.0,2.0
Christian Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,28.0,15.0,21.0,7.0,0.0,15.0,41.0,36.6,26.0,136.0,36.0,26.5,97.0,37.0,2.0,30.0,11.0,0.0,19.0,13.0,41.0,119.0,1.0
Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,45.0,27.0,16.0,21.0,8.0,18.0,50.0,36.0,32.0,294.0,88.0,29.9,85.0,168.0,41.0,31.0,3.0,0.0,28.0,11.0,56.0,35.0,0.0
Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,31.0,39.0,22.0,24.0,11.0,4.0,19.0,37.0,51.4,18.0,336.0,85.0,25.3,161.0,113.0,62.0,38.0,6.0,0.0,32.0,15.0,54.0,50.0,0.0
Stefano Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,35.0,26.0,11.0,17.0,7.0,9.0,38.0,23.7,29.0,285.0,86.0,30.2,104.0,133.0,48.0,27.0,4.0,0.0,23.0,10.0,45.0,30.0,0.0
Damián Suárez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,69.0,49.0,33.0,28.0,8.0,36.0,78.0,46.2,42.0,493.0,154.0,31.2,203.0,221.0,69.0,45.0,1.0,0.0,44.0,14.0,83.0,82.0,0.0
