Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Completed,Passes Attempted,Pass Completion %,TotDist,PrgDist,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,A-xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
Arnaud Lusamba,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1997,10.9,383.0,448.0,85.5,6501.0,1257.0,15.0,24.0,62.5,303.0,336.0,90.2,65.0,88.0,73.9,2.0,1.8,0.2,18.0,23.0,5.0,0.0,28.0
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10.0,294.0,419.0,70.2,9153.0,4738.0,0.0,1.0,0.0,140.0,141.0,99.3,154.0,277.0,55.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Lyanco,br BRA,DF,Torino,it Serie A,22,1997,13.1,552.0,649.0,85.1,12422.0,4377.0,6.0,15.0,40.0,369.0,394.0,93.7,177.0,240.0,73.8,0.0,0.3,-0.3,1.0,34.0,1.0,0.0,38.0
Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,14.9,405.0,620.0,65.3,8233.0,3760.0,2.0,26.0,7.7,296.0,379.0,78.1,107.0,215.0,49.8,1.0,1.4,-0.4,9.0,36.0,6.0,2.0,74.0
Yann M'Vila,fr FRA,"MF,DF",Saint-Étienne,fr Ligue 1,29,1990,21.6,1024.0,1185.0,86.4,21999.0,6355.0,13.0,23.0,56.5,706.0,791.0,89.3,305.0,371.0,82.2,2.0,0.9,1.1,11.0,104.0,3.0,0.0,91.0
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,20,1998,3.9,84.0,130.0,64.6,1479.0,361.0,1.0,3.0,33.3,69.0,87.0,79.3,14.0,40.0,35.0,0.0,0.3,-0.3,5.0,7.0,1.0,1.0,11.0
Darwin Machís,ve VEN,"FW,MF",Granada,es La Liga,26,1993,23.7,361.0,582.0,62.0,6674.0,2348.0,7.0,28.0,25.0,275.0,367.0,74.9,79.0,187.0,42.2,5.0,3.6,1.4,39.0,33.0,23.0,10.0,79.0
Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,46.0,63.0,73.0,837.0,275.0,0.0,2.0,0.0,37.0,49.0,75.5,9.0,12.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
James Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,1282.0,1674.0,76.6,25940.0,7779.0,22.0,57.0,38.6,892.0,1029.0,86.7,368.0,588.0,62.6,3.0,7.4,-4.4,84.0,154.0,45.0,6.0,239.0
Lisandro Magallán,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,341.0,426.0,80.0,8177.0,3138.0,2.0,6.0,33.3,208.0,230.0,90.4,131.0,190.0,68.9,1.0,0.7,0.3,4.0,26.0,2.0,0.0,36.0
Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,1049.0,1176.0,89.2,19173.0,4331.0,14.0,26.0,53.8,821.0,883.0,93.0,214.0,267.0,80.1,0.0,0.3,-0.3,12.0,98.0,10.0,0.0,74.0
Giangiacomo Magnani,it ITA,"DF,MF",Brescia,it Serie A,23,1995,1.3,29.0,37.0,78.4,653.0,178.0,1.0,1.0,100.0,18.0,23.0,78.3,10.0,13.0,76.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,65.0,77.0,84.4,1669.0,430.0,0.0,0.0,0.0,33.0,40.0,82.5,32.0,37.0,86.5,0.0,0.1,-0.1,2.0,4.0,0.0,0.0,5.0
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,130.0,161.0,80.7,2609.0,729.0,1.0,4.0,25.0,97.0,112.0,86.6,32.0,45.0,71.1,0.0,0.2,-0.2,4.0,17.0,2.0,0.0,14.0
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38.0,2127.0,2403.0,88.5,46934.0,11790.0,19.0,29.0,65.5,1389.0,1513.0,91.8,719.0,861.0,83.5,1.0,0.6,0.4,16.0,167.0,2.0,0.0,106.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,33.0,38.0,86.8,462.0,94.0,3.0,4.0,75.0,27.0,30.0,90.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,21.6,1009.0,1188.0,84.9,18604.0,4416.0,17.0,42.0,40.5,782.0,863.0,90.6,210.0,283.0,74.2,9.0,8.8,0.2,58.0,53.0,72.0,8.0,147.0
Thiago Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,31.0,39.0,79.5,506.0,114.0,1.0,1.0,100.0,26.0,28.0,92.9,4.0,10.0,40.0,0.0,0.1,-0.1,1.0,4.0,1.0,0.0,4.0
Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,271.0,324.0,83.6,6060.0,1497.0,6.0,13.0,46.2,173.0,195.0,88.7,92.0,116.0,79.3,0.0,0.6,-0.6,10.0,31.0,8.0,1.0,34.0
Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,1059.0,1309.0,80.9,20356.0,4718.0,15.0,47.0,31.9,804.0,912.0,88.2,240.0,350.0,68.6,2.0,0.8,1.2,10.0,98.0,16.0,5.0,100.0
Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28.0,491.0,762.0,64.4,16860.0,12214.0,3.0,4.0,75.0,216.0,217.0,99.5,272.0,541.0,50.3,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,825.0,999.0,82.6,14121.0,4762.0,18.0,41.0,43.9,670.0,750.0,89.3,137.0,208.0,65.9,2.0,1.5,0.5,10.0,49.0,13.0,5.0,75.0
Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,175.0,206.0,85.0,2268.0,363.0,10.0,17.0,58.8,152.0,171.0,88.9,13.0,18.0,72.2,2.0,1.2,0.8,8.0,6.0,2.0,0.0,8.0
Abdul Majeed Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,65.0,89.0,73.0,837.0,240.0,4.0,8.0,50.0,58.0,73.0,79.5,3.0,8.0,37.5,1.0,0.7,0.3,3.0,1.0,5.0,0.0,9.0
Žan Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.5,593.0,746.0,79.5,10548.0,2677.0,21.0,47.0,44.7,447.0,511.0,87.5,125.0,188.0,66.5,1.0,1.4,-0.4,19.0,61.0,16.0,5.0,62.0
Jean-Victor Makengo,fr FRA,"MF,FW",Toulouse,fr Ligue 1,21,1998,11.0,373.0,447.0,83.4,5936.0,1495.0,13.0,21.0,61.9,316.0,357.0,88.5,44.0,69.0,63.8,0.0,1.2,-1.2,13.0,46.0,6.0,1.0,43.0
Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,534.0,730.0,73.2,8991.0,2048.0,45.0,68.0,66.2,377.0,503.0,75.0,112.0,159.0,70.4,0.0,0.9,-0.9,13.0,39.0,11.0,2.0,49.0
Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,27,1991,20.0,1287.0,1389.0,92.7,27053.0,9103.0,12.0,24.0,50.0,913.0,965.0,94.6,362.0,400.0,90.5,1.0,0.7,0.3,7.0,79.0,9.0,5.0,73.0
Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,142.0,174.0,81.6,2591.0,588.0,5.0,6.0,83.3,108.0,125.0,86.4,29.0,43.0,67.4,0.0,0.2,-0.2,2.0,4.0,4.0,3.0,14.0
Daniel Maldini,it ITA,FW,Milan,it Serie A,17,2001,0.3,13.0,16.0,81.3,176.0,19.0,0.0,1.0,0.0,12.0,14.0,85.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,26,1993,17.1,779.0,979.0,79.6,15367.0,3870.0,13.0,33.0,39.4,582.0,672.0,86.6,184.0,274.0,67.2,3.0,5.1,-2.1,43.0,67.0,45.0,8.0,130.0
Yunus Mallı,tr TUR,"FW,MF",Union Berlin,de Bundesliga,27,1992,7.5,152.0,213.0,71.4,2097.0,495.0,11.0,17.0,64.7,129.0,171.0,75.4,12.0,25.0,48.0,1.0,0.7,0.3,4.0,7.0,3.0,1.0,15.0
Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,998.0,1301.0,76.7,18006.0,7121.0,11.0,50.0,22.0,805.0,900.0,89.4,182.0,351.0,51.9,1.0,1.8,-0.8,13.0,60.0,20.0,9.0,122.0
Streli Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,212.0,276.0,76.8,3088.0,459.0,13.0,24.0,54.2,174.0,216.0,80.6,25.0,36.0,69.4,2.0,1.3,0.7,8.0,12.0,1.0,0.0,10.0
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,73.0,82.0,89.0,1609.0,248.0,1.0,3.0,33.3,47.0,52.0,90.4,25.0,27.0,92.6,0.0,0.1,-0.1,1.0,2.0,0.0,0.0,3.0
Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,1063.0,1317.0,80.7,19012.0,8476.0,5.0,34.0,14.7,875.0,968.0,90.4,183.0,315.0,58.1,0.0,1.0,-1.0,14.0,76.0,21.0,7.0,178.0
Gianluca Mancini,it ITA,"DF,MF",Roma,it Serie A,23,1996,30.4,1500.0,1679.0,89.3,31011.0,10073.0,17.0,29.0,58.6,1072.0,1146.0,93.5,411.0,504.0,81.5,0.0,0.6,-0.6,9.0,79.0,13.0,0.0,98.0
Marco Mancosu,it ITA,"MF,FW",Lecce,it Serie A,30,1988,27.1,682.0,908.0,75.1,11167.0,2764.0,29.0,71.0,40.8,527.0,648.0,81.3,126.0,189.0,66.7,2.0,3.9,-1.9,35.0,64.0,24.0,6.0,77.0
Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,575.0,848.0,67.8,17828.0,10728.0,0.0,1.0,0.0,285.0,286.0,99.7,290.0,561.0,51.7,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0
Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,523.0,656.0,79.7,8794.0,2821.0,14.0,37.0,37.8,438.0,503.0,87.1,71.0,116.0,61.2,0.0,0.4,-0.4,4.0,34.0,7.0,3.0,59.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aïssa Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,1626.0,1778.0,91.5,35309.0,11742.0,18.0,31.0,58.1,1086.0,1134.0,95.8,522.0,613.0,85.2,0.0,0.8,-0.8,7.0,93.0,5.0,1.0,74.0
Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,788.0,973.0,81.0,14239.0,3960.0,27.0,50.0,54.0,593.0,678.0,87.5,168.0,245.0,68.6,2.0,2.9,-0.9,37.0,66.0,17.0,6.0,102.0
Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,933.0,1162.0,80.3,15604.0,3867.0,25.0,69.0,36.2,755.0,888.0,85.0,153.0,205.0,74.6,7.0,7.3,-0.3,56.0,65.0,67.0,11.0,133.0
Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,254.0,289.0,87.9,5597.0,1507.0,2.0,2.0,100.0,170.0,184.0,92.4,82.0,103.0,79.6,0.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0
Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,1073.0,1366.0,78.6,19695.0,7316.0,17.0,38.0,44.7,824.0,931.0,88.5,232.0,397.0,58.4,2.0,3.5,-1.5,52.0,95.0,35.0,14.0,190.0
Massimiliano Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,10.8,365.0,443.0,82.4,7987.0,3765.0,8.0,15.0,53.3,244.0,267.0,91.4,113.0,161.0,70.2,0.0,0.1,-0.1,1.0,35.0,5.0,4.0,57.0
Kostas Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,1369.0,1476.0,92.8,29211.0,7282.0,9.0,13.0,69.2,937.0,986.0,95.0,423.0,477.0,88.7,0.0,0.1,-0.1,2.0,47.0,2.0,0.0,58.0
Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,452.0,632.0,71.5,7517.0,2822.0,13.0,35.0,37.1,372.0,463.0,80.3,67.0,134.0,50.0,1.0,0.4,0.6,6.0,27.0,5.0,4.0,61.0
Giacomo Manzari,it ITA,"FW,MF",Sassuolo,it Serie A,18,2000,0.2,4.0,7.0,57.1,40.0,19.0,1.0,1.0,100.0,3.0,5.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1999,7.5,257.0,317.0,81.1,3714.0,1006.0,6.0,13.0,46.2,236.0,278.0,84.9,15.0,26.0,57.7,2.0,1.8,0.2,13.0,14.0,12.0,3.0,39.0
Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,760.0,996.0,76.3,13763.0,5228.0,6.0,31.0,19.4,617.0,714.0,86.4,137.0,251.0,54.6,1.0,1.0,0.0,13.0,49.0,12.0,10.0,99.0
Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,620.0,752.0,82.4,11685.0,3973.0,8.0,22.0,36.4,476.0,535.0,89.0,136.0,195.0,69.7,1.0,1.3,-0.3,12.0,55.0,12.0,7.0,79.0
Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,882.0,1071.0,82.4,15091.0,5665.0,17.0,52.0,32.7,719.0,795.0,90.4,146.0,224.0,65.2,2.0,2.1,-0.1,26.0,80.0,41.0,13.0,140.0
Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,987.0,1133.0,87.1,23003.0,6567.0,6.0,13.0,46.2,594.0,634.0,93.7,387.0,486.0,79.6,0.0,0.0,0.0,1.0,73.0,0.0,0.0,74.0
Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,25,1994,12.7,435.0,601.0,72.4,8096.0,2332.0,3.0,28.0,10.7,343.0,404.0,84.9,89.0,169.0,52.7,1.0,0.8,0.2,13.0,18.0,20.0,7.0,70.0
Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,1369.0,1462.0,93.6,26659.0,8918.0,9.0,16.0,56.3,1057.0,1092.0,96.8,303.0,354.0,85.6,1.0,0.9,0.1,6.0,86.0,4.0,1.0,79.0
Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,30,1989,6.0,168.0,228.0,73.7,2740.0,1031.0,3.0,14.0,21.4,144.0,176.0,81.8,21.0,38.0,55.3,1.0,1.0,0.0,9.0,15.0,6.0,4.0,29.0
Dario Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,53.0,64.0,82.8,1155.0,374.0,0.0,0.0,0.0,38.0,42.0,90.5,15.0,22.0,68.2,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0
Miguel Marí,es ESP,MF,Eibar,es La Liga,22,1997,0.1,1.0,2.0,50.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,81.0,91.0,89.0,1746.0,362.0,0.0,2.0,0.0,50.0,51.0,98.0,31.0,38.0,81.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,753.0,853.0,88.3,17119.0,5684.0,5.0,9.0,55.6,486.0,526.0,92.4,262.0,318.0,82.4,0.0,0.0,0.0,0.0,39.0,1.0,0.0,47.0
Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,11.0,15.0,73.3,142.0,26.0,0.0,1.0,0.0,11.0,13.0,84.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,426.0,585.0,72.8,8470.0,3772.0,9.0,18.0,50.0,296.0,359.0,82.5,121.0,208.0,58.2,0.0,0.4,-0.4,4.0,32.0,3.0,3.0,70.0
Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,84.0,111.0,75.7,1825.0,496.0,2.0,7.0,28.6,56.0,66.0,84.8,26.0,38.0,68.4,0.0,0.4,-0.4,2.0,7.0,2.0,0.0,8.0
Federico Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,8.0,15.0,53.3,190.0,62.0,0.0,1.0,0.0,5.0,8.0,62.5,3.0,6.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,9.5,253.0,355.0,71.3,4644.0,2482.0,2.0,11.0,18.2,204.0,244.0,83.6,47.0,100.0,47.0,0.0,0.3,-0.3,5.0,24.0,7.0,2.0,68.0
Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,7.0,11.0,63.6,122.0,49.0,0.0,1.0,0.0,6.0,8.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,936.0,1053.0,88.9,21921.0,6614.0,6.0,11.0,54.5,568.0,614.0,92.5,362.0,428.0,84.6,0.0,0.1,-0.1,1.0,63.0,3.0,2.0,77.0
Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,1370.0,1447.0,94.7,25647.0,9053.0,14.0,18.0,77.8,1079.0,1120.0,96.3,277.0,309.0,89.6,0.0,0.7,-0.7,8.0,80.0,4.0,0.0,65.0
Omar Marmoush,eg EGY,"MF,FW",Wolfsburg,de Bundesliga,20,1999,0.9,10.0,16.0,62.5,120.0,18.0,0.0,1.0,0.0,10.0,14.0,71.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2.0,71.0,89.0,79.8,1212.0,428.0,3.0,9.0,33.3,52.0,59.0,88.1,16.0,21.0,76.2,1.0,0.6,0.4,9.0,7.0,6.0,2.0,16.0
Marquinhos,br BRA,"MF,DF",Paris S-G,fr Ligue 1,25,1994,16.4,1207.0,1294.0,93.3,24188.0,6825.0,24.0,33.0,72.7,885.0,919.0,96.3,298.0,342.0,87.1,1.0,0.5,0.5,3.0,105.0,14.0,0.0,84.0
Bruno Martella,it ITA,"DF,MF",Brescia,it Serie A,26,1992,14.1,402.0,562.0,71.5,7675.0,3399.0,2.0,16.0,12.5,329.0,398.0,82.7,71.0,148.0,48.0,0.0,1.2,-1.2,15.0,31.0,22.0,12.0,87.0
Roger Martí,es ESP,FW,Levante,es La Liga,28,1991,25.2,284.0,448.0,63.4,4552.0,1224.0,12.0,37.0,32.4,232.0,326.0,71.2,40.0,85.0,47.1,1.0,2.7,-1.7,22.0,23.0,15.0,2.0,41.0
Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,575.0,721.0,79.8,8013.0,1715.0,25.0,69.0,36.2,496.0,582.0,85.2,54.0,70.0,77.1,6.0,4.1,1.9,31.0,36.0,33.0,1.0,67.0
Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,662.0,912.0,72.6,11891.0,4792.0,5.0,27.0,18.5,526.0,623.0,84.4,131.0,262.0,50.0,0.0,3.4,-3.4,31.0,39.0,18.0,12.0,119.0
Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,5.9,146.0,194.0,75.3,4260.0,2381.0,1.0,3.0,33.3,81.0,84.0,96.4,64.0,107.0,59.8,0.0,0.1,-0.1,1.0,1.0,0.0,0.0,0.0
David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,55.0,124.0,44.4,2858.0,2411.0,0.0,0.0,0.0,7.0,7.0,100.0,48.0,117.0,41.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,69.0,79.0,87.3,1245.0,327.0,2.0,2.0,100.0,54.0,59.0,91.5,13.0,18.0,72.2,0.0,0.2,-0.2,1.0,7.0,0.0,0.0,5.0
Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,170.0,192.0,88.5,3329.0,714.0,5.0,8.0,62.5,121.0,131.0,92.4,44.0,53.0,83.0,0.0,0.3,-0.3,3.0,12.0,2.0,0.0,18.0
Josh Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,12.0,16.0,75.0,138.0,29.0,0.0,1.0,0.0,12.0,14.0,85.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,86.0,138.0,62.3,1243.0,373.0,2.0,13.0,15.4,75.0,109.0,68.8,9.0,16.0,56.3,0.0,0.3,-0.3,2.0,2.0,6.0,1.0,11.0
Álex Martínez,es ESP,DF,Granada,es La Liga,28,1990,0.2,5.0,10.0,50.0,155.0,62.0,0.0,0.0,0.0,3.0,4.0,75.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,212.0,293.0,72.4,5765.0,3162.0,4.0,5.0,80.0,123.0,124.0,99.2,85.0,164.0,51.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,1190.0,1500.0,79.3,29318.0,10179.0,4.0,26.0,15.4,706.0,794.0,88.9,480.0,680.0,70.6,1.0,0.9,0.1,7.0,115.0,11.0,3.0,123.0
Javi Martínez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,4.0,5.0,80.0,44.0,11.0,0.0,0.0,0.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,30,1988,7.5,533.0,580.0,91.9,11509.0,3211.0,4.0,5.0,80.0,367.0,392.0,93.6,162.0,183.0,88.5,0.0,0.0,0.0,1.0,41.0,6.0,0.0,34.0
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,325.0,520.0,62.5,5036.0,1274.0,24.0,63.0,38.1,250.0,367.0,68.1,51.0,90.0,56.7,3.0,2.6,0.4,29.0,29.0,19.0,1.0,46.0
Pablo Martínez,es ESP,"MF,FW",Levante,es La Liga,21,1998,0.4,14.0,18.0,77.8,211.0,95.0,0.0,0.0,0.0,13.0,13.0,100.0,1.0,5.0,20.0,0.0,0.1,-0.1,1.0,0.0,0.0,0.0,1.0
Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,832.0,1032.0,80.6,19652.0,7460.0,5.0,11.0,45.5,508.0,558.0,91.0,319.0,463.0,68.9,1.0,0.6,0.4,4.0,73.0,2.0,0.0,81.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gelson Martins,pt POR,"DF,FW",Monaco,fr Ligue 1,24,1995,18.6,624.0,784.0,79.6,9334.0,2716.0,13.0,47.0,27.7,544.0,623.0,87.3,67.0,114.0,58.8,1.0,4.1,-3.1,28.0,28.0,20.0,8.0,76.0
Adam Marušić,me MNE,DF,Lazio,it Serie A,26,1992,10.5,338.0,398.0,84.9,5881.0,1562.0,7.0,20.0,35.0,271.0,304.0,89.1,60.0,74.0,81.1,1.0,0.5,0.5,8.0,5.0,8.0,5.0,20.0
Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,1102.0,1279.0,86.2,25374.0,5263.0,11.0,30.0,36.7,677.0,746.0,90.8,414.0,503.0,82.3,1.0,1.0,0.0,8.0,75.0,7.0,0.0,88.0
Andrea Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,695.0,812.0,85.6,14249.0,5853.0,9.0,20.0,45.0,517.0,546.0,94.7,169.0,246.0,68.7,1.0,0.0,1.0,1.0,55.0,9.0,0.0,95.0
Andrea Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,259.0,297.0,87.2,5426.0,1662.0,3.0,8.0,37.5,188.0,202.0,93.1,68.0,87.0,78.2,0.0,0.2,-0.2,3.0,16.0,1.0,1.0,19.0
Adam Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,582.0,934.0,62.3,11968.0,6034.0,11.0,47.0,23.4,419.0,527.0,79.5,152.0,360.0,42.2,0.0,0.6,-0.6,13.0,57.0,15.0,12.0,131.0
Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,540.0,1054.0,51.2,21572.0,15861.0,1.0,2.0,50.0,174.0,174.0,100.0,365.0,878.0,41.6,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0
Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,472.0,588.0,80.3,7541.0,3002.0,12.0,33.0,36.4,396.0,449.0,88.2,64.0,106.0,60.4,1.0,1.0,0.0,6.0,27.0,5.0,3.0,51.0
Jaime Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,508.0,790.0,64.3,7529.0,1795.0,31.0,87.0,35.6,406.0,571.0,71.1,71.0,132.0,53.8,3.0,2.5,0.5,30.0,37.0,21.0,13.0,69.0
Juan Mata,es ESP,"MF,FW",Manchester Utd,eng Premier League,31,1988,8.4,442.0,523.0,84.5,7011.0,1625.0,6.0,24.0,25.0,376.0,404.0,93.1,60.0,95.0,63.2,2.0,2.0,0.0,19.0,41.0,18.0,2.0,46.0
Aleš Matějů,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,944.0,1154.0,81.8,18631.0,7173.0,10.0,31.0,32.3,716.0,812.0,88.2,218.0,311.0,70.1,1.0,1.0,0.0,10.0,48.0,10.0,6.0,105.0
