Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Completed,Passes Attempted,Pass Completion %,TotDist,PrgDist,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,A-xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,548.0,622.0,88.1,10236.0,2280.0,11.0,18.0,61.1,421.0,458.0,91.9,116.0,146.0,79.5,0.0,0.0,0.0,3.0,43.0,2.0,0.0,44.0
Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,149.0,201.0,74.1,2142.0,370.0,9.0,13.0,69.2,123.0,163.0,75.5,17.0,25.0,68.0,0.0,0.6,-0.6,8.0,9.0,3.0,0.0,14.0
Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,363.0,458.0,79.3,11153.0,6654.0,1.0,1.0,100.0,189.0,191.0,99.0,173.0,266.0,65.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,982.0,1464.0,67.1,21600.0,10110.0,19.0,53.0,35.8,672.0,803.0,83.7,291.0,608.0,47.9,1.0,2.4,-1.4,27.0,105.0,40.0,24.0,254.0
Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,335.0,426.0,78.6,6063.0,1711.0,4.0,14.0,28.6,266.0,304.0,87.5,65.0,108.0,60.2,0.0,1.2,-1.2,9.0,33.0,14.0,7.0,47.0
Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,22,1997,12.2,573.0,758.0,75.6,10452.0,3997.0,7.0,29.0,24.1,448.0,516.0,86.8,118.0,213.0,55.4,2.0,2.3,-0.3,20.0,50.0,23.0,10.0,98.0
Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,7.0,7.0,100.0,121.0,14.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,501.0,607.0,82.5,8128.0,2996.0,7.0,21.0,33.3,424.0,470.0,90.2,70.0,116.0,60.3,1.0,0.7,0.3,8.0,18.0,12.0,6.0,61.0
Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,1986,19.6,582.0,825.0,70.5,12734.0,4919.0,8.0,39.0,20.5,407.0,471.0,86.4,167.0,315.0,53.0,4.0,3.0,1.0,32.0,47.0,47.0,35.0,128.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,5.0,9.0,55.6,96.0,11.0,0.0,0.0,0.0,4.0,6.0,66.7,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Michail Antonio,eng ENG,FW,West Ham,eng Premier League,29,1990,19.6,325.0,507.0,64.1,5127.0,1295.0,15.0,55.0,27.3,262.0,354.0,74.0,48.0,98.0,49.0,3.0,2.7,0.3,21.0,21.0,14.0,8.0,45.0
Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,11.4,321.0,452.0,71.0,5686.0,2457.0,6.0,14.0,42.9,265.0,322.0,82.3,50.0,116.0,43.1,0.0,1.6,-1.6,10.0,25.0,9.0,4.0,61.0
Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,0.9,17.0,22.0,77.3,211.0,23.0,0.0,0.0,0.0,17.0,21.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,27.4,603.0,846.0,71.3,10471.0,3401.0,14.0,52.0,26.9,482.0,609.0,79.1,107.0,185.0,57.8,2.0,3.1,-1.1,42.0,29.0,30.0,8.0,108.0
Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,24,1995,2.1,86.0,101.0,85.1,1525.0,254.0,2.0,3.0,66.7,67.0,77.0,87.0,17.0,21.0,81.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0
Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,21,1998,21.7,911.0,1076.0,84.7,15872.0,3591.0,9.0,38.0,23.7,740.0,824.0,89.8,162.0,214.0,75.7,4.0,3.0,1.0,27.0,108.0,23.0,0.0,111.0
Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,24.0,31.0,77.4,374.0,57.0,0.0,2.0,0.0,21.0,23.0,91.3,3.0,6.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,744.0,964.0,77.2,11758.0,5492.0,9.0,40.0,22.5,656.0,759.0,86.4,79.0,165.0,47.9,0.0,0.3,-0.3,8.0,43.0,4.0,3.0,98.0
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,649.0,972.0,66.8,14047.0,3445.0,21.0,53.0,39.6,430.0,596.0,72.1,198.0,323.0,61.3,1.0,1.6,-0.6,13.0,93.0,20.0,5.0,95.0
Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,42.0,54.0,77.8,796.0,273.0,0.0,1.0,0.0,36.0,44.0,81.8,6.0,9.0,66.7,0.0,0.0,0.0,1.0,2.0,3.0,1.0,6.0
Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,1397.0,1627.0,85.9,25553.0,7830.0,19.0,48.0,39.6,1112.0,1218.0,91.3,266.0,361.0,73.7,3.0,1.8,1.2,23.0,142.0,9.0,0.0,181.0
Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,23,1996,9.2,223.0,309.0,72.2,3737.0,839.0,12.0,27.0,44.4,172.0,223.0,77.1,39.0,59.0,66.1,1.0,1.8,-0.8,12.0,13.0,15.0,4.0,35.0
Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,1290.0,1482.0,87.0,28790.0,8276.0,11.0,23.0,47.8,832.0,903.0,92.1,447.0,556.0,80.4,2.0,0.2,1.8,2.0,44.0,0.0,0.0,67.0
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,197.0,208.0,94.7,3840.0,793.0,0.0,1.0,0.0,147.0,153.0,96.1,50.0,54.0,92.6,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0
Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,870.0,1169.0,74.4,21845.0,6949.0,8.0,29.0,27.6,503.0,579.0,86.9,359.0,561.0,64.0,0.0,0.1,-0.1,4.0,101.0,10.0,5.0,121.0
Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,114.0,135.0,84.4,2998.0,1661.0,1.0,1.0,100.0,69.0,69.0,100.0,44.0,65.0,67.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,56.0,58.0,96.6,1130.0,742.0,3.0,3.0,100.0,39.0,39.0,100.0,14.0,16.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,498.0,653.0,76.3,8487.0,3889.0,8.0,25.0,32.0,424.0,492.0,86.2,66.0,136.0,48.5,1.0,1.1,-0.1,10.0,28.0,21.0,7.0,102.0
Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,2.0,2.0,100.0,26.0,6.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stuart Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,466.0,612.0,76.1,7275.0,2375.0,17.0,49.0,34.7,388.0,469.0,82.7,61.0,94.0,64.9,3.0,1.1,1.9,16.0,33.0,24.0,4.0,67.0
José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,130.0,178.0,73.0,2089.0,475.0,5.0,14.0,35.7,104.0,134.0,77.6,21.0,30.0,70.0,1.0,0.2,0.8,5.0,10.0,3.0,1.0,12.0
José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,24,1995,3.7,73.0,97.0,75.3,1185.0,391.0,4.0,8.0,50.0,56.0,68.0,82.4,13.0,21.0,61.9,0.0,0.5,-0.5,7.0,2.0,4.0,3.0,9.0
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,1152.0,1541.0,74.8,25929.0,8578.0,26.0,56.0,46.4,724.0,832.0,87.0,402.0,653.0,61.6,8.0,6.1,1.9,68.0,112.0,27.0,7.0,218.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,877.0,1086.0,80.8,23673.0,12278.0,0.0,0.0,0.0,500.0,505.0,99.0,377.0,581.0,64.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,296.0,372.0,79.6,4997.0,1500.0,7.0,22.0,31.8,248.0,280.0,88.6,41.0,70.0,58.6,1.0,0.7,0.3,11.0,17.0,3.0,2.0,41.0
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,260.0,308.0,84.4,4750.0,931.0,9.0,17.0,52.9,197.0,223.0,88.3,54.0,68.0,79.4,1.0,0.1,0.9,2.0,12.0,1.0,1.0,21.0
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,742.0,1039.0,71.4,22187.0,12550.0,2.0,2.0,100.0,379.0,383.0,99.0,361.0,654.0,55.2,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,134.0,163.0,82.2,2312.0,451.0,3.0,5.0,60.0,109.0,126.0,86.5,22.0,32.0,68.8,1.0,1.0,0.0,7.0,6.0,7.0,2.0,15.0
Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,30.0,35.0,85.7,515.0,118.0,0.0,0.0,0.0,25.0,27.0,92.6,5.0,8.0,62.5,0.0,0.1,-0.1,2.0,3.0,1.0,0.0,4.0
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,998.0,1283.0,77.8,15855.0,3048.0,56.0,124.0,45.2,799.0,965.0,82.8,143.0,194.0,73.7,3.0,4.1,-1.1,54.0,71.0,46.0,4.0,104.0
Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,105.0,127.0,82.7,1701.0,438.0,1.0,7.0,14.3,91.0,101.0,90.1,13.0,19.0,68.4,1.0,1.1,-0.1,6.0,8.0,6.0,0.0,18.0
Miguel Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,10.0,14.0,71.4,169.0,20.0,0.0,1.0,0.0,8.0,9.0,88.9,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,eng Premier League,27,1992,8.3,163.0,208.0,78.4,2591.0,563.0,6.0,14.0,42.9,132.0,150.0,88.0,25.0,44.0,56.8,3.0,0.9,2.1,13.0,2.0,10.0,4.0,20.0
Youcef Attal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,411.0,509.0,80.7,6491.0,1960.0,2.0,19.0,10.5,357.0,411.0,86.9,52.0,79.0,65.8,1.0,0.6,0.4,9.0,25.0,11.0,3.0,49.0
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,612.0,888.0,68.9,9377.0,2584.0,13.0,59.0,22.0,532.0,697.0,76.3,67.0,132.0,50.8,3.0,2.9,0.1,23.0,27.0,47.0,14.0,94.0
Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,660.0,1037.0,63.6,21725.0,14133.0,3.0,3.0,100.0,297.0,300.0,99.0,360.0,734.0,49.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,635.0,825.0,77.0,10865.0,4894.0,12.0,37.0,32.4,523.0,591.0,88.5,100.0,197.0,50.8,2.0,1.5,0.5,21.0,49.0,27.0,15.0,115.0
Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,33.0,40.0,82.5,490.0,47.0,1.0,2.0,50.0,30.0,36.0,83.3,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,387.0,534.0,72.5,6753.0,2939.0,2.0,27.0,7.4,321.0,369.0,87.0,64.0,138.0,46.4,1.0,1.2,-0.2,16.0,15.0,10.0,6.0,82.0
Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,1262.0,1654.0,76.3,20973.0,7402.0,17.0,79.0,21.5,1076.0,1256.0,85.7,169.0,319.0,53.0,5.0,2.8,2.2,30.0,63.0,40.0,16.0,164.0
Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,381.0,562.0,67.8,7335.0,2395.0,10.0,35.0,28.6,280.0,345.0,81.2,91.0,182.0,50.0,3.0,3.0,0.0,30.0,37.0,29.0,10.0,84.0
Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,185.0,323.0,57.3,3456.0,833.0,3.0,21.0,14.3,138.0,222.0,62.2,44.0,80.0,55.0,2.0,2.7,-0.7,21.0,22.0,13.0,4.0,34.0
Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2.0,48.0,71.0,67.6,862.0,392.0,3.0,8.0,37.5,38.0,50.0,76.0,7.0,13.0,53.8,1.0,0.9,0.1,5.0,2.0,7.0,6.0,9.0
Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,598.0,767.0,78.0,12895.0,5236.0,14.0,29.0,48.3,399.0,441.0,90.5,185.0,297.0,62.3,0.0,0.1,-0.1,4.0,54.0,8.0,3.0,78.0
Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,74.0,102.0,72.5,1205.0,345.0,3.0,12.0,25.0,62.0,74.0,83.8,9.0,16.0,56.3,0.0,0.9,-0.9,7.0,8.0,4.0,3.0,8.0
Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,219.0,308.0,71.1,3021.0,556.0,11.0,32.0,34.4,190.0,238.0,79.8,18.0,38.0,47.4,0.0,0.5,-0.5,7.0,11.0,7.0,1.0,18.0
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35.0,686.0,838.0,81.9,9695.0,1890.0,38.0,68.0,55.9,569.0,654.0,87.0,79.0,116.0,68.1,2.0,1.9,0.1,26.0,42.0,22.0,0.0,49.0
Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,1472.0,1756.0,83.8,34281.0,12653.0,12.0,39.0,30.8,956.0,1036.0,92.3,504.0,681.0,74.0,3.0,2.3,0.7,17.0,132.0,13.0,3.0,179.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,316.0,394.0,80.2,5621.0,1240.0,5.0,18.0,27.8,256.0,304.0,84.2,55.0,72.0,76.4,0.0,0.3,-0.3,6.0,26.0,4.0,0.0,24.0
César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,2267.0,2838.0,79.9,40363.0,15489.0,37.0,111.0,33.3,1873.0,2139.0,87.6,357.0,588.0,60.7,6.0,5.8,0.2,43.0,148.0,60.0,28.0,288.0
Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,500.0,619.0,80.8,8858.0,3971.0,5.0,18.0,27.8,406.0,460.0,88.3,89.0,141.0,63.1,0.0,0.7,-0.7,14.0,42.0,13.0,8.0,85.0
Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,1046.0,1285.0,81.4,19955.0,5377.0,20.0,50.0,40.0,777.0,905.0,85.9,249.0,330.0,75.5,0.0,0.2,-0.2,6.0,99.0,6.0,1.0,104.0
Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,225.0,306.0,73.5,3297.0,539.0,10.0,32.0,31.3,189.0,233.0,81.1,26.0,41.0,63.4,0.0,0.7,-0.7,12.0,11.0,9.0,0.0,18.0
Carlos Bacca,co COL,"FW,MF",Villarreal,es La Liga,32,1986,7.6,101.0,133.0,75.9,1555.0,125.0,0.0,7.0,0.0,88.0,106.0,83.0,13.0,20.0,65.0,1.0,0.5,0.5,4.0,5.0,1.0,0.0,5.0
Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,786.0,963.0,81.6,15714.0,4258.0,15.0,35.0,42.9,565.0,651.0,86.8,206.0,277.0,74.4,0.0,1.0,-1.0,20.0,87.0,11.0,0.0,78.0
Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,4.0,7.0,57.1,56.0,15.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,6.0,6.0,100.0,95.0,8.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,4.0,4.0,100.0,58.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,150.0,204.0,73.5,2244.0,320.0,8.0,15.0,53.3,126.0,159.0,79.2,16.0,30.0,53.3,0.0,0.8,-0.8,10.0,7.0,5.0,3.0,9.0
Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,684.0,884.0,77.4,13902.0,4043.0,8.0,27.0,29.6,488.0,580.0,84.1,188.0,277.0,67.9,0.0,0.4,-0.4,8.0,56.0,9.0,0.0,74.0
Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,326.0,481.0,67.8,6112.0,1878.0,9.0,29.0,31.0,251.0,327.0,76.8,66.0,125.0,52.8,3.0,2.6,0.4,21.0,17.0,24.0,9.0,65.0
Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,64.0,72.0,88.9,1266.0,433.0,0.0,1.0,0.0,49.0,54.0,90.7,15.0,17.0,88.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,610.0,655.0,93.1,13540.0,3698.0,3.0,7.0,42.9,391.0,415.0,94.2,216.0,233.0,92.7,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0
Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,168.0,209.0,80.4,2952.0,1099.0,0.0,6.0,0.0,140.0,152.0,92.1,28.0,51.0,54.9,0.0,0.7,-0.7,6.0,6.0,7.0,5.0,31.0
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,19.0,19.0,100.0,509.0,312.0,0.0,0.0,0.0,13.0,13.0,100.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,831.0,961.0,86.5,14795.0,3853.0,15.0,31.0,48.4,662.0,735.0,90.1,154.0,195.0,79.0,2.0,0.8,1.2,8.0,75.0,12.0,0.0,82.0
Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,184.0,230.0,80.0,4067.0,844.0,6.0,11.0,54.5,128.0,152.0,84.2,50.0,67.0,74.6,0.0,0.3,-0.3,6.0,21.0,3.0,0.0,20.0
Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,91.0,94.0,96.8,1444.0,427.0,2.0,3.0,66.7,77.0,79.0,97.5,12.0,12.0,100.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0
Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,830.0,1158.0,71.7,16301.0,5889.0,13.0,40.0,32.5,609.0,776.0,78.5,208.0,342.0,60.8,3.0,3.1,-0.1,25.0,63.0,38.0,17.0,162.0
Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,361.0,487.0,74.1,8137.0,2891.0,3.0,12.0,25.0,219.0,260.0,84.2,139.0,215.0,64.7,0.0,0.0,0.0,0.0,24.0,2.0,0.0,30.0
Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,207.0,295.0,70.2,3023.0,767.0,7.0,22.0,31.8,178.0,226.0,78.8,22.0,47.0,46.8,1.0,0.8,0.2,3.0,12.0,6.0,0.0,24.0
George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,1173.0,1552.0,75.6,18048.0,6540.0,34.0,110.0,30.9,1002.0,1141.0,87.8,137.0,301.0,45.5,3.0,2.5,0.5,27.0,60.0,45.0,28.0,170.0
Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,360.0,480.0,75.0,6349.0,1579.0,5.0,18.0,27.8,299.0,346.0,86.4,56.0,116.0,48.3,2.0,1.3,0.7,11.0,18.0,17.0,10.0,46.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,188.0,258.0,72.9,3272.0,1457.0,2.0,8.0,25.0,152.0,184.0,82.6,34.0,66.0,51.5,0.0,0.0,0.0,0.0,10.0,4.0,1.0,39.0
Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,114.0,128.0,89.1,2210.0,574.0,1.0,6.0,16.7,85.0,91.0,93.4,28.0,31.0,90.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,5.0,5.0,100.0,106.0,35.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,686.0,861.0,79.7,11942.0,4031.0,14.0,40.0,35.0,564.0,628.0,89.8,108.0,193.0,56.0,0.0,1.3,-1.3,14.0,48.0,14.0,7.0,91.0
Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,222.0,266.0,83.5,3875.0,954.0,7.0,9.0,77.8,174.0,193.0,90.2,41.0,64.0,64.1,0.0,0.0,0.0,2.0,19.0,2.0,0.0,26.0
Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,238.0,368.0,64.7,4650.0,1132.0,4.0,21.0,19.0,175.0,246.0,71.1,59.0,101.0,58.4,0.0,0.4,-0.4,8.0,24.0,11.0,3.0,40.0
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,207.0,279.0,74.2,3542.0,1719.0,1.0,12.0,8.3,177.0,202.0,87.6,29.0,65.0,44.6,0.0,0.3,-0.3,3.0,10.0,2.0,2.0,32.0
Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,669.0,831.0,80.5,11101.0,3168.0,19.0,46.0,41.3,549.0,626.0,87.7,101.0,159.0,63.5,4.0,2.3,1.7,35.0,61.0,21.0,0.0,94.0
Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,1951.0,2373.0,82.2,42577.0,12814.0,21.0,62.0,33.9,1348.0,1507.0,89.4,582.0,804.0,72.4,7.0,5.1,1.9,59.0,268.0,33.0,7.0,304.0
Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,908.0,1109.0,81.9,21183.0,6913.0,6.0,19.0,31.6,567.0,635.0,89.3,335.0,455.0,73.6,0.0,0.0,0.0,1.0,59.0,2.0,1.0,65.0
Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,76.0,104.0,73.1,1160.0,334.0,1.0,8.0,12.5,66.0,77.0,85.7,9.0,19.0,47.4,0.0,0.2,-0.2,4.0,6.0,3.0,0.0,15.0
Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,571.0,701.0,81.5,9725.0,2658.0,19.0,37.0,51.4,461.0,523.0,88.1,91.0,141.0,64.5,1.0,1.3,-0.3,16.0,55.0,14.0,4.0,64.0
Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5.0,146.0,218.0,67.0,2704.0,1161.0,1.0,8.0,12.5,116.0,145.0,80.0,29.0,65.0,44.6,0.0,0.1,-0.1,2.0,20.0,2.0,1.0,31.0
Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,731.0,800.0,91.4,14004.0,3689.0,11.0,18.0,61.1,556.0,586.0,94.9,164.0,196.0,83.7,0.0,0.4,-0.4,7.0,66.0,5.0,0.0,49.0
Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,40.0,47.0,85.1,639.0,158.0,0.0,3.0,0.0,38.0,41.0,92.7,2.0,3.0,66.7,0.0,0.1,-0.1,2.0,1.0,0.0,0.0,1.0
Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,625.0,853.0,73.3,10380.0,3265.0,28.0,68.0,41.2,494.0,596.0,82.9,103.0,189.0,54.5,2.0,1.9,0.1,28.0,59.0,23.0,5.0,104.0
Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21.0,599.0,897.0,66.8,11391.0,5401.0,13.0,43.0,30.2,459.0,558.0,82.3,127.0,296.0,42.9,1.0,0.7,0.3,7.0,67.0,15.0,2.0,112.0
