Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes Completed,Passes Attempted,Pass Completion %,TotDist,PrgDist,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,A-xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
Luigi Sepe,it ITA,GK,Parma,it Serie A,27,1991,37.0,749.0,1202.0,62.3,30033.0,20547.0,2.0,2.0,100.0,256.0,259.0,98.8,491.0,941.0,52.2,0.0,0.1,-0.1,1.0,15.0,0.0,0.0,1.0
Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,19.2,333.0,462.0,72.1,6210.0,1677.0,7.0,20.0,35.0,243.0,323.0,75.2,83.0,119.0,69.7,1.0,2.0,-1.0,14.0,34.0,11.0,1.0,53.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,24.9,1433.0,1712.0,83.7,27643.0,7130.0,19.0,39.0,48.7,1073.0,1190.0,90.2,341.0,483.0,70.6,2.0,3.8,-1.8,55.0,124.0,24.0,5.0,172.0
Leonardo Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,0.1,4.0,4.0,100.0,45.0,2.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julien Serrano,fr FRA,"MF,DF",Monaco,fr Ligue 1,20,1998,1.3,45.0,56.0,80.4,817.0,193.0,0.0,0.0,0.0,38.0,44.0,86.4,7.0,12.0,58.3,0.0,0.2,-0.2,1.0,2.0,1.0,0.0,6.0
Grégory Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,1.2,54.0,72.0,75.0,1017.0,200.0,0.0,1.0,0.0,44.0,52.0,84.6,10.0,19.0,52.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,18,2000,25.6,582.0,829.0,70.2,9632.0,3688.0,3.0,30.0,10.0,506.0,633.0,79.9,73.0,166.0,44.0,6.0,4.8,1.2,30.0,34.0,16.0,4.0,91.0
Paik Seung-ho,kr KOR,"FW,MF",Girona,es La Liga,21,1997,0.7,17.0,20.0,85.0,331.0,108.0,0.0,0.0,0.0,15.0,17.0,88.2,2.0,3.0,66.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0
Stephan El Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,23.4,699.0,869.0,80.4,12065.0,2651.0,10.0,32.0,31.3,579.0,676.0,85.7,110.0,161.0,68.3,3.0,5.7,-2.7,41.0,35.0,39.0,7.0,88.0
Meritan Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,0.0,2.0,2.0,100.0,19.0,9.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan Shaqiri,ch SUI,"FW,MF",Liverpool,eng Premier League,26,1991,11.8,545.0,695.0,78.4,9989.0,2667.0,5.0,18.0,27.8,434.0,496.0,87.5,106.0,181.0,58.6,3.0,1.9,1.1,19.0,49.0,36.0,7.0,80.0
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,28.8,1657.0,1984.0,83.5,25802.0,11131.0,25.0,70.0,35.7,1444.0,1612.0,89.6,188.0,302.0,62.3,4.0,3.5,0.5,33.0,122.0,36.0,9.0,238.0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,10.5,458.0,678.0,67.6,11182.0,4414.0,4.0,10.0,40.0,286.0,345.0,82.9,168.0,323.0,52.0,1.0,1.4,-0.4,24.0,79.0,20.0,6.0,99.0
Gaku Shibasaki,jp JPN,"MF,FW",Getafe,es La Liga,26,1992,4.3,83.0,137.0,60.6,1610.0,530.0,3.0,9.0,33.3,54.0,79.0,68.4,26.0,49.0,53.1,0.0,0.1,-0.1,2.0,6.0,5.0,3.0,19.0
Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18.0,614.0,722.0,85.0,14267.0,4562.0,9.0,14.0,64.3,356.0,393.0,90.6,249.0,315.0,79.0,0.0,0.9,-0.9,6.0,50.0,5.0,0.0,69.0
Djibril Sidibé,fr FRA,"DF,MF",Monaco,fr Ligue 1,26,1992,23.1,1061.0,1428.0,74.3,19061.0,8246.0,10.0,47.0,21.3,872.0,1057.0,82.5,179.0,324.0,55.2,2.0,3.8,-1.8,33.0,81.0,35.0,18.0,230.0
Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,14.0,440.0,591.0,74.5,6804.0,2273.0,5.0,17.0,29.4,386.0,488.0,79.1,49.0,86.0,57.0,0.0,0.2,-0.2,4.0,39.0,3.0,1.0,48.0
Sidnei,br BRA,DF,Betis,es La Liga,28,1989,19.4,1133.0,1271.0,89.1,22304.0,5888.0,6.0,15.0,40.0,858.0,922.0,93.1,269.0,334.0,80.5,0.0,0.1,-0.1,2.0,65.0,5.0,1.0,65.0
Theoson Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,22,1996,6.8,74.0,96.0,77.1,846.0,146.0,10.0,11.0,90.9,61.0,80.0,76.3,3.0,5.0,60.0,1.0,0.1,0.9,3.0,3.0,3.0,0.0,4.0
Francisco Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,3.0,65.0,93.0,69.9,1627.0,594.0,3.0,5.0,60.0,31.0,41.0,75.6,31.0,47.0,66.0,0.0,0.4,-0.4,2.0,9.0,1.0,0.0,7.0
Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,28,1989,34.6,830.0,1231.0,67.4,14768.0,5597.0,18.0,73.0,24.7,633.0,781.0,81.0,179.0,377.0,47.5,6.0,7.0,-1.0,72.0,99.0,48.0,8.0,190.0
Luca Siligardi,it ITA,FW,Parma,it Serie A,30,1988,18.2,334.0,522.0,64.0,5968.0,2105.0,5.0,32.0,15.6,261.0,350.0,74.6,68.0,140.0,48.6,2.0,2.6,-0.6,16.0,29.0,14.0,6.0,61.0
Adrien Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,1.0,70.0,79.0,88.6,1225.0,319.0,0.0,2.0,0.0,58.0,63.0,92.1,12.0,14.0,85.7,0.0,0.0,0.0,0.0,9.0,1.0,0.0,6.0
Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,13.2,606.0,726.0,83.5,12120.0,3196.0,8.0,21.0,38.1,439.0,494.0,88.9,159.0,211.0,75.4,0.0,0.5,-0.5,6.0,75.0,5.0,0.0,80.0
André Silva,pt POR,FW,Sevilla,es La Liga,22,1995,24.0,399.0,550.0,72.5,5551.0,1557.0,11.0,40.0,27.5,359.0,459.0,78.2,29.0,51.0,56.9,0.0,4.0,-4.0,28.0,30.0,26.0,3.0,64.0
Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,23,1994,31.7,1513.0,1798.0,84.1,25650.0,5777.0,27.0,71.0,38.0,1248.0,1388.0,89.9,238.0,339.0,70.2,7.0,7.4,-0.4,70.0,96.0,57.0,5.0,168.0
David Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,26.7,1783.0,2083.0,85.6,29033.0,6374.0,17.0,50.0,34.0,1532.0,1715.0,89.3,234.0,318.0,73.6,8.0,9.0,-1.0,73.0,136.0,84.0,5.0,204.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Silva,br BRA,"DF,MF",Saint-Étienne,fr Ligue 1,27,1991,15.9,484.0,627.0,77.2,8707.0,2933.0,10.0,20.0,50.0,377.0,435.0,86.7,97.0,172.0,56.4,2.0,1.4,0.6,8.0,22.0,13.0,4.0,53.0
Jonathan Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30.0,869.0,1290.0,67.4,16393.0,8234.0,18.0,59.0,30.5,666.0,815.0,81.7,185.0,416.0,44.5,6.0,3.4,2.6,46.0,69.0,35.0,23.0,205.0
Matheus Pereira da Silva,br BRA,MF,Juventus,it Serie A,20,1998,1.0,35.0,45.0,77.8,654.0,192.0,0.0,3.0,0.0,27.0,31.0,87.1,8.0,11.0,72.7,0.0,0.0,0.0,1.0,7.0,2.0,1.0,7.0
Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,23.1,1763.0,1880.0,93.8,35493.0,13731.0,16.0,22.0,72.7,1260.0,1317.0,95.7,487.0,541.0,90.0,1.0,0.6,0.4,5.0,171.0,10.0,0.0,133.0
Xande Silva,pt POR,FW,West Ham,eng Premier League,21,1997,0.2,3.0,5.0,60.0,35.0,2.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Matías Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34.0,1267.0,1484.0,85.4,30310.0,8619.0,8.0,23.0,34.8,782.0,842.0,92.9,477.0,619.0,77.1,0.0,0.1,-0.1,4.0,76.0,1.0,0.0,70.0
Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,27.3,248.0,366.0,67.8,3563.0,736.0,8.0,30.0,26.7,219.0,298.0,73.5,21.0,38.0,55.3,3.0,3.0,0.0,34.0,14.0,14.0,3.0,25.0
Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,22,1996,2.6,121.0,145.0,83.4,2503.0,775.0,1.0,2.0,50.0,88.0,97.0,90.7,32.0,46.0,69.6,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0
Moses Simon,ng NGA,"DF,MF",Levante,es La Liga,23,1995,8.7,212.0,299.0,70.9,3640.0,1414.0,4.0,17.0,23.5,173.0,213.0,81.2,35.0,69.0,50.7,1.0,0.5,0.5,6.0,18.0,5.0,1.0,41.0
Unai Simón,es ESP,GK,Athletic Club,es La Liga,21,1997,7.0,112.0,183.0,61.2,4122.0,2874.0,0.0,0.0,0.0,39.0,40.0,97.5,73.0,143.0,51.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,3.2,108.0,154.0,70.1,2075.0,913.0,4.0,6.0,66.7,80.0,108.0,74.1,24.0,40.0,60.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,21.0
Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,4.5,191.0,225.0,84.9,4173.0,1490.0,2.0,4.0,50.0,125.0,144.0,86.8,64.0,77.0,83.1,0.0,0.1,-0.1,1.0,12.0,1.0,0.0,10.0
Josh Sims,eng ENG,"FW,MF",Southampton,eng Premier League,21,1997,2.4,36.0,46.0,78.3,532.0,153.0,2.0,3.0,66.7,30.0,37.0,81.1,4.0,6.0,66.7,1.0,0.5,0.5,2.0,1.0,2.0,2.0,3.0
Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,0.7,17.0,22.0,77.3,339.0,52.0,1.0,1.0,100.0,13.0,17.0,76.5,3.0,4.0,75.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0
Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,32.9,1052.0,1448.0,72.7,23423.0,8871.0,12.0,31.0,38.7,698.0,833.0,83.8,342.0,584.0,58.6,0.0,1.3,-1.3,12.0,87.0,10.0,2.0,137.0
Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,1987,35.2,703.0,1119.0,62.8,27202.0,18347.0,3.0,6.0,50.0,200.0,201.0,99.5,500.0,912.0,54.8,0.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0
Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,29.6,1038.0,1274.0,81.5,19564.0,4427.0,21.0,47.0,44.7,779.0,913.0,85.3,238.0,314.0,75.8,2.0,2.7,-0.7,24.0,120.0,21.0,6.0,105.0
Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,25.9,1205.0,1397.0,86.3,20391.0,4909.0,32.0,58.0,55.2,987.0,1096.0,90.1,186.0,243.0,76.5,3.0,2.4,0.6,23.0,106.0,13.0,3.0,102.0
Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,23,1995,9.4,379.0,456.0,83.1,6376.0,1391.0,7.0,20.0,35.0,314.0,349.0,90.0,58.0,87.0,66.7,1.0,1.2,-0.2,15.0,25.0,10.0,1.0,40.0
Antonio Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3.0,47.0,102.0,46.1,2387.0,1994.0,0.0,0.0,0.0,10.0,10.0,100.0,37.0,92.0,40.2,0.0,0.1,-0.1,1.0,0.0,0.0,0.0,0.0
Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,34.3,1461.0,1683.0,86.8,26094.0,6175.0,30.0,47.0,63.8,1167.0,1299.0,89.8,264.0,337.0,78.3,2.0,1.5,0.5,26.0,110.0,23.0,4.0,135.0
Oliver Skipp,eng ENG,"MF,FW",Tottenham,eng Premier League,17,2000,2.4,116.0,137.0,84.7,2054.0,451.0,2.0,7.0,28.6,89.0,102.0,87.3,25.0,28.0,89.3,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38.0,764.0,1126.0,67.9,27681.0,17463.0,3.0,3.0,100.0,234.0,237.0,98.7,527.0,886.0,59.5,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
Milan Škriniar,sk SVK,DF,Inter,it Serie A,23,1995,35.0,2227.0,2400.0,92.8,43957.0,15225.0,10.0,21.0,47.6,1679.0,1757.0,95.6,538.0,622.0,86.5,1.0,0.3,0.7,6.0,129.0,5.0,1.0,134.0
Steven Skrzybski,de GER,"FW,MF",Schalke 04,de Bundesliga,25,1992,7.4,99.0,142.0,69.7,1564.0,399.0,3.0,11.0,27.3,81.0,109.0,74.3,15.0,22.0,68.2,1.0,1.4,-0.4,9.0,7.0,1.0,0.0,9.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petar Škuletić,rs SRB,"FW,MF",Montpellier,fr Ligue 1,28,1990,6.7,116.0,168.0,69.0,1753.0,337.0,8.0,13.0,61.5,92.0,129.0,71.3,16.0,26.0,61.5,1.0,0.8,0.2,6.0,7.0,2.0,0.0,9.0
Callum Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,1.2,21.0,32.0,65.6,363.0,92.0,1.0,3.0,33.3,14.0,18.0,77.8,6.0,11.0,54.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0
Naïm Sliti,tn TUN,"MF,FW",Dijon,fr Ligue 1,26,1992,25.4,668.0,959.0,69.7,12559.0,4509.0,19.0,45.0,42.2,496.0,603.0,82.3,153.0,311.0,49.2,4.0,6.3,-2.3,68.0,67.0,41.0,5.0,161.0
Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,23.6,800.0,924.0,86.6,16968.0,4212.0,10.0,17.0,58.8,535.0,590.0,90.7,255.0,317.0,80.4,0.0,0.4,-0.4,3.0,21.0,1.0,0.0,38.0
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,27,1991,23.0,860.0,1072.0,80.2,14416.0,5450.0,8.0,31.0,25.8,726.0,843.0,86.1,126.0,198.0,63.6,1.0,0.8,0.2,10.0,73.0,16.0,3.0,116.0
Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,12.7,470.0,618.0,76.1,8737.0,3011.0,4.0,15.0,26.7,353.0,419.0,84.2,113.0,184.0,61.4,0.0,0.5,-0.5,9.0,32.0,7.0,4.0,57.0
Emile Smith-Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,0.3,13.0,16.0,81.3,132.0,40.0,1.0,1.0,100.0,12.0,15.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,30,1987,24.7,875.0,1156.0,75.7,14746.0,4474.0,58.0,87.0,66.7,650.0,771.0,84.3,167.0,298.0,56.0,5.0,4.9,0.1,61.0,81.0,31.0,6.0,138.0
Cédric Soares,pt POR,DF,Southampton,eng Premier League,26,1991,16.6,577.0,822.0,70.2,10022.0,4230.0,5.0,30.0,16.7,473.0,566.0,83.6,99.0,226.0,43.8,2.0,1.2,0.8,13.0,50.0,20.0,10.0,91.0
Cédric Soares,pt POR,DF,Inter,it Serie A,26,1991,2.9,157.0,206.0,76.2,3207.0,1062.0,2.0,9.0,22.2,118.0,133.0,88.7,37.0,64.0,57.8,1.0,0.3,0.7,4.0,14.0,4.0,1.0,19.0
Ramadan Sobhi,eg EGY,FW,Huddersfield,eng Premier League,21,1997,0.9,37.0,44.0,84.1,456.0,165.0,3.0,3.0,100.0,33.0,37.0,89.2,1.0,4.0,25.0,0.0,0.3,-0.3,4.0,0.0,3.0,1.0,7.0
Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,10.5,267.0,340.0,78.5,5044.0,1597.0,3.0,9.0,33.3,211.0,255.0,82.7,53.0,76.0,69.7,0.0,0.1,-0.1,2.0,15.0,2.0,0.0,29.0
Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,26,1992,2.1,35.0,48.0,72.9,494.0,75.0,1.0,3.0,33.3,32.0,41.0,78.0,2.0,4.0,50.0,0.0,0.1,-0.1,1.0,2.0,0.0,0.0,2.0
Rubén Sobrino,es ESP,"FW,MF",Alavés,es La Liga,26,1992,10.7,178.0,253.0,70.4,2573.0,542.0,10.0,18.0,55.6,148.0,202.0,73.3,20.0,33.0,60.6,1.0,1.1,-0.1,9.0,12.0,4.0,2.0,15.0
Danilo Soddimo,it ITA,MF,Frosinone,it Serie A,30,1987,2.8,90.0,126.0,71.4,1715.0,556.0,3.0,7.0,42.9,67.0,86.0,77.9,20.0,33.0,60.6,1.0,0.4,0.6,7.0,6.0,6.0,3.0,17.0
Alex Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1.0,61.0,76.0,80.3,953.0,404.0,0.0,2.0,0.0,53.0,63.0,84.1,8.0,11.0,72.7,0.0,0.1,-0.1,1.0,5.0,1.0,1.0,11.0
Dominic Solanke,eng ENG,FW,Bournemouth,eng Premier League,20,1997,3.9,73.0,101.0,72.3,894.0,185.0,5.0,13.0,38.5,66.0,79.0,83.5,2.0,9.0,22.2,1.0,0.6,0.4,8.0,3.0,2.0,0.0,6.0
Andrés Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,0.5,22.0,27.0,81.5,423.0,140.0,0.0,0.0,0.0,15.0,18.0,83.3,7.0,9.0,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Carlos Soler,es ESP,MF,Valencia,es La Liga,21,1997,27.3,749.0,983.0,76.2,13195.0,4483.0,16.0,41.0,39.0,588.0,709.0,82.9,145.0,233.0,62.2,6.0,3.9,2.1,33.0,69.0,34.0,12.0,125.0
Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.7,44.0,48.0,91.7,912.0,173.0,0.0,0.0,0.0,34.0,35.0,97.1,10.0,13.0,76.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,1988,34.0,1265.0,1596.0,79.3,35965.0,18761.0,1.0,1.0,100.0,640.0,644.0,99.4,624.0,951.0,65.6,0.0,0.0,0.0,1.0,11.0,2.0,0.0,1.0
Kévin Soni,cm CMR,"FW,DF",Girona,es La Liga,20,1998,0.9,19.0,26.0,73.1,287.0,49.0,0.0,0.0,0.0,17.0,20.0,85.0,2.0,6.0,33.3,0.0,0.2,-0.2,3.0,1.0,0.0,0.0,1.0
Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,29.4,859.0,1005.0,85.5,18924.0,6483.0,7.0,13.0,53.8,573.0,642.0,89.3,279.0,350.0,79.7,0.0,0.4,-0.4,5.0,53.0,1.0,0.0,64.0
Oliver Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,17.6,655.0,867.0,75.5,14461.0,5508.0,8.0,24.0,33.3,440.0,510.0,86.3,207.0,333.0,62.2,0.0,0.4,-0.4,7.0,60.0,9.0,4.0,97.0
David Soria,es ESP,GK,Getafe,es La Liga,25,1993,37.0,454.0,1071.0,42.4,24759.0,20646.0,0.0,1.0,0.0,44.0,48.0,91.7,410.0,1022.0,40.1,0.0,0.1,-0.1,2.0,62.0,4.0,0.0,0.0
Player,Nation,Pos,Squad,Comp,Age,Born,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4.0,78.0,145.0,53.8,2605.0,1566.0,1.0,2.0,50.0,27.0,28.0,96.4,50.0,115.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Soriano,it ITA,"MF,FW",Torino,it Serie A,27,1991,5.2,191.0,235.0,81.3,2612.0,733.0,10.0,14.0,71.4,165.0,194.0,85.1,16.0,27.0,59.3,2.0,0.8,1.2,8.0,13.0,8.0,1.0,26.0
Roberto Soriano,it ITA,MF,Bologna,it Serie A,27,1991,16.5,509.0,633.0,80.4,7403.0,2216.0,9.0,31.0,29.0,452.0,527.0,85.8,48.0,75.0,64.0,2.0,1.7,0.3,21.0,37.0,22.0,2.0,74.0
Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31.0,589.0,895.0,65.8,21372.0,15015.0,1.0,1.0,100.0,161.0,165.0,97.6,427.0,729.0,58.6,0.0,0.1,-0.1,2.0,4.0,0.0,0.0,0.0
Borna Sosa,hr CRO,"DF,MF",Stuttgart,de Bundesliga,20,1998,6.8,280.0,397.0,70.5,5232.0,2678.0,4.0,9.0,44.4,217.0,272.0,79.8,59.0,116.0,50.9,1.0,1.3,-0.3,16.0,25.0,16.0,6.0,70.0
Sebastian Soto,us USA,MF,Hannover 96,de Bundesliga,18,2000,0.3,4.0,5.0,80.0,43.0,8.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,19,1999,0.2,7.0,9.0,77.8,124.0,13.0,0.0,0.0,0.0,7.0,9.0,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,0.0,3.0,3.0,100.0,88.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,19.1,862.0,926.0,93.1,19161.0,5134.0,4.0,7.0,57.1,556.0,594.0,93.6,302.0,325.0,92.9,1.0,0.6,0.4,2.0,12.0,1.0,0.0,21.0
Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,19,1999,6.3,316.0,359.0,88.0,5861.0,1543.0,4.0,8.0,50.0,251.0,275.0,91.3,61.0,76.0,80.3,1.0,0.7,0.3,6.0,45.0,4.0,1.0,35.0
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,22,1996,4.1,183.0,215.0,85.1,3477.0,1215.0,4.0,6.0,66.7,133.0,143.0,93.0,46.0,66.0,69.7,0.0,0.0,0.0,0.0,11.0,2.0,1.0,16.0
Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1.0,16.0,36.0,44.4,809.0,687.0,0.0,0.0,0.0,1.0,1.0,100.0,15.0,35.0,42.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Leonardo Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,6.7,303.0,383.0,79.1,5428.0,1591.0,2.0,16.0,12.5,259.0,292.0,88.7,42.0,75.0,56.0,1.0,0.4,0.6,7.0,16.0,17.0,6.0,45.0
Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,6.0,167.0,201.0,83.1,3762.0,971.0,0.0,2.0,0.0,107.0,124.0,86.3,60.0,75.0,80.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0
Marco Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35.0,818.0,1229.0,66.6,26036.0,15904.0,4.0,4.0,100.0,345.0,349.0,98.9,469.0,876.0,53.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
Mattia Sprocati,it ITA,"FW,MF",Parma,it Serie A,25,1993,7.2,148.0,219.0,67.6,2265.0,901.0,4.0,10.0,40.0,129.0,169.0,76.3,15.0,40.0,37.5,0.0,0.6,-0.6,10.0,12.0,11.0,3.0,34.0
Bassem Srarfi,tn TUN,"FW,MF",Nice,fr Ligue 1,21,1997,9.1,262.0,332.0,78.9,4493.0,871.0,2.0,16.0,12.5,216.0,256.0,84.4,44.0,60.0,73.3,0.0,1.0,-1.0,9.0,13.0,7.0,2.0,24.0
Darijo Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,23.2,1248.0,1639.0,76.1,24884.0,12297.0,16.0,53.0,30.2,913.0,1050.0,87.0,319.0,536.0,59.5,3.0,4.0,-1.0,43.0,102.0,47.0,22.0,304.0
Kostas Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,10.2,442.0,565.0,78.2,9628.0,3593.0,3.0,9.0,33.3,318.0,360.0,88.3,121.0,196.0,61.7,0.0,1.0,-1.0,8.0,28.0,5.0,4.0,66.0
Benjamin Stambouli,fr FRA,"DF,MF",Schalke 04,de Bundesliga,27,1990,19.6,759.0,984.0,77.1,15935.0,5751.0,7.0,17.0,41.2,523.0,607.0,86.2,229.0,360.0,63.6,2.0,0.4,1.6,9.0,83.0,11.0,1.0,99.0
Jozo Stanić,hr CRO,DF,Augsburg,de Bundesliga,19,1999,0.0,3.0,3.0,100.0,82.0,34.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Stanislas,eng ENG,"MF,FW",Bournemouth,eng Premier League,28,1989,11.5,409.0,537.0,76.2,6607.0,2288.0,9.0,32.0,28.1,343.0,406.0,84.5,57.0,99.0,57.6,3.0,2.1,0.9,15.0,30.0,29.0,5.0,66.0
Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,20.8,880.0,1049.0,83.9,18209.0,7118.0,5.0,13.0,38.5,620.0,690.0,89.9,255.0,346.0,73.7,0.0,0.4,-0.4,3.0,73.0,5.0,0.0,83.0
Timo Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,0.2,1.0,1.0,100.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
